positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"چون رم نمیخوره 64 گیگ بخرین چون بعدا با مشکل حافظه رو به رو میشین",1,0,4,5,5,5,5,5
,,"سلام. 10 ماهه این گوشی رو دارم. یه بار هم از دستم افتاد ولی اصلا خش هم بهش نیفتاد. به نظرمن حرف نداره. اگه اندرویدشو به 7 ارتقا بدید فکر کنید یه گوشی جدید دستتون گرفتید!",2,1,3,4,5,4,5,4
"قلم عالي",هيچي,"من الان 9 ماهه دارمش، رشته ام هم مهندسی عمرانه، چنددفعه تو ساختمون از دستم افتاد ولی چیزیش نشد، البته قاب داره ولی قاب محکمی نیست ولی یه خش هم نیفتاده دستش. قلمش هم فوق العاده است و قشنگ توی کارای مهندسی به کار میاد. اگه یه گوشی مهندسی خوب میخاین که کاراتونو راه بندازه اصلا شک نکنید",6,1,4,3,4,3,5,5
,,"ازهرلحاظ ازش راضی هستم وهیچوقت واسم تکراری نمیشه وتابحال نتونستم ازش ایرادی بگیرم",4,1,5,5,5,5,5,5
"همه چي عالي","بدنه حساس با جذب عرق دست","بهتون پیشنهاد میکنم بگیرین
من یکسال و خورده ایه این گوشی رو دارم قبل اینم s6 داشتم
به نظرم بهترین و شیک ترین گوشی سامسونگ همینه امکاناتشم عالیه فقط بدنه پشتش زود عرق دست رو میگیره ولی اینو نمیشه ایراد این گوشی دونست به هرحال پشتش از شیشس و باید اینطوری بشه...:)
تو این یکسال دوسه بار از دستم رو زمین افتاد ولی خط و خشی بر نداشت...عالیه",4,1,5,5,5,5,5,5
"طراحي زيبا با امکانات خوب و شارژ سريع
دوربين فوق العاده","ارور drk","سلام من این گوشی رو دو روزه با مدل sm-n9208 گرفتم و ازش راضی بودم تا این ک فهمیدم مشکل ارور drk رو داره این ارور زمان آپدیت اندروید گوشی به وجود میاد البته این مدل ک در دیجی کالا هست با نسخه من فرق داره و خوبه",2,2,3,2,4,3,4,3
"دوربين قوي
طراحي مناسب",,"من الان نزدیک ب 6 ماهه دارم استفاده میکنم کاملن راضیم",9,0,5,5,5,5,5,5
"همچي عالي","تقريبا هيچي","سلام دوستان بنظر بنده، دو سیم کارته 32 گیگ بهتر از تک سیم 64 هست علتیش رو تو بخش نظرات نوت5 32 گیگ توضیح کامل دادم یاعلی",1,7,4,5,5,3,5,4
"دوربين پشت و جلو بسيار باکيفيت صفحه نمايش بسيار عالي s pen باتري خوب سرعت خوب طراحي زيبا","اسپيکر ضعيف طراحي زيبا ولي نچندان مقاوم","بچه ها من اول iPhone 6s داشتم ولی بعد از یه مدتی اونو دادم به مامانم و گلکسی نوت 5 64 گیگ مشکش رو گرفتم
بچه واقعا عالیه از هر نظر فقط اسپیکراش ضعیفه",4,1,5,5,5,5,4,5
"سخت افزار قدرتمند
زيبا
4 گيگابايت رم","بجا ماندن اثر انگشت بر قاب پشتي","به نظر من گوشی های سامسونگ همه گی عالی هستند در مورد نوت5 هم همین مورد وجود دارد این گوشی سخت افزار بسیار قدرتمن و پشتیبانی از 4 گیگابایت رم و بسیار زیباست که میتواند تنها عیب ان که بجا ماندن اثر انگشت بر روی قاب پشتیست را بپوشاند.",4,2,5,5,5,5,5,5
