positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سرعت گوشي RAM","باتري و بردش","گوشی خیلی خوبه مثل اLG G3و LG G4 گوشیه عالیه سرعت مناسب فضایی زیادی برای پردن داره قیمتش رو هم اوردن پایین یک گوشی خوب عالی میخوایین همین مناسب شمایت یا علی",2,1,4,3,4,3,2,4
"کيفيت عالي عکس
رابط کاربري خوب
نمايشگر شفاف","انتخاب يکي از بين کارت حافظه و سيم کارت 2","گوشی خوب و مقبولی است. حتما ازش خوشتان خواهد آمد. عکسهای بی نظیری می گیرد. رابط کاربری خوبی دارد. تقویم خود گوشی قابلیت نمایش شمسی دارد. فقط حواستان باشد که از بین کارت حافظه و سیم کارت دوم یکی را می توان در گوشی قرار داد. صدای آن به نظرم مونو باشد.",8,1,4,4,4,4,5,4
"اکثر قسمتهاش",,"دیگه همه به این باور رسیدیم که گوشی ها از لحاظ باتری دیگه پیشرفتی نکردن و ندارن و باتریها همه تقریبا در یک سطحن با اختلاف ناچیز بالا و پایین. مثلا مثال بزنم که باتریه 3500 حتی 4000 با 2800 مگه چقد تفاوتشه ؟ حدود دو الی سه ساعت بیشتر رو شن ماندن صفحه گوشی . اینو با یک تناسب ریاضیاتیه ساده میشه فهمید . یعنی حتی میبینیم که باتریه 4000 هم اون تقاضای مشتری رو مبنی بر روشن موندن گوشی برای حداقل دو روز با استفاده ی سنگین یا نیمه سنگین جواب نمیده . پس فعلا همین گوشی نسبت به گوشی های دیگه ارجعیت داره چون تمام قسمتای دیگش غیر باتری راضی کننده هست . و قیمت نسبتا مناسبی هم داره .
یا علی.",7,4,4,5,5,4,3,5
"همه چيش خوبه",,"عالیه!
من با گوشی اصن بازی نمیکنم و در این مورد نظری ندارم!
ولی از همه جهات خوبه کسی که میگه باتریش ضعیفه خیلی از گوشی های دیگه هم مث ایفون 7 پلاس هم باتریش2900 میلی امپر ساعت(البته دقیق نمیدونم) و بدلیل مشکلی که گریبان سامسونگ رو گرفت باتری ها رو با ظرفیت باتری کم تر میسازن ولی خوبی این گوشی نسخه سه بودن شارژ سریعشه ظرف مدت سی دیقه 84 درصد پس این عیبشو میپوشونه!
بخرید این محصولو انقد متعصبانه نظر ندید واقع نگر باشید و بدونید من با همین گوشی این نظر رو دادم و نه مث افرادی که من رو یاد این ضرب مثل میاندازن: گربه دستش به گوشت نمیرسه میگه گوشتش تلخه!",5,5,3,5,5,5,5,5
,,"اگه یه ماه زودتر با این قیمت موجود میکردید به جای z5 dual اینو گرفته بودم. حیف...",3,3,5,4,5,4,3,5
"دوربين عالي صفحه نمايش عالي و بي رغيب",باتري,"من این گوشی و 5 ماهه دارم البته مدل قویترش که رام 4 سی پی یو قویتری داره قبل از این ایفون 6s داشتم و برادرم سامسونگ 7 اج داره از نظر دوربین قویترین و با کیفیت ترین و پر نورترین و واضح ترین تصویر دوربین و G5 داره که البته با امکاناتی که ایفون داره مثل live و slow motion من دوربین ایفون و دوست دارم از نظر حسگر اثر انگشت بی نظیره از نظر بنچمارک خودم زدم تقریبا هم رده هستن با تفاوت 1000_2000 بلندگو قویتر داره صفحه نمایش فوق العاده داره نسبت به سامسونگ ولی با ایفون هم رده باتری ضعیفی داره که بزرگترین ایراد محسوب میشه که از نظر من خیلی از آیتم های دیگه مهمتره از نظر خرابی نمیتونم نظر بدم چون هنوز هیچ کدوم خرابی نداشتن خدا رو شکر این نظرات من بود به عنوان کسی که با هر 3 مدل خیلی کار کردم و فقط دنبال مقایسه بودم",11,5,4,5,5,4,3,3
"دوربين
نمايشگر فوق العاده
رابط کاربري",باتري,"سلام.من یه هفته اس این گوشی رو خریدم واقعا گوشی عالی هست .نمایشگر و دوربین هاش فوق العاده اس.صداش هم خیلی خوبه.فقط تنها نقطه ضعفی که من دیدم تا الان مشکل باتری هست که بنظرم زود خالی میشه ولی خب درعوض با شارژ سریع یه جورایی جبران شده ظاهرش هم تا وقتی تو دست تون نگرفتین فکر میکنن که جالب نیست اما وقتی از نزدیک ببینی میفهمی که زیبایی خاص خود شو داره",5,1,5,5,5,5,3,5
"صفحه نمايش سرعت زيبايي دوربين فوق العاده اسپيکر شگفت انگيز باتري قابل تعويض","باتري نسبتا متوسط","بعد از یک هفته خدمتتون عرض میکنم. نسبت به قیمتش از همه ی گوشیهای هم ردش یه سرو گردن بالاتره.",6,2,3,5,5,5,3,5
,,"سلام، من کلی تحقیق کردم یعنی رسما چشم بازارو کور کردم تا این گوشی رو انتخاب کردم، کلی هم منتظر موندم تا دیجی طلاییش رو هم شگفت انگیز کنه تا بخرمش،
ازش راضیم بر خلاف اونچه که همه جا ازش گفتن ظاهر خیلی قشنگی داره و دلنشینه،
راستش تنها چیزی که یکم خورد تو ذوقم دوربینش بود!
من بیشتر از اینا روش حساب کردم، البته الانم نمیگم بده، میگم شاید یکسری تنظیمات داره و من بلد نیستم!
اگر از دوستان کسی تجربه منو داشته ممنون میشم راهنمایی کنه، چون با اولین استفاده از گوشی بنظر میومد یه دوربین VGA هست!!
یعنی تا این حد ضعیف.. کمی تنظیمات رو دستکاری کردم و بهتر شد، اما هنوز دوربین 8 مگاپیکسلی گوشی قبلیمو که سونی بود ترجیح میدم..
ممنون میشم دوستان راهنمایی کنن",16,6,4,5,4,5,5,4
,,"من تازه خریداری کردم و ازخود دیجی کالا گرفتم.
فعلا""هنوز بررسی کاملی به گوشی نداشتم اما فکر کنم بهترباشه دیجی کالا در قسمت مشخصات فنی / ساختار بدنه این مورد رو قید کنه که اسلات سیم دوم و رم یکی هستش.",8,2,2,5,4,4,2,4
