positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين عالي باتري خوب سيپيو پرقدرت",,"فقط برا همچین گوشی با جنین امکاناتی نداشتن ژیروسکوپ واقعا نقطه ضعف محسوب میشه
گوشی عالیه از همه نظر هم دوربین خوب هم باتری فوق العاده هم کیفیت نمایشگر خوب
بدیش هم اینه که لوازم جانبیش خیلی سخت گیر میاد و ژیروسکوپ نداره",15,2,2,4,3,3,4,4
"باتري، دوربين در روشنايي، سرعت کافي",,"در ابتدا تقدیر و تشکر از دیجی جهت خدمات ارزنده اش.
گوشی مناسبیه نسبت به قیمت
بعد از دو هفته ایرادی ندیدم
نمره خوبی به برند هوآوی میدم
در سال های اخیر پیشرفت خوبی داشته
تشکر از صبرتون.",4,0,4,3,3,4,4,3
"دوربين و قيمت","خطوط دور صفحه نمايش","درکل نسبت ب قیمتش عالیه.بخصوص دوربینش",3,0,3,4,4,3,0,0
"طراحي فوق العاده زيبا و مينيمال
اجراي روان سيستم عامل
صفحه نمايش عالي",,"من از شهرستان سفارش دادم و اینجا گوشی نبود تا بتونم از نزدیک ببینم برا همین یوتیوب رو زیر و رو کردم قیافش توی ویدئوها که خیلی زیبا بود.
همین امروز دستم رسید بایدبگم بسیار زیباست حتی بیشتر از چیزی که توی ویدئو نشون دادن. من رنگ خاکستری رو سفارش دادم. پنل جلو کاملاً مشکی و پشت کاملاً خاکستری است دیگه خودتون تصور کنید چی می شه؟!
سیستم عامل اندروید 6 است که هووایی گفته براش 7 هم می یاد.
سیستم عامل به شدت روانه حتی با وجود لانچر هووایی
دوربینش خیلی خوبه صفحه نمایشی با رنگ هایی بسیار زنده
در کل هر کی به فکر جیبش و البته یک گوشی شاخ و خوشگل می خواد این بهترین انتخابه",9,0,5,5,5,5,5,3
دوربين,"هنوز نديدم","دوربین عالی هنگ هم تا الان نداشته",3,0,3,5,4,4,5,5
دوربين,,"دوربین عالیه",3,1,3,5,4,4,5,5
"کيفيت تصوير فيلم برداري جدا از بحث صدا
سخت افزار قوي
خوش دست و زيبا
قيمت مناسب","ميکروفن بسيار ضعيف و معيوس کننده
ضد خش نبودن صفحه نمايش","با سلام
بعضی از دوستان کاملاً درست میگن
میکروفن این گوشی واقعاً تو ذوق میزنه ، مخصوصاً برای من کیفیت میکروفن خیلی مهم هست ... چون میخواستم از این گوشی به عنوان ضبط نوازندگی خانگی استفاده کنم ...
ولی با تحقیق متوجه شدم که این مشکل تا حدودی قابل حل هستش... از انجایی ک متوجه شدم دو عدد میکروفن در گوشی هست یکی برای مکالمه و دیگری برای رکورد
... و فیلمبرداری با گوشی متاسفانه از میکروفنی استفاده میکنه که برای مکالمه هستش ... و هنگام ضبط به صورت خودکار میخواد نویزها وصداهای اضافه را بگیره و حذف کنه ، که باعث میشه کیفیت سوژه اصلی صدا هم پایین بیاد ...
خوب حالا راه حل من چیه ...:
یک = استفاده از نرم افزار uhd cam
دو = خرید میکروفن اکسترنال
نکته :
1- تمام تنظیمات نرم افزار uhd cam به صورت دستی هست ... ( باید کیفیت تصویر و صدا در ستینگ نرم افزار تنظیم بشه تا به حالت دلخواه برسه ) مثلا ً : استفاده از میکروفن های داخلی یا خارجی ...
2_ من از میکروفن اکسترنال مدل rode videomic me استفاده میکنم که خیلی هم معروف هستش و مخصوص سیستم عامل اندروید و ios نیز هست ... ( در دیجیکالا هم موجود بود ولی متاسفانه تا خواستم بخرم ناموجود شد
خوب امیدوارم کمکی کرده باشم ، موفق باشید",7,1,5,5,4,3,5,4
"سخت‌افزار قوي و بازده خيلي خوب
باتري پرظرفيت با شارژ شدن سريع
دوربين خيلي باکيفيت
نمايشگر باکيفيت
در کل تجربه‌ي کاربري مطلوب","نداشتن آخرين نسخه‌ي اندرويد
پشتيباني و بروزرساني ضعيف
نداشتن محافظ صفحه نمايش
نداشتن ژيروسکوپ
رابط کاربري محدود","از گوشی راضی‌ام. اول ایراداتش رو می‌گم: هنوز با رابط کاربریش راحت نیستم. منوی برنامه‌ها و ویجت‌ها نداره و همه‌ی آیکون‌ها روی صفحه‌ی اصلی قرار داره. رابط کاربری دوربینش می‌تونست بهتر باشه. لرزش‌گیر دوربین هنگام فیلمبرداری 4کیلو فعال نمی‌شه و فقط روی کیفیت فول اچ.دی و پایین‌تر کار می‌کنه. سخت افزار قوی و نمایشگر خوبی داره اما به دلیل نداشتن ژیروسکوپ نمیشه از هدست واقعیت مجازی استفاده کرد که واقعاً حیفه. بروزرسانی سیاست امنیتی نداره و کلاً پشتیبانی‌اش خیلی ضعیفه. موقع درست کردن اکانت هوآوی، مسیج حاوی کد تأیید شماره‌ی موبایل هیچوقت نمی‌رسه؛ بنابراین برای استفاده از حافظه‌ی ابری هوآوی، فقط با ایمیل می‌شه اکانت هوآوی ساخت. نداشتن محافظ صفحه نمایش هم از ایرادات اصلی شمرده می‌شه. اگر آخرین نسخه‌ی اندروید رو می‌داشت، بازدهی گوشی و عمر باتری و امنیت کاربر بیشتر می‌شد.
مزایا: همونقدر که سخت‌افزارش مشخصات خوبی داره، تو عمل هم خوب بوده. برنامه‌ی سنگینی روی گوشی نصب نکردم، ولی برای استفاده‌ی معمولی سریع و روان بوده و بازدهی‌اش قابل قبوله. تا حالا داغ شدن گوشی رو تجربه نکردم. باتری‌اش ظرفیت بالایی داره و سریع شارژ می‌شه که تجربه‌ی استفاده از گوشی رو خیلی لذت‌بخش می‌کنه. عکس‌ها و فیلم‌هاش برای یک گوشی، اونم گوشی میان‌رده خیلی عالیه. به نظرم کیفیت دوربین گوشی‌های پرچمدار هم تفاوت خیلی محسوسی با این گوشی نمی‌کنه. کیفیت نمایشگرش فول اچ.دی هست که خیلی خوبه و از لحاظ قیمتی هم به صرفه هست. کیفیت های بالاتر فقط به درد استفاده از هدست واقعیت مجازی می‌خوره.
این گوشی خیلی خوبه، اما پیشنهاد می‌دم قبل از خرید با این گوشی‌ها مقایسه کنید:
Huawei Honor 6X BLN-L21
برتری‌های مهم نوا پلاس، اول فیلم‌برداری 4کیلو هست که وقتی لرزش‌گیر نداشته باشه، فایده‌ای نداره، دوم درگاه یو.اس.بی تیپ سی هست.
گلگسی‌های سری سی ‌(C) (هنوز دیجیکالا موجود نکرده). قیمتاشون نزدیک به همدیگه هست ولی گلکسی‌ها مشخصات بهتری دارن.
از اینجا به بعد دیدگاهم شخصی‌تر می‌شه، اگه حوصله ندارید، ازش رد بشید. اگه واستون مفید بود، لایک بزنید تا آدم‌های بیشتری بتونن ببینن.
این گوشی رو برای مامانم گرفتم. میخواستم این فاکتورها رو داشته باشه: منوی فارسی، وزن مناسب، صفحه‌نمایش بزرگ، باتری قوی، حافظه‌ی مناسب، رم مناسب و روان بودن و هنگ نکردن. میخواستم گوشی‌ای به دست مامانم بدم که دائم نیاره پیش من که حافظه‌اش رو خالی کنم و یا اگه هنگ کرده، دوباره درستش کنم! این گوشی خیلی خوب جواب داده.
خودم گوشی‌باز نیستم ولی اخبار تکنولوژی رو خیلی پیگیری می‌کنم. برند هوآوی رو دوست دارم چون سود کمی تو گوشی‌هاش می‌گیره و ما می‌تونیم با هزینه‌ی یکسان، گوشی با کیفیت و قوی‌تری نسبت به بقیه‌ی برند‌ها خریداری کنیم.
با اینکه به سهام‌داران دیجی‌کالا بخاطر داشتن بزرگترین فروشگاه اینترنتی ایران حسودیم می‌شه، اما واقعاً ازشون ممنونم که بهترین تجربه‌ی خرید رو برای مردم فراهم کردن. من با اینکه تو تهران نیستم، حتی پوشاکم رو با تخفیفای بالا از اینجا می‌خرم.",9,1,4,4,3,3,4,2
"طراحي زيبا
کيفيت ساخت عالي
دوربين خوب
باتري خوب و شارژ سريع
يک گوشي خاص","حتما بايد براش محافظ گرفت","من 2 هفته هست این گوشی رو خریدم، از اون چیزی که تو اینترنت دیده بودم خیلی جذاب تره، کلی تحقیق کردم و واقعا ازخریدش راضیم، در ضمن باید این نکته رو گفت که با هزینه 1 ملیون تومانی بهترین گزینه هست و نسبت برندهای معروف دیگه نقطه ضعفی نداره، هوآوی واقعا داره خوب کار میکنه و رقیب جدی شده برای برندهای دیگه.",3,0,5,5,4,4,5,4
"ظاهر زيبا صفحه نمايش با کيفيت حسگر اثر انگشت فوق العاده سريع و دقيق آنتن دهي خوب","وزن بالا اسپيکر ضعيف دقت تاچ ضعيف","سلام من این گوشیرو حدود دوماهه از دیجی خریدم باطریش صعیف شده
بعد دوماه بعضی مواقع هنگ میکنه من طرف دار های سر سخت هوآوی بودم ولی بعد از خرید این گوشی با این قیمت پشیمونم از انتخابم به نظر من اگه یه گوشی سامسونگ بگیرین خیلی بهتره هواوی فقط تو تعریف خوبه
موفق و پاینده باشین.",3,9,3,3,3,3,3,3
