positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سرعت بالا
سرعت بالاي اينترنت
باتري باتري باتري عاليييييييي
همه چي",هيچي,"عالی فقط همین",0,0,5,5,5,5,5,5
"باتري...طراحي...کارايي عالي","تاچش ضعيفه","گوشی فوق العاده هست اصلا هنگ نمیکنه خیلی شارژ نگه میداره باتریش خیلی خوبه عالییییه برای من که خیلی خوبه اولین گوشی اندرویدی هست که خوشم امده به قیمتش عالیه فقط تاچش ی خرده ضعیف کار میکنه که زیاد اذیت نمیکنه اینجوری که دوستان نوشتن اذیت نمیکنه خدایی",0,0,5,5,4,5,4,4
"باطري دوربين",تاچ,"تاچش در حد سکته اس
و اکثر کاربرای گوشی هم این مشکل دارن
با اپدیت بیلد و فلان کار بکن و نکن هم تمومی نداره مثه مال خودم",1,0,5,4,5,4,5,5
"صداي قوي اسپيکر
دوربين با کيفيت (حتي سلفي)
داشتن 4G در اين رنج قيمت
بصرفه بودن با اين قيمت","تايپ ضعيف (البته با CM Keyboard مشکل حل خواهد شد کاملا)","برای تایپ از کیبورد cm keyboard استفاده کنید. هر گوشی رو با توجه به قیمتی که داره مورد نقد قرار بدید. با این قیمت یک گوشی فوق العاده گیرم اومده. اول از همه از باتریش بگم که فوق العاده ست. 4000 میلی آمپر. گوشیهایی با این قیمت نه 4g دارن نه چنین باتری قوی ای. بعضی موقع ها یادم میره که اصلا باید شارژش کنم. دوربینشم کیفیت عالی داره فقط رنگش نسبت به کیفیتی که داره نیست. ولی خوبه. صدای اسپیکرش هم عالیه.",1,0,5,4,4,5,4,4
,,". اصلا راضی نیستم نسبت به الجی که داشتم این حرفی برا گفتن نداره با این که اون خیلی پایینتر بود. نخرید فقط همین واقعا تاچش خیلی ضعیف هست",3,1,3,2,1,3,1,2
باطري,"تاچ واقعا ضعيف","من اشتباه کردمو خریدم الانم با تاچ ضعیفش درگیرم حقیقتش رو دستم مونده
اگر اهل بازیو وب گردیو تایپ زیاد هستین اصلا بدرد نمیخوره نخرید",8,2,2,0,3,0,3,1
"طرفيت بالاي باطري",ندارد,"با این قیمت صاحب یک گوشی در حد یک میلیون شدم این خودش یعنی بهترین گوشی تو این رنج قیمت",5,6,5,3,4,5,5,3
"همه چي گوشي",ندارد,"هنگ کردن نداره مشکل تاچش با یه کیبورد حل میشه قابلیتهاش به نکات ریزمنفیش میچربه ودر ضمن ببینید چقدر هزینه میکنیدبراش بعد توقعتون رو ببرید بالا.یاعلی مدد",6,3,5,3,4,5,5,3
"باطري خوب و ساپورت 4جي","تاچ تقريبا ضعيف","اما من راضیم از خریدم چون نیاز منو براورده میکنه چون دنبال یه گوشی بودم بتونم در طول روز بی نیاز از شارژ کردن گوشی باشم باطری این گوشی به من این امتیاز رو داده و خیالم در طول روز راحته و هزینه ای هم که کردم در مقایسه با سایر گوشی ها نسبتا کم بوده و در کل در این چند ماه که دارم خوب بوده اگر خواستید شما هم امتحانش کنید.",3,2,5,3,4,5,5,3
"باتري،سهولت استفاده","رابط کاربري،دوربين سلفي","سلام به همه ی عزیزان..
من این گوشیو از مغازه خریدم..اولا باتریش فوقلعاده هست..ولی با فورجی کمتر میره..
دوما وقتی از فورجی استفاده میکنی صفحش ی تیک خاصیو داره که واضحه اینترنت فورجی خیلی قویه و بخاطر اونه ولی مشکلی پیش نمیاد مطمعن باشین.
دوستانی ک گفتن او تی جی ساپورت میکنه..اون کار فقد میتونین فلشو فرمت کنین و مثل بقیه گوشیا ساپورت نمیکنه..
دوربیناش یکم ضعیف تره مخصوصا دوربین سلفی ک تاره انگار ولی قابل قبوله..
رابط کاربریش زیاد جالب نیست با یه اپدیت عالی میشه حیف نمیاد :(
کیفیت صفحه و صداش عالیه هر چی بگم کمه..
و در اخرم مشکل تاچ..
به هیچ وجه گلس و نانو گلس نچسبونین ک تاچش داغون میشه..
داخل کارتون یک ضد خش هست..اگه با اون راضی نیستین بوف تهیه کنین..گلس تاچشو داغون میکنه..در اکثر گوشیا اینجوریه ولی تو این بیداد میکنه..
بعد از توی تنظیمات درباره ی تلفن روی شماره ساخت 7 بار بزنین تا گزینه های برنامه نویسی بیاد..
بعد ک اومد انیمیشن هارو روی نیم 0.5 قرار بدین و استفاده از 2D سی پیو رو هم فعال کنین..
از توی دسترسی حالت تاچ قوی یا High sensivity رو فعال کنین و ذخیره نیرو رو روی اولی(Performance) قرار بدین ن دومی..
با این عملیات ها یه گوشی با تاچ بسیار قوی خاهید داشت..
تاچی که گوشیای 1 تومنی هم ندارن.
فقد حواستون باشه از دستتون نیفته بدون گلس..
امیدوارم مفید واقع بشه..
من ک ازین گوشی بسیار راضی هستم با این ک گرونتر گرفتم حتی میرزه..
ممنون از دیجی کالا.
یا علی",10,1,5,4,5,5,4,4
