positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"صفحه نمايش سخت افزار طراحي خوش دستي تاچ روون","باطري لوازم جانبي","نسبت به پولی که میدی تجزبه عالی داره همه چیش خوبه دوربینشم بد نیست ولی تو نور کم تعریفی نداره باطریش میتونست بهتر بشه در کل واقعا می ارزه خدا پدر اقای شیاومی رو بیامرزه",3,0,3,4,4,4,3,3
"اشاره شد","اونم همين طور","سلام
من خودم چند وقته این گوشی رو خریدم. دوستانی که می خوان این گوشی رو بخرن، بدونن اندروید قابل ارتقای به خدااااا... بعضیا مدام میان اندرویدش 4 . اندرویدش و رابط کاربریش قابل ارتقاس. صفحه نمایشش به نسبت گوشی های هم رده واقعا بهتره. 4k رو مث آب خوردن پخش می کنه کدوم یک از گوشی های هم رده چنین کاری انجام میدن؟؟ من خودم امتحان کردم دوربین اش چیزی کمتر از j7 سامسونگ نداره که البته قیمتش دو برابره . cpu اش 4 هسته ای نه 8 هسته ای که خودش یه نقطه ی قوت حساب میشه. اونم با پردازش 2.5 گیگاهرتزی بر ثانیه!!! که خیلی از اون 8 هسته ای های دهن پر کن بهتره (تو هم رده هاش). باتری هم رضایت بخش. فقط تنها نقطه ضعفی رو که میشه بهش نسبت داد موقع انجام بازی های سنگین البته نه همشون یه کم داغ می کنه که فک کنم تو گوشی های بالای یه میلیون هم عادی باشه چه برسه به این بدبخت!!!
خلاصه انتخاب خوبیه، من پیشنهاد می کنم",16,5,5,3,4,3,3,3
,,"این گوشی اندرویدش به شیش آپدیت میشه هفتم قراره بیاد",4,0,4,4,4,5,4,4
,"عدم ساپورت از نسل چهارم مخابرات يا همان 4G
تک سيم کارته بودن
ضخامت زياد گوشي
عدم پشتيباني از کارت حافظه جانبي
اندرويد قديمي کيت کت","این گوشی با این قیمت زیاد رقبای زیادی مثل جی 5 سامسونگ کا 10 ال جی و 5 ایکس هواوی دارد . نداشتن 4G دو سیمکارته نبودن نداشتن درگاه کارت حافظه جانبی با توجه به کم بودن حافظه خود گوشی باید از ملزومات این گوشی بود اندروید قدیمی و ضخامت زیاد گوشی تنها بخشی از نقاط ضعف این گوشی است . اگر حافظه داخلی این گوشی 32 گیگ بود و از 4G پشتیبانی میکرد با این قیمت ارزش خرید داشت ولی با مشخصات این گوشی در این رنج قیمت مناسب این گوشیست.",73,28,1,3,0,2,1,1
"خوبه همه چيز",نديدم,"این گوشی رو از دیجیکالا خریدم اندروید 4 بود اپدیت کردم 6 شد گوشیه خوبیه همچیش تقریبا عالیه خوش دسته مناسب من برای مادرم گرفتم و 4g لازم نداشت و حافظشم خوبه در کل هنگی ندیدم ازش خیلی برنامه و بازی نصب کردم دوربینشم خوبه صفحه نمایش عالی هم نداره خوشم اومد از این گوشی و شاید یکی برای پدر هم بخرم هم قیمتش خوبه هم امکانات و گارانتیش خوبه و راضی هستم از خریدش خیلی بهتر از هواوی و سامسونگ و ال جی که سالی یه بار اپدیت میدن بیرون و بعد از دو سال اصن اون گوشی به درد نمیخوره هم رم هاشون کمه همم اندرویدشون قدیمیه البته اینایی که گفتم گوشی هایی در یک رده قیمت",11,28,3,3,3,3,3,3
,,"من یکماهه که این گوشی رو تو فروش ویژه خریدم...واقعا عالیه و ارزش خرید داره...دوربینش تو روز عالیه ...صفحه نمایش بیست...سخت افزار خوب...در مورد خدمات بعد فروشش باید بگم نمایندگیش برخلاف اونچیزی که دوستان میگفتند فعال هست و سرویس دهی خوبی داره...علاوه بر اون قاب و گلس گوشی تو سایتهای اینترنتی زیادی وحود داره و اتفاقا راحتتر از بعضی مدلای گوشیای دیگه مثل الجی گیر میاد.درسته که کارت حافظه نداره اما با قابلیت اوتی جی واقعا جای خالی کارت حس نمیشه...اگه با اینترنت گوشی اونم با سرعت فور جى کار ندارید..باید بگم واقعا گوشی خوبیه",13,18,3,4,3,4,3,3
,,"این گوشی حرف نداره.رابط کاربریذسریع و زیبا و روان با آپدیت های سریع که تو یه سایت خوندم اندروید هفت هم براش میاد‌.دوربین عالی باتری با دوام که به سرعت شارژ میشه یه قابلیت جالبش اینه که می تونی از هر نرم افزار دو تا داشته باشی مثلا دو تا تلگرام
سخت افزار خیلی قوی که همه چی رو میشه و تو آنتوتو شصت و یک هزار و خورده ای آورد
تو پیشنهاد ویژه فوق العاده است فک کنید با این قیمت چنین امکاناتی
اگه واقعا یه گوشی خوب و قوی می خواست که همه چی رو جواب بده و از هر لحاظ از همراه های خودش سر تر باشه این گوشی رو بگیرین",8,16,5,5,5,5,5,3
"طراحي زيبا و خوش دست","عدم پشتيباني از سيم کارت 4G","نقد و بررسی خودمو پس از استفاده از گوشی mi4مینویسم شاید تا حدودی به دوستان در انتخاب کمک کند... گوشی mi4در سه مدل به بازار عرضه شده مدل 16گیگ حافظه داخلی و 2گیگ رم مدل 64گیگ حافظه داخلی و 3 گیگ رم و البته یک مدل خاص با نام mi 4LTE با 16گیگ حافظه داخلی و 3گیگ رم که دقیقا همین مدل عرضه شده توسط دیجی کالاست اما بدون شبکه LTE گوشی دارای سخت افزار قدرتمند اما تا حدودی قدیمیست که به لطف پرچمدار بودن از اندروید نسخه 6.0.1برخوردار شده بعد از آپدیت به اندروید 6و کمی کار کردن و اجرای چند برنامه متوجه شدم نسخه اندروید 6 چندان با سخت افزار دستگاه هماهنگ نیست مثل مصرف زیاد باتری و یا عدم اجرای صحیح برنامه dual app بعد از بیان نقاط ضعف باید سراغ نقاط قوت دستگاه رفت مثل کیفیت عالی صفحه نمایش قابلیت عکاسی خوب، فیلمبرداری با کیفیت 4kو بنظر من از همه مهمتر خوش دست بودن در حین انجام کار در هر صورت من بعد از یک روز استفاده گوشی رو به همان قیمت خرید فروختم و الان تجربه یک روز استفاده رو براتون نوشتم",14,1,3,4,2,5,4,1
"تراکم پيکسلي مناسب صفحه نمايش
رم 3 گيگابايت","پردازنده قديمي
سيستم عامل قديمي
نداشتن 4G
عدم پشتيباني از کارت حافظه","درود
این گوشی از گوشی هایی هست که تولیدش باید سه سال قبل متوقف میشد پردازنده این گوشی هم تراشه اسنپ دراگون 801 هست که متعلق به چهار سال قبل می باشد.
اندروید کیت کت 4.4 هم به کنار که حرفی برا گفتن باقی نمیذاره.
حافظه داخلی ذکر شده براش 16 گیگ هست که قطعا همش قابل استفاده نیست و حافظه آزاد چیزی حدود 11 گیگابایت باید باشه و کارت حافظه هم نمیخوره که این مقدار اصلا جوابگو نیست.
صفحه نمایش این گوشی از تراکم پیکسلی مناسبی برخوردار هست و تنها عیبش نداشتن محافظ مثلا گوریلا گلس هست.
نداشتن شبکه ارتباطی نسل چهارم هم عیب بزرگ دیگه ای هست که این شبکه تقریبا فراگیر شده و عدم پشتیبانی نقطه ضعف به حساب میاد.
عملکرد هر دو دوربین و امکانات روی کاغذ مناسب هست.
رابط کاربری خوشایندی و تعداد مناسبی هم حسگر داره و ظرفیت باتری هم برای این گوشی با این سخت افزار مناسب و خوب هست.
در کل خرید این گوشی در سال 1396 با وجود گوشی های دیگه اصلا توصیه نمیشه.",14,10,1,3,2,3,3,3
"صفحه نمايش فول اچ دي
کيفيت ساخت بالا محصولات شياومي
دوربين خوب
رم بالا سه گيگ
باتري قوي 3000","نداشتن 4G","همه چی این گوشی عالیه اما نداشتن 4G ضعف بالایی محصوب میشه",9,2,4,4,3,4,4,4
