positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين عالي نگه داري شارژ طول عمر سرعت نمايشگر کيفت صداي حرفه اي چه توي هدفون چه بلند گو سيستم عامل خلاصه اگه بخوام از نقاط قوتش بگم بايد تا زمان محشر بگم","ايفون و نقاط ضعف؟؟؟؟ مگه ميشه؟؟؟ مگه داريم؟؟؟","گه میخوای بخری اینو بخون گوش کن من دوماه هست ایفون هفت پلاس دارم موبایل قبلی من سامسونگ جی پنج بود درحد این نیس که بخوای با ایفون مقایسه اش کنی اصلا سامسونگ نمیتونه با تموم موبایل هایی که ساخته به هندزفری ایفون حتی نزدیک بشه چه برسه بخواد رقیب ایفون باشه سونی هم که به استاد هنگ معروفه و دوربینش میگه 23مگاپیکسل است اما از هشت ایفون بدتره موبایل های اندروید همه شون اینطوریه جز موتورولا....
اگه میخوای بخری بدون یک ماه اولش فقط اسرارش کشف میکنی دو ساعت و نیم شارژش کامل میشه و تا چهار روز بی شارژ نمیشه اگه باهاش اهنگ گوش بدی و تلگرام باشی
و اضافه کنم اگه توی نظرات میخونی که خوب نیست و ارزش خرید نداره و.......بدون که چون موبایل های اندروید ارزونتره بیشتره واسه همین اینا موبایلشون اندرویده و این موبایل رو حتی از نزدیک ندیدنش چه برسه که بخوان مقایسه اش کنن واسه این میگم اینا اندروید دارن یا با ای و اس بلد نیستن کار کنن حالا ببین این متن من چند تا دیس لایک میخوره اونوقت میفهمی اندروید بیشتره و اونا که دیس لایک میکنن سرشون نمیشه حتی موبایل s7 بازی اسفالت هشت و اگه باهاش بازی کنی همه چیش خوبه اما وقتی اومدی بیرون به احتمال زیاد مرحله ات میره(واسم اتفاق افتاده) اما ایفون اصلا حتی ایفون چهار هم اینطور نمیشه",5,10,5,5,5,5,5,5
,,"اپل 4سال میشه همین طراحی رو میکنه اما کیفیت ساخت واقعا عالیه نوآوری نداره دوستانی که میخوان اپل بخرن وایسن بعد شهریور آیفون 8 بگیرن",10,5,0,5,1,0,0,0
,,"من یک ماهی هست که این گوشی رو تهیه کردم
اول بگم کیفیت دوربینش خیلی عالیه مخصوصن حالت پورتره که خیلی عکسای جذابی میشه باهاش انداخت که همه رو متحیر میکنه!
اما من از باطریش راضی نیستم اگه به طور مرتب گوشی دستم باشه و نت گردی کنم بعد از 6 تا 7 ساعت شارژش خالی میشه و مدت زمان شارژ شدن هم بسیار طولانیه و حداقل سه ساعتی طول میکشه( بشرطی که دست به گوشیتون نزنید) واسه همین همش تو استرسم یوقت شارژش تموم نشه مخصوصن مواقعی که میخام بیرون برم و به شارژ نیاز دارم !
در حالت شارژ هم نمیشه هندزفری زدو و برای تماس تلفنی خیلی محدودکننده است این قضیه مگه اینکه باز 40 دلاری هزینه کنیدو یه تبدیل تهیه کنید.
بنظرم هم گوشی مخصوصن پلاس خیلی سنگینه و برای عکس گرفتن سلفی بدون منوپاد برای خانوما شاید دست رو خسته کنه.
دانلود اهنگ با استفاده از ایتیونز حتما باید انجام بشه و حتی برای استفاده سه ماهه رایگان باید اپل ایدیتون حداقل 10 دلاری شارژ باشه و برای ما ایرانیا که تحریمم هستیم خیلی این قضیه پیچیده و محدود کننده است و لج درار!! من خیلی باهاش کلنجار رفتم و اپ های مختلفی رو هم دان کردم ولی واقعن هیچ راهی نیست جز آیتیونز(شاید بشه تک آهنگ رو از تلگرام یا واتس اپ دان کرد یا حتی از شیر ایت گرفت و لی فقط تک آهنگ میشه گوش داد نه به صورت البوم یا پشت هم چون اصولا جایی قرار نمیگیره که بری پلی اش کنی) حالا اگه دوستان راهی بلدن راهنمایی کنن ممنون میشم!
برای کسایی که زبان انگلیسیشون ضعیفه باتوجه به اینکه فارسی نداره شاید خیلی مناسب نباشه و نهایتا از گوشی بتونن درحد تماس گرفتن و دوربینش استفاده کنن!
من خودم باوجودیکه 5 سال اندروید استفاده کردم دوست داشتم آیفون روهم امتحان کنم و حتی با وجود اینکه این مواردو میدونستم باز رفتم سراغ این گوشی و الان ناراضی نیستم ولی راااضی هم نیستم. گفتم اینجا بنویسم شاید به درد یکی بخوره و آگاهانه این هزینه رو بکنه و گوشیو بخره!",23,6,3,4,3,3,3,3
"دوربين کيفيت تصوير ضد اب ضد گرد و غبار که خيلي به درد ما اهوازي ها ميخوره باطري قوي گرافيک بالا",هيچي,"بهترین انتخابه برای خرید گوشی من همون موقع که اومد خریدم عالیه بهتر از این نمیشه",1,5,5,5,5,5,5,5
,,"دوستان درسته قیمتش بالاس اما باور کنید یه گوشی عالی و کم نقصه و راحت میتونه تا چند سال شما را از همه جهت بی نیاز کنه.",5,3,3,3,3,3,3,3
بهترين,هيچي,"بهبه عجب گوشی هست",3,4,1,0,1,1,1,1
,,"این چرا اختلاف قیمتش با مدل 128 گیگابایتیش اینهمه کمه؟؟؟ عوضش آیفون 7 اختلاف قیمت ظرفیتاش خیلی زیاده",1,1,3,3,3,3,3,3
"کنترل نور ابي و امواج منفي وايفاي و...",,"ایفون ب دلیل کنترل نور ابی ک باعث اذیت شدن چشم میشه و کنترل امواج گوشی ک روی ما تاثیر منفی میزاره قیمته بالایی داره ک ا انظر من ارزششو داره چون مشکلی برای سلامتی نداره👍",3,7,4,5,5,5,5,3
"بهترين گوشي بازار براي يه آدم پولدار هست که نميدونه پولش رو کجا خرج کنه",,"گوشی سامسونگ اس 7 و اچ تی سی 10 تقریبا به همین اندازه خوب و شاید هم چیز هاییش بهتر باشد ولی گوشی گرونی نسبت به کارایی هایش در برابر گوشی هایی مانند s7 و ... میباشد.",6,7,5,5,5,5,5,5
,"فقط هدفون وايرلس ميخوره و راديو هم نداره","فقط هدفون وایرلس میخوره و رادیو هم نداره
من سامسونگ رو ترجیح میدم",2,10,3,3,3,3,3,3
