positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"طلايي زيبا
ساپورت تا128 گيگابايت
OTG
دوربين هاي باکيفيت داراي فلاش عالي
صفحه نمايش با کيفيت","اندازه نامناسب
پر بودن رم گوشي
نداشتن سنسور نور
نداشتن سنسور قطب نما
نداشتن NFC","البته سنسورهای بالا مهمترین نداشته های این گوشیه که یکسری آپشن های دیگه هم هستن که یکیش هنگ کردن ناگهانی گوشیه تازگیا اینجوری میشه دومی هم من موقعی که روشنش کردن دیدم 1 گیگ از 1.5 گیگ رمش پره! البته گوشی که من مد نظرم بود چیزی تو مایه های A7 بود ولی خب نشد بگیرم اینو گرفتم.گوشی خوبیه خوراک فیلم نگاه کردنه یکسری بازی های سنگینو به خوبی میکشه توی اینترنت اصلا احساس ضعف توی دیدن متون نمیکنید.",0,0,4,4,3,3,2,4
"سرعت بالا
کيفيت صفحه نمايش
همه چي",هيچي,"سلام من اندروید گوشیمو 6 کردم سرعتش خیلی خوب شده همه چیش عالی شده ولی دوربینش به شدت ضعیف شده اگر خواستین اندرویدتونو 6 کنید باید بدونید دوربینتون به هم میریزه!!!!",0,0,3,3,3,3,3,3
"دوربين خوب. پردازش خوب ساپورت رگ 64 گيگ بدون لگ","بدنه ضعيف نبود nfc","دوستان من دو ماه هست ک این گوشی رو گرفتم..در کل ی میان رده خوب است. ولی بخاطر نداشتن امکاناتی چون nfc زیاد باهاش حال نکردم البته ال ایی دی هشدار هم نداره و کلید های لمسی پایین گوشی هم بدون روشنایی میباشد.ولی دوربینش نسبت ب قیمتش در روز خیلی خوبه..و رم 64 گیگ رو هم ب خوبی ساپورت میکنه از کابل otj هم پشتیبانی میکنه..وسلام",0,6,4,3,3,3,3,3
"پردازنده و باطري بسيار قويي صفحه خوب تاچ خووب سايز عاليي دوربين با2تا فلش محششر","نبود حسگر قطب نما","واقعا گوشی عالیی هستش تو خریدش انصافا شک نکنید من بهمن پارسال گرفتم انصافا خارق العادس باطری خیلی قوی پردازنده واقعااااا خیلی قویی صفحه نمایش خوب دوربیییین عالی جنس بدنهش هم خوببه واقعا بی نظیره رفیق من تو خریدششش شک نکن‌ بعضی ها میگن پی 9لایت بهتره و اینها دروغه من شخصا با آ7و5 دوهزارو شانزده مفایسه کردم این سر ترره از همه چی بجزع سنسور که قطب نما نداره وگرنه واقعاااا خارق العادس",3,0,5,5,5,5,5,4
,"هيچکدام از قعات آن موجود نيست","این گوششی را 3ماه پیش خریدم بعد از یک ماه یک خط آبی روی صفحه آمدبرای رفع آن به شرکت گارانتی دهنده رفتم بعد از بارها پیگیری ومراجعه چون ال سی دی نبود45روز تحویل دادن ولی مشکل رفع نشد دوباره برای تعویض برد 15 روز دیگه گوشی را گرفتن حالا که پس دادن ال سی دی از قاب جدا شده خلاصه مزخرف ترین گوشی بازار نصیب من شده سامسونگ اصلا این گوشی را تعویض نمیکنه میگه تعمیر. که قطعات نداره تصمیم گرفتم دیگه از برند سامسونگ استفاده نکنم توی هیچکدام از محصولاتی که تولید میکنه",2,7,0,0,0,0,0,0
همچي,هيچي,"محششره خارق العاده حتی از آ5.و7هم بهتره وروان تره",3,1,5,5,5,5,5,4
"پردازنده و باطري و کلا محشر","هيچي واقعا هيچي","محشرههه همچییش
واقعاا خییلی محشره از همه لحاض هم دوربین هم صفحه مناسب هم باطری فوق قوی و پردازنده بسیییار قویی من بازی های جی تی ای اس ای مورتال کمبت ایکس بتمن نیدفور اسپید اسفالت کال اف دیوتی و بازی های بسیار سنگین را اجرا کردم و محششره دوربینشم 2تا فلش داره جلو و عقب و برای شب هم خارق العادس واقعا خییلی گوشی توپیه قوییی من شاید باور نکنید به شخص a7رو هم باهاش شکست دادم هم اس4و5ویا نوت4ویابیشتر گوشی های که قیمتشون 800هزار تا 1میلیونو چهارسد تومان بوده مقایسه کردمم محششرهههه",2,1,5,5,5,5,5,4
,,"من اندرویدشا اپدیت کردم اما هنوز روی برند سامسونگ مونده و اندروید بالا نمیادش",3,0,3,3,3,3,3,3
,,"بازم‌سلام. من نزدیک شیش ماه میشه که این گوشیو گرفتم. گوشی خیلی خوب و عالی هست. الان نزدیک یه ماهه که آپدیتش کردم. با دوستو آشنا ها پنج نفریم که این گوشیو داریم. همه هم با هم آپدیت کردیم.(رام رسمی رو دانلود کردیم و با pc آپدیت کردیم)
بعد آپدیت رابط کاربری خیلی قشنگ شده و حس بهتری به آدم از کار کردن با گوشی دست میده .ولی شانس من تو این پنج تا گوشی نمیدونم چرا فقط گوشی من یکم کند شده و بعضی وقطا یکم هنگ میکنه.(مدل گوشی ها کاملا یکی هست و آپدیت مخصوص همین مدل بوده)
حالا نمیدونم چیکار کنم یکم دلمو زده اما از حق نگذریم گوشی خیلی خوبیه . تو این قیمت ها تو خریدش شک نکنید.
آپدیت هم انجام بدید. من شانسم زیاد خوب نیست .",1,0,5,3,4,5,3,5
"دوربين بسيار‌شفاف سي پي يوي قوي اندرويد5.1.1که اگه آپديتش کنيد6.0.1ميشه فيلم برداري FHD تعويض باتري","نداشتن حس گراثرانگشت ظاهر عادي رم 1","سلام امروز میخوام ازاین گوشی یه کم حرف بزنم که امید وارم به شما برای خرید این گوشی کمک کند.1.دوربین 13مگاپیکسلی بافیلم برداری FHDوفلش ال ای دی که میتوانید درجاهای تاریک فیلم برداری یا عکس بگیرید.2.ساپورت فلشUSBکه خیلی به کار روز مره شما کمک میکنه وقوی ترین بازی های اندروید رو میتونه انجام بده مثلGTA.CAL OF DUTIو بازی آسپالت 8وآساسین که نسخه 2016اومده وغیره.3.انقدر کیفیت گوشیش خوبه که میتونی تا5ساعت فیلم ببینی بدون شارژروبهترین قابلیتشم اینه که میتونه خود به خود بروز بشه فقط کافیه اینترنت داشته باشی دیگه سرت رودردنیارم خوش باش... .",0,1,5,5,5,4,3,5
"کيفت تصوير بالا دوربين با کيفيت شارژ دهي بالا cpu قدرتمند","کم بودن صدا موقع تماس","این گوشی خیلی خوبه نسبت به قیمتش cpu عالیه هنگ نداره دوربینش معرکس از وقتی این گوشی گرفتم دیگه تو pc فیلم نمیبینم چون کیفیت تصویرش عالیه داغ نمیکنه از وقتی اندروید 6 بهتر شده باتریشم خوبه",0,0,5,4,3,5,3,3
"صفحه بزرگ
صدا
دوربين سلفي","باتري
رام کم","توپه ولی بعد از 6 ماه استفاده بعضی بازی هارو دیر نصب میکنه",0,2,5,5,4,5,3,4
,,"دوستان پنجشنبه صبح اپدیت اندروید 6 برای این گوشی اومد حدود 840 مگابایت بود‌. رابط کاربری خیلی روون شده منوها و تنظیمات خیلی بهتر و زیباتر شده و سرعت گوشی بالا رفته از لحاظ گرافیکی عالی شده و باتری خوب شده حتما اپدیت کنید .",2,0,5,5,5,5,3,5
"همه چي","نداشتن بعضي حسگرها","از همه نظر عالی فقط جای خالی بعضی حسگرا تو این گوشی احساس میشه که اصلا مهم نیست‌. در خرید این گوشی بینظیر شک نکنید.",2,1,5,5,5,5,2,5
