positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"اثر انگشت با قابليت هاي زياد
دوربين دوتايي
در کل همه چيز","هيچي نداره ولي هميشه محصولات هانر {زير مجموعه هواوي} دير وارد بازار ميکند","من قبلا فقط برند HTC دوست داشتم ولی بعدا دیدم سامسونگ گوشی هاش خوب و بهتر شد به سامسونگ علاقه مند شدم و حالا اس3 دارم. وقتی هواوی به بازار موبایل اومد همه ازش تعریف بد میکردن چون چینی بود ولی اون موقع کمی حق داشتیم. نزیدک 1 سال بعد گوشی هاش خوب شد و مردم خریدند منم هی بهشون میگفتم چرا هواوی خریدین که الان از هواوی خوشم اومده . بقیه برند ها مثل اپل، سامسونگ،سونی و .... پول برندی که معروف شده را میگرند ولی هواوی فعلا از برندش پولی از مردم نمیگره ولی سال بعد دیگه اینجوری نیس و در کل هواوی گوشیهاش خیلی خوبه. و من منتظر این گوشی هستم",8,2,5,5,5,5,5,5
,,"عاشق رنگ سرمه ای و مشکیشم",10,0,5,5,5,5,5,5
,,"گوشی های هواوی همیشه عالی بودن و هستن و نظر من اینکه سری honor واقعا عالیه
در ضمن زیر گوشی های هواوی هواوی بازا نظر میدن و لایک می خورن پس بقیه الکی نیایین نظر بدین",11,0,5,5,5,5,5,5
"زيبايي کيفيت ساخت
دوربين عالي
پردازنده قوي
همه چيزش عاليه","چرا موجود نميشه تو بازار ايران
مدل هاي 4 گيگ رام هم نيستش تو ديجي","سلام من نزیک سه ماه هست که منتظر این گوشی هستم گوشی عالی زیبا و قوی این این گوشی رو ندیدم اگه موجود شه اولین نفری هم هستم که میخرم
و کسانی که فکر میکنن چون قیمتش پایینه پس بده یا برای چینه سخت در اشتباه هستن
هواوی قول آینده گوشی های هوشمند خواهد شد و داره به سمت بازار های امریکا و کل دنیا میره
وقتی از سایت های دیگه چیزی خرید میکنید دو روزه دستتون نمیرسه",4,1,5,5,5,5,5,5
,,"با سلام خدمت دوستان عزیز
باید بگم هوآوی تو چند وقت گذشته واقعا پیشرفت کرده جوری که من خودم اوایل اصلا از هوآوی خوشم نمیوند ولی الان عاشقشم چون گوشیای قدرتمند خوبی رو معرفی کرده در باره آنر 8 هم باید بگم عالیه برای خریدش شک نکنین
من ک از همین الان پولشو گذاشتم کنار همین که موجود بشه میخرم",8,0,3,3,3,3,3,3
,,"گوشی هواوی بدرد نخره فقط سامسونگ واپل من دوروز پیش هانر هشتو از سایت بست چاینا خریدم و یه سامسونگ j7 قبلا داشتم با هم مقایسه کنی از زمین تا اسماننن اگه خواستید بخرید فقط سامسونگ",0,29,0,0,0,0,0,0
,,"سلام طبق اخبار گفته شده قرار است این گوشی کمتر از یک ماه دیگه وارد ایران بشه.
ممنون از دیجی کالا",6,0,5,4,5,5,5,5
,,"در بررسی های این گوشی از نظر سرعت این گوشی از p9 بهتر بوده و از نظر نرم‌افزاری یکی هستن و قدرتشون هم یکیه چطور p9 روون تره پس نظر اشتباه نزارید الان همه گوشی های قیمت بالا روونن",8,2,5,5,5,5,5,5
,,"هنوز ندیدم و استفاده نکردم ازش اما فکر میکنم هیچی به پای مدل های P هوآوی نمیرسه. اکثر گوشیای هوآوی رو تو دست دوستانم دیدم. از لحاظ قدرت و زیبایی منحصر به فردن اما در تاچ و روان بودن مدل های P یه چیز دیگه ای هستن. درضمن خودم P8 دارم و خداروشکر راضیم تا الان چون همه چیو جواب میده",1,15,3,5,4,3,5,5
,,"انر هشت از پی نه سرعت بالا تری داره ولی تو بازی پی نه بهتره اگه موبایل برای بازی میخوان پی نه بگیرین اگه می خوای بری وب گردی فیسبوک تویتر انر هشت سرعت بالا تری داره",6,6,5,5,5,5,5,5
