positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"زيبايي ظاهر و قدرت بالا و دوربين","سر بودن و نازکي زياد","آقا اگه میخواید یه گوشی اندروید امن با امکانات بالا بگیرید حتما از اس 6 به بعد و مدل های پرچمدار رو بگیرید هر 20 روز یک بار لا مصب آپدیت امنیتی واسش میاد یا نکسوس بگیرید بقیه برند های اندروید گوشیاشونو ساپورت نمیکنن",3,0,5,5,5,4,3,4
"همه چيش خوبه ديگه دونه دونه نگم",نداره,"لازمه در مورد باطریش بگم من این گوشی رو یکسال و نیمه که دارم اگه اینو به وافای وصل نکنم حتی 3 روز کامل میتونم از شارژش استفاده کنم( البته اینم بگم که تنظیماتشو جوری چیدم که خیلی از امکاناتشو که بدردم نمیخورد اف کردم ) اگر هم به 4جی یا وافای وصل بشه مثل همه گوشیهای دیگه مصرف شارژ داره نمیدونم چرا خیلیا اینقدر از مصرف باطریش مینالن باید این رو هم در نظر داشت که قابلیت های این گوشی به مراتب یه سرو گردن بالاتره و شاید همین باعث مصرف شارژ بشه که میشه مدیریتش کرد یاعلی",1,0,5,5,5,4,5,5
"کيفيت ساخت .دوربين","برامدگي دوربين","باسلام خدمت دوستان گرامی حدود یک هفتس خریدم و خدایش راضیم در خریدش شک نکنین هم با ی قاب i faceمشکل برامدی دوربین حل میشه برا من ک حل شده موفق باشید(یاعلی)",2,0,0,5,5,5,5,5
"امکانات طراحي کيفيت(صفحه،دوربين و...) و...","بنظرم يکم باتريش","سلام
من خودم سامسونگ گلکسی اس6 32 گیگ،دوسیم رنگ گلد رو دارم
ازش راضیم
شاید بگید میگن باتریش بده و...
اینو تا یه حدی قبول دارم،البته گفتم تا یه حدی!
چون باتریش به نظر من اونقدرا هم بد نیست
شارژ سریع،و اگر به اینترنت وصل باشید نسبتا سریع تموم میشه فکر نکنید که سریع خالی شدنی که میگن دیگه خیییییلییی سریعه نه!
ولی شارژ شدنش من که خودم خداروشکر خدایاممنون راضیم
اما کیفیت:
کیفیت صفحه:خوب
کیفیت دو دوربین:خوب
و از نظر حافظه اشتباه نکنم حدود 25گیگ در دسترستون هست که واسه من که تا اینجا خداروشکرخدایا ممنون خوب بوده
امیدوارم که واسه شما هم اِن شاءالله خوب باشه
:)
موفق باشید
یاعلی(ع)",7,0,4,3,4,4,4,4
"دوربين عالي
کيفيت بلندگو عالي","ميشه گفت باتري","با سلام خدمت همگی از طرف کسی که این گوشی رو داره و با همه جیزش اشنایی دارم سعی میکنم همه چیزی که خودم تو خریدش شک داشتم رو براتون بگم
دوربین واقعا عالیه حتی تو شب _بلندگوی این گوشی هر کسی رو به خودش جلب میکنه در ضمن اینکه بلند گو پایین گوشیه یه طراحی عالیه چون اگه جلوی گوشی یا پشته گوشی باشه تو جیب که میزاری صدای گوشی رو خفه میکنه اما اینطور صداش حتی توی جیب برای تماس های دریافتی عالیه
در مورد بدنه وقتی تو دست میگیری یه حس خارق العاده ای رو بهتون و هر کسی که بگیره میده اما دلواپسی هایی هم داره که با گارد حل میشه چون بدون گارد یکم سر میخره و جذب اثر انگشت داره
در مورد هنگ من تاحالا هنگ نکرده همه برنامه ر وهم باز کرده و روش اجرا کردم حتی برنامه های سنگین
کیفیت دوبین سلفی و حسگر اثر انگشتش عالیه _ باتریش یکم ضعیفه اما با بهینه کردن گوشی برا من رضایت بخشه و فست شارجر بودنش این ضعف رو میپوشونه
من این گوشی رو با هیچ گوشی دیگه ای مقایسه نمیکنم چون یه سرو گردن بالاتره -از اینکه وقتتون رو به من دادید تشکر میکنم",7,0,4,3,4,3,5,4
,,"سلام من بیش از یک ساله این گوشیو دارم نرم افزارش مرتب اپدیت میشه بسیار روان هست دوربینش از ایفون سیکس اس با توجه ب نتایج dxomark قوی تره و نکته دیگه اینکه هنوز راضی نشدم عوضش کنم فعلا منتظر s8 میمونم .",1,0,5,4,5,5,5,5
"همه چي به جز باتري",باتري,"سلام من این گوشیو یه ماهه که خریدم واز خریدم راضیم ولی یکی از نقاط ضعف این گوشی باتریشه که خیلی زود شارژ خالی میکنه حدودا 8ساعت استفاده مداوم ولی اگه بازی هایی مثل کلش و... رو روش بازی میکنی حدودا 5ساعته شارژش خالی میشه امیدوارم از این حرفام کمک خوبی رو بهتون در انتخاب این گوشی بهتون داده باشم.",1,2,5,5,5,5,5,4
"[""بلندگو قدرتمند "",""دوربين با کيفيت"",""اينترنت پر سرعت"",""سرعت بالا""]","[""بد جا بودن بلندگو که اکثر اوقات انگشتتان روي ان قرار ميگيره"",""جنس پشت گوشي و جلوي ان از شيشه""]","من حدود یک هفتس که این گوشی را خریدم باید بگم که این گوشی عالیه توی این رنگ قیمت و اصلا قابل مقایسه با اپل الجی هواوی و..نیست چون سامسونگ تنها برندی هست که اکثر گوشی هاش را super amo ledطراحی کرده که این امر باعث شده که عکس گرفتن فیلم دیدن وبازی کردن لذت بخش بشه
این گوشی از همه لحاظ خوبه فقط چند تا مشکل داره که عبارت اند از
شیشه ای بودن پشت وجلوی گوشی که باعث می شه هنگام استفاده از ان پر از اثر انگشت بشه که گوشی را خیلی زشت میکنه وهمچنین اگه از دستتون بیفته حتما شیشه ی پشت اون میشکنه که می تونید با یه گارد حلش کنید مشکل دوم بلند گوشه که درپایین گوشی قرار گرفته که بیشتر اوقات انگشتتان روی اون قرار می گیره",0,2,5,5,5,5,5,5
"سخت افزار و دوربين و امکانات و ظاهرش عاليه","اسپيکر هاي استريو اگر داشت بهتر ميشد ولي بازم خوبه","از همه جهت عملکردش عالیه من یک ساله دارم و کاملا راضیم و مشکلی برام پیش نیمده.",3,0,5,5,5,5,5,5
"طراحي و ساخت فوق العاده /صفحه نمايش خيره کننده / دوربين بسيار عالي /تجربه غني و پرامکانات و خيلي روان / سخت افزار خيلي قوي","باتري متوسط","من سعی میکنم در این مطلب تجربه خودم را با این گوشی در اخیتار شما قرار بدهم این گو",2,1,4,5,5,5,5,5
