positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"طراحي بسيار زيبا
دوربين با کيفيت
جنس بدنه عالي
روان بودن سيستم عامل
باطري قوي","قيمت بسيار بالا
محدوديت هاي سيستم عامل
مسدود شدنهاي گاه و بيگاه فروشگاه اپل به خاطر تحريم
لوازم جانبي بسيار گران
برجستگي دوربين","این گوشی رو من 3 ماهه از همین دیجی کالا تو پیشنهاد ویژه خریدمش، از لحاظ زیبایی که واقعا حرفی برای گفتن نزاشته البته اگه کاور، روش بزارید نصف زیباییش از بین میره به غیر از اینکه ظاهرش دیگه تکراری شده ولی جنس بدنه الومینیومی که اگه بدون کاور، ازش استفاده بکنید حس خوبی که ناشی از کیفیت بالای بدنه و ساخت هست رو بهتون منتقل میکنه ولی اگه کاور ،روش بندازین دیگه نشون نمیده که برای گوشی با این قیمت ،دل شیر میخاد که بدون کاور و محافظ استفاده بکنید با توجه به اینکه دوربینش برجسته هم هست و بدنش اگه خش بیوفته روش دیگه از بین نمیره با توجه به فلزی بودنش،از لحاظ روانی سیستم عامل حرفی برای گفتن باقی نمیزاره و چون اپل تعداد محدودی گوشی داره نرم افزارش رو طبق همونا مینویسه و کاملا طبیعی هست از لحاظ هنگ خیلی کم این اتفاق میوفته ولی حتما هنگ داره و کسی که میگه اصلا هنگ نمیکنه از روی تعصب میگه و از لحاظ محدودیتهای شرکت اپل و نرم افزاری کسی که قبلا با سیستم عاملای دیگه کار کرده حتما کلافه میشه مثل خود من ،مثلا استور اپل تو همین مدت که من گوشی رو داشتم حداقل 6،7 بار دسترسی ایرانیها رو قطع کرده که البته بعد از چند روز برطرف میشه ولی رو اعصابه که باید حتما رو گوشیتون وی پی ان داشته باشید که اونم دردسرهای خاص خودش رو داره ،سیستم عاملشم خیلی روون ولی پیچیده هستش و باید خیلی از کارات رو از منوی اصلی گوشی انجام بدی مثلا موقع فیلمبرداری اگه بخای رزولوشن رو عوض کنی باید از فیلمبرداری ببای بیرون بعد از منوی اصلی از تنظیمات دوربین این کار رو انجام بدی و دوباره برگردی ،یا رو صفحه اصلی نمیتونی بفهمی که به کدوم شبکه وای فای وصل هستی ،دکمه نرم افزاری هوم هم خیلی از کاراتون رو انجام میده و نیاز به فشردن دکمه هوم رو به غیر از زمان روشن کردن از بین میبره ولی رو صفحه همیشه مشاهدش میکنید که همین رو اعصابتونه ،به غیر از اینکه تو خیلی از بازیها و برنامه هام یهویی میره زیر دستتون ،مخصوصا وقتی گوشی رو میچرخونید ،لمس سه بعدیشم اصلا کارامد نیستش و بعدش گارانتی معتبر ی مثل الجی و سامسونگ تو ایران نداره که خیالتون راحت باشه،ضمنا با قضیه رجیستری هم احتمالا یه خرده مشکل پیدا میکنند که اگه دیجی کالا بیاره حتما مشکلی بوجود نمیاد،طولانی شد. شاد باشید",8,3,2,4,3,2,5,3
"تراشه بسيار قوي
باطري با طول عمر بالا
دوربين فوق العاده با ثبت تصاوير live
کيفيت صفحه فوق العاده","ي سري محدوديت ها داره ک اونم مهم نيس","کسایی ک میگن تراشش از سامسونگ s7 ضعیف تره اینو بدونن ک s7 تراشش اگزینوس خوده سامسونگه پردازنده گرافیکیشم mali ک ساخت کشوره چینه ولی s6 plus تراشش A9 خوده شرکت اپله. راجب چیزی ک نمیدونین خواهشا نظر ندید",15,8,5,5,5,5,5,5
"دوربين با کيفيت روان بودن سيستم عامل طراحي زيبا","يه مقدار سنگين","گوشی بسیار بسیار با کیفیت و خوبیه.طراحی زیبایی داره و بسیار کارآمد.
اگه توان مالیشو دارید در خریدش شک نکنید. واقعا سیستم عامل Android به پای ios نمی رسه.
در خریدتون شک نکنید.
با تشکر.",15,2,3,3,3,3,3,3
"دوربين با کيفيت بالا و باتري قوي",,"بد نیست اما از نظر فنی‌به نظر من iPhone SE از iPhone 6plus بهتره",3,11,3,3,3,3,3,3
"همه چيز خوب وساده","قيمت بالا","خوب و کار با آن ساده است",6,2,3,3,3,4,3,3
,,"این گوشی فوق العادست ب نظر من کسی بودجه اش برسه نخره ضرر کرده
نسبت به قیمتش عالیه
با اشکر از دیجیکالا",7,3,3,3,3,3,3,3
"دوربين قوي و با نويز کم
سرعت بالا
برنامه هاي بسيار سريعتر و کاربردي تر نسبت به اندرويد
کيفيت ساخت بالا
باتري فوق العاده","دکمه home کمي سفت","دوستان عزیز ، هدف من از این پست فقط ارائه تجربیاتم بعد از هفت ماه استفاده هست
1.دوربین: با کارایی بالا،عکس های باکیفیت،فیلمبرداری عالی،فیلم اسلومونشن جذاب
2.سرعت: سیستم عامل سریع،روان،بدون هنگ برای کسانی که از کند بودن گوشی خسته شدن بهترین انتخابه
3.کیفیت ساخت: بدنه خوب و فلزی،قرارگیری مناسب دکمه ها،صفحه نمایش باکیفیت و جوابگو زیر نور آفتاب -تنعا ایراد دکمه Home که به نظر سفت میاد (راه حل استفاده از دکمه نرم افزاری که به شدت استفاده از دکمه home رو کاهش میده)
4.برنامه های کاربردی: با استفاده از vlc میتونید راحت موزیک و فیلم دانلود و تماشا کنید و در تلگرام و واتس اپ آپلود کنید-با document میتونید تمام فایلهای موزیک ،ویدئو،آفیس را باز کرد،ضمن اینکه با استفاده از itunes و این نرم افزار میتونید از Itunes فیلم روی گوشیتون بریزید- با shareit میتونید با دیگر گوشیها تبادل فایل داشته باشید،ضمن اینکه اگر این نرم افزار روی لب تاپ و کامپیوتر نصب کنید میتونید به راحتی فیلم عکس و موسیقی رو بدون نیاز به Itunes از لب تاپ به گوشی منتقل کنید(قابل توجه دوستانی که این محدودیت رو عنوان کرده بودن) - و در نهایت با تست هایی که انجام شد ، شبکه LTE 4G روی این گوشی از نسل های قبلی آیفون و چند گوشی تست شده بهینه تر و سریعتر عمل میکنه و در زمان روشن بودن LTE امواج باعث سردرد نمیشوند(در مقایسه با گوشی قبلیم)
5-باتری: در استفاده معمولی از واتس اپ تلگرام و اینستا به راحتی دو تا سه روز جواب میده - در بازی کلش یکروز و با توجه استفاده از شبکه LTE باتری فوق العاده خوبی داره و با یک پاوربانک که دیگه هیچ جایی لنگ باتری نمیمونید.
نتجه گیری : اگر میخواهید سیستم عامل گوشیتون تا مدتها بروز بشه بدون اینکه نیاز به خرید گوشی جدید داشته باشین،اگر هنگ کردن گوشی به شدت رو اعصابتونه ، اگر در عکاسی و فیلم اسلومونشن میخواهید خلاقیت به خرج بدید اگر نیاز به صفحه نمایش بزرگ برای دیدن فیلم و بازی کردن دارید، فقط یک گزینه بهترین هست . اونم Apple 6s plus",15,2,4,5,4,5,5,5
"طراحي
کيفيت ساخت و قطعات
لرزشگير دوربين","سري جديدش قبل از اينکه از قبلي خسته بشي مياد","به نظر من این گوشی همه قابلیت های یک گوشی خوب و مدرن و کارآمد رو با هم داره
گوشی های اپل با یک حسن و برتری نسبت به سایر برندها تو بازار مانور میدن و اون این نیست که جنتلمن ها یا افراد پولدار ومعروف اون رو دارن بلکه مهمترین عامل تو انتخاب گوشی بعد از قابلیت هایی که اکثر گوشی تقریبا تو اون با هم برابر هستن مثل کیفیت دوربین و سرعت و کیفیت صفحه نمایش و غیره این هستش که ببینیم ایا گوشی که داریم میخریم قطعات یدکیش به راحتی پیدا میشه یا نه الان تو بازار به غیر اپل تقریبا میتونم بگم هیچ گوشی قطعاتش اونطور که مثل اپل هست پیدا نمیشه . قابلیت تعمیر پذیری یکی از مهمترین گزینه های انتخاب گوشی هست که متاسفانه تو ایران به هیچ وجه به اون توجه نمیشه
تو یکی از سایت هایی که نمیتونم اسمش رو ببرم و کاملا هم معتبر هست امتیاز 7 از 10 رو به این گوشی (apple iPhone 6s plus) دادن و به گوشی جدید سامسونگ( galaxy note 7) امتیاز 5 از 10",10,0,5,5,5,5,5,5
"دوربين با کيفيت","رابط کاربري پيچيده
کيفيت صفحه خيلي پايين
طراحي اش اصلا هيچ تغييري نسبت به مدل قبلي نداره","سلام
به نظر من این گوشی نسبت به هم رده های خودش خیلی پایینه من پیشنهاد می کنم گوشی های سامسونگ یا سونی خریداری کنید",8,26,3,3,3,3,3,4
"فقط چشم دراور هست چون بيشتر ادماي معروف ميخرن معروف شده",,"کیفیت تصویرش که در مقابل هم ردهاش که کیفیت کوال اچدی دارن حرفی بدای گفتن نداره مثل سامسونگ و الجی و اینکه خداییش اس هفت از نظر زیبایی خیلی سر تر هستش و خیلی ناز تر هست و حتی خوش دست تر هست و اینکه باز دوریبینش هم که خیلی از هم ردهاش ضعیف تر هستش و اینکه دوستانی که میگن سامسونگ خیلی شلوغ هستش خوب میتونن از توی سیتینگش چیزایی که نمیخوان رو خاموش کنن و لی اون شلوغیاش خیلیاش کارارو برای ادم راحت تر میکنه ولی خوب وقتی لازم نداری خاموششون کن مگه کار سختیه خاموش کردن قابلیتاش و اینکه حتی هم ردهاش مثل سامسونگ و الجی از منوی فارسی پشتیبانی میکنه ولی اپل پشتیبانی نمیکنه خداییش خیلی چیزاش از هم ردهاش پایینتره و فقط چون ادمای معروف میخرن معروف و گرون شده و مردم هم میخرن واقعا ارزش خرید نسبت به قیمتی که داره نداره",5,22,0,0,0,0,0,0
"همه چيزش عاليه مخصصوصا دوربينش","برجستگي دوربين","من این محصول",9,2,5,5,5,5,5,5
,,"من خودم یه دونه ایفون سیکس پلاس خریدم (از دیجی کالا نخریدم چون موجود نداشت ) بعدش که خریدم در جا به فکر خرید این گوشی افتادم و به خودم گفتم چرا واسه یکم پول کمتر این اشتباه را کردم ولی بعدش که یکم به خودم اومدم دیدم فرق خیلی خیلی زیادی نکرده و بدنه که مثل گوشی خودم هست و کیفیت صفحشم مثل مال خودمه و فقط فقط دوربینش خیلی خیلی پیشرفت کرده به علاوه 3d touch
ولی اگر به قبل بر میگشم شاید این را به جای ایفون 6پلاس خردم میخریدم !
ودر اخر هم به کسانی که بین کومپانی اپل و سامسونگ و الجی مقایسه راه می اندازند میگم که الجی که اصلا گوشی نیست به جز جی فایوش که یکم خوبه ! سامسونگ هم برای کسایی که دنبال پیچیدگی و چیز های مُد روز هست خوبه ولی ایفون مهشره و فقط برای ادم ها جنتل من ساخته شده !",6,7,5,5,5,5,5,5
,,"با سلام ، من چند روزی هست که این محصول رو خریداری کردم البته نه از دیجیکالا اونم بخاطر اینکه ناموجود بود وگرنه حتما از اینجا میگرفتم و الان میخوام تجربه کار کردنمو در اختیارتون بذارم
گوشی قبلیم ایفون سیکس بود و ازش راضی بودم ولی الان که اینو گرفتم اون دیگه از چشمم افتاده مخصوصا باتری سیکس اس پلاس خیلی بهتره و بیشتر نگه میداره اگه کلش بازی میکنید حتما به کارتون میاد
مورد بعدی تاچ ایدی که واقعا سریع ترینه واقعا باید امتحانش کرد تا فهمید چه خبره همچنین لمس سه بعدی واقعا جالبه و کارتون رو سریع تر وبهتر پیش میبره و دوربین سلفی و اصلی هم خیلی تغییر کرده و خیلی بهتر شده نسبت به قبل از لحاظ پردازنده هم که واقعا عالیه و چیزی برای ایراد نداره رزولوشن صفحه هم خیلی خیلی بهتر شده و تو ظهر افتاب همه چیز رو میبینید در کل میخوام بگم اگه بین سیکس اس پلاس ( رز گلد) و گوشی های سامسونگ مثل اس سون و نوت سون دو دل هستید بدون شک برید به سمت اپل چون کار باهاش خیلی راحته و یکم حوصله میخواد و یه لبتاب برای سینک کردن واینا و در گذر از اینا کلاسش هم خیلی بالاس اگه تو دستت باشه یه چرخ تو محله بزنی همه دکتر و مهندس صدات میکنن خخخ ولی کلام اخرم این بود که اگه نخری ضرر کردی فکر ایفون سون و اینا هم نکنید چون این محصول تا چهار سال دیگه تضمینه شرط میزنم باهاتون .
مرسی که وقتتون رو در اختیار من گذاشتین",14,1,3,5,5,5,4,4
,,"کسانی که میگن کیفیت دوربین و صحفه و اینجورچیزاش پایینه برن یه نگاه نقد بررسی ها بندازن یا اینکه دستی ببینین مثلا همین بازی کلش رو در اس7 و آیفون 6 اس ببینین اون وقت میفهمین جدوم بهتره",13,3,5,5,5,5,5,5
