positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چي-مخصوصا اندازه","دوسيم نبودن","چطور میشه به سونی فهموند که باید دو سیم اینو تولید کنه!!!برندای دیگه گوشی کوچیک دارن ولی خیلی سخت افزار ضعیفی دارن.وافعا راهی نیس که به سونی اطلاع رسانی کرد!",1,0,3,3,3,3,3,3
"اندازه عالييي","ضخامت زياد","پلاستیکی بودنش دلیل بر بدیش نیس! سونی این کارو برا سبکیش کرده! درضمن پلاستیکش کیفیتش از خیلی از فلزیا بهتره",2,1,1,5,4,3,4,4
"ظاهر شيک قدرت سخت افزاري بالا دوربين قوي","باطري تقريبا ضعيف ولي چون من زياد بازي ميکنم عاديه","تو خریدش اصلا شک نکنید با این قدرت سخت افزاری که داره گوشی های هم قیمت با این کم میارن",1,1,4,3,4,4,5,4
"دوربين
خوش دستي",,"حد اقل برای من ک به گوشی کوچک علاقه دارم و بازی نمیکنم بسیار خوبه و دوربین و باتری مورد قبولی داره بعضی دوستان میگن بدنش پلاستیکیه و احساس خوبی منتقل نمیکنه والا من الان گوشیم فلزیه و از همون اول قاب پلاستیکی پشتت گذاشتم و مشکلی نبوده",1,1,5,5,5,5,5,5
"همه چي متوسط رو به بالا",بدنه,"پلاستیکی بودنش هیچ توجیهی نداره متاسفانه....",3,6,3,3,3,3,3,3
"همه چي","فقط بدنه ي پلاستيکيش","اخه چرا باید گوشی به این خوبی بدنش پلاستیکی باشه اخه چراا",5,4,4,3,5,5,5,4
"دوربين خوب مخصوصا فيلم
سرعت بسيار بالا
بدنه پلاستيکي بسيار مقاوم بر خلاف انتظارم
پشتيباني از hi-res و noise cancelling ک اهل هدفونو هدستا ميفهمن چ لذتي داره
باتري زير فشار نباشه خيلي راحت و مطمئن جواب ميده 2روزو","ليز بودن ک اگ مث من وسواس نداشته باشي يسره ميوفته از دست يا هرسطح شيب دار
خط و خش پذيري فراوونه پشتش که زير نور افتاب معلوم ميشه فقط.ولي خو خيلي ضربه ميخوره دستم
دوربين رو Auto تو هر شرايطي خوب نيس و اگ نتوني دستي تنظيم کني کيفيت مطلوب نميگيري ازش
سعي کردم ريز ترين ايرادي بگيرم بگم ولي وقتي نيست نميشه کاريش کرد","من یه ماه گرفتم چرا اینقد یهو افت کرد قیمتش شانس نداریما خوبه دیگ الان با این قیمیت ارزش خریدش واقعا بالا رفته. و در اخر اگ زمان برگرده عقب z5p میگیرم جای این",9,4,2,3,5,5,5,5
ماشالله,هيچي,"این گوشی منو یاد سونی اریکسون های اندروییدی مینی انداخت واقعا عالیه",6,2,5,5,5,5,5,3
"طراحي عالي مخصوصاً رنگ مشکي
خوش دست ترين گوشي دنيا
سخت افزار عالي
باطري بسيار خوب
صفحه نمايش و دوربين عالي مخصوصاً فيلمبرداري",نداره,"سلام دوستان عزیز اگه دنبال گوشی جمع و جور با سخت افزار قدرتمند هستین اصلا شک نکنید این بهترین انتخابه. من دو روز پیش سفارش دادم و دیروز به دستم رسید از دی جی کالا بخاطر بسته بندی زیبا و ارسال سریع هم ممنونم. فقط اگه بشه لوازم حانبی هم موجود کنین عالی میشه. نمیخوام از جای دیگه بخرم. راستی گوشی کاملا پلمپ کارخونه بود و ضمانت معتبر تعویض. موفق باشید",14,1,5,4,5,5,5,4
,,"گوشی خیلی خوبیه فقط یکم گرونه وگرنه از هر لحاظ عالیه",8,1,2,5,4,5,4,4
,"دوسيم کارته نبودن","سلام به همه
من این گوشی رو سه ماهه دارم عالیه ، گارد و ضد خش هم خوشبختانه موجوده توی بازار
از لحاظ اپدیت اومدن و داشتن ریکاوری و...
روت میشه با برنامه ( RootGenius ) و کاستم ریکاوری TWRP نصب هم کردم ( قابل دریافت از XDA ) کاستوم رام اندروید ورژن 6 و 7 هم داره! ولی روی ورژن 7 برنامه xposed ساپورت نداره فعلا ( اکثر اندروید 7 ها فعلا ساپورت نمیشن )
سرعت خوبه با برنامه greenify توی اندروید 6 با دیتا همیشه روشن یا وای فای همیشه روشن روزی یه بار شارژ میخواد ( روی گوشی من بالای 250 تا برنامه نصبه ) توی اندروید 7 چون xposed نداره حدود 20 درصد کمتر شارژ نگه میداره!
بهترین گذینه فعلا اندروید 6 هست با 7 هم فرق چندانی نداره! بجز قابلیت split window که زیاد مهم نیست!
من که راضیم ولی تا پرطرفدار نشه نمیشه انتظار داشت کاستم رام یا ه.ک. های زیادی براش بیرون بدن!
تنها ایرادش دو سیمکارت نبودنه! رم خالی از 3 گیگ توی اندروید 6 =>> 1.5 هست توی 7=>> 1.4 البته با greenify بدون اون 6 =>> 1.2 و 7=>> 1.1 هست.",16,0,5,5,4,5,4,4
"خوش دست و زيبا سخت افزار قدرتمند مصرف کم باطري","نبود لوازم جانبي فعلا","من قبلا گوشی g3داشتم ولی با خریدش بعد یکماه دلمو زد به خاطر مصرف زیاد باتری و زود تمام شدنش خدا هم نکته که یه بازی باهاش اجرا می کردم
ولی با خرید این مدل کاملا راضی هستم بعد دوماه که گذشته باطریش در مواقع اجرای بازی خیلی سنگین فقط گرم میشه مثل گوشی های ایفون
سرعت گوشی عالیه مصرف باطری فوق العاده خیلی کم مصرف
من تجربه استفاده خیلی گوشی هارو داشتم و از این گوشی کاملا راضی هستم",10,0,2,4,3,5,5,5
,,"سلام - دوستی که فرمودن بوت نداره و باید بیرون با باکس برنامه بزنن - باکس احتیاج نیست برنامه flashtools می خواد و دسترسی به اینترنت-موفق باشید",3,0,4,4,3,4,4,4
"باطري عالي. کيفيت ساخت خوب. امکانات فراوان","شايد اگر دو سيم ميبود بهتر بود","دوست عزیزی که فرمودین برنامه نویس آندروید هستین شما تو هر گوشی آندروید از هر کمپانی ای پاور با ولوم منفی رو بگیری اسکرین شات میگیره شما یکبار پاور با ولوم مثبت رو همزمان بگیر گوشی ریستارت میشه حداقل ایکس کامپکت من که میشه سونی نمیاد هیچوقت همچین ایراد مسخره ای بزاره تو گوشی",9,3,3,5,5,5,5,5
"همه چيش خوبه","طراحي تکراري","سلام من برنامه نویس اندروید هستم، شاید کسی به این قابلیت که سونی نداره توجه نکنه تا وقتی که رمز گوشیش رو فراموش کنه یا به هر دلیلی نرم افزارش بالا نیاد، گوشی های سونی boot reset factory نداره! یعنی چی؟ خوب خیلی از گوشی های اندرویدی یعنی 95٪ دارای بوت هستند که این امکان رو میده با نگه داشتن دکمه پاور و ولوم منفی، وارد بوت منو بشی که گوشیت رو ریست کنی
و خیلی کارای دیکه البته برای کسای که تخصص رو داشته باشن،پس اگه گوشی سونی شما به هر دلیل نرم افزاری بالا نیاد، خودتون نمیتونید از بوت ریست فکتوری کنید، باید 20 تا30 تومن بدید بیرون تا با باکس ریستش کنن، باکس هم قیمتش350 تومن هست، یعنی هر کسی نمیتونه برای خودش بخره، یا حق",4,19,3,3,3,3,3,3
مشخصه,"بجز جنس بدنه و دوربين سلفيش ک فلش نداره، چيزي تحت عنوان ضعف نداره","این گوشیو بعد کلی تحقیق و استفاده و تست که یکی از دوستان داشتش دیشب خریدم ک فک کنم فردا صبح برسه
واقعا گوشی خوبیه برا کوچولو پسندا ارزش خریدش نسبت ب قیمتش اندکی پایینه ، ولی اگ مث من یا نمیخرید یا یچی درست درمون میخرید می ارزه .
طراحیش خوشم اومد میخام Z5 c بگیرم ولی هرکار کردم نتونستم از طرحو رنگو ابعاده این بگذرم |: دمه دیجی هم گرم
فردا دستم رسید مدل هندزفریو شارژر موجود در جعبه رو نگا میکنم ببینم تغییری کرده هندزفریش با مدلا قبلی یا نه بعد میگم واسه اونایی که مهمه براشون.
بعد یه نکته دیگ ب قول یکی از همین دوستای عزیزمون من پدرم مالک سونی نیس واقع بینم هستم ولی خو آدم زورش میاد بعضی حرفارو بعضیا میزنن ،
نگا من مدلایی که داشتمو کارکردم یا خانوادم داشتن رو میگم بهتون xperia tipo- T-S-L-sp-zr-m4 aqua-z1 c -z2-z3c دامادمونم ب تازگی xaگرفت والا بلا تا حالا نه مشکل هنگ نه مشکل سوختن تو اب نه مشکل ریست نه مشکل باتری خو مگ میشه بعد این همه تجربه آدم زورش که بعضیا میان نظر میدن؟اون کسایی ک این اتفاقا براشون افتاده فقط باید بگم واقا بدشانس بودن همین.سونی چون خاص پسندو کم مصرفه تا چیزی بشه تو چش میاد ولی بقیه مارکا مث سامسونگ ال چی و... هم این اتفاقا براشون میوفته ولی چون مصرف کننده هاش زیادن تو چش نمیاد همین نوت مگ نبود ک آتیش میگرفتو میترکیدو اینا
میخام بگم شاید با این نظرا واقعا کسی از خرید منصرف شه و لذت استفاده از سونی رو از دست بده
یا علی",14,2,2,3,5,5,5,5
,,"این گوشی فرق زیادی با سریz5نکرده فقط قیمتش زیادشده",4,12,3,3,3,3,3,3
"حسگر اثر انگشت
بسيار خوش دست و خاص
سرعت بالا و پردازنده راضي کننده","قيمت بالا نسبت به امکانات
داغ شدن سوزاننده
بدنه و دکمه هاي پلاستيکي
صفحه نمايش اچ دي","به نام خدا
به تازگی این گوشی رو خریدم
به غیر از یک مدل سامسونگ a3 درطول زندگی فقط سونی استفاده کردم
متاسفانه بعد از مدل z3+ سونی گوشی رازی کننده ای نزده.
خرید این گوشی رو به شما توصیه نمیکنم به دلایل زیر
قیمتش از هم مارک قدرتمندش یعنی x بیشتره درحالیکه اون مدل بدنه ضدآب و فلزی دوسیم کارته صفحه فول اچ دی دوربین سلفی 13 حافظه 64 و رنگهای زیباتری داره اگر اصرار بر خرید سونی دارید سونی ایکس بخرید با قیمتی پایین تر
گوشی بینهایت داغ میشه در حد سوختن که نمیدونم به مرور چه بلایی سر خودش و بدنه پلاستیکیش درخواهد آمد
دوربین سونی مثل همیشه آمار اغراق آمیز برای مگاپیکسل داده که دوربین گوشی های سامسونگ به مراتب بهتره.
باتری نسبت به مدلهای قبلی کامپکت افت قابل توجهی داشته هرچند الان هم باتری خوبیه
وسایل جانبی از جمله گارد و گلس براش نیست که ممکنه بخاطر جدید بودنشه.
درنهایت مژده اینکه سونی در مدلهای بعدی خودش با نوآوری که مژده داده به بازار بر میگرده. به نظرم خرید عاقلانه سونی z3+ درسایز بزرگ، x درسایز متوسط و z3compact درسایز کوچیکه البته xz روبخاطر قیمت زیادش فاکتور گرفتم که اگر پول مفت دارید میتونید بخرید. خوبه
خارج از بحث مارک در مقابل خرید این مدل یعنی x compact مدلهای honor 8 و samsung s6 و samsung a5 رو پیشنهاد میدم.
بدونید حرفی رو بی دلیل نمیزنم.
درنهایت خواهش میکنم طوری حرف نزنید که انگار پدر گرامی تون سهامدار سونیه. باید واقع بین بود همونطور که من یه طرفدار واقع بین سونی ام.
یاعلی مدد",13,16,2,3,2,5,4,4
,,"من اصلا خاطره خوبی با سونی نداشتم اصلا هم گوشی های خوبی نداره.
هر چقدر دلتون میخواد منفی بدید ولی من از گفتن حقیقت نمیترسم
اولین گوشی که داشتم z1 بود که خیلی دوستش داشتم تا اینکه بردمش زیر آب و سوخت.باورم نمیشد چطور ولی اصلا روشن نشد.بعد از این بدبین شدم نسبت به سونی و میخواستم z2 نخرم ولی خیلی از دوستان منو تشویق به خریدش کردن و خریدمش .تقریبا تا 2 سال داشتمش تا اینکه متوجه شدم دوربینش خیلی افت کیفیت پیدا کرده با اینکه 20 مگا پیکسل بود و این خیلی اذیتم کرد و فروختمش بره خیلی ناراحت شدم و به خودم قول دادم طرف سونی نرم.و باید بگم که هر دوتا گوشی z2 و z1 که خریده بودم اصل بودن ولی هیچ...
الان هم s7 دارم و لذت میبرم و برخلاف بعضی از نظرات که میگن باطری خوبی نداره اتفاقا باطریش در حد متوسط هست.",25,42,3,3,3,3,3,3
"بسيار شيک
جمع و جور
سيستم خنک کننده پيشرفته","پردازنده نچندان قوي
نداشتن فايل منيجر اوليه داخل گوشي!","من باشم به جا این گوشی خود Sony X رو میگیرم . اونم نسخه 64 گیگ . فقط اون 5 اینچه و 4 تا رنگ فوق العاده داره . باتریشونم یکیه . فقط این گوشی و X یه ناراضایتی دارن ... اونم پردازندشونو . کیفیت عکساش عالیه...ولی برا اینکه بتونه عکس رو حالت زوم با کیفیت ببینین باید صبر داشته باشین . در حد چند ثانیه .( این موضوع رو تمام عکس های بالای دو سه مگ صدق میکنه- حتی عکس یه گوشیه دیگه )
تو بازی کم نمیاره...خیالتون راحت . پردازندش در حد 808 اسپندراگونه . چون تقلیل یافتس.",5,14,3,2,4,5,5,5
,,"سونی تعداد کمى گوشى تولید میکنه اما با کیفیت..من واقعا از z2...z5کدارم بسیار راضیم..ب خاطر تبلیغات",14,5,4,4,4,5,4,3
"خيلي خوبيا داره که نقاط قوت رو توي ويژگي ها راحت ميتونيد پيدا کنيد","اوليش که داره اذيتم ميکنه اينه که يک ماه بيشتر نگذشته ولي لبه هاي گوشي رنگش رفته
يه کم سره البته زياد مهم نيس
و اينکه دکمه هاي ولومش يه کم سخته بهش عادت کني","سعی کردم اونچیزی رو که میدونم بگو فقط واسه اینکه شاید کسی استفاده کنه
از دوست داران سونی هستم و خواهم موند.",17,1,2,2,4,4,5,4
,,"کوچولوی پر قدرت ب هیکلش نمیاد همچین امکاناتی داشته باشه .. واسه کسایی ک با موبایلایه جمع و جور راحت ترن عالیه،از خریدش پشیمون نمیشید",10,2,5,5,4,5,4,4
