positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چيز تمام",نداره,"من خریدم حرف نداره",1,1,3,5,5,5,5,5
"همه چيز",,"ایفون 7 بهترین گوشی حال حاضر حتی با وجود s8 هست ... هر شرکتی برای خودش سیاست هایی تو ساخت دستگاهاشون داره ... شرکت اپل مثل بقیه شرکتا از صفحه نمایشای خیلی قوی استفاده نمیکنه در واقع هیچ زیادم به چشم نمیاد و از نظر من بهترین کارو میکنه ... مقدار رم استفاده شده در گوشی های اپل همیشه نسبت به اندروید کمتر بوده و معمولا تو گوشی های هم سطح نصف مقدار رم رو در دستگاهای ایفون مشاهده میکنیم ولی ایا تاثیری در سرعت گوشی و مالتی تسکینگ مشاهده میشه ؟ نه ... مالتی تسکینگ گوشی ایفون 7 حتی 6 اس بهتر از مالتی تسکینگ سامسونگ اس7 اسنپدرگونه چرا؟ ... دلیل اول : سیستم عامل کاملا بهینه شده ... دلیل دوم رمه با کیفیت و قدرتمند به طور مثال رم های ddr4 در مقایسه با رم های ddr3 کامپیوتر 1.5 برابر سرعت عمل و پردازش بهتری دارن... یعنی 2 گیگ رم ddr4 مساوی با 3 گیگ رم ddr3 هست .... این امر تو گوشی ها هم صادقه... برای مثال پرچمدار سامسونگ یعنی s8 رو با پرچمدار اپل یعنی ایفون 7 مقایسه میکنیم ولی قبل اون باید بگم مقدار رم در دسترس در اس7 برابر با 1.9 الی 2.2 گیگابایت هست( از اس 8 اطلاع ندارم چون هنوز زیاد مورد بررسی قرار نگرفته ولی طبیعتا بالای 3 گیگ نخواهد بود ) و مقدار رم ازاد در ایفون 7 معمولی 1.95 گیگ هست ... قدرت رم ایفون 7 در تست بنچمارک (البته بنچمارک عدده تو عملکردم طبیعتا ایفون برندس ولی با عدد همین معیار رو داریم ) 12600 بوده (به ازای 1 گیگ) و در سامسونگ اس 8 برابر با 9500 بوده ... بر این اساس قدرت ایفون 7 در رم برابر با 25200 هست که در 3 گیگ سامسونگ همچین چیزی میبینیم ( هنوز اگه 3 گیگ ازاد بده که بعید میدونم ) ... حالا گوشی ایفون 7 پلاس با 3 گیگ رمش از 4 گیگ خالیه سامسنگم بیشتر میده و با مدل 6 گیگابایتی سامسونگ 8 مقایسه میشه که اونم حداقل رم ازادو 4 گیگ میده که ایفون برنده میشه ...تو گیمینگ هم جای بحثی نیس با گرافیک خارق العاده و رزولیشن کم عملکردی 3 الی 4 برابر بهتر از پرچودار سامسونگ میشه گرفت... اصلا به هیچ وجه در مقدار کمه رم شک نکنید چون اونا فقط عددن و قدرت رم ایفون خیلی بیشتر از این چیزاس ...",5,9,5,5,5,5,4,3
"دوربين عالي
سيستم عامل عالي و بي نظير
بهترين سرعت و کارايي",....,"دوست عزیز شرکت اپل مدعی است که چشم انسان رزولوشن بالای 300پیکسل بر هر اینچ رو تشخیص نمیده و ادعایش هم درست است و صفحه گوشی چیزی از گوشی های با کیفیت 400پیکسل بر هر اینچ کم ندارد.
درمورد رم این است که به دلیل ساده و سبک بودن سیستم عامل ios رم 2 روی محصولات اپل در تست ها از رم 4و حتی 6 برندهای اندرویدی مثل سامسونگ کم نمی آورد بلکه سرعت و کیفیت بهتری هم دارد.همیشه اعداد و ارقام نمیتوانند کیفیت عملی یک محصول رو ثابت کنند.
ولی خودم هم یک سوال دارم که آیا رنگ مشکی مات ریزش رنگ دارد یا خیر؟؟چند جا خوندم و الآن شک دارم ممنون از دیجی کالا و شما دوستان",7,2,5,5,5,5,4,4
"تا دلت بخواد","هيچ چيزي ناقص نيست ولي خب کار نکردم باش","جالبه تو بخش نظرات داشتم میخوندم ماشالا همه همه گوشیارم دارن
آقا دست مارم بگیرید
الحق نگذریم گوشی فوق العاده ای است انشالا خودمم بزودی میگیرمش میام اینجا میگم منم دارمش امیدوارم شما هم داشته باشین",5,3,5,5,5,5,5,5
,,"دوستان یه چیزی ، یکم برام عجیبه که این گوشی از مقدار RAM دو استفاده میکنه !
اخه مثلا گوشی c5 از مقدار RAM چهار استفاده میکنه قیمتش هم یک ملیون هست ، عجیب نیست؟ خواهش میکنم جواب من رو بدید
یا اینکه از تعداد پیکسل کمی در هر اینچ برخوردار هست",0,7,3,3,3,3,3,3
"همه چيز که داره","هيچي نيست که بخواهم نام ببرم","ببینید از نظر همه چیز قوی است بدونید اگر دستتون بگیرید به هیچی دست نمی زنید و مطمعا باشید هیچی جای اپل رو نمی گیره",18,6,4,5,5,5,5,5
"همه چيز","قيمت بالا","سلام دوستان
ازتون خواهش میکنم، تجربه استفاده از رنگهای مختلف این گوشی را به اشتراک بذارید تا انتخاب رنگ مناسب راحت تر باشه.
البته اینم قبول دارم که انتخاب رنگ یه آیتم کاملا شخصی و سلیقه ای است، ولی به هرحال نظر دوستان کمک کننده خواهد بود، ممنون",9,2,3,4,5,3,4,4
,,"من نمیخوام در مورد مسائل فنی صحبت کنم
فقط همینو میگم که وقتی یه مدت با آیفون و ios کار کنی ، دیگه نمیتونی از اندروید استفاده کنی
پس خواهش میکنم اصلا اندروید رو با ios مقایسه نکنید",15,13,3,4,4,3,5,5
"دوربين عالي
سرعت بالا
طراحي ضاهري عالي",,"من نظرم اینکه هر کی نخره از دست داده",9,8,5,5,5,5,5,5
"دوربين فوق العاده
سرعت بسيار بالا
طراحى زيبا و عالى
کيفيت عالى برنامه ها","سبک تر از IPHONE6وIphone6s","سلام به نظر من این گوشى با داشتن کلید Home دیجیتالى بسیار خوش دست است و سرعت برنامه هایى که اجرا مىکنه عالى هست و به نظر من محدودیتى نداره فقط بلوتوث هست که فقط براى جابه جایى فایل مورد استفاده قرار نمى گیره و این مشکل راحت با نصب برنامه حل مى شه رنگ جت بلک به نظر من اصلا خوب نیست چون که خط و خش زیاد روش مى افتد سرعت اجراى برنامه ها فوق العاده هست من پیشنهاد مىکنم",17,3,2,5,5,2,5,5
"سيستم عامل
دوربين
کيفيت ساخت
سرعت
تاچ سه بعدي","نبود جک هدفون
امکانات
بيرون زدگي دوربين","من 2 ماه هست که این گوشی رو خریدم و میخام توضیحی بهتون بدم: اولا 256 خیلی زیاده و 128 مناسبه مناسبه سیستم عامل خیلی عالیه اما محدودیت زیادی داره این اعصابمو خورد میکنه بقیه چیزا دیگه فوق العادن صداش عالیه خیلی حال میکنم تیز اصلا نمیشه باتریش بد نیست 7 ساعت نگه میداره وجت بلک و بلک و سیلور زیبا و خاص هستند بقیه نه ولی من بلک رو خیلی دوست دارم برای همین بلک گرفتم اگه محدودیت اعصابتونو خورد نمیکنه بهترین گوشی دنیا براتونه پیشنهاد میکنم.",9,1,2,5,4,4,4,2
,,"هم عقیده با علیرضا منم با ایشون موافق هستم و تمام مشکلات ایشون رو داشتم آیفون مثل یه اتاقی هست که بهترین وسایل اونجا هست ولی در اتاق بسته هست",7,6,3,3,3,3,3,3
"کيفيت خيلي خوب صفحه نمايش
و.‌..",,"سلام به همه دوستان
داشتم این نظراته دوستان رو راجب آیفون 7 می خواندم و واقعا از انتقاد ها و جانب داری های بیجا از این محصول شگفت زده شدم...
هر گوشیی یه سری اشکال و نقص هایی داره و آیفون هم از این قاعد مستثنا نیست..
ولی به نظره من آیفون همه ی محصولاتش از اندروید بهتره و واقعا تا کسی ازش استفاده نکنه متوجه این موضوع نمیشه..و اونایی ک گوشی اندرویدی دارند ازشون تقاضا می کنم ک راجب گوشی های اندرویدی نظر بدن..
ممنون از دی جی کالا بابت محصول خوب و اورجینالشون من به شخصه هر وسیله ایی از دی جی کالا گرفتم راضی بودم امیدوارم این روند ادامه دار باشه..",16,6,3,3,3,3,3,3
