positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"فقط میگم عالیه",2,2,5,5,5,3,5,4
,,"این گوشی یکی از بهترین دوربین های سلفی رو داره ، عکس های سلفی با بالاترین جزییات رو میتونید با اون بگیرید در خریدش شک نکنید ، نقاط ضعفش فقط برامدگی دوربین است که با انداختن گارد این مشکل هم حل میشه، نسبت به رده ی قیمت به صرفه ترین گوشی در این رنج قیمت است",3,2,5,4,5,5,3,5
"صفحه شفاف وزنده
طراحي زيبابه خصوص حاشيه کم
دوربين وفلش خوب
سنسوراثرانگشت،سريع ولي بدجا","کمبود لوازم جانبي
بدنه نسبتا ضعيف
رم وحافظه داخلي کم
برجستگي محسوس لنزدوربين
سيم کارت 2يا مموري","سلام
مقایسهshot xخودم وa5برادرم پس از3ماه استفاده :
کیفیت صفحه واقعا خوبه وتصاویر زنده و واضح اند(a5بهتره)
طراحی جلو گوشی واقعاچشم نوازه ولی پشت گوشی حرفی برای گفتن نداره_کیفیت نوار فلزی دورگوشی خیلی خیلی ضعیفه باکوچکترین ضربه فرومیره(طراحی زیبا:شات ، کیفیت:a5)_دوربین خیلی بدجور بیرون زده وآسیب پذیره
سنسور اثرانگشت خیلی بدجاست ولی نسبتا سریع ودقیقه ومیتونی برنامه هارو جدا قفل کنی_موقع عکاسی هم جای شاتر روپرکرده
کیفیت عکاسی خوبه ولی فیلم برداریش تعریفی نداره(a5فیلم بداریش فوق العاده بهتره)و_فلش خیلی خوبی داره که توشب نیازتونو براورده میکنه_ بعداز چرخش دوربین کیفیتش مقداری کم میشه ولی باسلفیa5قابل قیاس نیست_فلش توحالت سلفی خیلی کم نورمیشه_دوربین هم خیلی داغ میکنه_توحالت سلفی ادیت چهره داره که واقعا عالیه_ولی توحالت سلفی دوربین واقعا‌‌ آسیب پذیره
باطری بااستفاده روزی3ساعت بازی و10ساعت روشن بودن وای فای وکارهای معمولی بیشتراز1روز دوام نمیاره(a5حداقل باهمین استفاده راحت2روز رونگه میداره)_وشارژ0تا100حدود2ساعت طول میکشه وبازه10تا60درصد حدود1ساعته شارژ میشه
رم خیلی زودپرمیشه_ بازی های سنگین روبیشتراز10دقیقه نمیتونه اجراکنه_ازحافظه داخلی هم حدود10گیگ قابل استفادست_لگ هم زیادمیزنه (a5ازنظرسخت افزاری بدترنباشه بهترنیست)
هنوزآپدیتی هم براش نیومده_تم های متفاوت وزیبایی دار
کیفیت صدای بلندگو وهندزفری خیلی کمترازa5است ولی میکروفون قوی تری داره
قابلیتknock codهم داره_otgروهم خیلی خوب ساپرت میکنه
قابلیت shareزنده رواسمارتtvرونداره ولیmediaرومیتونه شیرکنه
درآخر اگر تفاوت قیمت برام مهم نبود حتماa5رومیگرفتم",3,3,3,3,3,3,3,3
"دوبين باقابليت چرخش180درجه
طراحي زيبا",,"دیجی جون شاتxی مدل 16گیگ با رم2 داره ک اینو تو داری ولی ی مدل 32گیگ بارم3داره اینو اگه بیاری فوق اولاده میشه همه چیه این گوشی خوبه اگه این مدلشو داشته باشی عالیه
بچه ها بزننین لایکو+ تا موجود شه",7,0,3,4,4,4,3,5
"دوربين فوق العاده
ظاهر بي نظير
صفحه نمايش با کيفيت
سخت افزار مطلوب
باتري قوي","خطر شکستن دوربين","من این گوشی رو 3 روزه که دارم . واقعاً عالیه . خندم میگیره وقتی یک سری از کامنت ها رو میخونم . مثلا یکی نوشته دوربینش با دوربین سلفی P8 فرقی نمیکنه . آخه عزیز من . . . ( واقعا نمی دونم چی بگم )
همین آقا ، گفته فلاشش تو حالت سلفی کار نمیکنه . باید بگم این حرف هم غلطه . کاملاً کار میکنه و حس می کنم ایشون به خودشون زحمت ندادن تا روی گزینه ی فلاش بزنن . راستی ، فلاشش دو نوع روشن میشه ( یا در لحظه عکس گرفتن روشن میشه ، یا میتونید از قبل از عکس گرفتن روشنش کنید که توی گزینه های فلاش هستش )
صفحه نمایشش هم واقعا با کیفیته
سخت افزارشم بازی های سنگین رو خیلی خوب برام باز کرد .
من دیگه حرفی ندارم.",5,2,5,5,5,5,5,5
"قيمت عالي نسبت به امکانات","فقط پروژکتور نداره","این گوشی عالیه...ینی g8 رو هر جور حساب کنی به پاش نمیرسه،اونی که میگه سی پی یو اسنپدراگون 616 ,g8 از این سی پی یو سری 900 هانر 7 بالاتری، اصلاعاتش بسیار کمه....ینی با صد تومن اختلاف شما دوربین رم و سی پی یو بسیار بالاتر خواهید داشت، واقعا عالیه،،،دیگه باj7 samsung که اصلا مقایسش نمیکنم که، اصلا به پای هانر سون نمیرسه،،..حتما از اینجا بخریدش عالیه....",5,8,5,5,5,5,5,5
"ظاهر زيبا و بدنه فلز شيشه اي که در کمتر گوشي ميانرده يافت ميشود
دوربين 13 مگاپيکسل چرخان همراه با فلش لايت قوي مخصوصا در شب
سنسور اثر انگشت تقريبا حساس
سخت افزار و صفحه نمايش قوي و وضوح عالي رنگ ها
باتري نسبتا قوي در مقايسه با گوشيهاي هم قيمت","بدنه فلزي گرماي زيادي رو انتقال ميدهد
مکث هاي زياد در اجراي فرمانها و عدم روان بودن
وزن نسبتا زياد بعلت فلزي بودن بدنه","با سلام ،
من این گوشی رو نزدیک یک ماهه خریداری کردم و گوشی قبلیم هم سونی بود که ازش راضی بودم ولی بعلت دوربین چرخان شات ایکس رو خریدم.
اگه یه ظاهر فوق العاده زیبا در حد اپل میخواین راحت از کنار این گوشی رد نمیشین، چون واقعا فلز و شیشه ترکیب خاصی به گوشی داده.
صفحه نمایش 5.2 واسه کسایی که از صفحه نمایشهای بزرگ خسته شدن عالیه و همچنین سایز ابعادی گوشی بسیار مناسبه.
دوربین کارایی خوبی داره و تمام نیاز های شما رو از بابت عکاسی معمولی و سلفی برآورده میکنه. تقریبا 9.5 گیگ حافظه داخلی در دسترس قرار داره،فقط تنها برتری که سونی نسبت به هواوی داشت روان بودن و اجرای سریع فرمانها بود، هواوی تقریبا شبیه با سامسونگه توی اجرای فرمانها و بعضی وقتا مکث آزار دهنده ای داره. از بابت باتری راضی ام چون هم شارژ سریعی داره هم مصرف کم داره و تقریبا 9ساعت بازی و اینترنت و صفحه نمایش با نور زیاد جوابگو هست و تعجب میکنم که بعضیا از باتری این گوشی ناراضی بودن که احتمالا تنظیمات لازم رو انجام ندادن. صفحه نمایش و تایپ واقعا بی نقصه و جزو بهترین ها در تمام گوشی های بازاره. فقط تنها چیزی که هست بدنه فلزی خوبی های خودشو داره و بدی های خودشم داره باید قبول کرد، یکی وزن نسبتا زیاد هستش و یکی انتقال سریع گرمای فلز هستش، این گوشی زیاد داغ نمیشه بلکه گرما رو زیاد انتقال میده وگرنه داغ شدنش اندازه بقیه گوشیهای پلاستیکی هست.
از چیزایی که خیلیا تردید دارن نسبت بهش لولا های دوربین هست که با خیال راحت بگم از کیفیت بالایی برخورداره و تا زمانی که گوشی ضربه شدید نخوره لولاها مثل روز اول کار خواهند کرد.
بین سیمکارت دوم و حافظه خارجی باید یکی رو انتخاب کرد که بعلت حافظه نسبتا پایین دستگاه اکثرا حافظه خارجی رو به سیمکارت دوم ترجیح میدن.
از نکات دیگر اینکه وقتی دوربین رو به حالت سلفی تغییر میدهیم فلش لایت سه حالت پیدا میکنه: خاموش، حالت دائم روشن و حالت استفاده از نور صفحه سفید بجای فلش اصلی. که این هم یه مزیت هستش که فلش دائم روشنه و موقع عکس گرفتن فلش نمیزنه چون باعث بسته شدن چشمها و خراب شدن عکس نمیشه.
سخت افزار خوبی داره و بازی های روز و سنگین رو به راحتی اجرا میکنه و ازین بابت کمبودی حس نکردم. ولی بیشتر تمرکز روی دوربین بوده و رابط کاربری عادی ای داره.
با توجه به قیمت هرکسی دنبال دوربین سلفی قوی هستش بهتر از این گوشی با این قیمت پیدا نمیکنه و مطمئنا از سامسونگ j7 سر تر هستش شک نکنید. و درضمن اگه گوشی بهتری با دوربین سلفی یکسان میخواین به سراغ sony Xperia X برید که مسلما قیمت خیلی بیشتری هم داره. اگه دوربین سلفی خیلی براتون ملاک نیست Huawei G8 و Samsung j7 انتخاب های خوبی هستن که البته صفحه بزرگتری دارن.",9,1,5,4,4,3,5,4
"دوربين
ظرافت
سرعت","دير شارژ ميشه","من قبل از این ایفون 4s داشتم و میتونم بگم که این گوشی به نسبت قیمتش فوق العاده س",3,2,3,3,3,3,3,3
"نقطه قوتي نداد","تمام امکاناتش ضعيف ميباشند","با سلام.من این گوشی رو یک ماه خریداری کردم.و ازش اصلا راضی نیستم چون کیف صفحه نمایش خوبی نداره باطریش فوق العاده ضعیفه و گرم میکنه پیشنهاد من با این پول برید سامسونگ گلکسی j7بخرید چون همچیش عالیه یک ایراد هم توش پیدا نمیکنید.لطفا به نظر من موقع خرید این گوشی فکر کنید کسایی که میگن خوبه قبلش حتما گوشی ضعیف تری داشتن.یاعلی",8,12,3,3,3,3,3,3
,,"به نظر من و با تجربه ای ک دارم هیچ گرونی ای بی دلیل نیست و هیچ ارزونی ای بی دلیل نیست
البته استثنا وجود داره اما...
شما اگه با گوشی هایی مثل سونی و سامسونگ و برند های معتبر دیگه کار کنید قطعا متوجه دلیل گرونی اونها و ارزونی این برند میشید
اجناس ارزون مثل موبایل های ارزون قیمت از چیزایی زدن ک کاربر های عادی متوجه نمیشن و این هم میتونه نقطه قوت این برند و هم نقطه ضعفش باشه چون گوشی های ارزون هم الان طرفدار های خودشو داره
اگه بدون اغراق قضاوت کنیم شما رابط کاربری سونی و سامسونگ رو کنار رابط کاربری هوآوی بزارید خیلی راحت متوجه دلیل اختلاف قیمت میشید
ممنون از وقتتون",4,13,3,3,3,3,3,3
