positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"اسکنر اثر انگشت
بدنه فلزي
باطري فوق العاده
قابليت کاستومايز بالا",ندارد,"سلام
به شدت پبشنهاد میکنم
این برند اون قدر جای پای خودشو سفت کرده که خیالتون بابت خرید لنوو راحت باشه.
تو این قیمت بسیار عالیه وامکاناتی رو در اختیار کاربر میزاره که تو این بازه قیمتی واقعا محشره.مثلا: اسکنر اثر انگشت؛بدنه فلزی خوش ساخت ;پورت usb تایپ c; 64 گیگ حافظه داخلی:باطری قدرتمنده 4100میلی آمپری ..و...
حرف نداره",3,2,5,5,5,3,3,4
,,"نمیدونم چرا بعضی از دوستان میان با نظر بد دادن درباره برند لنوو این برند خراب میکنن خب عزیز من چون تو تا حالا اسم لنوو نشنیدی معنیش این نیست که برند بدیه معنیش اینه که شما خیلی تو صنعت تکنلوژی نیستی برند لنوو 3 سال پشت سر هم (به جز سال 2016) برنده بهترین لپتاپ بازار شده تبلت های لنوو بعد از tab s سامسونگ پرفوروش ترین تبلت ها بوده لنوو اولین شرکتی بو که ساعت هوشمند با صفحه خمیده ساخت. تغریبا دو ساله که موتورلا رو خریده و موتورلا زیر مجموعه لنوو شده بعد شما میگین این برند نیست صحت حرفام هم با سرچ مطالب تو اینترنت معلوم میشه ممنون",5,1,5,5,5,2,4,5
"باتري بسيار عالي
حسگر اثر انگشت خيلي خوب که در اين بازه‌ي قيمت نايابه
کاملا روان و پرسرعت
قابليت کاستومايز بالا","کمي ابعاد بزرگ
نداشتن نوآوري در طراحي
سخت پيدا شدن قاب و کاور","بعد از 4 روز کار با گوشی یه سری نکته میگم برای دوستانی که تصمیم قطعی برای خریدنش دارن:
+ باتری: نقطه‌ی اوج این گوشی از نظر من باتریشه که به راحتی یک روز کامل مصرف شما رو تامین میکنه. توی ویدیوهای نقد و بررسی این گوشی تحت فشار سنگین (گیم و اینترنت و ویدیو و نور زیاد) بیشتر از 5:20 دوام آورد. برای من که نسبتا استفاده زیادی ازش کردم بیشتر از 1 روز دوام داشت و اگر استفاده تون متوسط و کم باشه به راحتی تا 2 روز نیاز به شارژ کردنش ندارید.
+ سرعت گوشی همیشه بالا بوده و هیچ افتی نداشته. اگه احیانا حافظه 64 گیگ هم براتون کم بود میتونید از OTG استفاده کنید و مثلا یه فلش یا SD Card براش بگیرید.
+ گارانتی: این گوشی با گارانتی هماتلکام عرضه میشه. در نگاه اول چند تا حرکت عجیب از این شرکت دیدم: دوشاخه شارژر Type A هست و به پریزهای ایرانی نمیخوره و یه تبدیل باید براش بگیرید. گارانتی معمولا اینا رو باید عوض کنه. سیانوژن نصب شده روی گوشی ورژن 13 بود که خوبه، ولی یک نسخه ناپایدار (Nightly) بود و یک سری باگ داشت. مثلا بعضی وقتا حسگر انگشت کار نمیکرد. جای ورژن اندرویدش هم نوشته بود 6.0.1 homatelecom و موقع بوت شدت لوگوی هماتلکام روی صفحه میومد! البته همه‌ی اینا بلافاصله با یه آپدیت/فلش درست میشه. ولی احتمالا اگه برای یه کاربر عادی بخرید تا مدت‌ها آپدیت نمیکنه و فکر میکنه گوشی خرابه و ازش ناراضی میمونه.
+ لوازم جانبی: متاسفانه فقط محافظ صفحه این گوشی در دیجیکالا موجوده و قاب و کاور و کیف این گوشی خیلی سخت توی ایران گیر میاد و احتمالا ناچار میشید از چین سفارش بدید. هدفون هم توی جعبه نیست.
+ مقاومت و استحکام: من تست خاصی روش انجام ندادم ولی ویدیوهایی ازش دیدم که با چکش و چاقو و آچار و پیچ گوشتی و فشار و پرتاب از ارتفاع 1.5 متری به جونش افتادن و استحکام خوبی داشته! اگه با اسکرین بیفته روی زمین سخت احتمال شکستنش هست و پیشنهاد میکنم محافظ صفحه رو بلافاصله بندازید.
+طراحی:‌ ساده و شیک هست. ولی زیادی ساده! هیچ نکته خاصی نداره که ظاهرش رو متمایز کنه. نسخه خاکستریش رو پیشنهاد میکنم. پشت دستگاه رنگ متالیک و تقریبا ماته و اصلا اثر انگشت جذب نمیکنه. اما کمی سر میخوره و اصطکاک خیلی کمی داره. ابعادش کمی بزرگه و توی هر جیبی جا نمیشه! اما با این حال و با وجود باتری بزرگش، وزن خیلی مناسبی داره.
+ دوربین: حرف خاصی برای گفتن نداره. اگه دوربین براتون خیلی مهمه احتمالا گزینه های بهتری برای خرید هست. اما اگه گهگاهی میخواید یه عکسی بگیرید دوربین رضایت بخشی داره. توی سیانوژنی که هماتلکام روش نصب کرده یه اپلیکیشن دوربین پیش فرض با کیفیت افتضاح هست که پیشنهاد میکنم بلافاصله یه اپلیکیشن دیگه جایگزینش کنید! خیلی بهتر میشه. خصوصا توی نور روز.
+ جمع بندی: گوشی Lenovo ZUK Z1 رو به شدت پیشنهاد میکنم ولی به افرادی که مثل خودم یه گوشی با قابلیت کاستومایز بسیار بالا رو می‌پسندن. به لطف سیانوژن می‌تونید تک تک جزییات نرم‌افزاری رو دستکاری کنید. اما اگر کاربر عادی هستید و اهل فلش کردن گوشی و آپدیت و کاستومایز نیستید، احتمالا ازش ناراضی خواهید بود. نسبت امکانات به قیمتش زیاده و همین باعث میشه ارزش خریدش خیلی بیشتر از گوشی‌های گرونتر باشه.",15,1,5,4,5,5,3,4
[],[],"من نمیدونم کجای این گوشی کپی ایفونه اخه ؟
هرکی یه چیزی میسازه فنای ایفون میان میگن کپی ایفونه😐😐😐
جدا از این من این گوشی ندارم تجربه کارم ندارم باهاش ولی اگه بخوام همچین هزینه ای کنم میرم p9lite یا honor7 یا htc e9 plusیااصن سری jسامسونگ ارجعیت دارن برای من.
اصن جدا از این اندروید یه سیستم عاملیه که تو این چند ساله در حال رسیدن به بلوغه و تا چند سال دیگه میشه به عنوان یه سیستم عامل خوب مثه ios روش گامل حساب کرد پس سعی کنید گوشی رو بگرید که کمپانی شناخته ششده ای باشه و اپدست خوبی ارائه کنه(که اکثرا نمیکنن😂)
در کل گوشی خریدن کار سختیه این روزه چون رقابت زیاده و گوشی خوب هم زیاد همش به انتخاب خودتون بستگی داره.
موفق باشید.",2,9,3,3,3,3,3,3
"طراحي و ظاهر زيبا
باتري عالي
رام سيانوژن به همراه اندرويد 6
64 گيگ حافظه داخلي
رم 3 گيگ","شارژر با سوکت غير متعارف","من این گوشی رو هفته پیش خریدم و از خرید خودم نه تنها راضی هستم بلکه بسیار خوشحالم
خریداران گوشی به نظر من دو دسته هستن. دسته اول برند و نام گوشی براشون مهمه و مهمه که گوشی، نام و اسم و رسمی داشته باشه و دسته دوم کسانی هستن که جدای از برند و نام گوشی براشون مهمه که چقدر پول بابت چقدر امکانات و کیفیت پرداخت میکنن یعنی دنبال این هستن که با کمترین میزان پرداخت بهترین امکانات ممکن رو دریافت کنن.
اگر شما جزو خریداران دسته اول هستید یعنی برند براتون مهمه، من این گوشی رو به شما پیشنهاد نمیکنم
ولی اگر جزو خریداران دسته دوم هستید و خود گوشی و کارایی و کیفیت و همینطور قیمت براتون مهمه من حتما به شما خرید این گوشی رو پیشنهاد میکنم.
به نسبت پولی که برای این گوشی پرداخت میکنید امکانات و کیفیت فوق العاده ای رو دریافت میکنید.
بدنه ای شیک، فلزی، با کیفیت، خوش دست و جذاب.
تمامی امکانات یک گوشی رده بالا
باتری بسیار عالی
پردازنده ای قدرتمند
دوربین با کیفیت
رام سیانوژن با آپدیت های بی دردسر
اندروید 6
رم 3
حافظه داخلی 64 گیگ
من کوچکترین مشکلی در این گوشی ندیدم
و فقط یک چیزی که وقتی این گوشی به دستم رسید باعث تعجبم شد این بود که رام سیانوژن روش نصب بود و موقع روشن شدن آرم شرکت وارد کننده نشون داده شد
این که رام سیانوژن روش نصبه خودش از مزایای این گوشی محسوب میشه.
سوکت شارژ این گوشی مانند بقیه گوش های اندروید نیست و متفاوت هستش.
اگر با همچین امکاناتی مثلا اگر سامسونگ میخریدید قطعا باید پول بسیار بیشتری از این پرداخت میکردید.",9,0,5,5,5,5,5,5
"[""حسگر اثر انگشت خوب"",""ظرافت"",""کيفيت ال سي دي خوب""]","[""کار نکردن روتيشن،چرخش صفحه"",""منو ضعيف""]","من این گوشی رو خریدم ولی چرخش تصویر،روتیشن کار نمیکرد.پس دادم یکی دیگه گرفتم ولی بازم اونم کار نمیکرد.
یک ماهی معطل شدم ولی آخرش پولم رو پس گرفتم.من پیشنهاد نمیکنم با ابنکه به نظر گوشی خوبی میرسه ولی چون اولین تولید این کارخونه هست دارای ایردات هست.منو هم خیلی مزخرفه
ولی سرعت گوشی و بقیه چیزا خوب بود.
این گوشی به پای گوشی هایی که خود لنوو میزنه نمیرسه",2,8,2,4,4,1,1,4
"باطري
مانيتور
حافظه
سيستم عامل
RAM","پردازنده 32 بيتي","من یک هفته این گوشی رو خریدم خوبه راضیم
خواهشا کارشناسی برسی کنید الکی نظر منفی ارسال نکنید
حالا از کارت حافظه خارجی پشتیبانی نمیکنه دلیل بر ضعف نیست دیگه مگه می خوای چیکار کنی با حافظه که 64 گیگ کمه در ضمن ننمایندگیش سیستم رو کاملا فارسی کرده",3,1,4,5,4,3,4,4
باتري،حافظه,"بطور فابريک فارسي پشتيباني نميکنه","سلام
من این گوشی رو حدود دو ماه داشتم.رنگ سفید.
زمانی که من گرفتم فک کنم کاستوم رام روش زده بودند که تقریبا 70 درصد فارسی داشت.
دوربین و اسپیکر دارای ایراداتی بود که خب مشکل دوربین سخت افزاری بود.
اما خش خش کردن اسپیکر هنگامیکه صفحه خاموش میشد برام عجیب بود،چون هنگامیکه صفحه روشن بود صدای موزیک خوب بود اما به محض اینکه صفحه خاموش میشد به ویز ویز میفتاد.
با وجود این مشکلات تصمیم گرفتم رام رسمی و کارخانه رو بزنم تا مشکلش حل بشه..زدیم اما ای کاش نمیزدیم..
در کل همه حروف و کلمات چینی شد،در واقع هیچ کاری نمیتونستم باهاش انجام بدم.
حسگر اثر انگشت از کار افتاد،بلوتوث پرید،فارسی پرید...
اما عملکرد گوشی و سرعتش بی نظیر شد،اینو از کارکردن باهاش به خوبی حس میکردم،احساس میکردم گوشی داره راحت نفس میکشه،چون رام رسمی خودش بود..
تمام اینارو گفتم که بدونید بعضی مشکلات رو این گوشیها از اول ندارند و احتمال داره با سیستمی که روی اونها پیاده میکنیم به مشکل میخورند.
باتری برای من در این گوشی به یک خاطره خوب از این گوشی تبدیل شد،چون واقعا خوب شارژدهی میکرد.
مشکل دیگه هم کمبود لوازم جانبیه.
در ضمن زیاد روی دوربین اصلیش حساب باز نکنید،اما جلوش خوبه
هندسفری هم نداره داخل جعبه.
در مجموع از کیفیت بالایی برخوردار نیست،فقط فریم الومنیوم هست که فک نکنم استقامت انچنان بالایی داشته باشه،قاب پشتی هم به احتمال زیاد پلی کربنات هست که براقه و استعداد بالایی در جذب چربی و خط و خش داره..
گویا از گوریلا گلس هم بهره نمیبره.
تجربه استفاده از تراشه اسنپ 801 در زد2 و زد3 رو داشتم و این هم فرقی با اونا نداشت از لحاظ پردازشی.
تنها نشانه بارز در این گوشی که اونو نسبت به بقیه رقبا متمایز میکنه باتری و حافظه داخلیشه،همین..",1,2,3,3,4,3,3,4
"باطري، رزولوشن، حافظه داخلي بالا و...",پردازنده,"متوجه نمیشم چرا کمپانی لنوو اومده از پردازشگر 4 هسته ای 32 بیتی استفاده کرده. الان گوشی هایی که در همین حدود قیمتی هستن ، حتی برخی مدل های گوشی لنوو از پردازشگر 8 هسته و 64 بیتی استفاده میکنن که سرعت سیستم را بسیار بالا برده.من مدل پی 70 لنوو را دارم الان و کاملن تفاوت چهارهسته ای 32 بیت را با 8 هسته 64 بیت احساس میکنم.به نظر این گوشی ، بسیار خوب میاد از سایر جهات. باطری قدرتمندی داره که بسیار تعیین کننده هست.ولی پردازشگر ضعیفی استفاده شده که احتمالن همین موضوع باعث عدم استقبال کاربران خواهد شد.",5,3,2,3,3,3,3,2
ايمني,"عدم پشتيباني گوگل پلي","من این گوشی را وقتی چین بودم خریم البته قیمت فروشگاه از قیمت ایران هم بیشتر بود ولی من از سایت و نزدیک عید چینی خریدم که تخفیف خورد که مناسب بام افتاد ئراضی هستم ولی رام من اصلی و برخی گزینها چینی است با آنها مشکلی ندارم ولی میخام گوگل پلی سرویس نصب کنم تازه منوی فارسی هم نمیتونم فعال کنم چون هایدنه و نیاز به روت داره که تاحالا نتونستم من نمیدونم رم اصلی که توی الیران هست چجوریه ولی میشه گوگل پلی نصب کرد بدون عوض کردم رم اصلی مثلا با روت کردن",3,3,5,5,4,4,4,5
