positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"مقاومت بالا در ضربه‌هاي معقول
کيفيت ساخت بالا
قيمت خيلي خيلي مناسب","تاخير در دکمه فهرست، فـــقـــطــ هـمـــــــــيـــــــن","من این گوشی رو برای یه عزیزی خریدم، که گوشی کهنه نوکیا ای که مدت‌ها دستش بود رو بزاره کنار. من چون از کار یک لپ‌تاپ قدیمی لنوو راضی بودم، یک شانس روی این گوشی امتحان کردم، چون نسبت به امکاناتش، قیمتش خیلی خیلی مناسبه. نظرم چیه؟ بــخـــرش!!!! مقاوم، مقاوم و مقاوم! کسی که فقط نوکیا تو دستش زنده مونده بود داره 9 ماه با این گوشی کار میکنه. سیستمش هم حرف نداره. فقط، فقط، خود سیستم عامل جوری نوشته شده که پاسخ به دکمه فهرست (منو) یه مکس کوتاه داره، مثلا اگه در سامسونگ و ... این زمان 0.5 ثانیه باشه، توی این گوشی 1 ثانیه تاخیر در منوش داره. همین. اگه چشتون رو گرفته، مـکـــــــــــــــــــــس نکن مثل منوی این! بزن اضافه به سبد خرید!!",1,1,5,5,4,5,5,4
,,"روت نیست و حافظه داخلی کمی داره ، اما در تخفیف شگفت انگیز قیمت مناسبی داشت.",0,0,3,4,3,4,4,3
,,"سلام و خسته نباشید به عوامل دیجیکالا لطفا هرچه سریعتر با یه تخفیف خوب شگفت انگیزش کنید میخوام همین الان اگه شگفت انگیز بشه بخرمش ممنون و خسته نباشید",2,0,5,5,5,5,5,5
"باتري قوي.کيفيت ساخت علي و فوق العاده خوش دست","يکم وزن زياد...","سلام.این دستگاه رو از دیجی خریدم برای پدرم.شروع کرد به کار کردن ...راحت بود زیاد براش سخت نبود.مدت زمان کارکرد باتریش خیلی خوب بود...کیفیت دوربین و صفحه نمایش راضی کننده...و در کل در عوض پولی که میدین دستگاه راضی کننده ای میگیرین...
دیجی چرا یه روز دیرتر فرستادی دستگاه رو؟اصلا حالمونو گرفتی ...",0,0,4,4,4,4,5,3
"قيمت مناسب در زمان فروش فوق العاده
کيفيت ساخت خوب
سخت افزار خوب
صفحه و سايز مناسب
قيمت مناسب در زمان فروش فوق العاده
کيفيت ساخت خوب
سخت افزار خوب
صفحه و سايز مناسب","دوربين ضعيف
دوربين ضعيف","گوشی خوبی به نظرم اومد.
به نظرم با توجه به قیمتش میشه در هواوری هم موارد خوبی یافت کرد. ولی در فروش فوق العاده که من خریدم هم قیمت شد با y360 هواوی که بسیار قوی تر از اونه.",1,0,5,3,4,5,5,3
"سخت افزار قوي کيفيت نمايشگر اقلام همراه","درب پشت باتري","این هفته از دیجی گرفتم خیلی خوبه کلا سرعتش بالاست تاچش روونه.....لب تاب و تبلت لنوو رو هم دارم اونام عالین...کلا بهتون توصیه میکنم لنوو رو خیلی سخت جون و با کیفیت هست محصولاتش سراغ مارکهای دیگهتوی این رنج قیمت نرید...ضمنا مشکی بگیرید که با قاب ژله ای تو جعبش هماهنگ باشه....ممنون",2,0,5,5,5,5,4,3
,,"خواهشا پیشنهاد شگفت انگیز کنید دوباره",4,0,3,3,5,3,5,3
,,"سلام با توجه به قیمت و مشخصاتش خوبه در حد قیمتش بیشتر هم می ارزد اما من از باطریش راضی نیستم",0,0,1,2,1,3,3,1
,,"در گوشی من منوها از اول روی فارسی تنظیم شده است. کیبرد هم فارسی و انگلیسی را باهم دارد.",0,0,5,4,5,3,4,3
,,"من رنگ مشکی را خریدم هم با وای فای و هم با سیم کارت رایتل براحتی به اینترنت وصل می شود فقط وقتی گوشی بیکار میماند و صفحه خاموش میشود عمل دانلود قطع میشود در حالیکه ارتباط وای فای هنوز برقرار و متصل است. اگر دوستان راه حل را میدانند لطفا راهنمایی کنند",1,0,5,4,5,3,4,3
