positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"من این گوشی رو همون اردیبهشت 93 که به بازار اومد خریدمش ، الان دوسالی هست که دارمش و خیلی ازش راضیم ، و 4g رو هم ساپورت میکنه",2,0,4,5,4,4,5,4
"کيفيت تصوير فوق العاده
دوربين قوي
کيفيت صداي بالا
ميکروفون قوي","ضعف تصوير در زوم دوربين
ظاهر گرافيکي ساده آخرين آپديت نسخه اندرويد نسبت به اندرويد 5
در بعضي مواقع هنگ کردن","سلام دوستان
من تقریبا یک سالی میشه که این گوشی رو دارم...از خرداد پارسال
توی این یه سال تقریبا 24 ساعته در حال استفاده بودم ازش...
یکی از نقاط قوت این گوشی دوربین و کیفیت تصویر نمایشگر گوشیه که خیلی خوبه...
ولی تنها بدیه دوربینش اینه که توی زوم کم میاره...
یه بدی که داره داغ کردن بدنه ی گوشیه ، مخصوصا بدنه ی گوشی چون فلزیه زودتر داغ میشه گوشی...
کیفیت ضبط و پخش صدای فوق العاده قوی داره ولی این اواخر احساس میکردم که اسپیکر گوشی یکم ضعیف شده...
در ضمن اگه این گوشی رو میگیرین حتما مواظب لنز دوربینش باشین که خط نیوفته...
و مشکل آخر این که اگر احیانا قطعه ای از گوشیتون مثل باطریش خراب بشه ممکنه گیر نیاد یا اگرم گیر بیاد امکانش هست که نتونن درست کنن چون یکم سیستمش پیچیدست...
الان گوشیه من باطریش باد کرده و اینکه یه هفتست که نتونستن درستش کنن...",0,0,4,4,3,4,5,3
[],[],"دوستان عزیز که به تازگی این گوشی رو از دیجی تهیه کردن ممکنه که نتونسته باشن از شبکه فور جی استفاده کنن. برای این کار به واحد گارانتی پرشین سلوکام مراجعه کنن و با کارشناسای اونجا اصرار کنن که رام اروپا رو نصب کنه به احتمال 90% مشکلتون برطرف می شه. منم همین مشکل رو داشتم و اونا هم حلش کردن.",1,2,4,5,5,5,5,5
"[""همه چي تموم ""]","[""هيچي""]","با سلام من این گوشی رو 5 ماهی میشه که دارم
اول که میخواستم بخرمش از هر جا و هر کسی که پرسیدم و نظر خواستم گفتن که سامسونگ بهتره و ..... .
ولی من یه راست رفتم دنبال اچ تی سی چون یکی دو تا از دوستام داشتن و تعریفشو زیاد شنیده بودم و واقعا میتونم راحت بگم روی همه اونایی که میگفتن سامسونگ بهتره رو کم کرد .
در یک کلام عالیه . سامسونگ و ایفون به پای این گوشی نمیرسن .
با سامسونگ اس 6 ام مقایسه کردم فقط دوربینش یکم کم اورد بقیه چیزا خیلی بهتره",7,4,5,5,5,5,5,5
"همه چيز خوب","ساپورت نکردن 4G","نقاط قوتش زیاده
نقطه ضعف ساپورت نکردن 4G",2,4,3,4,4,4,5,4
"سرعت
صدا
اپديتاش خيلي سريع ميومد
صداش","قاب استفاده کنيد حيف بدنشه بخوره به جايي فرو ميره","دوست عزیز ایفون همیشه باتریش معضل بوده خیالبافی نکن من همیشه دوستام که ایفون دارن بخاطر باتریم میگن خوش بحالت
داغ شدنش به نفعتونه گوشیتون قطعاتش سالم میمونه
حتما گارد بندازید چون اینقد خوشگله که وقتی اسیب میبینه میخوای خودتو بزنی
32 بگیرید حتما من خاکستریشو دارم ولی بقیه رنگاشم باحاله
لگ نداشتم تاحالا ولی چندروزه پر شدن 32 گیگش اذیتم میکنه
حجم عکساش پایینه برای اپلود عالیه اگر عکس خوب ازش میخواید با تنظیمات دستیش کار کنید
قیمتش پیش کاراییش هیچی نیس!
یا علی",4,1,5,5,5,5,5,5
"[""همه چيز عاليه""]","[""هيچي""]","سلام گوشی فوق العادیه از همه لحاظ واقعا عالیه
فقط تنها مشکلی که من با گوشی داشتم اینکه گوشی رو از دیجی کالا که گرفتم گوشی سفارش کانادا س برای همین گزینه ی 4G با اپراتور های ایران همخونی نداره یعنی باید با گزینه ی LTE توی گوشی خداحافظی کنی ولی بازم همون 3G کار منو که راه میندازه چون با سرعت 900 کیلوبایت دانلود میکنم تقریبا در حد همون 4G
واقعا گوشی خوبیه من که به همه پیشنهاد میکنم",3,2,5,5,4,4,5,5
[],[],"سلام.لطفا رنگ های دیگه اش رو هم بیارید و پیشنهاد ویژش کنید،ممنون",2,1,3,3,3,3,3,3
,,"این گوشی بعداز این مدت بازهم زیبا وبه روز هستش زمانی که این گوشی اومد چند سال جلوتر از زمان خودش بود واقعا این گوشی خاص و زیباست درکنار قدرت و کیفیت بالایی که داره به نظر من این گوشی از نظر شکل ظاهری حالا حالاها حرف واسه گفتن داره ، همین زیبایی و قدرت وازهمه مهمتر دوام درگوشی های اچ تی سی باعث شده که این برند واسه خیلیا یه برند خاص وبا کلاس باشه ، امیدوارم برند اچ تی سی دوباره برگرده به روزهای اوجش و مثل سالهای نه چندان دور بازهم فروش بالایی داشته باشه",7,1,3,3,3,3,3,3
,,"سلام آقای مافی
من این محصول رو در تاریخ 31 فروردین از دیجی خریدم.
این گوشی ساخت تایوانه و سفارش کشور کانادا
پس با خیال راحت خرید کن",6,0,4,5,5,5,5,5
