positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"فقط ظاهر زيبا","حافظه کم و اندريد پايين","به نظر من میشه با این قیمت ال جی k10 یا هوآوی یا لنوو خیلی بهتر باید باشه",9,2,3,3,3,3,3,3
زيبايي,"حافظه -نرم افزار-صداي بلندگو-خدمات پس از فروش -دوربين بد-بسيار آسيب پذير","من جز اولین خریداران این گوشی بودم که صرفا به خاطر ظاهر جذاب آن با وجود جدید بودن برند اقدام به خرید کردم . در این مدت اشکالات عدیده نرم افزاری داشت که لاجرم به دفعات اقدام به ریست فکتوری کردم و در آخرین بار با وجود ریست کردن گوشی آیکون دوربین یافت نشد !
به عبارت دیگر در این چند ماهه اخیر گوشی فاقد دوربین بود !!!
ولی نکته منفی اصلی خدمات پس از فروش آن است ... قبل از انقضای گارانتی به دلیل اینکه صفحه اسکرین کاملا سیاه شده بود به نمایندگی آن مراجعه کردم و به دلایل واهی و خنده دار با وجود آنکه گوشی هیچگونه ضربه ای نخورده بود اعلام کردند از گارانتی خارج است و برای تعویض اسکرین فرمودند هزینه بالایی باید پرداخت کنید ! که البته منجر به راهی شدن گوشی به سطل زباله شد !!!
با عنایت به جمیع جهات گفته شده توصیه میکنم اگر به دلیل ظاهر گوشی قصد خرید دارید پس ازخرید صرفا در مهمانی ها از آن استفاده کنید ! در غیر اینصورت عمر گوشی به یکسال هم نخواهد رسید و به گارانتی هم دلخوش نباشید ...",15,4,1,1,1,1,3,2
[],[],"فلای موبایل ها شو از شرکت اسمارت میخره و فقط یه برند هست اگه فک میکنید دروغ میگم کافیه برید اسمارت الفا رو ببینید همین قیمنت و همین شکل فقط جای ledعوض شده",3,4,3,3,3,3,3,3
"خوشگله باريکه متفاوته باکلاسه","حافظه اش","بسیار زیبا،سبک و فوق باریک,کیفیت و اسم این گوشی هنوز در بازار جا نیوفتاده کسی زیاد نمیشناسه اگه تبلیغاتشو زیاد کنه همه میبینن و سمتش میرن,سخت افزار مناسب برای کارهای روزمره، بدون داغ کردن و کندی,دوربین راضی کننده در این رنج ولی الان کسی دیگه با گوشی جز سلفی نمیگیره برای مراسمهای بزرگ که دوربین عکاسی شونو میبرن",5,5,5,5,5,5,5,5
"باريکي گوشي و سبکي",,"واقعا گوشی باریک و سبک و خوش دستی هست حافظه اش کمه فقط و اکسسوری ایش",5,1,5,5,5,5,5,5
[],[],"این گوشی از لحاظ طراحی و بدنه و کیفیت ساخت نظیر نداره و باریک ترین گوشی دنیا تا این لحظه است چه ربطی به p8 داره دیدم‌ تو‌نظرات یا مثلا ال جی. کسی که دنبال کارییه این کوشیا نمیخره چون تو این مورد ضعیفه این گوشی خاص و زیبا هست باریک ترین هست و‌گرفتنش تو دست حس خوب و متفاوتی داره
پیروز باشید.....",2,2,3,5,2,5,5,3
"[""بسيار زيبا،سبک و فوق باريک"",""کيفيت مانيتور در سطح بالاتر از متوسط بازار"",""سخت افزار مناسب براي کارهاي روزمره، بدون داغ کردن و کندي"",""دوربين راضي کننده در اين رنج ""]","[""عدم پشتيباني از مموري کارت و دو سيم"",""صداي نسبتا ضعيف بلندگو"",""به روز نشدن نسخه اندرويد""]","سلام دوستان،بعد از خرید این گوشی حالا میتونم با اطمینان بگم اگه کسی بخره پشیمون نمیشه،فقط اگه زیاد گوشی عوض میکنین بازار دست دو نداره.
من در دو سال گذشته گوشی هایی نظیر iphone 5s,lg g3,galaxy s6, htc a9,htc m8,huawei mate 7 داشتم ،اینو گفتم که دوستان فکر نکنن تجربه استفاده از گوشی های مطرح بازار رو نداشتم.
این گوشی از نظر زیبایی و حس کار کردن باهاش محاله راضیتون نکنه،اما با این قیمت دوربین برخی رقباش بهتره، مموری نخوردن و دوسیم نبودن برای من که در کنارش ipad دارم مهم نیست ولی حتما خیلیا باید به این مسئله دقت کنن. در کل اگر یه گوشی بسیار زیبا و سبک که کارهای روزمره را در سطح متوسط راه میندازه مورد نظرتون هست شک نکنید.",9,4,3,3,3,3,3,3
"[""طراحي زيبا. پشتيباني از otg""]","[""پشتيباني نکردن از 4gودوربين پايين وِ...""]","نسبت به قیمتش نمی ارزه شما میتونید با همین پول الجی استایلوس 2 یاk10بخرید که هم 4gهستن ودوربین هاشون هم 13 هست واونا همه جوره از این بهترن .تازه!این گوشی از نظر برند اسم معروفی نداره",4,1,1,1,2,1,5,1
"طراحي، سبک بودن، OTG، صفحه نمايش",,"این گوشی به نظر من تو طراحی بی نظیره خیلی سبک و باریکه و احساس خیلی خوبی می ده توی دست، از OTG پشتیبانی می کنه که این هم قابلیت خیلی خوبیه، به راحتی می شه بهش فلش مموری وصل کرد و استفاده کرد، صفحه نمایشش هم چون Super AMOLED خیلی شفاف و خوب الانم قیمتش خیلی خوب شده حالا واقعا ارزش خرید داره",5,1,5,5,5,5,5,5
[],[],"من به جای این گوشیhuawei p8لایت روپیشنهاد میکنم ازاین هم امکانات بیشتری داره واندرودشم 5.1هستش",6,6,3,3,3,3,3,3
[],"[""عدم پشتيباني4g""]","به نظرم بااین قیمت huweip8خیلی بهترازاین باشه یاحداقل برو ی5sدست دو بگیر شرف داره",10,1,1,3,3,3,3,3
"طراحي بسيار زيبا، سبک و خيلي باريک، پردازنده هشت هسته اي 1.7 هرتز، OTG",,"به نظر من با توجه به مشخصاتی که داره قیمتش در حال حاضر بسیار می ارزه، OTG ، طراحی زیبا، سبک بودن و پردازنده 8 هسته ای، این گوشی باریکی و ازلحاظ طراحی جذابیت ویژه ای داره کاش حافظه داخلیش یکم بیشتر بود",10,4,5,5,4,4,5,5
"[""بدنه باريک "",""پردازنده 8هسته اي با فرکانس 1.7 گيگاهرتز "",""وزن بسيار کم "",""طراحي فوق العاده زيبا "",""صفحه نمايش Super AMOLED ""]","[""چيست 32بيت "",""استفاده از. چيست. به درد نخور مديا تک "",""برند نه چندان معروف بازار "",""دوربين اصلي ضعيف "",""اندرويد 4.4.2 ""]","من راستش اول قصد خرید این گوشی رو داشتم ولی چند تا چیز دلمو نسبت به این گوشی زد اندروید 4",9,3,4,4,2,4,5,3
"[""هيچي""]","[""ساپورت نکردن4g\nصفحه کوچک\nباتري ضعيف\nچيني بودن100٪""]","به نام خدا
من یه شهروند سوسنگردی هستم که با توجه به اینکه چند سالیه از مشتریان شرکتGLXهستم
میخوام این را بگم که خرید این گوشی فلای را به شما پیشنهاد نمیکنم و باور کنید ارزش خرید پایینی داره
بجای خرید این گوشی،توصیه میکنم GLX, مدل جی6 را بخرید
واقعا فوق العاده است‌.
ضرر نمیکنید.
ممنونم",6,11,1,1,2,4,3,1
,,"به نظر میاد تو این رنج قیمت این مدل گوشی یکه تاز باشه",8,15,5,5,5,5,5,5
,,"من این گوشیو دارم واقعا خوبه قیمتشم مناسبه خیلی راضی ام ازش.",6,8,5,5,5,5,5,5
,,"یه برند خاص، من به کسایی که در خرید شک دارن توصیه میکنم این برند ارزش یه بار امتحان کردن وداره.",8,9,5,5,5,5,5,5
,,"من مدل EGO ART2 دارم که گویا هنوز وارد ایران نشده، البته این گوشیو دبی خریدمو ازشم راضی ام
فک کنم این مدل باریکترین هم خوب باشه",8,4,5,5,5,5,5,5
,,"دوستان فقط می تونم بگم با خیال راحت بخرید و لذت ببرید،
یه برند موفق توو انگلیس که اوومده به بازار ایران
امید وارم بعد تحریم یه مقدار قیمتاش بیاد پایین تر",7,3,5,5,5,5,5,5
,,"من این گوشیو دارم، شارژو خیلی خوب نگه میداره، کیفیت تصویر عاااالللللیییی، سبک، شیک، هنگی نداره ریا، واسه همین می گم همراه ( تلفن همراه) خوبیه",8,2,5,5,5,5,5,5
,,"دوستان من نمیدونم چرا بعضی ها حتی حاضر نیستند یک لحظه به درستی حرف خودشون شک کنند
من از شما خواهش میکنم فقط تکرار میکنم فقط برید این گوشی رو با گوشی هایی که اسم بردم مثل اسپایدر یا g6 جی ال ایکس مقایسه مزایا کنید..اگه ازاین برند خوشتون نمیاد میتونین با آلکاتل هیرو 8020دی مقایسه کنید تا بفهمید پول رو پای این دادن اشتباهه..
ویه سرچ هم توگوگل درباره ی همین برند بکنید تا بفهمید اینم ساخت چینه.جی ال ایکس ساخت چین نیست من چند ساله عملکرد این شرکت رو دنبال میکنم با خیال راحت بخرید..
البته من هم میتونم یه بار با اکانت خودم یه بار هم ناشناس نظر بزارم تا بگم حرف من بیشتر مشتری داره اما ترجیح میدم روراست باشم..به هر حال بحث سر این گوشی عمر تلف کردنه...هرجور مایلید..انتخاب باشماست..یاعلی",4,11,0,0,0,0,0,0
,,"این مدل فوق العاده است من این گوشیو دارم خیلی خیلی راضی ام.",4,2,5,5,5,5,5,5
,,"دوست عزیزی که می گید کالای ایرانی باعث اشتغال زایی می شه و کارگر ایرانی به فکر نون در آوردن باید باشه فکر کاملاً اشتباهیه چرا که همه برای ارتقا ی سطح خودشون و در آمدشون باید به حوادث روز آشنا باشند
در ضمن اگه همون کارگر ایرانی GLX مثلاً ایرانی دستش بگیره که ضرر بیشتره ، چون این گوشی کاملاً چینیه ، شما هم اگه یه ذره سطح مطالعه روزانتونو ببرین بالا متوجه این می شین که GLX فقط داخل ایران بسته بندی می شه
بهتره با شعار حمایت از تولیدات داخلی نزنین توو سر مال",7,1,5,5,5,5,5,5
,,"بهتر بود این جواب رو به آقای معتضدی میدادید ...
بنده هم این کالا رو با یک کالای دیگر مقایسه کردم ونظرم رو گفتم.
وخیر این اسمش بی انصافی نیست..به این میگن واقع انگاری...فارغ از هر گونه تاثیر از جو بازار علیه یک برند و صرفا تجزیه و تحلیل ارزش خرید
این گوشی ارزش خریدن ندارد..",2,4,0,0,0,0,0,0
,,"سلام خدمت دوست عزیز آ قای نیکخواه
واقعا این حس انسان دوستی شما قابل ستایش ولی اینجا ما در مورد معضلات اجتماعی صحبت نمیکنیم و میخوایم به کسانی که قصد خرید گوشی دارند کمک کنیم واینکه این خیلی بی انصافیه که این گوشیو با گوشی جی ال ایکس مقایسه میکنید.",5,0,5,5,5,5,5,5
,,"باشه من ادعای تولید ملی نمیکنم...
جی ال ایکس هم بله 70درصد قطعاتش وارداتیه...مثل همین فلای شما...
آخه برادر من فهم این مطلب که با خریدن جی ال ایکس 800 کارگر ایرونی نون میبرن سر سفره شون نیاز به خواندن مجلات اقتصادی داخلی و خارجی داره..؟
همین چین مگه با مونتاژ شروع نکرد؟الان کجاست؟
در عجبم از مردمی که جنس خودشون رو با تعصب نمیخرند و مانع خرید دیگری هم میشن...بعد از بیکاری ومعضلات اقتصادی هم مینالند...",3,6,0,0,0,0,0,0
