positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"اپديت شده به اندرويد 7 -به روز رساني هاي منظم و .........همه چي تموم","نداشتن اينفرد","گوشی خیلی خوبیه مخصوصا نسخه 32G که ازش راضیم",4,0,5,5,5,5,5,5
"صفحه نمايش بسيار خوب
سخت افزار قدرتمند و امکان شارژ سريع با usb type-c
اندرويد خام
کيفيت ساخت بالا
حسگر اثر انگشت بسيار سريع و دقيق","شارژدهي متوسط باتري - رنگ سفيد در صفحه نمايش خوب است ولي عالي نيست-صداي متوسط بلندگو","مدتی میشه این گوشی رو خریدم و از اینکه نقد و بررسی های زیادی رو از کاربر های سایت خوندم به نظرم اکثرا متعصبانه نظرمیدن و منم به همین علت تصمیم گرفتم بدون طرفداری از برند خاصی در مورد این گوشی نظر بدم و یک نقد و بررسی برای کسایی که قصد خریدشو دارن بنویسم.
-من دو انتخاب داشتم برای خرید گوشی یکی NEXUS 5X و XPERIA Z5 ، من از گوشی به صورت سنگین استفاده نمیکنم ولی بعد از فکر کردن NEXUS 5X رو خریدم و کاملا به تمامی نیازهام جواب میده.
طراحی ظاهری
-از عکس ها مشخص نیست ولی وقتی گوشیو دسستتون بگیرین متوجه زیبایی اون میشید همینطور در دست گرفتنش راحته و پلاستیک استفاده شده در پشتش جنس بسیار خوبی داره و اصلا حسه بی کیفیت بودن بهتون دست نمیده
-دکمه ی پاور و تنظیم صدا طراحی مستطیل شکل معمولی دارن که کاملا زاویه دار هستند و خمیدگی در دورشون وجود نداره و جزو مواردی هستند که در طراحی ظاهری گوشی انگار بهش توجهی نشده ولی در استفاده از اونها مشکلی وجود نداره
-پشت گوشی در وسط اون دوربین و سمت چپه دوربین فلاش و فوکوس لیزری قرار داده شده و دوربین به نظرم کمی زیادی بر آمدگی داره و ممکنه بعدا روی لنزش خراش به وجود بیاد
زیره دوربین هم حسشگر اثر انگشت هست که به نظرم با طراحیش کمکه زیادی به زیباییه گوشی هم کرده
-جلوی گوشی دوتا بلندگو میبینید که کاملا شکلی یکسان دارن ولی بلندگوی بالا فقط برای تماس تلفنی هست و پایینی برای گوش کردن به موزیک یا دیدن فیلم و بازی کردن که حجم صدای متوسطی داره و صداش بلند نیست -در سمت چپ بلندگوی بالا دوربین دوم وجود دره و در قسمت پایین سمت راست حسگر مجاورت هست
+در کل طراحی ظاهری گوشی خیلی خوبه و اصلا موردی نداره که اذیتتون کنه کاملا ساده و زیبا
نرم افزار
-نیازی به گفتن نداره انروی خام نسخه مارشملو و سبک و بدون لگ
-همه ی فرمان ها کاملا روون اجر میشه وسرعتش هم خیلی خوبه و صادقانه بگم انتظار نداشته باشین که اصلا و به هیچ عنوان هنگی نبینین از گوشی چون تمام گوشیها هنگ میکنن امکان نداره از انواع گوشی استاده کنید و هنگ توشون نبینین چون کاملا عادیه و تفاوتی که بین گوشیهای رده بالا و سیستم عاملها هست تعداد هنگ کردناست که تو این گوشی با وجود اندروید خام من هنگی ندیدم تا الان که دارم ازش استفاده میکنم همه چی عادی و روونه و حتی تو استفاده از کارهای سنگین لگ یا کرش ندیدم
-طراحی ظاهریه سیستم عامل هم خیلیییییی خوبه همه چی ساده و دو بعدی واقعا عالیه یه تعادله خاصی تو ظاهره همشون هست که ادم از منوی گوشی و نرم افزارا خسته نمیشه انیمیشن هایی که تو باز کردنه اپلیکیشنا میبینین خیلی زیباست - بالای منوی اصلی یه قسمت هست که اپلیکیشنایی که بیشتر ازش استفاده میکنید رو اونجا قرار میده تا دسترسی سریعو اسونی بهش داشته باشین

+بخوام اصل مطلبو بگم تو بخش نرم افزاری گوگل ترکونده خیالتون راحت
سخت افزار
-سخت افزارش دقیقا همونیه که تو LG G4 استفادشده با وجود SNAPDARGON 808 مشکلی براتون پیش نمیاد و از عهده ی همه کارا برمیاد
-2 گیگابایت رم : به نظرم کمه ولی جواب میده.. یه مثال میزنم مثلا تو گوشیهای ویندوزی که سیستم عاملشون خیلیییییی سبکه با یک گوشیه 300 تومنی با رم 512 میشه راحت بازی کرد و کارهارو انجام داد حتی بدون مشکل بازی ASPHALT 8 رو میشه روش اجرا کرد ((مدت زیادی لومیا داشتم)) اصل مطلب اینه که تو NEXUS 5X به همین دلیل یعنی سبک بودن سیستم عامل(اندروید خام) راحت از پس همه کاراتون برمیاین و مدیریته رم تو این گوشی خیلی خوبه و پیشرفت زیادی نسبت به نسخه های قبلیه اندروید کرده
-باتری و شارژدهیش متوسطه ینی عالی نیست کارای سنگین نکنی یه روز کامل جواب میده ولی استفاده ی زیاد از اینترنتو بازی کردن مسلما باید وسطای روز دوباره شارژش کنید
اما نکته اصلیش اینجاست که گوشی با USB TYPE-C خیلی زود شارژ میشه یه شارژ کامل 1 ساعت طول میکشه و این خیلی خوبه و بدرد میخوره ولی نکته ی منفی در مورد USB TYPE-C اینه که هنوز فراگیر نشده و شارژرتون اگه جایی برید باید همراتون باشه یا واسه انتقال اطلاعات باید از تبدیل استفاده کرد ((من خودم برای انتقال اطلاعات بین لپ تاپم و گوشی ا ز SHARE IT استفاده میکنم سرعتشم خیلی خوبه))
+ختمه کلام اینه سخت افزار خیلی خوبه میشه گفت این گوشی هم شخصیت یک پرچمدارو داره هم شخصیت یک میان رده پس بستگی به سلیقه یخودتون داره چه گوشیی رو انتخاب میکنین چون واقعا دیگه اکثر گوشیها از پس 90% کارا برمیان
-فقط حتما نسخه ی 32 گیگابایتی رو بخرید چون 16 زیاد کاربردی نیست
شاید من همه ی نکته هارو نگفته باشم ولی از خریدم راضیم و به شما هم پیشنهاد میکنم",5,1,5,5,4,4,4,5
,,"گوشی فوق العاده ئیه، نسخه 16شو دارم که کارمو راه انداخته و ارزش خرید بالایی داره
به نظرم فقط پیکسل از این باحال تره",1,0,5,5,5,5,5,4
"بدون لگ و کندي","نداشتن درگاه حافظه","سلام من خیلی تحقیق کردم به این نتیجه رسیدم بهترین گوشی تو این رنج قیمت nexus 5x هستش البته 32gb تمام",0,0,5,5,5,5,4,5
,,"امروز 32G رو بدون گارانتی خریدم و با هات اسپات شیلد به اندروید 7 به روز کردم،
تو این رنج قیمت رقیب نداره،
لذت کار با نسخه خام گوگل عالیه،
گوشی سبک، خوش دست، زیبا و متمایزه،
نداشتن کارت خافظه سرعت رو رشد داده،
توصیه به خریدش دارم،
تنها ایراد عدم توجه به اهمیت دوربین سلفی و باتری متوسطه (میتونست 8 مگا پیکسل و 3000 میلی آمپر باشه) که با این قیمت نداشتنش منطقیه",3,0,5,5,4,5,5,5
"آپديتها ، طراحي ، دوربين","من نديدم","من حدود یکساله این گوشی رو دارم و به نظرم فوق العاده است",4,0,5,5,5,5,5,5
,,"گوشی بینظریه
امیدوارم دیجیم موجود کنه.",4,0,3,3,3,3,3,3
"سرعت نصب و اجراي بازي هاي سنگين
باطري عالي",ندارد,"من این گوشی را با g5.سامسونگs7و s6.v10 درنصب یک بازی سنگین تست کردم سرعت نصب و اجرای بازی دوبرابر بود.اندروید7بسیار عالی و کاربردی.مدیریت باطری وطول عمر باطری بسیار عالی شده.قصد خرید سامسونگ گلکسی اس 7راداشتم.که بعد از مقایسه سرعت سی پی وی ورم پشیمون شدم",7,0,5,5,5,5,5,5
"اندرويد خام
اندرويد 7
اثرانگشت دقيق
دوربين
آپديت منظم","حافظه بسيار بسيار کم!","نسبت به قیمیتش و‌ در مقایسه با گوشی های هم‌رده عالیه!
پیشنهاد میکنم بخاطر اندروید خام هم که شده این گوشی رو بگیرید!
دوربین و اثرانگشت هم که عالین!
اندروید 7 هم حتما آپگرید کنید و هر ماه بروزرسانی های امنیتی و مشکلات رفع شده رو بگیرید!
یه قاب خوب هم واسش بگیرید!
بازهم میگم اندروید خام یچیز دیگس!
تنها توصیه‌ای که دارم اینه که هیچوقتِ هیچوقت اسمارت‌فون 16 گیگابایتی نخرید!!!",9,0,4,5,5,5,5,5
,,"سلام
اونایی که قصد خرید این گوشی یا هر وسیله دیگه دارن به نظرات( خریدار اون کالا نبودن ) زیاد توجه نکنید.بعد از دوماه تنها مشکلی که به نظرم این گوشی داره اسپیکرش هست که کیفیت زیاد جالبی نداره.همین.بقیش عالیه.فعلا که دیجی موجود نداره از سایت های دیگه قیمت بگیرید و با گوشی های همرده مقایسه کنید خودتون می فهمید.",8,0,5,5,5,5,5,5
,,"نسبت به ال جی جی 4 خیلی بهتره",11,3,3,3,3,3,3,3
,,"بد ترین گوشی جهان....
دو ماهه دارمش همش هنگ میکنه اعصابم خورد شده...
خیلی پشیمونم کاش a5 سامسونگ میخریدم..
اصلا بهتون پیشنهاد نمیکنم...
پولتون هدر ندید...
به سلامت.....",1,57,2,0,1,2,1,3
"نکسوس بودن و آپديت ها
طراحي زيبا","حافظه و رم کم
صفحه نمايش مي توانست بهتر باشد با توجه به مواردي که در همين رده هاي قيمت وجود داره
باتري ضعيف","من نکسوس 4 دارم و دوست دارم که گوشی بعدی من هم نکسوس باشه ولی اینجا چند مشکل داریم: مثلا حافظه کم در مورد این گوشی که دقیقا در گوشی من هم حس می شه. (حتی نکسوس 4 بیشترش حافظه داره حدود 12.9 گ و 2گ رم که مشابهه) و مشکل باتری که خیلی زود تموم میشه که ظاهرا در این گوشی نیز وجود داره. مورد بعدی هم صفحه نمایشه که در نکسوس 4 وقتی زیر نور آفتاب میگیری یه سری خطوط و نقطه در صفحه معلوم میشه که مال تاچ هست که ظاهرا باز در این مدل نیز تکرار شده. و دیگر اینکه صفحه اش در برابر دیگر گوشی ها از لحاظ وضوح و رنگ بندی ضعیف تر هست و عمق مشکی کمی داره. ولی از لحاظ دوربین تنها جایی هست که می تونم بگم بهبود خوبی پیدا کرده و میشه گفت جزء بهترین دوربین هاست.
حالا مشکلاتی که در مورد شارژ شدن و ... داره هم بماند که شاید تو آپدیت حل بشه. ولی در کل من که از این گوشی خوشم میاد و شاید بخرم.",1,21,4,2,2,4,3,2
,"عدم پشايباني از کارت حافظه بيروني","کلا همه جیزش خوبه چک کردم مشخصاتشو",11,0,3,3,3,3,3,3
"[""کلا قوت هستش بجزحافظه""]","[""اين گوشي فقط يک ضعف داره اونم عدم پشتيباني از حافظه هستش""]","سلام دوستان .
به نظر من این گوشی محشره چون از نزدیک دیدمش و باهاش کار کردم خیلی روان هستش من فکر میکنم از آیفون هم روانتره . دوربین که عالیه . کیفیت ساختش حرف نداره . خیلی هم زیبا و ازهمه نظر کامل . سفیدش خیره کننده . اما یک ضعفی داره حتی اگر بشه 500 تومان من حاضر نیستم بخرم اونم پشتیبانی نکردن ازکارت حافظه . نمیدونم شرکت مدیاپردازش اصلا برای مشتریاش احترام می ذاره یا نه ؟ اخه گوشی که 4k فیلمبرداری میکنه باید حافظش 16 گیم باشه؟ این یعنی مسخره کردن مشتریان .
بجز ایرادی که عرض کردم این گوشی هیچ ضعفی نداره و این ایراد هم باعث میشه تمام خوبیهاش زیر سوال بره . تازه فکر کنم از16 گیم حدود 12 گیم در دسترس باشه که به هیچ عنوان ارزش خرید نداره . من چقدر سر این گوشی افسوس خوردم . حیف",7,4,0,5,5,5,5,5
"سيستم عامل روون با آپديت هاي منظم
صفحه نمايش مناسب براي وبگردي
سبک بودن قابل توجه و دوست داشتني
usp type c
دقت و سرعت اثر انگشت بالا","کارايي صفحه نمايش زير نور خورشيد افتضاح است
عملکرد باتري ضعيف
ظاهر گوشي معمولي و نه جذاب
رنگ هاي صفحه نمايش سرد است
عدم امکان ويرايش جايگيري برنامه ها در منوي اصلي","من چند ماهی میشه این گوشی را خریده ام و تقریبا از خریدم پشیمونم، صفحه نمایش و باتری اش منو ناامید کرد. این که نمیشه جای آیکون ها را در منو عوض کرد خیلی بده و من که یکسره باید برنامه ها را سرچ کنم. جلوه های بصری گوشی های سامسونگ یا اپل در رابط کاربری رو به رابط کاربری این گوشی واقعا ترجیح میدم.",2,9,3,2,2,4,2,1
