positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"طراحي کاملا شيک
سخت افزار عالي
دوربين فراتر از انتظار
حس گر اثر انگشت با دقت فوق العاده","باتريش
يه کم گرم ميشه","سلام
من یه دو هفته ای میشه که این گوشی رو خریدم.
قبل این همش نظرات رو میخوندم که خیلی هاشون ادم رو سردرگرم میکردن اما حالا میخوام همه چیرو درمورد این گوشی بگم.
نکات مثبت
طراحی گوشی که بی نظیره و حرفی یزای گفتن نزاشته و حس یه گوشی کاملا لوکس رو به ادم میده.
ازنظر سخت افزار هم اصلا کم نمیاره چون من خودم بازی برام مهم بود پس اصلا نگرانش نباشید
دوربین هم بگم که من انتظارم خیلی کمتر بود اما این گوشی من رو حیرت زده کرد
رابط کاربری این گوشی هم فکر میکردم خیلی بد باشه به خاطر اینکه تو نظرات خیلی بهش بدگفتن اما من عاشقش شدمو شخصی سازیش خیلی عالیه
حسگر اثر انگشتش هم یکی ازترس هام بود که شاید بعضی وقت ها انگشتمرو شناسایی نکنه اما از پشت مشما هم امتحان کردم و انگشتم رو شناسایی کرد.
معایب گوشی
گوشی موقع استفاده طولانی ازبرنامه سنگین گرم میشه. توجه داشته باشید گرم میشه نه داغ
و بعدیش هم بانریش نتونست من رو خیلی راضی کنه",1,0,3,5,5,5,5,5
"دوربين نه در حد عالي اما بسيار خوب سخت افزار قدرتمند صفحه نمايش مناسب باتري خوب otg پشتيباني از خوش ساخت خوش قيمت حسگر اثر انگشت سريع ظاهر لوکس مخصوصا گولدش ارزش خريد بالا","اپديت دير مياد براش نوار نازک سياه اطراف صفحه نمايش يه کم تو ذوق ميزنه ولي خيلي مهم نيس","با 3 ماه تجربه ی استفاده،در خریدش تردید نکنید
یا علی مدد",7,0,3,3,3,3,3,3
"دوربين لايکا و سلفي
بدنه يک نواخت و چشم نواز
باتري قابل قبول","خيلي سخت ميشه ضعف پيدا کرد","بنده تقریبا با همه برندها کار کردم تو این برندها سامسونگ و هواوی حرفی برای گفتن داشتن ولی تا الان این گوشی از همشون عیب کمتری داره و بنده اگر یه روزی بخوام گوشی مو ارتقا بدم حتما باز هواوی میخرم ولی برندها دیگه اینطوری نبود هواوی با این گوشیش نظر منو کاملا جلب کرد",7,1,3,3,3,3,3,3
,,"با سلام . میخواستم تجربه کار تو یک ماهم رو در اختیارتون بزارم.
باید بگم این گوشی دو تا عیب داره اونم اینه که رادیو و NFC ، ندازه که اصلا مهم نیس چون مطمئنم نه من و نه شما سالی یه بارم ازش استفاده نمیکنیم پس چه بهتر که نداره .
بعضی دوستان و سایت های نقد و بررسی ، هم گفتن که این گوشی فاقد لرزشگیر دوربین هست که باید بگم کاملا در اشتباهن . برای فعال کردن لرزشگیر برید رو فیلمبرداری و منوی کشویی سمت راست رو باز کنید و از قسمت رزولوشن گزینه دوم رو انتخاب کنید بعد میبینید که گزینه لرزشگیر میاد آخر همون منو.
بر خلاف نظر بعضی از دوستان صدای گوشی هم بسیار قابل قبوله و ایرادی نداره منکه کاملا راضی هستم.
کلا باید بگم گوشی خوبیه و از همین الان ( اسفند 95) تا چهار پنج سال دیگه به راحتی براتون کار میکنه و نیاز هاتون رو برطرف میکنه مگر اینکه خیلی هوس باز باشید و بخواین سالی یه بار گوشی عوض کنید ، خلاصه من از خریدش پشیمون نیستم و بهتون پیشنهادش میکنم.
موفق باشید.",8,1,4,5,4,5,5,4
"دوربين با کيفيت و البته قابليت و کارايي زياد براي افراد حرفه اي
آنتن دهي فوق العاده
کيفيت صفحه خوب
پشتيباني بسيار عالي",هيچي,"سلام من خودم قبلا از بزند الجی استفاده میکردم ولی به دلیل آنتن دهی نامناسب میخواستم برندم رو عوض کنم در وهله اول از خرید هواوی ترس. دستم ولی الان با خرید و استفاده دیدم چیزی از بزند های دیگه کم نداره و البته آنتن دهی فوق العاده و همچنین داشتن دوربینی با کیفیت شرکت لایکا منو مجاب کرد که این پست رو بزارم",6,4,4,4,4,4,5,4
,,"خیییلی پیشرفته است و قابلیت هایی داره که تقریبا همش رو از اپل گرفته",8,7,3,3,3,3,3,3
,"باتري فوق العاده ضعيف دوربين کمتر از حد انتظار","به هیچ.وجه توصیه اش نمیکنم . باتری فوق العاده ضعیفه در حد آنر 3c . دوربین هم اصلا اون چیزی که انتظار میره ازش نیست
تو جعبه اش فست شارزر نداره
یک روزه گرفتم خیلی بد خورده تو ذوقم.
انتخاب های بهتری هم هست . مثل شیاومی می 5 یا میت 8",9,42,2,3,2,2,4,2
"سخت افزار
داشتن فوکوس ليزري نسبت با قيمتش
هماهنگي بين سخت افزار و نرم و افزار
تراشه اختصاصي هواوي که هواوي ميتونه از 80%قدرت تراشه استفاده کنه با توجه ب اينکه ساخت خودشه
دوتا فلش و دوربين . قاب پلاستيکي محافظ بر دوربين و کيفيت ساخت و....","نبود نواوري جديد.و فقط استفاده از بهترين قطعات در گوشي ولي نواوري جديدي نيست
4k
ip68
صفحه امولد بود بهتر بود
اين مورد عيب نيست ولي من خيلي نمي پسندم اونم اينه که حسگر اثر انگشتش پشتش البته شايد ب نظر خيليا اين نقطه قوت ولي اين سليقه اي","سلام ب دوستان عزیز اول اینکه این گوشی نسبت ب قیمتش مقرون ب صرفه است البته گوشی های شیاومی مقرون ب صرفه ترین گوشی هارو عرضه میکنه. دوم قدرت سخت افزاری بالا امتیازی نزدیک ب 100هزار در انتوتو.سوم هماهنگی بسیار عالی بین سخت افزار و نرم افزار . چهارم کیفیت ساخت بسیار عالی و ظاهر خوب (ب شخصه ظاهر گوشی های سامسونگ رو بیشتر از همه دوست دارم با اینکه طرفدار سامسونگ هستم البته این سلیقه منه)پنجم دوربین بسیار عالی دو گانه با دو فلش و فوموس لیزری و قاب پلاستیکی روی دوربین برا محافظت که تو این روزا بیشتر گوشی ها با دوربین برجسته بسیار اسیب پذیرن که هواوی نه تنها لنز رو برجسته نکرده بلکه ب خاطره اطمینان بیشتر پوشش پلاستیکی هم گذاشته . ششم باتری پر قدرت و فست چارژر . هفتم usb type cو خیلی چیزا دیگه البته این گوشی نقطه ضعف هم داره یعنی تمام گوشیا نقطه ضعف دارن من خودم گوشی فروشم و هر گوشی ب دستم میرسه میبینم همه چی تموم نیست و نقطه ضعف هم داره. خلاصه من طرفداره اپل هستم ولی باید قبول کرد که هر برندی توی ی چیزی بسایر پر قدرت ظاهر شده .ولی من هیچ وقت در گوشی های هواوی نواوری جدیدی ندیدم و شما در این گوشی و دیگر گوشی های هواوی هیچ ویژگی خاصی نمی بینید که در بقیه گوشی ها نباشه. البته این نظرات شخصی منه ولی در اخر هواوی دومین برند برتر در ساخت گوشی های اندروید هستش و این جایگاه لایقش هست.",8,10,3,3,3,3,3,3
"گوشي بسيار عالي","نداشتن راديو وotg","سلام. گوشی بسیار خوبی هست ولی دوتا عیب بزرگ داره اونم اینکه رادیو و otg نداره.",1,17,3,3,3,3,3,3
"قيمت نسبت ب کارايي
سخت افزار
usb type c
دوربين
فوکوس ليزري_دو تا فلش و کيفيت ساخت عالي . ظرافت. باتري.فست شارژر و.......","عدم فيلمبرداري 4k
صفحه فول اچ دي.quad hdبود بهتر بود
پنل اولد بود عالي ميشد ولي الان هم کيفيتش عاليه
اگه ديافراگم دوربين گشاد تر باشه واقعا دوربين عالي ميشه","سلام دوستان. این گوشی یک گوشی عالی هستش. قیمت خوبی داره و نیاز هارو بر طرف میکنه. ب شخصه طرفداره سامسونگ هستم ولی نباید یادمون بره که هواوی دومین برند برتر در اندروید هستش.گوشی خوبی هستش با این قیمت یک گوشی رو داره عرضه میکنه که دوربین شگفت انگیزی داره.ولی ی گله از هواوی دارم اونم اینه که باید سعی کنه نواوری داشته باشه و هر ساله فقط گوشی هارو قویتر میکنه ولی چیز شگفت انگیز و هیجان انگیزی تو گوشیاش نمیاره که از دیگر برند ها متمایز بشه.برای مثال سونی با قابلیت ضد اب بودنش متمایز بود. یا سامسونگ شارژ وایر لس اورده تو گوشیاش یا تو نوت 7 حسگر با زشدن قفل گوشی با عنبیه چشم رو اورد. ال جی ماژرولار بودنش یا نمایشگر دوم.ایفون تاچ 3d.در کل میخواستم بگم هواوی باید تو گوشیاش ی نواوری بیاره که از بقیه متمایز بشه. ی نکته دیگه هم که تو هواوی منو خیلی اذیت میکنه حسگر اثر انگشت هستش که پشت گوشیه البته شاید خیلی اینو دوست داشته باشنا ولی من ب شخصه نمی پسندم. بگزریم در کل هواوی شرکت عالی هستش و این مقدار فروش و محبوبیت لایقش هست. هواوی قبلا تو میانه های بازار پرسه میزد ولی الان داره خودشو اماده میکنه که بالا رده های بنام بازار رقابت کنه که موفق هم بوده.در کل باید ب احترام هواوی کف بزنیم که طی شش سال انقدر پیشرفت کرده(2010_2016)
بی تعصب این گوشی رو مورد بررسی قرار دادم و نقاط قوت ضعفش رو بیان کردم ولی بعضیا حاضر نیستن بپذرین و هی میگن بهترین گوشی دنیا. همه گوشی ها عیب دارن",20,5,3,3,3,3,3,3
