positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"اگه دنبال گوشی با این قیمت هستین حتما پیشنهاد میکنم",0,0,3,3,3,3,3,3
"باطري
خوش دست
صفحه نمايش
دوربين","خط افتادن روي صفحه نمايش که داراي گوريلا گلس 4 هست","من این گوشی یک سال که دارم واقعا عالیه تا الان یک بار هم ازش هنگ ندیدم کسای که دوست دارن شک نکنن بخرن فقط تنها مشکلی که داره این که روی صفحه نمایشش خط افتاد. رامش 1/5 هست ولی جلو 2 کم نمیاره",0,0,5,5,4,5,5,4
"دوربين خوب هم در روز و هم در شب شيک و خوش دست منو بسيار آسان زيبا صفحه نمايش super amoled","نداشتن حسگر اثر انگشت","من این گوشیو بخدا دو هفته که خریدم قسم میخورم که فک نکنید از روی تعصب سخن میگویم واقعا گوشیه خوبیه دوربینش خوبه و خیلی هم شیک دسته اما از نظر سی پی یو و باز کردن برنامه ها j7 prime یکم تندتره",0,0,4,4,3,3,5,4
طراحي,"سخت افزار","اصلا مناسب نیست و تقریبا در حد گلکسی A5 2015 هستش",0,2,2,4,1,4,5,1
"بدنه شيشه اي
ظاهر زيبا
قيمت مناسب","نداشتن حسگر اثر انگشت
ظرفيت باتري پايين
رم و حافظه داخلي پايين","من از خریدم راضیم .. با این قیمت جزو گوشی های خوب بازاره",5,1,3,3,3,3,4,3
"شيک اندروييد7 رمش1/5 ولي در مقابل رم2 کم نمياره هنگ به هيچ عنوان نميکنه وسايل جانبي مثل گارد و گلس اينا فراوان دادرد","يکم باطري اذيت نيکنه که کابل شارژر رو عوض کنيد خوب ميشه نداشتن اثر انگشت","از همه نظر خوبه در خریدش شک نکنید من الان با هنین گوشی دارم تایپ میکنم اگه گوشیتون مشکل شارژ پیداکرد کابل شارژرتون رو عوض کنید خوب میشه
درکل گوشی خوبیه با j7وj7پریمم مقایسه نکنیده خیلی این سر تره",3,2,5,5,5,5,5,5
,,"امروز 95/01/24 آپدیتی با حجم 307 مگابایت در دسترس شد که در توضیحات اشاره شد میزان شارژدهی بهبود یافته و همچنین میزان حافظه در دسترس افزایش یافته.
حتما از قسمت تنظیمات گوشی این آپدیت انجام بدین حجم در دسترسم از 300 مگ به 1/5 گیگ افزایش یافته و میزان شارژدهی عالی بود عالی تر شده نکته قابل توجه اینه که قبلاً گوشی در حالت استندبای مصرف شارژش زیاد بود که به میزان قابل توجه کم شده.
آپدیت کنید و لذت ببرید.",10,0,5,5,5,5,5,5
,,"تو این قیمت j7 2016 بهتره",2,10,3,3,3,3,3,3
"دوربين حافظه باتري خوش دست شيک","رام سي پي يو","من این 4ماهه این گوشیو خریدم وتاالان هیچ هنگی یاکندی ازش ندیدمه...
هیچ فرقی با A7 A5 نداره.....ولی j7primeاز سری A 2016 خیلی سریعتره",0,2,4,5,5,5,5,5
"a3 2016 super amoled camera13-1.5ram","fingerpoint ,not fast charging","باسلام من این گوشی رو یک ماه هست که خریدم ازش راضیم باتریش هم برای مصرف عادس تا یک روز نگه میداره امکاناتش مخصوصا دوربینش خیلی باکیفیت و دقیق ساخته شده در کل تو این رنج قیمت از همه لحاظ عالیس و مثلا j7 prine مثلا fingerpoint داره اما باز صفحه نمایش tft هست که ازار دهندس در کل گوشی a3 2016 از j7 prime از نظر بدنه و کیفیت ساخت بالاتره",8,2,5,5,5,5,5,5
"داشتن otg","ليز خوردن","این گوشی نسبت به قیمت خوبه شک نکنید .در بازی هایه سنگین اصلا کم نمیاره .شارژ فست داره البته با کابل وآداپتور فابریکه خودش زیباییش حرف نداره فقط کوچیکه البته برای افرادی که گوشی 4‌.7 دوست دارن عالیه در کل راضیم",4,1,3,5,3,3,3,3
,,"این گوشی بعداز اینکه مدل2017اومده باید ارزون میشد چرا انقدر گرونه لطفا یکم ارزونش کنید با تشکر",8,3,3,3,3,3,3,3
"صفحه نمايش خوب
دوربين قوي
کارايي بالا و ارتقا تا اندرويد 7
خوش دست و سبک
سخت افزار بالا","باتري ضعيف","شک در خرید محصول بی فکری است
مخصوصاً که سامسونگ گفته اندروید 7 را نصب خواهد کرد
پس شک نکنید",7,3,4,4,4,5,5,5
,,"اعلام شده به اندروید 7 ارتقاء خواهد یافت",5,2,4,4,4,5,5,5
.,.,"دوستان این گوشی باتری قوی داره وشارژرش هم سالمه فقط لازمه شما سیم micro usb یا همون سیم شارژرتون رو عوض کنید من ضمانت می کنم
که هم گوشیتون تو زمان1.45فول بشه (زمان رسمی)",4,1,3,5,3,3,5,3
,,"با همین قیمت میتونید گوشی یکی از گوشی هایasus که در دیجی کالاهم موجود هست رو بخرید
خودتون مقایسه کنید",2,5,3,3,0,4,5,2
"خوش دست بودن
کيفيت","سخت افزار
حافظه داخلي کم
هيچ گلسي بهش نميخوره","در کل گوشی خوبیه ولی هیچ گلسی بهش نمیخوره یا از این ور کم میاد یا از اونو همیشه یک ردیف",2,5,3,3,3,3,3,3
اندورويد,سلفي,"عالیه حتماً پیشنهاد می دم",3,0,5,5,5,5,5,5
"سخت افزارقدرتمند.دوربين13عالي.",هيچ,"اندروید7به زودی میاد",3,1,3,3,3,3,3,3
