positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"من نمیدونم کی اینهمه متن انتقاد را نوشته.من دوسال پیش از خود چین خریدم.خیلی راضیم.یکبار هنگ کرده فقط.همه جوره ازش کار میکشم.عکساشم هنوز‌عالیه",0,0,3,3,3,3,3,3
,,"دیجی کالا به جای موجود کردن مدل جدید Mi Note2 این گوشی رو میاره
گوشی Mi Mix و Mi 5plus هم ک کلا یادش نیس
کلا اسوشید تجارت رو چسبیده ول نمیکنه «شرکتی که گارانتی میکنه»
اسوشید هم بخاطر گارانتی خیلی قیمت رو میاره بالا
قیمت هم که نمیتونم بگم چون نظر رو تایید نمیکنن، خودتون برید ببینید",7,1,4,2,3,3,3,2
هيچي,"همه چي به کل","با سلامدوستان این گوشی کلا کیفیتش پایین هم قطعاتش عقب موندس و ضعیف هم پلاستیک هست و غیرهبا این قیمت میشه یه گوشی خوب از برند هواوی خرید اصلا ارزش خرید نداره به آمار و ارقام بالای دوربین و باطری و رم و حافظه نگا نکنین بیشترش الکی هس خیلی برند بدیه ینی تولید میکنه برا کسایی که جنس آشغال میخوان استفاده کنن",3,18,0,0,0,0,0,0
,,"تنها دلیل خرید گوشی های چینی قیمت اقتصادی و رقابتیشونه
این گوشی پردازنده اسنپ801 که مال سه سال پیشه رو داره با اندروید کیت کت یعنی فسیل!!
یک سوم قیمتش میارزه
با این پول میشهmi5s یا galaxy a5 2017 یا پرچمدار های 2015 رو خرید",20,6,0,3,1,3,2,3
,"کيفيت پايين","قیمت گوشی خییییلی بالاست نسبت به کیفیتش",12,3,3,0,0,0,0,0
,"قيمت بسيار بالا و اندريد پايين","به هیچ وجه به درد نمیخوره، با همین قیمت میشه یه گوشی xz سونی یا z5 سونی که z5 واقعا گوشی محشریه رو خرید یا حتی با این قیمت میشه یه گوشی سامسونگ که خیلی قشنگ تر و با کیفیت تر هستش رو خرید",10,7,3,0,0,0,0,0
,,"با یکم بیشتر از این هزینه کردن میشه mi5s plusخرید که کاملا از این گوشی برتره و جزو قوی ترین موبایل های دنیاست.
دیجی گوشی قدیمی چرا میاری این همه مدل جدید اومده.",12,2,3,3,3,3,3,3
"کيفيت صفحه فوق العاده خوب
سخت افزار ميان رده به بالا
3 گيگ رم که اصلا در اندرويد 6 کم نمياره با بازي سنگين
حافطه داخليش از 64 گيگ 52 گيگ اون قابل استفاده هست
باطريش واقعا با اين صفحه ي بزرگ با استفاده سنگين 1 روز دوام مي اره","سنسور اثرانگشت متاسفانه نداره","اگه الان اینقدر پول داشته باشم برای خرید گوشی حتما Mi 5s شیائومی رو می خرم.",6,5,3,5,5,5,5,4
,,"حرفی برای گفتن بین برندهای موجود نداره.البته نوت2 شاهکاره.",4,3,3,3,3,3,3,3
,,"فلسفه ی شیاومی اینه که گوشی های با قیمت مناسب بده و نه اینکه یه گوشی که مال 2 ساله پیشه وحتی اون زمان مشخصات 3 سال پیش رو داشته از ال جی v10 که مال 1.5 سال پیش هست گرون تر باشه!!!آخه اندروید 4.4!!!!",37,2,0,3,2,2,3,2
