positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"دوستان من دارم ازش استفاده میکنم خوبه فقط یه رم بخرین",9,1,3,5,5,5,3,5
نداره,"رم، CPU، صفحه نمايش و ...","به کسایی که میخوان این گوشی رو بخرن اکیدا توصیه میکنم همون نوکیا های ساده رو بخرن، حداقلش اینه که اعصابتون راحته. البته برای کسایی که برا باباشون گوشی لمسی میخوان خوبه، البته باباهای سن و سال گذشته",11,2,2,1,0,1,1,0
"زيبايي واندرويد4.4","کمي کوچک وحافظه کم","خوبه من چند روز دیگه شایدبخرم اندازه رقبای خودش بنظرم بالاتره وبهتره",9,3,5,3,1,3,5,2
,,"اندروید کیت کت با رم 256!!!مگه میشه مگه داریم...",15,8,3,3,3,3,3,3
ظاهر،دوربين,"رم،سي پي يو،","نمیدونم چطوری با این مقدار رم بالا میاد!!!!!!
برای دوستان گوشی های نوکیا دکمه ای ها خیلی بهتره.البته اگه لمسی میخان میتونن با یکم پول بیشتر یه چیز خیلی بهتر از هواوی یا دیگه برند ها تهیه کنن.",17,4,1,4,1,2,3,3
"اندرويد.برند معتبر اسمارت","اندرويد قديمي.حافظه کم","کسی که میخواهد این گوشی را بخرد فقط با گذاشتن مبلغ کمی بیشتر میتواند یک گوشی الکاتل کوچک لمسی که حداقل اینترنت3gرا ساپورت میکند واندروید 4دارد وحافظه بیشتری تسبت به این گوشی دارد را میخرد که کارایی بیشتری نسبت به این نوع گوشی از رده خارج دارد.عقل سلیم این را حکم میکند.دیگر تصمیم با شخص خریدار است که کدام را انتخاب کند.",15,5,2,4,2,4,3,1
"صفحه لمسي.اندرويد.برند معتبر اسمارت","ساپورت2g.کم کاربرد.قديمي.کم ارزشاندرويد قديمي.باطري ضعيف","این گوشی در رده خودش دیگه واسه عصر کنونی که بیشتر افراد از گوشیهای لمسی واندروید حداقل توقعشون دارا بودن اندروید بالاتر از3gهست،کارایی انچنانی وطرفدار وخریدار زیادی ندارد.باید این فکر را کرد که با گذاشتن فقط5هزارتومان روی قیمت این گوشی میتوان یک حداقل یک گوشی الکاتل با دارا بودن اینترنت3gواندروید4وحافظه داخلی بیشتر",10,5,2,4,2,4,3,1
قيمت,"سخت افزار","این گوشی فقط اسمش هوشمند هست فکر نکنم تماس رو هم درست پشتیبانی کنه چه برسه وایبر یا تلگرام هم بخوای نصب کنین",8,10,3,3,3,3,3,3
,,"با این مقدار حافظه داخلی و رم کمش فکر کنم همش تو هنگ و لگ و اخطار حافظه باشه.",11,3,3,0,0,0,0,0
,,"با این مشخصات این گوشی هیچ ارزش خریدی ندارد",10,4,0,1,1,1,3,0
