positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"عالیه حتما تو ویژه بخرید.",0,0,5,5,5,5,5,5
,,"سلام دوستان این مدل گوشی رو دو هفته پیش گرفتم 1هفته بعدش خورد زمین تاچ ال سی دیش شکست رفتم واسه تعمیر گفتن 300تومن هزینشه.وقتی پیگیر شدم متوجه شدم که گوشیهای سری جدید سامسونگ 70درصد قیمتشون رو تاچ ال سی دی شامل میشه.اگه مواظبت بشه گوشی خوب و روونیه...",1,0,3,3,3,3,3,3
90,نداره,"گوشی خوبیه نسبت به قیمتش",0,0,3,3,3,3,3,3
"قوت خيلي خوبي داره",هيچي,"یه کلمه عالی",0,0,3,3,3,3,3,3
"صحفه نمايش با کيفيت نسبت به قيمت دوربين کار راه انداز","باتري دوربين سلفي قيمت بالا نسبت به امکانات کم اندرويد نسبتا قديمي سخت افزا","من این گوشی رو برای پدرم خریدم.
این گوشی نسبت نه گرونه نه ارزون،یعنی با این قیمت میشه هواوی خرید که بسیار قدرت مند تر باشه. ولی اگه صحفه نمایش 4اینچی میخاین و کوچیک این خوبه.سخت افزارش برای کلش خوبه ولی توقع اسفالت 8 از این گوشی نداشته باشید.
دوربینش برا دو تا عکس معمولی از طبیعت یا عکس خانوادگی خوبه.
باتریش در یک کلام : خیلی بده
اسپیکراش:بدک نیس",1,0,3,4,2,2,2,2
"دوربين
باطري","ندارد نسبت به قيمتش","واقعا خوبه ایرادی ندیدم که بگم",3,11,5,5,5,5,5,4
"4جي-کيفيت عالي lcd- طراحي جالب-خوش دست بودن بواسطه سايز lcd-","نداشتن چراغ دکمه هاي پايين صفحه- باطري افتضاح.","حدود یکساله من دارمش.کیفیت ال سیدیش خوبه ولی توی نور آفتاب دیدش خوب نیست.دکمه های پایینش چراغ ندارن که توی شب مشکل درست میکنه-سنسور نور نداره و باید دستی نورشو کم و زیاد کنید-باطریش خوب نیس و واسه استفاده عادی و روزمره بیشتره 12 ساعت دوام نمیاره و خالی میشه.مال من حافظه داخلش 4 گیگ هست که با ریختن چند تا برنامه معمولی پر شده و سرعت گوشی اومده پایین.تاچش خیلی خوبه.سرعت اینترنت 4 جیش هم خیلی خوبه.در کل به عنوان گوشی دم دستی و گوشی دوم نسبت به قیمتش بد نیست.موفق باشید",6,6,2,3,2,1,3,3
"ساپورت قابليت 2G - 3G - 4G
وزن کم - 126 g
سيستم عامل نسبتا مناسب با قابليت آپديت از سرور
کيفيت فيلم برداري و عکس برداري نسبتا خوب ( براي استفاده عادي )
امکانات از جمله GPRS - راديو FM - بلوتوث نسخه 4.0 - 2 سيم کارته بودن و ...","حافظه داخلي
سرعت RAM و CPU ( البته در مواقعي اي که گوشي بيش از حد داغ کنه يا ابزار هايش زيادي روش باشه )
تخليه کردن سريع باطري ( البته در حالات خاص )","در کل برای کسایی که می‌خوان با هزینه کم صاحب یه گوشی خوش دست و تقریبا روان و خوب بشن ، گوشی SAMSUNG Galaxy J1 انتخاب خوبیه ، واقعیتش من تا حالا با گوشی ها و تبلت ها و ... زیادی کار کردم ولی این یه چیز دیگه بود ، از طرفی من نمی خواستم نقطه ضعفی برای این گوشی بنویسم ولی نوشتم و دلایلشم جلوش ذکر کردم .
از نظر من برای تجربه اول خوبه ، نکاتی هم دربارش بگم :
1 - سعی کنید برای اول شارژ گوشی رو کامل تموم کنید و بعد اون رو به شارژ متصل کنید البته در همون حالت خاموش شارژش کنید .
2 - یه مموری 8 گیگ براش بخرید تا زیاد روی سیستم گوشیتون فشار نیوفده .
3 - از شبکه 4G فقط برای دانلود یا تماس های تصویری با اینترنت استفاده کنید نه برای رفتن به وب یا تلگرام و ...
4 - هر سال یک بار گوشیتون رو فلاش بزنید برای رفع اشکالات و پاک شدن ویروس ها و بدافزار ها ( قبلش بکاپ گیری یادتون نره )
5 - هر چند وقت یک بار از قسمت تنظیمات گوشی - بخش درباره گوشی - گزینه بروزرسانی سیستم رو بزنید و بعد از چک بروزرسانی ، اگه آپدیت جدیدی براش اومده بود دانلودش کنید و بعد هم نصبش کنید . ( این کار برای اجرای بهتر برنامه و سیستمتون شما رو یاری می‌کنه )
6 - برای اونایی که این گوشی رو نخریدن و بین این گوشی و گوشی دیگه ای گیر کردن توصیه می‌کنم این رو بخرن .نسبت به قیمتش ارزشش بیشتره .
موفق باشید - مهندس ایزدی",4,18,3,3,3,3,3,3
"بدنه محکم
ظاهر خوب
بدون لگ
خوش دست","نسبت به قطعه هاي مورد استفاده قيمت بالا","محصول خوبیه کار راه اندازه بدرد افراد کم درامد میخوره",6,9,3,4,3,3,3,2
,,"در یک کلام عالی حرف هم نداره",2,5,3,5,5,5,3,5
