positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"خب من شناخت زیادی از سامسونگ داشتم و بین بهترینا(lg g5-s7 edge-6s plus-z5 primium) مونده بودم وتا اخرین لحظه هم دو دل بودم در صورتی که اپل می خواستم ولی s7 edge با ram 4 منو برای یه ابر گوشی به شک مینداخت اما از انتخابم راضی ام به عنوان کسی که همی ی برند هارو انتخاب کرده اپل رو می پسندم کار کردنم با هاش اصلا سخت نیس الکی گندش کردن امید وارم که کمک کرده باشم البته بی تعصب بگم که همه ی برند ها خوبن و محبوب و برای خودشون بهترین هایی دارن و کسی که گوشی می خواد هرچی دوس داره بخره و به این نظرات کاری نداشته باشه چون انتخاب خود ادم همیشه بهترینه شک نکن نظرات رو بخونه و استفاده کنه اما بازم هرچی دوس داره بخره که بعدا نگه ای کاش فلان مارک رو می خریدم هرچی دوس داری حله شک نکن.",10,1,5,5,5,5,5,5
"روشنايي تصوير خيلي عجيب بالا نسبت به تمام برندها","اصلا نداره","با سلام خیلی راضییم انقدر که الان که برای همسرم گرفتم و خودم هم S7 سامسونگ رو گرفتم
مصمم شدم که Iphone 7 اومد تو بازار حتما بگیرم
تا باهاش کار نکرده بودم نمیفهمیدم Apple بازها چی میگن
چقدر زود جذبش شدم عالیییییییه",9,3,5,5,5,5,5,5
"فوق العادس","وزن زياد .بيرون بودن دوربين","وزن زیاد
بیرون بودن دوربین",2,8,3,3,3,3,3,3
"عاليه همه چيزش","نداره اصلا","سلام و خسته نباشید خدمت شما.لطفا سریع تو رنگ رز گلد رو موجود کنین میخوام بخرمش",5,4,5,5,5,5,0,0
"صفحه نمايش عالي
باتري خيلي خوب
کيفيت ساخت فوق العاده
دوربين عالي
بهترين سيستم عامل موجود","وزن زياد
بيرون بودن دوربين","کسایی که پول خریدش رو دارن در خریدش شک نکنن بهتر از این گیرتون نمیاد",16,3,3,5,5,5,5,5
,,"من این گوشی رو بلاخره از دیجی کالا خریدم رنگ رزگلد پارت نامبر هم lla هس واقعا گوشی خوبیه فقط ی ذره داغ میکنه میخوام ببینم کسایی ک دارن همین مشکلو داره و عادی هس یا ن؟!!!",11,2,3,5,5,5,5,3
[],[],"خواهشا زودتر رز گلدشو موجود کنید میخام بخرم باتشکر",7,2,3,3,3,3,3,3
[],[],"رنگ زر گلدشو موجود کنید میخام بخرم",6,2,3,3,3,3,3,3
[],[],"رنگ رزگلد بیارید لطفا",6,4,3,3,3,3,3,3
"[""همه چيز عاليه""]","[""رنگ ها همش نيس""]","رنگ رزگلد بیارین بخرم",6,4,5,3,3,3,5,3
"[""اندازه بزرگ"",""کيفيت عالي"",""دوربين با کيفيت""]","[""قيمت بالا"",""وزن زياد ( نسبت به اندازه عاليه""]","سلام این گوشی عالیه اندازش عالیه ولی وزنش از SEوS6بیشتره اما نسبت به اندازش عالیه کیفیتش هم از اونا بهتره کیفیت دوربینش خوبه ولی دوربین سلفیش یه خورده کمه البته SEوS6دوربین سلفیشون خیلی بد تره زیباییش هم چون بزرگتره خیلی بیشتر ولی قیمتش یه خورده بالاس",13,3,3,5,5,5,5,5
,,"لطفا رزگلدشو موجود کنید دیگه.پلیییز.",7,4,4,5,3,4,5,3
[],[],"تورو خدا رنگ رز گلد موجود کنید چقد باید منتظر باشم آخه؟
دیجی جون لطفا موجودش کن بقیه مدلا رزگلد موجود هس ولی واسه این نیس",14,2,2,5,5,5,5,5
,,"چرا رزگلد و گلد نیس؟ لطفا موجود کنید میخوام از اینجا بخرم",13,2,3,5,5,5,5,3
"[""همه چي""]","[""نبودن رنگ رز گلد""]","لطفا رزگلدشم موجود کنید هر کی موافقه لایک کنه",16,4,3,3,3,3,3,3
,,"رنگ رز گلد موجود کنید لطفا خیلی منتظرم",13,3,3,3,3,3,3,3
