positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"باتري 3600 ميلي آمپر ديگه نيازي به تعريف نداره. حتي اس 8 هم باتريش 3000 هستش","نميشه گلس يا محافظ ژله اي خوبي رو صفحه نمايش انداخت. همه گوشيهاي اج اين مشکلو دارن","این گوشی بهتر از اس 8 هستش که تازه به بازار اومده. یا ایفون 7 . از هر لحاظ. مهمترین برتریش باطری و حافظه و رنگ زیباشه. تنها ایرادش اینه که باید قید کاور و محافظ صفحه نمایش رو بزنید. البته برا بعضیا ایراده. اکثرا به خاطر رنگ فوق العاده ای که این گوشی داره بدون کاور یا قاب استفاده میکنن. منم همینطوری استفاده میکنم. و خیلی راضی ام.",10,8,5,5,5,5,5,5
"سيستم اندرويد قايل ارتقا و اصلي
سفحه تاچ فوق العاده از نوع oled
سخت افزاري فوق العاده قويي
باتري با شارژ سريع و نگهداري فوق العاده
دوربين فوقالعاده قدرتمند با فوکس در کسيري از ثانيه",ندارد,"سلام اقایونی که میگن دوربینش ضعیفه دوربین این گوشی بهترین در مقایسه با اپل سیستم ios برای هر بازی باید پول بدی وهر بازی هم ios نیس!",19,4,5,5,5,5,5,5
"از خوبياش بگم صفحه نمايشش خيلي با کيفيته. تا حالا هيچ هنگي نداشته خوش دسته امکاناتشم که خوبه دوربينش خوبه هم عقب هم جلو هشت هستست تو بازي هاي گرافيگ بالا کم نمياره","ريموت کنترول نميشه اينفرا نداره که به زوق من زد بعضي مو قع ها زياد داغ ميکنه موقع شارژ. ولي زود شارژ ميشه بعد يه ما استفاده ال سيديش خود به خود سوخت از شانس بد من واي فايوايش هم 10 ديقه خوب وصل ميشه بعد 10 ديقه مينويسه متصل بدون اينترنت که گارانتي داشت دادم که اين دو مورد چک کنن گوشي. ضعيفيه بايد موازب باشيد از دستتون نيوفته بغول معروف نازک نارنجيه در کل گوشي خوبيه","من سال 93. اچ تی سی ام هشت. خریدم دو سالنیم هم استفاده کردم به هیچ مشکلی نخوردم ولی s 7. دی که خریدم بعد یک ماه خود به خود LCD دیش سوخت دادم گارانتی عوض کرد. در کل گوشی خوبیه ولی اگه یه موقع خریدید حواستون باشه گارانتیش موتبر باشه",3,25,3,3,3,3,3,3
"صفحه خميده تاچ عالي","پشيباني ضعيف سامسونگ","فوق العاده س بهتر از این نمیشه هم با ایفون 7 کار کردم هم با همین عروسک خیلی نسبت به آیفون 7 ارزش خرید داره الآن دارم با نوت 4 این پیامو مینویسم خیالتون از کیفیت راحت باشه",24,8,3,4,5,5,5,4
زيبايي,"استحکام کم
قابليت کمتر نسبت به آيفون
نوآوري کم","آقا آیفون بخرید بخدا کم نمیارید.یه دو تا فیلم از مقایسه 6s با s7 edge نگاه کنین میفهمین.دروغ که نمیگم",18,35,1,0,0,1,5,1
,,"دوستان این گوشی توسط برگزار کنندگان و مسئولان کنگره جهانی موبایل GSMA بهترین گوشی 2016 انتخاب شده!
متاسفانه سایت های ایرانی به اشتباه نوشتن بهترین گوشی mwc 2017 انتخاب شده!
این گوشی بهترین گوشی mwc 2017 نشده چون اصلا در سال 2017 و این نمایشگاه امسال معرفی نشده که بخواد بهترین بشه!
بهترین گوشی mwc 2017 هم اکسپریا XZ پریمیوم انتخاب شد",32,8,2,4,3,3,4,3
all,Nothing,"من با اپل آیفون 7 با حافظه 128 گیگابایت مقایسه کردم کامل اپل کم آورد چرا ؟
دو دوربین s7 از اپل برتر بود چون دیافراگم 1.7 داره. رم اپل 2 و اس 4 7
اپل رم نمی خوره اما این تا 256 گیگابایت می خوره. فست شارژ اس 7 خیلی سرعت داره. باطری اپل از اس 7 کمتر است.
طرفدارهای اس 7 لای رو بزنن",49,16,5,5,5,5,5,5
"دوربين پشتش","دوربين جلوش","واقعا کسی اینقد بخواد خرج کنه چرا آیفون نگیره!!!؟",17,39,3,4,3,5,5,0
,,"جز ظرافت بیش از حد گوشی و شیشه ای بودن که باعث میشه حس اطمینان زمان در دست گرفتن گوشی نداشته باشین و ترس از افتادن گوشی همیشه تو ذهنتون تداعی بشه مشکل خاصی این گوشی نداره
کلید Home میتونستن با کیفیت تر درست کنن و سنسور اثر انگشت حساسی داره و اگه انگشت درست قرار ندین ازتون قبول نمیکنه
صفحه نمایش واقعا پر نور و با کیفیته و زیر نور افتاب مشکلی ندارین ولی رنگ سفید واقعا سفید نیس و میل به زردی میزنه گوشی سونی من داشتم رنگ ها رو طبیعی تر و زیباتر نشون میده.... نظر شخصیمه
هر دو دوربین واقعا کیفیت قابل قبولی دارن و دوربین سلفی تا اون حدی که دوستمون میگه بالا و پایین تنه بهم میریزه نیس ولی وجود داره و باید هنگام عکس گرفتن کمی دقت کنین تا چهره تو عکس مشکلی نداشته باشه و این هم بگم که فوکوس فوق العاده سریعی داره و لحظه ای درنگ نمیکنه و فوکوس انجام میده
باتری خوبی داره و شارژ خوبی نگه میداره. گوشی من دایم از صبح تا شب موقع خواب به وایرلس متصل هست انتهای شب باز حدود 40 درصد شارژ داره
با شارژ سریع یک ساعت و چهل دقیقه طول میکشه شارژ گوشی از 0 به 100 برسه و بدون شار ژ سریع 2 ساعت زمان میبره و امکان خاموش کردن شارژ سریع در تنظیمات هم وجود داره
با استفاده های معمول من گرم شدن هم ندیدم چه برسه به داغ شدن و گوشی واقعا سریعی هست و تاچ حساس و سریعی داره
بخاطر صفحه نمایش اج گلس مناسب این سری من پیدا نکردم که گلس رو گوشی بشینه و فقط برچسب هست
در کل واقعا سوپر گوشی هست و ارزش خرید داره",13,2,3,3,5,4,5,3
,,"درود بر شما:
اشخاصی که می آیند و ایراد می گیرند مثال از دوربین آقایون خانمها یعنی شماها میخواهید بگید طراحان و مهندسان شرکت سامسونگ کار خود را بلد نمی باشند و محصول معیوب به بازار میدهند که می گویید دوربین اج 7 سر کوچک نشان میدهد و از این جور حرفها یا اینکه به برند دیگری تعصب دارید و میخواهید بخیال خودتان بکوبید اج 7 را.شما ویدیو آزمایش مقاومت در زیر آب اج 7 را ببینید بعداز 16 ساعت که در آب می ماند زمانیکه از ظرف آب درمی آورندش بازهم مثل اولش کار میکند منظورم از این مثال این بود که اج 7 سربلند است از هر نوع آزمونی.
هرروزتان نوروز_نوروزتان پیروز",8,3,4,5,5,4,5,4
