positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"من چند روزه این گوشی رو خریدم
اول اندروید نسخه 6 بود که بیشتر از دو گیگ آپدیت کردم و رفت به اندروید هفت
تاچ آیدی این گوشی فوقالعادست
من رنگ سفیدش رو خریدم که بغل ها و پشتش نقره ای هست و خیلی خوشگله
صدای گوشی وااااقعا زیاده.اصلا فکر نمیکردم سونی گوشی ای با این صدا داشته باشه
دوریبیناش که حرف نداره.با کلی افکت و قابلیت های مختلف و فوکوس خیلی عالی و...
اول باتری گوشی خییییلی زود تموم میشه.که با غیرفعال کردن برنامه های سیستمی مثل فیسبوک واقعا عالی شد و خیلی راضی ام
هندذفری و شارژش همراش عالیه.شارژر با اینکه فست نیست اما گوشی سریع شارژ میشه
این گوشی چراغ نوتیفکشن داره
(((تها مشکلی که من داشتم این بود که وقتی به کسی تماس میگیرم صحفه سیاه میشه (قبل از اینکه گوشی رو ببرم جلوی گوش) بعضی موقع ها خوبه ولی بعضی موقع ها باز میشه.ک یعنی نمیتونم یک تماس رو قطع کنم.لطفا اگه کسی این مشکلو داشته و حلش کرده بهم بگه)))
خیلی ممنون از دیجی کالا",1,0,5,5,5,5,5,5
"دوربين
وزن مناسب
طراحي ساخت
اندازه مناسب و خوش دست","ضدآب نبودن
داغ کردن با استفاده زياد
هنگ در زمان زوم کردن روي عکس","سلام
هیچ گوشی ای نیست که تمام امکانات را بدون مشکل در کنار هم داشته باشه. برادرزادم این گوشی رو از دیجی کالا خریده. به نظر من گوشی خوبیه. با تشکر از دیجی کالا، میخوام بخرمش مرسی",0,0,3,3,3,3,3,3
"صفحه نمايش با کيفيت.خوش فرم بودن و طراحي زيبا.حافظه 64گيگي.بلندگوي استريو. .OTGپشتيباني از","حساس و ظريف بودن خشاب سيم کارت.","این گوشی رو 29فروردین96خریدم از دیجی کالا
به خاطر پیام اقای ایرانی که نوشته بودند otgرو ساپورت نمیکنه پس از خارج کردن از جعبه فلش32گیگ رو که کاملا پر از اهنگ بود بهش وصل نمودم فلش رو خوند و اهنگ هاشو پخش کرد
دیجی جون داخل جعبه هندزفری هم داره که تو مشخصات درج نکردید
یه کد قرعه کشی هم روی جعبه هاش هست که تا31فروردین مهلت داره که فرستادم و ربع سکه برنده شدم رفتم کرج خیابان درختی بازار موبایل تحویل گرفتم
مرسی دیجی کالا",0,0,5,3,4,4,5,4
"طراحي هنرمندانه.صفحه نمايش چشم نواز.پشتيباني ازOTG.حافظه داخلي 64","نداشتن تنظيمات دستي دوربين فوکوس روي سوژه(V10)","من این گوشی زیبا رو امروز تحویل گرفتم با اون چیزی که در تصاویر نشون میدن خیلی فرق داره خیلی خیلی بهتره
کیفیت صفحه نمایش به لطف موتور سونی عالیه .کیفیت پخش صداش خوبه ،بهتر از گوشی های موجود ولی به اسپیکرهای استریو اکسپریهای قدیمی و والکمن های سونی نمیرسه.
دوستان نوشتن otgرو ساپورت نمیکنه در حالی که من فلش 32گیگ پر رو وصل کردم سریع و رون بالا اورد
در ضمن در قسمت مشخصات نوشته محتویات جعبه دفترچه راهنما.شارژر .گوشی
ولی داخل کارتن من هندزفری هم داشت.....
جالبتر اینکه ر روش یه کد قرعه کشی",3,1,5,3,4,4,5,4
"همه چي",هيچي,"این گوشی تو این رنج قیمت رقیب نداره هم دوربین خوبی داره هم کلاس داره هم نقطه ضعف های خیلی کمی داره بهترینه. ولی اگه برند براتون اهمیت نداره honor 8 و p9 هم ارزش خرید بالایی دارند...",0,0,3,5,4,5,5,5
,,"همه چیزش عالیه فقط هسته ش چندان قوی نیست",1,1,3,3,3,3,3,3
,,"برای فعال کردن Otg فلش رو متصل کنید بعد برید Setting بعد Dvice Connection بعد Usb Connectivity بعد Detect Usb Device رو بزنین وصل میشه",3,0,3,3,3,3,3,3
"همه چي","واقعا هيچي واقعا","فقط می خواستم تشکر کنم از دیجی کالا به خاطر تحویل سریعش. و یه گله داشتم چرا محافظ صفحه نمایش و قاب این گوشیو نمیارین خواهشا موجود کنید . هر کی موافقه لایک کنه",7,0,3,5,4,5,5,5
,,"این گوشی فوقالعاده خوشدست و شیک هست. دوربین سلفی عالی و دوربین اصلی فوقالعاده ای داره.
حسگر اثر انگشت فوقالعاده سریعی داره.
درکل دراین رنج قیمت بی نظیره...",8,0,3,3,3,3,3,3
"پشتيباني از nfc
پشتيباني از DLNA
دوربين
سرعت بالا در اجرا","باتري
نداشتن otg","سلام دوستان اونطور که در مشخصات این گوشی نوشته شده از otg پشتیبانی میکنه ولی من هر چی توی تنظیمات گشتم پیدا نکردم و فلش هم وصل کردم ولی هیچ اتفاقی نیوفتاد.",0,12,5,4,4,3,4,4
"حسگر اثر انگشت فوق‌العاده قوي و سريع
کيفيت نمايشگر عالي
بروز رساني هاي سريع و رابط کاربري بسيار آسان و ساده
دوربين سلفي عالي
و خيلي چيز هاي ديگر","وجود لرزش خفيف هنگام پخش موسيقي
داغ کردن زياد که با آپديت دستگاه درست مي‌شود
عملکرد متوسط دوربين اصلي","من حدود سه هفته هست این گوشی رو دارم که میخوام تجربه سه هفته کار با این گوشی رو بگم.
طراحی:
سونی در این مدل از گوشی هاش هم از طراحی همیشگی جذاب و خوش دست استفاده کرده و خیلی شیک به نظر میرسه.
نمایشگر:
به جرئ",8,1,3,5,5,5,3,5
,,"خداییش تاچ آیدیش از آیفون هم بهتره.",11,3,5,5,5,5,4,5
"دوربين ها
صفحه نمايشگر خارق العاده
طراحي ظاهر عالي
کيفيت ساخت عالي و مرغوب
وجود کاور هاي هوشمند مخصوص اين گوشي","فيلم برداري فول اچ دي 30فريم","سلام
توصیه میکنم به دوستان اگر قصد خرید گوشی را دارند و مثل بنده توانایی پرداخت هزینه ی برترین و قدرتمندترین گوشی بازار (SONY Xperia XZ)را ندارند حتما این گوشی را مد نظر قرار بدهند.
البته اگر عاشق ژاپنی ها و اصالت ژاپن و برندهای ژاپنی نیستید و بیشتر اهل دودوتا چهار تا هستید هواوی پی9 به غیر از دوربین اصلی همه چیش از این سر هست و شاید ارزش خرید بیشتری داشته باشه.انر 8 هم بد نیست.
و اما اصل مطلب اینکه خواهش میکنم رنگ مشکی را موجود کنید.خیلی سپاس گزارم از برترین فروشگاه کشور.",6,9,5,5,5,5,5,5
,,"دوستان مشکل هنگ و داغ کردن گوشی هنگام فیلمبرداری در آخرین آپدیت اندروید 7 ب طور کامل حل شده و ب جراًت میتونم بگم نسبت ب گوشی های هم رده و حتی پرچمدار کمترین میزان گرم شدن رو داره (داغ نمیکنه)
نکته دیگه اینکه حتما بعد از خرید گوشی براش گلس تهیه کنید چون درسته ک محافظ داره صفحه نمایش ولی بازهم طی چند روز خش میگیره!
نکته بعدی اینکه گوشی رو ترجیحاً ب اندروید 7 آپدیت نکنید یا حداقل از آپدیت رسمی سونی توسط خود گوشی استفاده نکنید و فلش بزنید واسه آپدیت چون بعد آپدیت با خود گوشی عملکرد باتری نصف میشه!
و در آخر اینکه تمامی رنگ های این گوشی جذاب و چشم نوازن اگه رنگ خاص، شیک و متفاوت بخواید لیمویی گلد بهترین انتخابه و رنگ کلاسیک مشکی
در کل در خرید این گوشی شک نداشته باشید حتی با قیمت بالاتر بهتر از این گوشی پیدا نمیکنید...",18,1,4,5,5,5,5,5
