positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چيز","کيفيت صفحه نمايش","نصبت به قیمت عالی",0,0,4,4,3,3,4,4
"طراحي
امکانات
خوش دستي","رم پايين","در کل نسبت به قیمتش گوشیه خوبیه",2,0,5,5,4,5,5,5
"با توجه به قيمت همه چي",نداره,"من برا مادرم خریدم
خیلی خوبه هم سرعتش هم باتریش
من فورجی شو گرفتم
نتشم عالیه
تازه ی چراغ نتیفکشن باحال دور دوربین پشتش داره ک خیلی خوب بود رقص نورم داره جذبش شدم خیلی با حال بود
عالیه با این قیمت‌ ک هم فورجی باشه این قابلیت‌هارو داشته باشه هیچی پیدا نمیکند
عالیه در کل البته با توجه ب قیمت",4,1,5,5,5,5,5,5
"اندرويد بالا 4G خوش دست و جمع و جور بودن باتري بسيار خوب قيمت به نسبت امکانات عالي داشتن چراغ اعلان حافظه داخلي خوب",,"من سه هفته خریدم و باهاش کار میکنم به نسبت قیمتش گوشی خوبی هست هنگ نداره خیلی خوش دست و جمع و جوره به اندازه قیمتش،خوبه معایبش هم صفحه نمایش کوچیک کیفیت دوربین پایین رزو لشین پایین که مختص گوشی هایی هوواوی که اگر دنبال رزولشن بالا هستید اصلن دنبال گوشی هواوی هیچ مدل نرید چون هیچ oled نیستش اگر یه کم پول بیشتر بزارید و سامسونگ جی تو بگیرید از این گوشی خیلی بهتره",4,4,3,3,3,3,3,3
"طراحي زيبا","باتري ضعيف کيفيت صفحه نمايش خيلي پايين VGA گوشي 2016 ولي 4G ساپورت نميکنه","یه هفته دستم موند
زیر قیمت فروختم
طراحی زیبا
باتری ضعیف
کیفیت صفحه نمایش خیلی پایین VGA
گوشی 2016 ولی 4G ساپورت نمیکنه",1,1,5,5,2,5,5,5
"باتري با بازدهي بالا کيفيت صفحه مناسب خوش دست",ندارد,"دو هفته هست از بازار خریدمش واقعا نسبت ب قیمتش عالیه
هنگ نداره
چراغ اعلانشم خیییلییی جالبه حاشیه لنز دوربینش همون چراغشه
من ک خیلی راضی ام ازش
بهتون پیشنهادش میکنم",4,0,5,3,3,4,5,5
"مهمترين نقاط قوت قابليت اولترا سيوينگ اين گوشيه
فيلم برداري full hd با اندازه تصوير 16.9
سيسيتم عامل وقابليت هاي دوربين
طراحي و خوش دستي وچراغ زيباي دور دوربين
قيمت مناسب نسبت به کارايي","باتري ضعيف
صفحه نمايش بارزولوشن پايين و کوچک
حافظه کم و غير قابل افزايش تا 64 گيگ با رم
نداشتن حالت 4G","من یک هفتست دارمش و تا به حال ازش راضی بودم و باید اینو تا کید کنم که من زیاد گوشی عوض میکنم و این گوشی با این رنج قیمت عالیه",6,0,5,3,3,3,4,4
"همه چيز",مرورگر,"با سلام بنده این گوشیو از بیرون خریدم و متاسفانه گوشی من مرورگر داخلی نداره که البته عیب بزرگی هم نیست ولی درکل گوشی عالیه با توجه به قیمت ، رنگ مشکی هم از تمام رنگها بهتره . با تشکر از دیجی کالا",2,2,3,3,3,3,3,3
,,"چه عجب،بالاخره دیجی کالا گوشی های مناسب‌ و به صرفه و کیفیت بالا از شرکت های مختلف گوشی سازی به فروشگاه خودش راه داد که بعضا،بعضی از اون ها در بازار پیدا میشه و تو دیجی کالا نبود و کلا بعضی از اون ها کمی کمیاب بود ولی در هر حال گوشی های خوبی بودن ،دیجی‌ باید سعی کنه که اینجور کالا هارو مخصوصا در زمینه گوشی بیاره تا روز به روز پیشرفت کنه
ممنون دیجی کالا",5,0,5,5,5,5,5,5
,,"با این پول میشه ال جی. k4خرید که فکر میکنم بهتر باشه در ضمن 4Gساپورت میکنه",0,11,3,3,3,3,3,3
"ارزش خرديد بالا و...",ندارد,"واقعا عالیه.",4,0,5,5,4,5,5,5
"قيمت پايين","صفحه نمايش ضعيف - رم يک","با سلام ، شاید تنها انتخاب برای این گوشی کسی باشه که فقط همین مقدار پول داره ، وگرنه خرید گوشی با صفحه نمایش کوچک و TFT و رم یک هیچ توجیه دیگه ای نداره ، توصیه اکید میکنم یک مقدار بیشتر هزینه کنید و مثلا هوآوی مدل Y6 - 4G دو سیم کارت بگیرید که هم صفحه نمایش IPS داره و 5 اینچیه ، و هم اینترنت 4G و مهم تر از همه رم 2 - چون رم یک دیگه جوابگو نیست مگر برای کارهای ساده ، موفق باشید",1,5,1,3,2,3,3,1
"هنگ نکردن
دوربين قابل قبول و قابليت تايم مووي
مناسب براي بيزينس
چراغ هفت رنگ دور دوربين هنگام پحش موزيک","صفحه نمايش در زوايا تغيير پيدا ميکند.","گوشی کابری روان داره .اندروید 5 باتری و سرعت گوشی رو بهینه کرده . محی کاربری مناسب. دکمه ایزی کی. دوربین خوب. رم پر نمیشه که این برای یک گیگ خوبه",4,0,3,4,4,3,3,3
