positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سخت افزار و پردازنده
دوربين 16 مگاپيکسلي و 8 مگاپيکسلي
باتري بسيار خوب","حسگر ضربان قلب
نداشتن گلس مناسب","سلام به دوستان عزیز وقت بخیر
من به مدت یک هفته این گوشی را تهیه کردم و قبلا هم ایفون داشتم و هم سامسونگ گلکسی اس 6
سیستم سخت افزاری و پردازنده نسبت به اس سیکس بهتره چون از یک پردازنده 8 هسته ای استفاده کرده بر خلاف اس سیکس که دو پردازنده 4 هسته ای داره این که میگن اس ام اس نمیفرسته و از گوگل نمیتونه برنامه بگیره کاملا اشتباهه و من موردی در این باره ندیدم
گوشی ظریف و خوبی هست و من از خریدش پشیمون نیستم",2,0,4,4,5,4,4,2
"همه چي بي نظيره راحت جاي S7 روميگيره با اندرويد نسخه مارشملو گل کاشته","تقليد ظاهر که خيلي بدم مياد آخه چرا سامسونگ ولي اينکار ممکنه کاربرهاي آيفونرو بکشونه سمت سامسونگ","همه چی خوب الا ظاهر تقلیدی",2,0,5,5,5,5,3,5
,,"این گوشی رو من خریداری کردم خدایی پرچم دار که میگن اینه حتی از اس هفت و نوت هفت هم بهتره خیلی شیک و با کبفیت",3,2,5,5,5,5,5,5
,,"سخت افزارش خیلی خوبه",1,1,3,3,3,3,3,3
"پرچمدار رده متوسط","نداشتن محافظ صفحه.نداشتن لرزشگير","سلام در مورد این گوشی باید بگم در ظاهر کپی از اپل و اچ تی سی هست از نظر دوربین هم که کلا یه 16 مگا پیکسلیه خالیه کلا میونه ای با لرزشگیر نداره صفحه شم که محافظ گلوریا کلس نداره پس حتما یه گلس ضد ضربه نیازه از نظر سخت افزاری طبیعتا قویه و هر بازی سنگینی رو به راحتی جواب میده اما الان چون به صورت رسمی وار د نشده چند مدل اومده که نه اس ام اس ارسال میکنه و نه کد دستوری روش جوای میده نتشم هم تنظیمات نداره پس حواستون باشه وقتی گرفتین حتما این مواردو همونجا چک کنین سرتون کلا نره",2,10,2,2,3,3,3,3
"سخت افزار فوق الاده",هيچي,"پردازنده ی میان رده نسبت به رم و کارت گرافیک ولی بازم قویه",2,1,2,5,5,5,3,5
,,"این گوشی از دو باند استفاده میکند قابل توجه دوستان هر دو سیمش رو تری جی هستند.",3,3,5,5,5,5,5,5
"سخت افزار و کارايي عالي","نداشتن نواوري در طراحي و ساخت","تراشه استفاده‌شده در این گوشی اسنپ دراگون 625 هستاین تراشه قدرتمند 64 بیتی با فرکانس 2.0 گیگاهرتز فعالیت می‌کنه. پردازنده هشت هسته‌ای C7 کرتکس A53 هست . حافظه رم این گوشی 4 گیگابایت بوده و به دلیل استفاده از این ظرفیت بالای رم،خیلی خوب کار میکنه",5,1,5,5,5,5,5,4
,,"فک نکنم موجود بشه چون هدف سامسونگ عرضه در بازا چین هست",4,1,4,5,4,1,4,5
"بدنه فلزي زيبا و خوشدست،دوربين هاي با کيفيت،صفحه نمايش عالي","موجود نبودن محصول","باسلام
گوشی فوق العاده و پرقدرتیه،فقط حیف هنوز دیجی کالا م م موجودش نکرده،بنظرم این خودش ی پرچمداره،چون دوربینهای عالی و مقدار رام قابل قبول و حافظه داخلی خوبی داره،صفحه نمایش سوپر امداد هم نیاز ب تعریف نداره،در کل حرف نداره،ی گوشی عالی و در عین حال باکیفیت از سامسونگ،بعضی از کاربرها گفتن طراحیش ب تقلید از اپله،خواستم بگم ک طراحی ب تنهایی کافی نیست تا کاربر بخواد ی گوشی بخره،در ضمن سامسونگ و الجی همیشه پیشتازان در طراحی و نوآوری در زمینه موبایل و حتی در محصولات صوتی و تصویری بودن،مثل لبه های خمیده Galaxy Note Edge از سامسونگ،یا صفحه منحنی felex از خانواده LG،ب اینا میگن نواوری،چیزی ک کاربرها بدنبالشن
موفق باشید",5,2,5,5,4,4,5,5
,کپي,"پشت گوشی HTC بقیش هم Apple",8,7,0,1,0,1,3,0
