positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چي",,"واقعا گوشی آیفون se گوشی خوش دستیه من دوماه دارم باهاش کار میکنم واقعا لذت میبرم از نظر قدرت هم ک حرف نداره عالیه در کل",11,0,5,5,5,5,5,5
"قيمت مناسب سرعت بالا و ...","اندازه نسبتا کوچک و دوربين سلفي ضعيف","این آیفون حتی سرعت از 7 هم بیشتره و کلا عالی هست",12,4,5,5,5,5,5,5
"همه چي","دوربين سلفي","گوشی اس ای",10,2,5,5,5,5,5,5
همچيي,هيچي,"من یک ماهه گوشی رو دارم واقعا عالیه همچیش عالیه هرةی خاست بخره هیچ تعللی نکنه فوق العدس دوربین جلوشم که 1.2 هست به اندازه ی دوربین جلو 8 گوشی های دیگس حتی بالاتر.من خیلی راضیم",11,4,5,5,5,5,5,5
"ارزش خريد بالا نسبت به قيمت
کارايي فوق العاده","دروبين سلفي نسبتا ضعيف","خیلی راحت تر از اون چیزی که فکرش را میکردم خریدم و الان دارم لذتش رو میبرم",12,3,5,4,4,4,4,2
,,"مدل های 16 و 64 گیگ توقف تولید شده و الآن دو دو مدل 32 و 128 با همون قیمت قبلی جایگزین شده.",17,2,3,5,3,3,3,3
,,"با این قیمت گزینه‌های دیگه‌ای هم هست، اگر دنبال برند نباشین با این قیمت میتونین بهترین گوشی‌های اندرویدی رو از همین دیجیکالا بخرین.برای من کیفیت دوربین و ضدآب بودن و همینطور کیفیت صفحه نمایش خیلی مهمتره که اپل دقیقا در همین موارد ضعف داره",13,24,3,5,3,5,2,3
"گوشي خيلي سري است
دائم بروزرساني ميشود",ندارد,"در خریدش شک نکنید.
قابلیت هایی که در این گوشی هست هیچ گوشی نیست
گلگسی اس 7 از این گوشی گرون تره ولی هیچ چیزی ندارد
فقط سامسونگ نون برندش رو میخوره",24,25,5,5,5,5,5,5
"همه چي","استفاده از حسگر اثر انگشت قديمي","با سلام من در 2ماه آینده که این گوشی رو خواهم خرید با این همه تعریف که من شنیدم و در دست دوستان استفاده کرده ام این را باید بگویم که واقعا خیلی خیلی خوش دست هست و با یکبار استفاده شیفته اش شدم و برای همین میخوام بگیرم البته قیمتش هم بسیار مناسب است دوستانی هم که میگویند نسبت به قیمتش هیچی نداره باید اینو بگم که واقعا در اشتباهید و تا با این گوشی کار نکنید نمی دونید که چه ارزشی داره ببخشید که خیلی طولانی شد",16,9,5,5,5,5,5,5
"هنگ نکردن
کيفيت بالا
خوش دست بودن
رابط کاربري عالي و بي نقص",,"من گوشی اندرویدی زیاد داشتم که بعد از دو سال شروع ب هنگ کردن میکردن منم برا بار اول ی گوشی ای او اس خریدم و بعد دو سال هنوز با روز اولش فرقی نکرده ب نظر من هنگ نکردن و پشتیبانی اپل از گوشی شرف داره ب هرچی اندرویدیه",15,13,5,5,5,5,5,5
"عالي بودن گوشي
خوش دست بودن
عمر بالا
برند خوب","قيمت بسيار بالا","گوشی بسیاااااارر عالی. اما با توجه به قیمت بالاش گوشی های بهتر در برند های دیگر وجود دارد.honor 8 ,mate9 , p9, A7 S7 edge",10,21,2,5,5,5,5,5
