positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"من اسفند 95 این گوشی رو خریدم ولی بعد از 8 ماه باتریش کم کم مشکل دار شد و به 30 درصد که میرسید گوشی خاموش میشد،بعد از چند وقتم باد کرد و قاب پشت گوشی باز شد، خوشبختانه هنوز گارانتی داشتم و با تحویل گوشی ب شرکت مربوطه معادل قیمت به صورت نقدی ب من برگشت داده شد",1,0,1,1,3,3,3,3
"صفحه نمايش فوق العاده و زيبا در حد S6 not5 کيفيت ساخت فوق العاده بالا و ظاهر دلربا باتري قدرتمند قابليت فست شارژينگ تو 40 دقيقه70% شارژ ميشه سنسور اثر انگشت قوي با دقت بالا و قابليت استفاده سه انگشت دوربين قدرتمند محافظ صفحه gorilaglass4 تراکم پيکسلي خيلي خيلي زياد قدرت انتن دهي عالي و wi fi LTECAT 6","حافظه داخلي 16 GB نداشتن فيلمبرداري 4k","گوشی فوق العاده عالییه .تو تمام سایت های معتبر حرف از قدرت و بروز بودن این گوشیه .
این گوشی هیچ مشکلی نداره تو فضای مجازی هر چیزی میشه نوشت (دروغ) بعضیها مشکل دارن یا دستشون به این گوشی نمیرسه میان میگن این گوشی خرابه مشکل داره ضعیفه ...خوب شما عقل داری برو تحقیق کن بررسی کن تست کن ببین واقعا این گوشی اونچیزیه که تو فضای مجازی میگن؟( هیچ گرونی بی دلیل نیست هیچ ارزونی ام بی دلیل نیست) قیمت بالای این گوشی به خاطر کیفیت ساخت فوق العاده بالای ان و امکانات عالی این گوشی هستش
پنج ماهه این گوشیو خریدم سری جدیدش ساخت ویتنام هستش فابریک اندرویدش 6.0.1 هست و تو ماه می روز 28 ام اندروید 7.1.1 براش منتشر میشه منبع:samsung خوب برسیم به نقد و بررسی صفحه نمایشش عالی کیفیت فوق العاده بالایی داره تراکم پیکسلی بالا گوریلاگلس 4 صفحه نمایش و پشت دستگاه طراحی پرچمدار گونه کیفیت ساخت عالی و در حد پرچمدار
cpu core 8 1.9 GHZ
Resolution 1080 P 480DPI
64 BIT بودن تراشه
چیپست انحصاری سامسونگ که مصرف فوق العاده پایین با بازدهی بالا داره
Exinos 7580
سه تا تا گرافیک داره
Qualcom 615
Mali T720
Adreno 405
سنسور اثر انگشت قوی فقط باید تمامی نقاط انگشت رو بهش شناسایی کنید تا درست عمل کنه و حتی با دست خیس ام عمل میکنه
قدرت تاچ بسیار قوی قطره اب میفته روش عمل میکنه
طول عمر بالا با استفاده از اینترنت 12 ساعت بدون استفاده از اینترنت حالت اماده به کار 72 ساعت طراحی عالی و چشم نواز کلا واستون بگم با یه گوشی فوق العاده قدرتمند از نظر کیفیت ساخت و امکانات روبرو هستید هنگ اصلا تو کارش نیست در برابر آب هم مقاومه میتونید تست هارو تو یوتیوب و اپارات ببینید خواهشا این گوشیرو با هواوی و شیائومی و برند هایی نظیر این گوشی های چینی مقایسه نکنید این گوشی رقباش S6Edge Iphone 6 plus one plus 1 هستن
برند سامسونگ فقط با اپل قابل قیاسه همین خواهشا اگه گوشی هاتون اصل نیست برنامه ای نصب کردید که باعث اختلال تو گوشی شده بلد نیستید کار کنید نظر منفی و غلط ندارید و شایعه سازی هم نکنید هیچ مشکلی نداره این گوشی اگر برید ببینید و بنچمارک هارو ببینید باتری این گوشی از ایفون و خیلی پرچمدار ها بالاتره باد هم نمیکنه باتری این گوشی کم کم کار کنه سه سال هستس نه 6 ماه خواهشا دروغ تفت ندید و تعسبی برخورد نکنید
ایفونی ها دروغ ننویسید در باره این گوشی
جهت اطلاع 80% ساخت گوشی اپل ساخت سامسونگه جدیدا هم اپل 70 میلیون پنل اولد در خواست کرده از سامسونگ یا علی مدد اگه حرفام رو قبول دارید لایک کنید اگه ندارید که منطق و...ندارید",1,2,5,5,5,5,5,4
"از نظر من اين گوشي نسبت به قيمتش خوب","هنوز به نقاط ضعفش بر نخوردم","من فکر میکردم گوشی ضعیفی باشه ولی نسبتا خوب و هنوز ضعفی توش ندیدم خیلی هم ازش استفاده کردم حدودا 5 ماه خریدمش",2,0,4,5,4,4,5,4
,,"20روزه پیش این گوشیو خریدم واقعا نسبت به پولی که دادم هیچ چیز فوق العاده ای دریافت نکردم من زیاد اهل بازی نیستم و دوربین واسم خیلی‌مهمه دوربین این گوشی واقعا متوسطه فکر کنم اونایی که میگن دوربین این گوشی خوبه دوربین خوب ندیدن هرچند میدونم این گوشی یه میان رده هست ولی به هر حال این گوشی نسبت به کارایی که داره اینقدر نمی ارزه حقیقتا من که راضی نیستم",5,6,3,3,3,3,3,3
"کيفيت عالي صفحه
ساختار زيبا
برون هنگ","نداشتن چراغ نوتيفيکيشن","واقعا گوشی عالی هستش از هر لحاظ.دوستانی که میگن مشکل باطری داره درست میگن چون گوشیشونو صددرصد از بیرون و بدون گارانتی تهیه کردن که باید بهشون بگم گوشیشون رفرش هستش.چون من اوایل سال پیش بدون گارانتی تهیه کردم و تمام مشکلاتی که دوستان گفتن داشتم با مراجعه به تعمیرگاه متوجه شدم گوشی رفرش هستش.ولی حدود 9 ماهه که با گارانتی تهیه کردم و خداروشکر هیچ مشکلی نداشته.",1,3,3,3,3,3,3,3
"باطري خوب شارژ سريع ميشه هنگ نميکنه",,"باطری خوب نگه میداره و سریع هم شارژ میشه .دوربین خوبی داره هم عقب وهم جلو کیفیت عکس مطلوبی داره. به هیچ وجه طی این یه سال که من دارم این گوشی رو هنگ نکرده . واقعا نسبت به قیمتش خیلی عالیه و حتما پیشنهاد میکنم..",2,0,5,5,4,5,4,3
"طراحي بسيار زيبا
خوش دست بودن
پردازنده قوي","ضعف باتري","من ده ماهه گوشی رو خربدم و تا یک ماه پیش هیچگونه مشکلی باهاش نداشتم.یک ماه پیش شروع کرد به هنگ کردن و یه دفعه خاموش شدن.و اینکه باتری که فول شارژ شده بود در عرض نیم ساعت خاموش میشد.
و بعدش باتری باد کرد و از پشت کاملا باز شد.الان یک ماه بود که توی نوبت تعویض باتری بود و امروز گرفتمش و به توصیه خود مسیولین پشتیبانی و فروش محصولات سامسونگ میخوام بفروشمش.گفتن سه ماه دیگه دوباره با همین مشکل رو به رو میشی ولی با این تفاوت که باید پول بدی و دیگه گارانتی هم نداره.
دوستان تصمیم خرید با خودتونه ولی من پیشنهاد نمیکنم.",0,0,2,3,3,3,5,2
"خوش دست
طراحي زيبا
کيفيت بالاي LCD","خاموش شدن گوشي در حالت 50% شارژ، بعد از شش ماه
ورم کردن باتري بعد از شش ماه
هنگ گوشي هنگام آنتن ضعيف","بنده در ابتدا مدل A5 2015 را به مدت یکسال داشتم و بعد اینکه مدل 2016 به بازار اومد به دلیل داشتن اینترنت 4G گوشی رو عوض کردم. از مشکلاتی که بعد 3 ماه پیش اومد هنگ و تخلیه سریع باتری گوشی زمانی که آنتن 4G بشدت ضعیف میشد بود. بعد از شش ماه هم باتری گوشی به حدی ضعیف شد که سر 50% گوشی خاموش میشد یا روی سامسونگ لوگو می‌رفت تا وقتی که گوشی رو ریست میکردم. جا داره بگم که این اتفاق هایی که روی مدل 2016 برای من افتاد هیچ وقت توی مدل 2015 پیش نیامد و میشه گفت مدل 2015 مدل کامل و پخته‌تری بود.
البته این نکته رو هم باید بگم که گارانتی گوشی از 15 فروردین تصویب کردن که باتری گوشی به جای یک سال، 18 ماه شامل گارانتی شه و همین موضوع تا حدودی باعث قوت قلب شده.",0,1,3,5,4,3,5,3
,,"سلام خدمت دوستان عزیز‌
من این گوشی رو یک ماهه که خریدم، از هر لحاظ ازش راضیم.
درمضمن چون گوشی من ساخت جدید بود اندرویدش رو خوده شرکت 6 بیرون داده بود که خیلی هم خوبه
و یه خبر خوب اینه که طبق گفته رسمی شرکت سامسونگ، خوشبختانه برای این گوشی اندروید نوقا (7) عرضه میشه...
از لحاظ سخت افزاری هم عالیه... من توش بازی اسفالت 8 رو نصب کردم خیلی روان اجرا کرد و بعدش بازی 2k 17 رو نصب کردم، توی بازی کمی لگ زد ولی گرافیکش رو پایین بیاری خوب اجرا میشه ( و این رو هم اضافه کنم که این بازی توی گوشی s6 edge هم لگ زد!)
در کل گوشی عالیه هستش
از بابت دوربین هم نگران نباشین. خیلی کیفیتش عالیه ( فقط توی دوربین سلفیش اگر کمی دستتون بلزه عکسا تار میفته... و امیدواریم که مشکل سخت افزاری باشه و توی اندروید نوقا بر طرف بشه)",1,1,5,5,5,5,5,5
,"خالي کردن سريع شارژ هنگام وصل به اينترنت","همچیش خوبه فقط هنگام وصل به اینترنت شارژ زود خالی میکنه.",1,1,4,4,4,4,4,3
