positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"حسگر انگشت
خوش دست
دوربين عالي
رم بالا
2 سيم - 4جي","باطري خيلي زود خالي ميشه","این گوشی خوش دست و سبک و کلی امکانات خفن داره خوبیاش نیاز به تعریف نداره خیلی خوشم اومد اما باطری زود خالی میشه یه جوری که وقتی چندتا کار میکنی قشنگ کم شدن درصد شارژ رو میبینی و حس بدی میده همش استرس داری شارژ تموم شه و اینا خونده بودم زود خالی میشه اما حس میکنم گوشی که من خریدم خیلی زود خالی میکنه نصف روز باش کار نکردم نصف روز بهش ور رفتم و اینترنت و... شب زدمش شارژ! در ضمن من از دیجی خریدم و ضمانت نامش از اردیبهشت بوده و تا اردیبهشت سال دیگه یعنی 18 ماه نمیشه",0,0,3,4,4,4,5,5
"سرعت بالا
تاچ قوي
هيچگونه کندي عملکرد يا هنگ","کيفيت عکس","حدود هشت ماه هست که گرفتم از همه لحاظ ازش راضیم اینم بگم که من خیلی به کیفیت عملکرد گوشی حساس هستم مطمئن باشید هیچ نقصی نداره تنها ایرادی که میشه ازش گرفت اینه که کیفیت عکسش عالی نیست(در مقایسه با دوربین گوشیهای آیفون )بدنه بسیار خوب و محکمی داره با وجود اینکه دو سه بار از دستم افتاده روی آسفالت هیچ خط و خشی روش نیوفتاده ضمنا اندرویدش هم به ورژن 6 با اتصال به سرور خود هوآوی ارتقا پیدا کرد هیچ مشکلی هم برای گوشی پیش نیومده همچنان با سرعت اجرایی بالا کار میکنه .
موفق باشید.",3,0,5,5,5,5,5,5
,,"با همین پول می توانید گوشی Huawei p9 lite بخرید که از نظر سخت افزاری خیلی بهتر از این گوشی است",0,8,3,3,3,3,3,3
"دوربين
طراحي","دير شارژ شدن","حدود 5 الی 6 ماه هست که دارمش همه بلایی هم سرش اوردم کارای سنگین منظورمه به خوبی جواب داده تا حالا تو اجرای بازی ای هم اذیتم نکرده هنگ و...نداره اپدیت اندروید 6هم براش اومده که با بروز کردن سیستم عامل مصرف باتری کمتر میشه و سرعت شارژ افزایش پیدا میکنه البته کمه ولی باز خوب شده.
درکل پیشنهاد میکنم بخرید اگه دوسش دارید.",3,0,5,5,5,5,5,5
,,"من تجربه کار با این گوشی رو دارم.و از روزی که به آندروید 6 آپدیت شد خیلی سریعتر و ظاهری شیک پیدا کرده",4,0,3,4,5,5,5,4
"همه چيز",هيچ,"الان چند ماهه خریدم. هیچ مشکلی نداشته.
خیلی عالیه.",3,1,5,5,5,5,5,5
"از تمام هم رده هاش بهتره","حرف ندارع","سلام
من قصد خرید این گوشی رو دارم
تمامی گوشی های در این سطح رو با این گوشی مقایسه کردم
این گوشی یه گوشی فوق العادس
تمامی سایت ها رو مشاهده کردم و کلی نظرات رو خوندم
یه درخواستی از کسایی که این گوشی رو خریدن دارم
لطفا بیشتر امکانات این گوشی را که در سایت ها و .. نوشته نشده رو بگین
نوع قفل ها . کیفیت . ارزش خرید و...
متشکرم از همه",6,1,5,5,5,5,5,5
"حسگر اثر انگشت رم","باتريش يه زود خالي ميشه و دير فول ميشه","من بعد از کلی بررسی تو اینترنت و خوندن نظرات بلاخره به این گوشی رسیدم بعد از چند روز استفاده تنها نقطه ضعفش به نظرم باتریشه که در مقابل نقاط قوتش زیاد به چشم نمیاد شبا قبل خواب شارژش میکنم و روز ازش لذت میبرم البته وایفای مدام روشنه و ازش کار میکشم
روی هم رفته از خریدم راضیم گزینه دومم سامسونگ a5بود ولی رم و چراغ نوتیفبکیشن این نظرمو جلب کرد ضمن اینکه گوشی قبلیم هواوی بود و تجربه خوبی ازش داشتم اخ نگفت تو این سه سال اخرشم دزدیدنش والا فعلا کار میکرد
خلاصه اگه باتری براتون مسءله نیس انتخاب خوبیه",6,1,5,4,5,4,3,4
"سلام ظاهر شيک حسگر اثر انگشت",,"باطری بیشتر 2000 میلی امپر میخوره خانمم ساسونگ j7 داره یکسالم هست باطریش خیلی بهتر شارژ نگه میداره نسبت به این که ی هفته خریدم اگرم بخوای همزمان چند برنامه رو نصب کنی بازم کم میاره ولی j7 بارم 1/5 خیلی بهتر عمل میکنه",1,17,3,3,3,3,3,3
"اندرويد بالا
حافظه داخلي 32گيگ
دوربين بالا
سي پي يو قوي","باتري ضعيف
ال سي دي بودن صفحه","گوشی خوبیه فقط صفحش ای سی دی هستش که از گوشه نگا کنی صفحه تاریک میشه",0,13,5,4,5,3,3,4
"رم3
حافظه24GB در دسترس
حسگر اثر انگشت
باتري قوي
دوربين خيلي خوبي داره","خميدگي داره که گلس روش نميخوره درست
يکم دير شارج ميشه
ديگ نداره دنبالش نگرد","با سلام و خسته نباشید امیدوارم بتونم با دادن نظر خودم کمکتون بکنم بنده یک سوال میکنم ایا گوشی تو این رنج قیمت که حسگر اثرانگشت-رم3-حافظه32-باتری قوی-دوربین خوب داشته باشه پیدا میشه؟اگر تونستین پیدا کنین به منم اطاع بدین بنده خودم همه گوشی هارو چک کردم تا این گوشی رو پیدا کردم و گرفتمش من که از خریدم پشیمون نیستم لطفا گول کسانی که با دادن رای منفی به این گوشی که سرفا برای گمراه کردن مردم این کار رو میکنن رو نخورین امیدوارم تونسته باشم کمکتون کنم
قضاوت با شماست.",14,0,3,5,5,5,3,5
"رم 3
اندرويد6
داشتن 24جيب حافظه ازاد
باتري قوي
دوربين عالي","من که هرچي دنبالش گشتم ضعفي نديدم
فقط گوشي داراي کمي خميدگي است که گلس روش نميفته","با سلام و خسته نباشید خدمت دوستان گلم
لطفا در خریدش شک نکنید من تضمین میکنم که پشیمان نخواهید شد
مطمعن باشین که گوشی دارای رم3و حافظه32و دارای حسگر اثر انگشت و...توی این رنج قیمت پیدا نمیکنی پس بیخود دنبالش نگردین
دوربین این گوشی منحصر به فرده مخصوصا دوربین سلفی اش ولی در شب یکم دوربین کیفیتش میاد پایین حسگر اثر انگشتش رو که خیلی سریع عمل میکنه و خیلی خوبه باتری این گوشی اگر مصرفتان خیلی خیلی زیاد باشد راحت یک رو رو جواب میده گوشی دارای 3 گیگ رمه که دیگر جایی واسه لق و هنگ باقی نمیزاره من که تاحالا لق یا هگی ندیدم از همه مهمتر حافظه گوشی که 32جیب اه و 24جیب اون خالیه که دیگر ناراحتی برای کم بود حافظه نخواهید داشت و امکانات خود گوشی خیلی زیاده
بنده اگر میخواستم چنین گوشی با داری این همه امکانات منحصر به فرد از برند دیگر میخریدم بدون شک باید حدود1ملیون. و نیم پول میدادم",8,0,3,5,5,5,3,5
"رم 3 حافظه 24گيگ قابل دسترس انتن دهي عالي و...","مادون قرمز ندارد","من حدودا 5ماه این گوشی رو دارم خیلی زیباس خیلی خوش دسته اصلا هنگ کردن رو با این گوشی فراموش کردم حافظه داخلی 24گیگ قابل دسترس و 3گیگ رام راحت بازی ها و برنامه ها رو اجرا میکنم تو اندروید 6رونتر شده قیمت خیلی عالیه حسگر انگشت قابلیت لمس با دستکش وصل شدن اینترنت گوشی ب کامپیوتر از طریق کابل یو اس بی و...انتن دهی خیلی عالیه فقط هم با 4جی کار کردم باتری آخ نگفته خیلی راضیم بنظرم گوشی ک از جی هشت بهتر باشه باید رام 4و حافظه 64گیگ داشته باشه تشکر",8,1,5,5,5,5,3,5
"قابليت هاي نرم افزاري و سخت افزاري خوب
ارزش خريد به نسبت کيفيت ساخت
قابل رقابت با مدل هاي بالاتر
زيبايي و جذابيت فوق العاده","داغ کردن گوشي در زمان کار زياد
سريع شارژ از دست دادن","تازه این گوشی رو خریداری کردم و گوشی بسیار زیبا و جذابی هست، قابلیت های سخت افزاری خوبی داره مثل دوربین با کیفیتش و . . . .

به کسانی که در این سطح قیمتی میخواهند گوشی بخرند، خرید این گوشی رو توصیه می کنم.",6,3,4,5,3,4,5,5
"[""حسگر اثر انگشت""]","[""داغ کردن باتري و کم بودن نور آن در زير نور خورشيد""]","در کل j7مدل 2016 بهتر از ینه",3,40,5,5,2,5,5,4
