id,title,price,userRate,recommendationCount,description,"کیفیت و شفافیت عمومی تصویر","امکانات و قابلیت ها","سهولت در کاربری","ارزش در برابر قیمت"
<<<<<<< HEAD
226988,"تلويزيون ال اي دي هوشمند دوو مدل DUHD-49H7000-DPB سايز 49 اينچ
Daewoo DUHD-49H7000-DPB Smart LED TV 49 Inch","2,699,000",۳.۹,0," « DUHD-49H7000-DPB» تلویزیونی رده‌بالا از «دوو» (Daewoo) است که پاسخ‌گوی نیاز کاربران حرفه‌ای است. کیفیت‌تصویر این تلویزیون 4K با رزولوشن 2160 × 3840 پیکسلی است. ئرنتیجه می‌توانید فیلم‌های حجیم 4K را روی این تلویزیون ببینید و از کیفیت‌تصویری فوق‌العاده بهره‌مند شوید. برای این مدل 4حالت تصویر در نظر گرفته شده است تا کاربران بتوانند بنا به محتوای درحال‌پخش یکی را انتخاب کرده و به سبک دلخواهشان فیلم ببینند. ابعاد 49 اینچی این مدل، آن را برای فضاهای متوسط مناسب ساخته است؛ همچنین این مدل به دو عدد اسپیکر 10 واتی مجهز است و درمجموع 20 وات صدا تولید می‌کند. این قدرت صدا، با ابعاد این تلویزیون متناسب است و نیاز کاربران را برطرف می‌کند. صدای تولیدشده از بلندگوهای این تلویزیون دارای سیستم‌صوتی Dolby Digital Plus است که باعث می‌شود بتوانند فیلم‌هایی که از این سیستم‌صوتی فراگیر پشتیبانی می‌کنند را ببینند. همچنین با اتصال سینمای خانگی یا ساندبار به این تلویزیون نیز از این سیستم‌صوتی بهره‌مند می‌شوید. این مدل در دسته‌ی تلویزیون‌های هوشمند قرار دارد. سیستم‌عامل اندروید با نسخه‌ی 5.0 تعبیه‌شده در این مدل، یکی دیگر از ویژگی‌های جالب آن است و به کاربر امکان می‌دهد که به‌راحتی تنظیمات موردنظر خود را روی تلویزیون انجام دهد. همچنین می‌توانید با اتصال به اینترنت برنامه‌ها یا فایل‌های درنظرگرفته‌شده برای این سیستم‌عامل را دریافت کنید. گیرنده‌ی دیجیتال تعبیه‌شده در این تلویزیون، باعث می‌شود که کاربر به تهیه‌ی یک دستگاه گیرنده‌ی جداگانه، نیازی نداشته باشد. گفتنی است که این گیرنده‌ی دیجیتال، به تیونر DVB-T2 مجهز است. درگاه‌های ارتباطی متنوع این محصول، امکان اشتراک‌گذاری فایل‌ها و اتصال دستگاه‌های دیگر را به این تلویزیون ممکن ساخته‌اند. این درگاه‌ها شامل دو عدد پورت USB برای اتصال فلش‌مموری و هارد اکسترنال و سه عدد پورت HDMI برای اتصال پخش‌کننده‌های صوتی و تصویری یا سایر دستگاه‌های دیجیتالی هستند. این مدل با قابلیت اتصال به اینترنت از طریق WiFi یا پورت LAN و مرورگر اینترنتی، امکان جست‌وجو در اینترنت را برای کاربر فراهم ساخته است. قابلیت PVR تعبیه‌شده در این محصول، امکان ضبط تصاویر را روی انواع حافظه‌های جانبی ممکن می‌سازد.همچنین می‌وانید با استفاده از قابلیت تلتکست، از زمان‌بندی پخش برنامه‌های تلویزیونی مطلع شوید.",4,4.3,3.5,3.5,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
226972,"تلويزيون ال اي دي هوشمند دوو مدل DUHD-43H7000-DPB سايز 43 اينچ
Daewoo DUHD-43H7000-DPB Smart LED TV 43 Inch","2,099,000",۴.۹,0," « DUHD-43H7000-DPB» تلویزیونی رده‌بالا از «دوو» (Daewoo) است که پاسخ‌گوی نیاز کاربران حرفه‌ای است. کیفیت‌تصویر این تلویزیون 4K با رزولوشن 2160 × 3840 پیکسلی است. ئرنتیجه می‌توانید فیلم‌های حجیم 4K را روی این تلویزیون ببینید و از کیفیت‌تصویری فوق‌العاده بهره‌مند شوید. برای این مدل 4حالت تصویر در نظر گرفته شده است تا کاربران بتوانند بنا به محتوای درحال‌پخش یکی را انتخاب کرده و به سبک دلخواهشان فیلم ببینند. ابعاد 43 اینچی این مدل، آن را برای فضاهای نسبتا کوچک مناسب ساخته است؛ همچنین این مدل به دو عدد اسپیکر 10 واتی مجهز است و درمجموع 20 وات صدا تولید می‌کند. این قدرت صدا، با ابعاد این تلویزیون متناسب است و نیاز کاربران را برطرف می‌کند. صدای تولیدشده از بلندگوهای این تلویزیون دارای سیستم‌صوتی Dolby Digital Plus است که باعث می‌شود بتوانند فیلم‌هایی که از این سیستم‌صوتی فراگیر پشتیبانی می‌کنند را ببینند. همچنین با اتصال سینمای خانگی یا ساندبار به این تلویزیون نیز از این سیستم‌صوتی بهره‌مند می‌شوید. این مدل در دسته‌ی تلویزیون‌های هوشمند قرار دارد. سیستم‌عامل اندروید با نسخه‌ی 5.0 تعبیه‌شده در این مدل، یکی دیگر از ویژگی‌های جالب آن است و به کاربر امکان می‌دهد که به‌راحتی تنظیمات موردنظر خود را روی تلویزیون انجام دهد. همچنین می‌توانید با اتصال به اینترنت برنامه‌ها یا فایل‌های درنظرگرفته‌شده برای این سیستم‌عامل را دریافت کنید. گیرنده‌ی دیجیتال تعبیه‌شده در این تلویزیون، باعث می‌شود که کاربر به تهیه‌ی یک دستگاه گیرنده‌ی جداگانه، نیازی نداشته باشد. گفتنی است که این گیرنده‌ی دیجیتال، به تیونر DVB-T2 مجهز است. درگاه‌های ارتباطی متنوع این محصول، امکان اشتراک‌گذاری فایل‌ها و اتصال دستگاه‌های دیگر را به این تلویزیون ممکن ساخته‌اند. این درگاه‌ها شامل دو عدد پورت USB برای اتصال فلش‌مموری و هارد اکسترنال و سه عدد پورت HDMI برای اتصال پخش‌کننده‌های صوتی و تصویری یا سایر دستگاه‌های دیجیتالی هستند. این مدل با قابلیت اتصال به اینترنت از طریق WiFi یا پورت LAN و مرورگر اینترنتی، امکان جست‌وجو در اینترنت را برای کاربر فراهم ساخته است. قابلیت PVR تعبیه‌شده در این محصول، امکان ضبط تصاویر را روی انواع حافظه‌های جانبی ممکن می‌سازد.همچنین می‌وانید با استفاده از قابلیت تلتکست، از زمان‌بندی پخش برنامه‌های تلویزیونی مطلع شوید.",,,,4.3,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
226886,"تلويزيون ال اي دي هوشمند دوو مدل DLE-49H5100-DPB سايز 49 اينچ
Daewoo DLE-49H5100-DPB Smart LED TV 49 Inch","2,495,000",۵,0,"مدل «DLE-49H5100-DPB» از تلویزیون‌های هوشمند کمپانی «دوو» (Daewoo) است که امکانات و قابلیت‌های بسیار خوب و کاربردی برای آن در نظر گرفته شده است. تکنولوژی به‌کاررفته در این مدل LED است و از کیفیت تصویر Full HD، بهره می‌برد که می‌تواند تصاویر را با کیفیت و وضوح خوبی به نمایش بگذارد. در نتیجه با تماشای فیلم در این تلویزیون می‌توانید جزئیات تصاویر را به خوبی ببینید. ابعاد 49 اینچی این مدل، آن را برای فضاهای نسبتا کوچک مناسب ساخته است؛ همچنین این مدل به دو عدد اسپیکر 10 واتی مجهز است و درمجموع 20 وات صدا تولید می‌کند. این قدرت صدا، با ابعاد این تلویزیون متناسب است و نیاز کاربران را برطرف می‌کند. صدای تولیدشده از بلندگوهای این تلویزیون فراگیر است و فضایی واقعی را برای کاربر ایجاد می‌کند. سیستم‌عامل اندروید تعبیه‌شده در این مدل، یکی دیگر از ویژگی‌های جالب آن است و به کاربر امکان می‌دهد که به‌راحتی تنظیمات موردنظر خود را روی تلویزیون انجام دهد. همچنین می‌توانید با اتصال به اینترنت برنامه‌ها یا فایل‌های درنظرگرفته‌شده برای این سیستم‌عامل را دریافت کنید. گیرنده‌ی دیجیتال تعبیه‌شده در این تلویزیون، باعث می‌شود که کاربر به تهیه‌ی یک دستگاه گیرنده‌ی جداگانه، نیازی نداشته باشد. گفتنی است که این گیرنده‌ی دیجیتال، به تیونر DVB-T2 مجهز است. درگاه‌های ارتباطی متنوع این محصول، امکان اشتراک‌گذاری فایل‌ها و اتصال دستگاه‌های دیگر را به این تلویزیون ممکن ساخته‌اند. این درگاه‌ها شامل دو عدد پورت USB برای اتصال فلش‌مموری و هارد اکسترنال و سه عدد پورت HDMI برای اتصال پخش‌کننده‌های صوتی و تصویری یا سایر دستگاه‌های دیجیتالی هستند. این مدل با قابلیت اتصال به اینترنت از طریق WiFi یا پورت LAN و مرورگر اینترنتی، امکان جست‌وجو در اینترنت را برای کاربر فراهم ساخته است. قابلیت PVR تعبیه‌شده در این محصول، امکان ضبط تصاویر را روی انواع حافظه‌های جانبی ممکن می‌سازد.",,,,,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
226863,"تلويزيون ال اي دي هوشمند دوو مدل DLE-43H5100-DPB سايز 43 اينچ
Daewoo DLE-43H5100-DPB Smart LED TV 43 Inch","1,899,000",۵,0,"مدل «DLE-43H5100-DPB» از تلویزیون‌های هوشمند کمپانی «دوو» (Daewoo) است که امکانات و قابلیت‌های بسیار خوب و کاربردی برای آن در نظر گرفته شده است. تکنولوژی به‌کاررفته در این مدل LED است و از کیفیت تصویر Full HD، بهره می‌برد که می‌تواند تصاویر را با کیفیت و وضوح خوبی به نمایش بگذارد. در نتیجه با تماشای فیلم در این تلویزیون می‌توانید جزئیات تصاویر را به خوبی ببینید. ابعاد 43 اینچی این مدل، آن را برای فضاهای نسبتا کوچک مناسب ساخته است؛ همچنین این مدل به دو عدد اسپیکر 10 واتی مجهز است و درمجموع 20 وات صدا تولید می‌کند. این قدرت صدا، با ابعاد این تلویزیون متناسب است و نیاز کاربران را برطرف می‌کند. صدای تولیدشده از بلندگوهای این تلویزیون فراگیر است و فضایی واقعی را برای کاربر ایجاد می‌کند. سیستم‌عامل اندروید تعبیه‌شده در این مدل، یکی دیگر از ویژگی‌های جالب آن است و به کاربر امکان می‌دهد که به‌راحتی تنظیمات موردنظر خود را روی تلویزیون انجام دهد. همچنین می‌توانید با اتصال به اینترنت برنامه‌ها یا فایل‌های درنظرگرفته‌شده برای این سیستم‌عامل را دریافت کنید. گیرنده‌ی دیجیتال تعبیه‌شده در این تلویزیون، باعث می‌شود که کاربر به تهیه‌ی یک دستگاه گیرنده‌ی جداگانه، نیازی نداشته باشد. گفتنی است که این گیرنده‌ی دیجیتال، به تیونر DVB-T2 مجهز است. درگاه‌های ارتباطی متنوع این محصول، امکان اشتراک‌گذاری فایل‌ها و اتصال دستگاه‌های دیگر را به این تلویزیون ممکن ساخته‌اند. این درگاه‌ها شامل دو عدد پورت USB برای اتصال فلش‌مموری و هارد اکسترنال و سه عدد پورت HDMI برای اتصال پخش‌کننده‌های صوتی و تصویری یا سایر دستگاه‌های دیجیتالی هستند. این مدل با قابلیت اتصال به اینترنت از طریق WiFi یا پورت LAN و مرورگر اینترنتی، امکان جست‌وجو در اینترنت را برای کاربر فراهم ساخته است. قابلیت PVR تعبیه‌شده در این محصول، امکان ضبط تصاویر را روی انواع حافظه‌های جانبی ممکن می‌سازد.",,,,,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
226630,"تلويزيون ال اي دي هوشمند تي سي ال مدل 55C1 سايز 55 اينچ
TCL 55C1 Smart LED TV","4,036,000",,0,"تلویزیون «تی‌‌سی‌ال» (TCL) مدل 55C1 محصولی بسیار خوش‌ساخت و رده‌بالا از این برند است. این تلویزیون با سایز 55 اینچی، برای فضایی نسبتا بزرگ بسیار کارآمد واقع می‌شود و امکان تماشای صفحه‌نمایش را از طیف وسیعی فراهم می‌کند. نوع صفحه خمیده است. این امر باعث می‌شود زمان تماشای تلویزیون، تصاویر عمق بیشتری پیدا کرده و واقعی‌تر جلوه کنند. همچنین به دلیل به‌وجودآمدن عمق بیشتر برای تصویر، به واقعیت فیلم یا تصاویر افزوده می‌شود. کیفیت تصاویر با رزولوشن 4K نمایش داده می‌شوند. این کیفیت تصویر درحال‌حاضر بهترین رزولوشن برای نمایش تصاویر به حساب می‌رود. رفته‌رفته محتوای 4K درحال افزایش است. درنتیجه کاربران می‌توانند با دریافت فایل‌های تصویری 4K، لذت تماشای فیلم یا سریال را با کیفیتی فوق‌العاده تجربه کنند. ترکیب تصاویر 4K با صفحه‌نمایش خمیده، باعث می‌شود تصاویر جذابیت فوق‌العاده‌ای داشته باشند. تی‌سی‌ال برای این تلویزیون طیف وسیع رنگی درنظر گرفته است. این امر تقریبا با قابلیت HDR برابری می‌کند و باعث می‌شود تصاویر با کیفیت و رنگ بسیار زنده‌ای پخش می‌شوند. صدای 55C1 معمولی است و از تلویزیونی با این امکانات انتظار بلندگوهایی قوی‌تر می‌رود. این تلویزیون از سیستم‌صوتی Dolby پشتیبانی می‌کند. درنتیجه با اتصال سیستم‌صوتی مجزا به آن، صدا باکیفیتی بسیار خوب و به صورت تفکیک‌شده پخش می‌شود. این تلویزیون هوشمند است و دارای سیستم‌عامل اندروید با نسخه‌ی 5.1.1 است. این سیستم‌عامل، امکانات بسیار گسترده‌ای را در اختیار کاربرانش قرار می‌دهد. می‌توانید با نصب برنامه‌ی ES-File-Explore از تمامی اپلیکیشن‌های اندروید بهره‌مند شوید. به کمک این تلویزیون می‌توانید در اینترنت جست‌وجو کنید، فایل‌های بسیار متنوع صوتی و تصویری را از طریق فلش‌مموری تماشا کنید و به کمک قابلیت Miracast و DLNA تصاویر را با سایر دستگاه‌های دیجیتالی به اشتراک بگذارید. این تلویزیون درواقع عملکرد یک مدیاپلیر را ارائه می‌کند. 55C1 دارای دو عدد پورت USB است که امکان اتصال فلش‌مموری یا هارد اکسترنال را فراهم می‌کند. همچنین این تلویزیون سه عدد پورت HDMI دارد که امکان اتصال تمامی پخش‌کننده‌های دیجیتالی مجهز به این پورت را فراهم می‌کند. جالب است بدانید می‌توانید این تلویزیون را به واسطه‌ی تکنولوژی بلوتوث به ساندبار یا سینماهای خانگی بلوتوثی متصل کنید. همراه این تلویزیون یک عدد ریموت‌کنترل عادی ارائه می‌شود.",,,,,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
=======
191279,"تلويزيون ال اي دي هوشمند سامسونگ مدل 49K6960 سايز 49 اينچ
Samsung 49K6960 Smart LED TV 49 Inch","2,519,000",۳.۴,0,"«49K6960» تلویزیونی متفاوت از برند «سامسونگ» (Samsung) است. طراحی منحصربه‌فرد آن می‌تواند نظر هر مخاطب خوش‌سلیقه‌ای را به‌ خود جلب کند. پایه‌ی این تلویزیون به‌ صورت متفاوتی طراحی شده است و در قسمت مرکزی بدنه قرار دارد. رنگ قاب تلویزیون خاکستری است و بخش جلویی پایه نقره‌ای رنگ طراحی شده است. صفحه‌نمایش تخت است و ابعاد 49 اینچی‌اش برای سالن‌های متوسط کافی است. کیفیت‌تصویر Full HD است و شما را از تصویری واضح بهره‌مند می‌کند. این تلویزیون به‌واسطه‌ی قابلیت ارتقا تصاویر، امکان استفاده از فایل‌های کم‌کیفیت را فراهم می‌کند. در کنار تصویر خوب، سیستم‌صوتی نیز متناسب با آن طراحی شده است. اسپیکرها درمجموع قادر به تولید 20 وات صدا هستند که این میزان برای تلویزیون‌های بزرگ‌تر هم در نظر گرفته می‌شود. پشتیبانی آن از فرمت‌های Dolby Digital و DTS باعث می‌شود که بتوانید فیلم‌ها یا هر فایل دیگری را که به این سیستم‌های صوتی مجهز شده‌اند، در این تلویزیون به اجرا دربیاورد. 49K6960  تلویزیونی هوشمند است که به ‌لطف سیستم‌عامل تایزن، امکانات بسیار متنوعی را برای کاربرانش فراهم می‌کند. به ‌لطف آن جست‌وجو در اینترنت، دانلود و نصب اپلیکیشن‌های فروشگاه سامسونگ میسر شده است، همچنین این مدل، مجهز به گیرنده‌دیجیتال داخلی است که شما را از تهیه‌ی یک دستگاه جداگانه بی‌نیاز می‌کند. درکنار امکانات نام‌برده‌شده، کاربران می‌توانند به‌واسطه‌ی قابلیت‌های DLNA و Mirroring، تصویر درحال‌پخش از تلویزیون را با موبایل یا سایر دستگاه‌های دیجیتالی به‌ اشتراک بگذارند. این تلویزیون دو عدد پورت USB و سه عدد پورت HDMI دارد که اتصالات مورد نیاز کاربران را ممکن می‌سازد. می‌توانید در فلش‌مموری خود فیلم یا سریال موردعلاقه‌تان را ذخیره و پس از اتصالش به تلویزیون، از آن بهره‌مند شوید. می‌توانید سایر پخش‌کننده‌های دیجیتالی را از پورت HDMI به آن متصل کرده و تصاویر باکیفیتی داشته باشید. برای اتصال به اینترنت هم می‌توانید یکی از دو راه Wi-Fi و LAN را انتخاب کنید. برای افرادی که سیستم‌صوتی خانگی دارند، خروجی اپتیکال در نظر گرفته شده است که بتوانند از صدایی واضح‌تر بهره‌مند شوند و درنهایت، می‌توانید این تلویزیون را با تهیه‌ی یک پایه‌ی دیواری مجزا به دیوار متصل کنید.",3.3,3.4,3.4,3.3,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
188406,"تلويزيون ال اي دي ال جي مدل 43LH54100GI سايز 43 اينچ
LG 43LH54100GI LED TV 43 Inch","1,826,000",۳.۱,0,"یکی از مدل‌های 2016 کمپانی «ال‌جی» (LG) مدل «43LH54100GI» است. این مدل 43اینچی با سالن‌های نسبتا کوچک تناسب دارد. کیفیت تصویر این مدل Full HD است و می‌تواند تصویری واضح و باکیفیت را برای کاربران به نمایش بگذارد؛ همچنین این محصول از زاویه‌دید گسترده‌ای بهره‌مند شده است. بلندگوهای این مدل، 10 وات قدرت خروجی دارند که درمجموع 20 وات صدا تولید می‌کنند. سیستم صوتی بلندگوها استریوست و صداهای پخش‌شده تفکیک می‌شوند. پخش صدا در این تلویزیون با فرمت‌ Virtual Surround صورت می‌گیرد که باعث می‌شود صدایی پرطنین در منزل شما پخش شود و هیجان فیلم را دوچندان کند. این تلویزیون از فرمت‌های صوتی رایج پشتیبانی می‌کند. این مدل به یک گیرنده‌ی دیجیتال داخلی مجهز است که می‌تواند تمامی شبکه‌های دیجیتالی را دریافت و پخش کند. این امر باعث می‌شود که نیازی به تهیه‌ی یک دستگاه جداگانه احساس نشود. در رابطه با درگاه‌های ارتباطی این محصول باید گفت که 43LH54100GI  به یک عدد پورت USB مجهز است که به‌واسطه‌ی آن می‌توانید فلش‌مموری یا هارد اکسترنال خود را به تلویزیون متصل کرده و از فایل‌های موجود در آن‌ها استفاده کنید. علاوه‌برآن، پورت‌های HDMI، کامپوننت و کامپوزیت، برای اتصال آن به سایر دستگاه‌های صوتی و تصویری در نظر گرفته شده‌اند. از طریق پورت  HDMI، می‌توانید تصاویر را با کیفیت بالاتری از دستگاه به تلویزیون منتقل کنید. یکی دیگر از ویژگی‌های پرکاربرد این مدل، قابلیت اتصال آن به دیوار است. کاربران می‌توانند بنا به سلیقه یا شرایط، تلویزیون را روی میز قرار دهند یا به دیوار متصل کنند. به‌ همراه این تلویزیون یک عدد ریموت کنترل ارائه می‌شود.",3.1,2.9,3.3,3,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
187041,"تلويزيون ال اي دي هوشمند خميده سامسونگ مدل 78KS9995 سايز 78 اينچ
Samsung 78KS9995 Curved Smart LED TV 78 Inch","31,700,000",۳.۹,0,"مدل «78KS9995» یکی از تلویزیون‌های پرکاربرد «سامسونگ» (Samsung) است. این مدل که در سال 2016 معرفی شده است، صفحه‌ای خمیده دارد که حالت لوکس و مدرن را به بیننده القا می‌کند. کیفیت تصویر این تلویزیون 4K است که تصویری چشم‌نواز با وضوح زیاد را به نمایش می‌گذارد. رزولوشن 2160×3840 برای این مدل در نظر گرفته شده که با سایز 78اینچی آن هماهنگ است. متناسب با کیفیت بسیار زیاد تصویر، سیستم صوتی این محصول 4.1 کاناله است و صدا از یک ساب‌ووفر و چهار بلندگوی مجزا پخش می‌شود. توان خروجی آن درمجموع 60 وات است که می‌توان گفت تا حدودی کاربران را از تهیه‌‌ی سیستم صوتی مجزا بی‌نیاز می‌کند. با وجود این، برای مدل 78KS9995 خروجی صدای اپتیکال در نظر گرفته شده است تا در صورت نیاز، کاربر بتواند سینمای خانگی یا ساندبار خود را به آن متصل کند. یکی از ویژگی‌های بسیار پرکاربرد 78KS9995رابط هوشمند «تایزن» (Tizen) است. از طریق این سیستم‌عامل، امکانات بسیار جذابی ازجمله جست‌وجو در اینترنت، اشتراک‌گذاری تصویر سایر دستگاه‌های دیجیتالی مانند لپ‌تاپ، تبلت یا موبایل با تلویزیون فراهم می‌شود. اتصال این محصول به اینترنت از دو راه ورودی LAN یا Wi-Fi صورت می‌گیرد. این تلویزیون مجهز به سه عدد پورت USB است که پخش محتوای دلخواه کاربران را از تلویزیون بسیار ساده کرده است؛ همچنین برای اتصال سایر پخش‌کننده‌ها به تلویزیون چهار عدد ورودی HDMI در نظر گرفته شده است. از این طریق، تصاویر با کیفیت Full HD یا 4K انتقال پیدا می‌کنند. گیرنده‌ی دیجیتال داخلی این مدل، امکان دریافت مستقیم کانال‌های دیجیتالی صداوسیما را از آنتن فراهم می‌کند. ریموت‌کنترل این تلویزیون، ترکیبی از ابعاد یک کنترل عادی و کارایی یک مدل هوشمند است که برای آن ""قابلیت ریموت‌کنترل روی صفحه"" تعبیه شده است. کار با این ریموت بسیار ساده و لذت‌بخش است. به همراه این محصول کابل برق و دفترچه‌ی راهنما نیز ارائه می‌شود.",4.2,3.8,4,3.2,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
186914,"تلويزيون ال اي دي هوشمند سامسونگ مدل 65KU7970 سايز 65 اينچ
Samsung 65KU7970 Smart LED TV 65 Inch","6,935,000",۳.۴,0,"مدل «65KU7970» از تلویزیون‌های بزرگ «سامسونگ» (Samsung) است. سایز این تلویزیون 65 اینچ بوده و پاسخ‌گوی سالن‌های بزرگ است. زاویه‌ی دید آن از گستردگی لازم برخوردار است و ابعاد بزرگ تلویزیون را تکمیل کرده است. رزولوشن این تلویزیون، نشانگر کیفیت تصویر 4K است. جالب است بدانید که این مدل با پشتیبانی از HDRpro، باعث می‌شود که تفکیک رنگ‌های تصویر با حساسیت بیشتری انجام شود تا تصاویر زنده‌تر به نظر برسند. این مدل در کنار تصویر باکیفیت، قادر است درمجموع 20 وات صدا تولید کند. پشتیبانی این مدل از سیستم‌های صوتی Dolby Digital و DTS، آخرین تکنولوژی‌های صوتی را به شما ارائه می‌دهد. این مدل، با اتصال به Wi-Fi، امکان جست‌وجو در اینترنت، اتصال به سایر دستگاه‌های دیجیتالی و اشتراک‌گذاری اطلاعات را برای کاربران فراهم می‌کند. برای اتصال به شبکه‌های خانگی هم پورت LAN را برای آن در نظر گرفته‌اند. این مدل دارای رابط تایزن است که امکانات هوشمند متعددی را برای کاربران فراهم می‌کند. شما می‌توانید به لطف این ویژگی، در اینترنت جست‌وجو کنید، از اپلیکیشن‌های مخصوص استفاده کنید و سایر دستگاه‌های هوشمند مانند موبایل و تبلت را به تلویزیون متصل کنید؛ همچنین به‌وسیله‌ی قابلیت ماشین زمان، برنامه‌های درحال‌پخش، هم‌زمان ذخیره می‌شوند و کاربران می‌توانند به لحظه‌های دلخواه فیلم بازگردند. می‌توانید با استفاده از قابلیت ""تصویر در تصویر""، زمانی‌که در انتظار شروع برنامه‌ی موردنظر خود هستید، یک کانال تلویزیونی دیگر را تماشا کنید. از راه‌های ارتباطی این تلویزیون، می‌توان به دو درگاه USB و سه درگاه HDMI اشاره کرد. برای انتقال فایل‌های خود به تلویزیون، می‌توانید فلش‌مموری یا هارداکسترنال خود را به پورت USB تعبیه‌شده در این تلویزیون متصل کنید؛ همچنین پورت‌های HDMI برای انتقال تصاویر با کیفیت بالا و اتصال آن به سایر دستگاه‌ها کاربرد دارند. برای سهولت استفاده از این مدل، به همراه آن یک عدد ریموت‌کنترل عادی ارائه می‌شود.",3.7,3,3.3,3.3,تلويزيون,"صوتي و تصويري","لوازم خانگي","فروشگاه اینترنتی دیجی کالا"
