positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"عالی بهترین دوربین",0,0,3,3,3,3,3
,,"اصلا خوب نیست و من پیشنهاد میکنم کنون یا سونی یا پاناسونیک",6,2,1,0,1,1,2
,"[""فيلمبردار ي""]","یک هفته ای است خریدم فیلمبردار ی افتضاحه
عکاسی راضی کننه نیست
زوم اپتیکال حین فیلمبردار ی نداره و تو مشخصات نوشته داره
ولی تو این قیمت همینه و همشون تو همین سطحن",4,0,0,0,0,0,0
"کيفيت رنگ","کيفيت بسيار پايين صفحه نمايش
کندي و هنگ بودن دوربين
بي کيفيتي و تار بودن عکس ها
زمان کم فيلمبرداري و نبود مموري همراه دوربين
منو و دگمه هاي نامناسب که کار با دستگاه رو سخت ميکنه","من دوربین پاناسونیک لومیکس و سونی داشتم این دوربین ارزش خرید نداره عکساش تاره و دوربین هنگه ،بهترین گزینه برای خرید دوربین خانگی دوربین پاناسونیک لومیکسه دوستان اشتباه من رو نکنید و اینجا تخفیف عالی داشته خریدم اما متاسفانه ارزش خرید نداشته",6,0,2,3,3,2,2
"رزلوشن بالا، شارژ دهي مناسب.","يک مقدار پيچيدگي تنظيمات","این دوربین در مقابل قیمتش فوق العاده است، به خصوص که مثل دوربین های حرفه ای بسته به محیطی که قرار عکس بگیرید میتونید رو حالت های مختلف تنظیمش کنید مثلاً رستوران، آثار باستانی و ... .
همچنین قابلیت عکاسی سیاه و سفید یا براون افکت هم داره.
در کل چیز خوبیه فقط یه مقدار منو و تنظیماتش پیچیدست و در حالت 20 مگاپیکسل حجم عکس ها خیلی زیاد میشه(!).",1,3,4,4,4,5,4
"جمع و جور بودن",,"با سلام
در قسمت shooting mode بخش special effects روی حالت (LO ) باشد ،کیفیت عکس های گرفته شده خیلی خوب می شود. به نظر من قبل از هر تنظیمی ،این بخش تنظیم شود.با معذرت از اساتید عکاسی.",1,0,2,3,3,1,1
"جمع و جور بودن","کيفيت عکس پاييين ،کيفييت پايين صفحه نمايشگر","فقط در شرایط نوری بسیار خوب (که در بیشتر اوقات وجود نداره)عکس های نسبتا راضی کننده میگیره.
تصویر صفحه نمایش اینقدر دون دون هست که اجازه نمیده ادم یه پیشفرض، قبل از گرفتن عکس داشته باشه تا با انتخاب تنظیمات نتیجه مطلوبی بگیره.
در کل به نظر من حیف پول",1,0,2,3,3,1,1
,,"دیجی لطفا شگفت انگیزش کن",0,0,3,3,3,3,3
,,"درود
خواهشمند است رنگ طلایی را موجود کنید.",0,0,3,3,3,3,3
,,"دوستان این دوربین رو خریداری کردم ...عکاسیش خوبه...
یک مشکلی دارم در موقع فیلمبرداری با این دوربین هنگامیکه دوربین رو بسمت وسایلی مثل مهتابی لوستر و لامپ و از این جور چیزها در خونه یا جشنی که پر از این چیزها هستش میگیرم یک عدد نور بنفش هم ظاهر میشه و در فیلمبرداری هم ظاهر میشه !!!
مشکل از دوربینه و شما هم این مشکل رو در دوربین خودتون دارین s4400 یا خیر و این اصلا مشکلی بحساب میاد واس این دوربین یا خیر؟؟؟
ممنون میشم کمک کنید...
مرسی از دیجیکالا",1,0,3,3,3,3,3
