positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت راضي کننده عکس ها در نور کم وزن مناسب لنز خوب و شفاف","فوکوس دستي رابط کاربري ميتونست بهتر باشه","من این دوربین رو یک ماهه گرفتم. کیفیت ساختش خوبه و ژاپن هست.باطری و شارژر چین.در نور کم هم عکسایه قابل قبولی میگیره. با کانن 700D هم کار کردم ولی اینو بدلیل کوچک بودنش گرفتم چون حملش راحت تره. سنسورش فقط 20% از APSکوچیکتره. لنز شفاف و با کیفیتی داره. حالت های عکاسی بدرد بخور و جالبی هم داره. فوکوس اتومات سریع و فوق العاده ای داره.
با فوکوس دستیش مشکل دارم و در حد dslr نیست البته برنامه هایی برا بهتر شدن فوکوس دستی داره که من هنوز باهاش کار نکردم. کیفیت صفحه نمایش هم میتونست بهتر باشه. فلش و پولکیه لنزش حساسه و باید مراقب بود.
هنوز نتونستم باهاش فیلم های اسلوموشن بگیرم.
در کل اگه با سایز dslr مشکل دارین و میخایم کامپکت بگیرین و از طرفی کیفیت عکس و سایز سنسور براتون مهمه انتخاب خوبیه. به هیچ عنوان کیفیت دوربین های موبایل حتی اپل باهاش قابل قیاس نیست.
بیشتر که باهاش کار کردم دوباره نظرم رو میزارم.",0,0,5,5,5,4,4
,,"باسلام من این دوربین رو خریداری کردم بیشتر بخاطر اینکه سلفی گرفتن باهاش میگفتن بسیار باکیفیت هستش و چون باموبایل که میخوام عکس بگیرم لنز موبایل معمولن صورت روخیلی کشیده و غیرطبیعی میکنه فکر میکردم باهزینه کردن این دوربین میتونم عکسای سلفی درحد اتیله بگیرم ولی متاسفانه لنزاین هم وقتی میخوام استفاده کنم خیلی صورتم رو بدنشون میده وکشیده ،یکی از دوستان گفت فوتوشاپ خودش داره اگه دوستانی هستن که میتونن راهنمایی کنن ممنون میشم",1,2,3,3,3,3,3
"کيفيت عکس خوب","سنگين
نداشتن کابل اتصال به کامپيوتر","من قبلا Sony WX60 و Canon 500D داشتم
ولی این خیلی عکسای خوبی میگیره
فلش رو باید مواظب بودآسیب نبینه
کابل اتصال به کامپیوتر نداره همراش
کارت گارانتی و بیمه از هر کدام دو نسخه هستند یکی سریال داره مهر نداره یکی مهر داره سریال نداره
بهمراه دوربین حافظه هم بخرین که بتونین عکس بگیرین
با اتصال از طریق وای فای به گوشی میشه تصویر زنده رو از گوشی دید، زوم کرد و عکس گرفت",5,1,5,5,3,4,3
"کيفيت عالي عکس در نور کم بزرگترين سايز سنسور کامپکت حرفه اي لنز بسيار شفاف و کوچک","وزن زياد نسبت به ابعاد(به دليل بدنه فلزي) عدم وجود چشمي","مهمترین آیتم برای من عکسبرداری شارپ و بدون نویز در نور کم و شب بوده همیشه
چون اعتقاد دارم در نور مناسب اکثر دوربین ها و حتی دوربین های گوشی های همراه هم خوب عکس میگیرند
با توجه به سایز سنسور و لنز شفاف این دوربین انتظار داشتم عکسبرداری نور کم خوبی داشته باشه و برای همین خریدمش و الان باید بگم انتخابم عااالی بوده
چون اول حوصله حجم و وزن dslr نداشتم و دوم لنز زوم با f پایین برای dslr ها اگر گیر بیاد بسیار قیمت بالایی داره و به جز اون حجم و وزن بسیارر بالاتر از لنز این دوربین
در کل برای من که ابعاد کوچک و سایز سنسور بزرگ و لنز شفاف را با قیمت معقول همزمان نیاز داشتم بهههترررین گزینه موجود بود
حتما پیشنهاد میکنم",9,1,5,5,4,5,5
"واي فاي داره که لنز دوربين ميوفته تو گوشي موبايلتون ميتونيد دوربين رو جاي ثابت بزاريد از خودتون عکاسي کنيد","والا ضعف نداره من شديدا راضيم","سلام قبل از اینکه این دوربین بیاد تو ایران من از دوبی خریدم ؛من کلا هر دو سه ماه به بار دوربین عوض میکنم و کمتر دوربینی بوده که منو راضی کنه ولی این دوربین واقعا هیولاست اصلا انقدر امکانات داره که فکرشم نمیتونید بکنید پیشنهاد من به اون دسته از دوستانی که قصد خرید دوربین DSLR یا لنز خور رو دارن اینه که فقط یک بار با این دوربین عکاسی کنید ببینید راضیتون میکنه یا نه در ضمن دیگه نمیخواد وزن سنگین دوربین های لنز خور رو به دوش بکشید
یه ویژگی که این دوربین داره اینه که خودش عکسهارو براتون فوتوشاپ میکنه 5 تا عکس مختلف در عرض 3 ثانیه بهتون میده که وای وای این یکی امکاناتش واقعا عالیه
یه خاصیت دیگه دوربین اینه که قبل ار گرفتن عکس خودش اتومات 3 ثانیه قبل شو فیلمبرداری میکنه بعد میتونید اون فیلمو ببینید و براتون خاطره میشه
آقا من شدیدا از دوربینم راضی هستم قصد داشتم G3X بخرم ولی لنزش خودش پلک و پولکی نداره باید بعد از اتمام کارت در لنز رو بزاری که اگه مثل من حواس پرت هستید پیشنهاد میکنم همون G1X رو بخرید که من دارم خودش اتومات بعد ار اتمام کار درب لنزش بسته میشه",11,3,5,5,5,5,5
,,"با محاسبه تراکم پیکسل در حسگر این دوربین متوجه خواهید شد که عملکرد نویز ، کیفیت تصویر و وضوح آن چقدر خوب و بالاست.نگران مگاپیکسل پایین این دوربین نباشید. اگر هدف شما از عکاسی چاپ عکس در سایز بالا نیست پس دنبال مگاپیکسل بالا نباشید. به طور مثال یک تلویزیون فول اچ دی تراکم 1080*1920 را دارد که حدودا دو مگا پیکسل عکس می توانید در کل صفحه آن ببینید. از 2 مگا پیکسل بالاتر باید تلویزیون 4k و 8k بخرید.",6,1,0,0,0,0,0
"نيمه حرفه اي کامپکت شده","قيمت بالا","لطفاً پیشنهاد ویژه اش کنید، ممنون",10,1,4,3,4,3,2
,,"اگه امکانش هست موجودش کنید تا قبل از نوروز...ممنون",5,0,5,5,4,5,5
,,"بله آقای هاشمی میشه یه Dslr سه کیلویی خرید با یه لنز 20 سانتی روش،که همه جا حکم صلاح سرد داره و هیچ جا نمیشه با خودت ببری میدونی چون گردن درد میگیری
من خودم Dslr داشتم و فروختم،چون زیاد نمیشه ازشون استفاده کرد،آینده عکاسی برای دوربین های میرورلس هستش،میرورلس هاس سونی و فوجی
البته فوجی مشکل waxy tone شدن داره،ولی دوربین های سونی شگفت انگیزن",12,2,0,0,0,0,0
,,"دوربین پاناسونیک lx100 خیلی بهتر از اینه. فقط فوکوس دستس نداره ولی همین که 4k فیلمبرداری میکنه خیلی می ارزه.",1,7,0,0,0,0,0
