positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"فوکوس سريع و فوق العاده
باتري خيلي خوب
تاچ بودن صفحه ( خيلي خيلي مهمه )
WIFI",,"دوربین 70d یکی از ارزنده ترین دوربین های بازاره به چند علت . یکی اینکه مدل بعدیش اومده و افت قیمت خودش رو داشته، دوم اینکه تکنولوژی فوکوس منحصر به فردی داره که هم فیلم و هم عکس گرفتن رو برای شما لذت بخش میکنه. سوم اینکه فناوری های روز رو داره. شما به خوبی میتونید با تاچ فوکوس فوکوس اتوماتیک رو به نقطه مورد نظرتون هدایت کنید و با WIFI عکس ها رو به موبایلتون منتقل کنید",1,0,5,5,5,5,5
"فيلم برداري مثال زدني
فوکوس خودکار نسل جديد
منو آسان و راحت
بدون نويز در تاريکي
سرعت 7 فريم بر ثانيه عکس برداري پي در پي","عدسي لنز نيمه مرغوب","همه چیزش در مورد بدنه دوربین عالیه
اما در مورد لنز نیکون خیلی نامحسوس به خاطر جنس عدسی بهتره اما آنقدر نیست و کانن هم خوبه.... تکنولوژی جدید فوکوس خودکار و AF dual pixel cmos اینقدر کاربردی هست که کیفیت عدسی حالا بهترین لنز هم باشه زیاد احساس نمیشه و سیستم ضد نویز کیفیت لنز stm کانن رو جبران کرده
به هر حال هر که داشته ناراضی نبوده تو این 9 ماه که من داشتم امتحانش رو پس داده
در مورد امکانات و رابط کاربری کانن مثل ios نیکون مثل رابط کاربری htc",1,3,5,5,5,5,5
,,"چند ماه پیش خریداری کردم باید بگم بهترین کیفیت عکس تو این رنج قیمت داره تو نور کم خیلی خوب عکس میگیره فقط وزنش به نسبت زیاد هست که عادت میکنین بهش و اکثر دوربینهای حرفه ای به نسبت وزنه زیادی دارن",1,0,5,5,3,5,5
"وايت بالانس عالي و لمسي بودن صفحه نمايش و فوکوس عالي","هنوز پيدا نکردم","لمسی بودن صفحه. فوکوس عالی .فیلمبرداری عالی تنظیم وایت بالانس شگفت انگیز.کیفیت عکس ها عالی داشتن صفحه نمایش بالا. قابلیت آن اف سی . سرعت شاتر تا یک هشت هزارم ثانیه .و....... همه این ها برای یک میندی میتونه یک پکیج عالی باشه که در 70d جمع شده",5,0,4,5,4,5,4
,ندارد,"این دوربین عالی نه فقط برای کسانی که تازه کار هستند بلکه برای همه ی عموم قابل دسترسی است",3,1,5,5,5,5,5
,"سمت چپ بودن پيچ مود عکاسي","من یه تجربه نسبتا کوتاه با این دوربین داشتم.
تو همون مدت کوتاه مشخص بود که یه دوربین خوب هستش تنها بدی که من متوجه اش شدم سمت چپ بودن پیچ مود عکاسی بود و این که برای اینکه پیچ بچرخه باید دکمه روی پیچ رو نگه داشت بعد پیچ رو چرخوند وگرنه نمیچرخه.
واقعا یه ضدحال بزرگ بود مخصوصا برای کسایی که قبلا با دوربین هایی که پیچ مود سمت راست بوده کار کردن.",0,5,3,3,3,3,3
,,"درمورد فیلمبرداری فقط مقایسه بشه قطعا کانن برنده س...
ولی حرف عکاسی که به میان بیاد 70دی باید با دی5500 مقایسه بشه",8,5,5,4,4,5,3
"من 9 ماهه دارمش خيلي خوبه . واسه من که مبتدي بودم توي عکاسي، واقعن کار باهاش ساده و راحته. البته من هنوز سراغ عکاسي حرفه اي وقت نکردم که برم . براي همين امکاناتشو نميدونم چقد و ...!","فقط مشکلش اينه از بس وزنش زياده ادم نميتونه با خودش پيوسته حملش کنه..","یه دوربین خوب برای تازه کارا",3,1,5,5,5,5,5
"فوگوس خودکار بي نظير
رابط کاربري عالي
مناسب براي عکاسي و فيلمبرداري حرفه اي
حسگر DUAL CMOS
دقت حسگر فوق العاده","يکم از لحاظ قيمت غير منصفانه هست فقط","کسانی که اشاره میکنن به اینکه نیکون از این دوربین بهتره بهتره یک تست ساده انجام بدن و اونم اینکه دوربین رو در حالت فیلمبرداری قرار بدید و از فاصله 10 متری به دوربین نزدیک بشید تا متوجه بشید که فوکوس خودکار و بی صدای این دوربین مثال زدنیه و اصلا مقایسه این دوربین با نیکون یکم خند داره نیکون هم دوربینهای خوبی داره اما دلیل نمیشه برتری نسبت به canon داشته باشه واقعا وقتی با این دوربین کار میکنید به قدرتش پی میبرید که در هر حالتی شما رو راضی نگه میداره وقتی دارید فوکوس میکنید بدون اینکه صدایی حس کنید با سرعت خیره کننده به خوبی کار خودش رو انجام میده در کل به نسبت به امکاناتی که داره فقط یکم قیمتش بالا هست که اون هم بخاطر کامل بودن پکیج در فروشگاه دیجی کالا هست که همیشه بهترین و با کیفیت ترین پکیج ها رو در اختیار مشتری هاش قرار میده با تشکر از سایت خوب دیجی کالا",6,11,5,5,5,5,5
,,"من این دوربینو چند روزی هست که خریدم واقعا فوقالعادست",9,4,3,3,3,3,3
