positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"فقط مگاپيکسل بالا","همه چيز ( ايزو کم ، نويز بالا ، ...)","فقط عکاسی زیر نور زیاد و آتلیه ای . اصلا به کار عکاسی خبری و عکاسی زیر نور کم نمی یاد( بیشترین ایزو 6400 است که برای عکاسی در نور کم یعنی فاجعه)",1,1,2,4,3,2,1
,,"من تو اینستاگرام از چند تا خارجی سوال کردم بیشترشیون مارک 3 شو داشتن و واقعا عکساش عالی بود بیشترشون تو طبیعت بود خدا مول مده مارک 3 شو بخرم",0,0,3,3,3,3,3
,,"سلام سید جواد ازارش
میخواستم ببینم چیو زوم میکنی ؟ دقیقا یعنی چی ؟؟",2,0,5,5,5,5,5
,,"بنظرم نسبت به مارک 3 ارزش خرید نداره
مارک 3 هنوز سرتره، البته بجز پیکسل هاش
گول عکسهای تبلیغاتی را نخورید،",0,2,0,0,0,0,0
,,"سلام دوستان من این دوربین و دو هفته هستش خردیم همه چیزش عالیه فقط زوم که میکنی یه ذره تاره دادمش نمایندگی ولی درست نشد",2,8,0,0,0,0,0
,,"سلام، این دوربین خیلی خوبه فقط یه عالمه گرونه ولی خب خیلی خوبه، درسته؟",3,0,0,0,0,0,0
,,"danial delfi
سلام . فرق بین 5ds با 5dsr در اینه که filter low pass را شرکت کانن در دوربین 5ds r حذف کرده و باعث شده detail عکسها کمی بهتر از 5ds شود ولی اینکار باعث شده نویز عکسها بیشتر شود برای همین برای کسانی خوب هست که بخوان عکسهای صنعتی بگیرن .",5,2,5,5,5,5,5
,,"چه فرقی با 5DsR داره؟؟؟بین این دو محصول جدید و 5D mark lll کدوم بهتره؟",2,0,4,4,4,3,2
,,"دوربین فوق العاده خوب و قویه ولی برا اونایی که خیلی پول دارن
قیمتش گرونه خیلی هم گرونه",6,0,0,0,0,0,0
,,"یک اصل و تساوی و به طور کل رابطه ی منطقی در کیفیت خروجی دوربین ها وجود دارد که بدین شرح است :
هر چه اندازه ی سنسور بزرگتر باشد نور ( تصاویر ) با جزءیات بیشتری از طریق لنز دوربین بر سنسور می تابد . در اینجا سنسور باید تصویر را بر حسب پیکسل تفکیک کند .
در نتیجه هر چه مگاپیکسل بیشتر باشد ، تصویر ثبت شده جزءیات بیشتری خواهد داشت . اما یک مشکل در اینجا وجود دارد . هر چه مگا پیکسل بیشتر شود در واقع پیکسل ها بر روی سنسور کوچک تر خواهند بود و بین این پیکسل ها تداخل الکتریسیته بوجود می آید که موجب ایجاد عکسی دارای نویز می شود . این مشکل را می توان با پردازش سریع دوربین تا حدودی برطرف کرد . هر چه پردازنده قوی تر باشد فرصت بیشتری هست تا خطوط پیکسلی سنسور به صورت خط به خط تصویر را ذخیره کنند و این روش باعث تداخل کمتر الکترون ها می شود .
به طور خلاصه ، سنسور های فول فریم به یک اندازه هستند پس هر چه مگاپیکسل کمتر باشد نویز کمتری در عکسها ( مخصوصآ در ایزوی بالا ) ایجاد می شود .
بنا به این تفاسیر این دوربین نیز مانند Nikon D810 فقط مختص عکاسی در استدیو بوده و در ایزوی بالا کیفیت نا مطلوبی دارید . از این رو بیشترین گستره ی ایزو به 6400 محدود می شود .",18,0,0,0,0,0,0
