positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت بالاي عکس برداري در روشنايي
کيفيت فيلم برداري که با فرمت avchd مي باشد.
کيفيت فيلم برداري فول اچ دي با 50 فريم برثانيه
فوکوس دستي
خوش دست و زيبا و صفحه نمايش با کيفيت وچرخان و با زوم عالي 50 x","چشمي بي کيفيت
در نو کم کيفيت عکس کمي پايين است","این دوربین از همه نظر عالی و راضی کننده است. کیفیت فیلم برداریش درحد فیلم برداری سریال ها است . کیفیت صدای عالی داره
ولی نقاط ضعف های کوچک داره.",0,0,5,5,4,4,4
"لنز کارل زايس و زوم فوق العاده و کيفيت فيلمبرداري بالا","سنسور پردازنده به نسبت کوچک و عدم وجود فرمت خام (raw)","با سلام .
این دوربین در رده دوربینهای سوپر زوم و کامپکت بعد از مدلهای RX که البته قیمتهای بسیار بالایی دارند بسیار دوربین عالیی هست و تمام نیاز های یک کاربر مبتدی رو برطرف میکنه . دوستان خواهش میکنم این نوع دوربینها رو که کامپکت هستند به هیچ عنوان با دوربینهای dslr حرفه ای مقایسه نکنید چرا که این دو از گروههای مختلف و برای کاربردهای مختلف هستند و مقایسه اونها درست نیست .
در کل بسیار دوربین خوب و با کیفیتی هست .",2,0,4,4,5,3,4
محشر,ندارد,"از همه لحاظ عالیه....
خیلی باکیفیته",1,0,5,5,5,5,5
"همه چي",هيچي,"عالی و بسیار خوب من این رو خریدم و خیلی باحاله",2,0,5,5,5,5,5
"کيفيت تصوير نسبت به مدل هاي مشابه","در ايران قيمتش زياده","با سلام
الان مدتیه که این دوربین رو خریدم و باهاش عکاسی و فیلم برداری می کنم تجربه من اینا بوده.
1ـ فیلم برداری کیفیت خوبی داره و ازش راضیم.
2ـ مدل های مختلف عکاسیش خوبه و تقریبا برای حالات مختلف امکان عکاسی داره (روز، شب، نور کم، نور زیاد، عکسبرداری از حیوانات، طبیعت، کودک، چهره، و ....) .
3ـ فوکوس دستی داره که این لذت عکاسی رو برای من خیلی بیشتر می کنه و به نظر من فوکوس دستیش بهتر از فوکوس اتوماتیکشه.
4ـ در نور کم کیفیت عکس ها بدون فلش خوب نیست، مطمئنا عکسهائی که با دوربین ایفون 6 اس یا گلکسی اس 7 در تاریکی گرفته بشه کیفیتی بهتر از این دوربین داره.
5ـ در زوم بالا عکس دارای نویز میشه. من خودم زوم زیاد رو برای فیلم برداری می خواستم برای همین ایجاد نویز (البته نوزیش زیاد نیست) در زوم بالا برای تصاویر برای من مشکلی ایجاد نمی کنه.
6ـ شارژ شدن باطریش طولانیه و در حدود 4 ساعت برای یک بار شارژ شدن کامل زمان نیاز داره.
7ـ کیفیت چشمی خوب نیست و به من حس خوبی نمیده.
8ـ با اینکه در نور کم کیفت عکس بدون فلاش خوب نیست اما بازم خیلی بهتره از بعضی دوربین های دیگس، من قبل از این دوربین یک کنن SX540 HS داشتم که در تاریکی واقعا خیلی کیفیت عکسهاش و فیلم برداریش پایین بود، به حدی که من رو یاد گوشهای قدیم نوکیا انداخت.
9. دارای منوی فارسی هست که یک مزیت نسبت به دوربینهای کنن هست علاوه بر اینکه یک دفترچه راهنمای کامل عکاسی داخل خود گوشی هست که به زبان فارسی کاملا آموزش عکاسی رو به شما می ده.
10ـ امکان ارسال تصاویر به گوشی یا وسایل دیگه از طریق وای فای خیلی راحته و به خوبی عمل می کنه.
اینم بگم که وقتی شما دوربین با زوم بالا می خرید نباید توقع تصاویری رو داشته باشید که از دوربین های dslr توقع دارید، اینها دو مدول دوربین برای دو نوع مختلف کاربر تهیه شده. پس من کیفیت عکسهای این دوربین رو با dslr قیاس نمی کنم بلکه با دوربین های سوپر زوم قیاس می کنم.
پس می توم بگم، از خریدم راضی ام، کیفیتش نسبت به هم رده هاش واقعا خوبه،",7,1,3,3,3,3,3
"قدرت عکساي نسبت به مدل هاي مشابه
داراي فيلم برداري راضي کننده","قيمت کمي بالا","دوستان توجه کنید لنز زایس یه حرکت واقعا زیبایی هست که روی دوربینه انجام شده.
عزیزایی که به صورت نیمه حرفه ای کار میکنن پیشنهاد میکنم اینو تهیه کنن
درصورتی که بتونید دستی تنظیم کنید خب بسته به توانایی می تونید نتیجه بهتری بگیرین. با توجه به مدتی که من این دوربین استفاده کردم در برابر مدل های مشابه نتیجه بهتری گرفتم. پیشنهاد خرید میدم",11,3,5,5,5,5,5
"عکس کيفيت بالا البته رو زوم مطلوب
فيلم برداري4kو wifiعالي","از نظر من هيچي","با سلام من این دوربینو حدود 1 ماه هست خریدم البته از بازار گرفتم و واقعا ازش راضی هستم کیفیت عکس روی زوم نسبتا پایین هستش چون در هرصورت هر دوربینی غیر از دوربین های حرفه ای که قیمت بالا هستش کیفیتش پایین هستش اما من با این دوربین هم از ماه هم از هواپیما در حال پرواز عکس و فیلم گرفتم و از نظر خودم واقعا فوق‌العاده هستش من پیشنهادم اول این دوربین و بعد نیکون پی 900 هستش چون کیفیت عکس و فیلم از پی 900 بالاتر است و از نظر کارایی و اینکه میتونید از طریق برنامه متصل بشید به گوشی و از طریق گوشی عکس بگیرید. این دوربین از همه لحاظ عالی",12,4,4,4,4,5,2
,,"3 ماه پیش خریدم کلی ضرر فروختم قیمت اک این دوربین بیشتر از 400 حماقته عکسهاشو وقتی تو کامپیوتر کراپ کردم نقاشی از این بهتر بود یعنی پر از نویز و مصنوعی ابرنگی دوربین sx 530 کانن خریدم 700 هزار 90 درصد از این دوربین سونی مزخرف بهتره.به قران قصم هر چی گفتم اعین واقعیته. با تشکر از دجی کالا",16,48,0,2,1,3,0
"فيلمبرداري قابليت تنظيم دستي","عکسبرداري در حد دوربين 150 هزارتوماني","با عرض سلام من این دوربین رو 3 ماه پیش خریدم و بعد از 3 ماه کار کردن و کلی تست کردن پیشیمون شدم که چرا به این دوربین پولمو ریختم دور 5 تا کانن استفاده کردم نیکون p610 استفاده کردم حتی سامسونک از سونی از هر لخاظ بهتره من الکی حرف نمیزنم حضرت عباسی. من شغلم عکاسی هست. با این دوربین از نزدیک بدون زوم هم عکس انداختم تو کامپیوتر کراپ کردم افتضاح هم نویز هم برفکی و ابرنگی ارزش این دوربین نباید بیشتر از 400 هزار تومان باشد باطریش هم زیاد طعریفی نداره هر بار شارز 40 دقیقه فیلم بر میداره کیفیت فیلبرداریش از دوربینهای سامسونگ ضعیفتره از کانن بهتره تو شب اتاق در نور تنگستن",3,33,0,2,1,3,0
"سوپر زوم با کيفيت عالي مناسب براي سوني","قيمت بالا نسبت به هم رده خودش","بسمه تعالی
بنده در حدود یکسال است که این دوربین را دارم اولین برداشت بنده از این دوربین مناسب برای کار خبرنگاری و شکار لحظه هاست بیش از پنجاه هزار عکس تا امروز با این دوربین گرفته ام یک خطا با کد E:62:10 پیدا شده مقداری هم از کیفیت عکسهایم با کم شدن قدرت فوکوس اتوماتیک آن مشاهده کردم در کل از آن بسیار راضی بودم انشاء الله سری جدید آن که قابلیت فیلم برداری 4K نیز دارد خرید آینده بنده خواهد بود از قیمت بالای آن نیز ناراحت نیستم سونی همیشه محبوب من است.",19,7,3,4,4,5,3
