positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت عکس خوب
امکانات جانبي مثل wifi","من که چيزي به چشمم نخورد","برای من که اولین باره دوربین DSLR میخرم خیلی خوب و کارآمده هم رزولوشن عکس ها هم پردازش جزئیات و رنگ ها به بهترین شکل انجام میشه و با این لنز عکس های خیلی خوبی میشه باهاش گرفت.اینم بگم تفاوت چندانی با D5500 نیکون نداره",2,0,5,5,4,5,5
"واي فاي و نرم افزار کارآمد آن
لنز کيت کارآمد و بي صدا براي فيلم برداري","ارگونومي بد و ضعيف
نداشتن حسگر مجاورت چشمي دوربين","سلام
وقتی این دوربین رو دستم گرفتم، واقعا متعجب شدم...
به نسبت مشابه نیکونی ش یعنی D5500 خیلی ارگونومی بدتری داره و به نظرم حتی ارگونومی 650D کانن از این بهتره
توی سایت های مختلف و معتبر مثل DXOMARK اومده که دوربین نیکون دی پنج هزار و پانصد دارای عمق رنگ و داینامیک رنج بالاتری هست
من با جفتش کار کردم، واقعا نیکون بهتره و مخصوصا توی شب عکس های بهتری می گیره
ارگونومی نیکون بهتره
بغل چشمی ش سنسور مجاورت داره
سنسور تصویرش بزرگتره
تعداد نقاط فوکوسش بیشتره
ارزان تره
و توی همه ی سایت ها امتیاز بهتری داره
قطعا نیکون در این رده بهتره",1,1,5,3,3,5,3
,,"دوستانی که دنبال کیفیت فیلمبرداری عالی هستن بهترین گزینه ست،سعی ام کنید که در ابتدای کار حتما با لنز 135 تهیه کنید،بعد هم ڑاپنی نبودن یک جنس دلیل بر خوب و بد بودن اون جنس نیست.",1,0,4,4,5,5,4
"نرم افزار کارآمد موبايل و واي فاي با قابليت اتصال بالا
لنز بي سر و صدا و فوکوس سريع و بي صدا","ارگونومي و بدنه ضعيف
منوي تنظيمات پيچيده و عدم پشتيباني از زبان فارسي و توضيحات تکميلي در منوها","امروز که‌ 750D و D5500 رو دستم گرفتم، شگفت زده شدم
بدنه ی کانن به طرز عجیب و غیرقابل باوری ضعیف تر از نیکون بود و ارگونومی هم همین طور. دستگیره ی عمیق نیکون خیلی کارآمده و کمک می کنه دوربین رو با خیال راحت یک دستی بگیرین
اما در مجموع طبق آنچه در سایت های مختلف مثل snapsort و dxomark اومده، قطعا نیکون بهتره",1,1,5,3,3,5,3
"واي فاي. nfc ينسور 25 مگا پردازنده تصوير جديد فوکوس سري تر","تقريبا نداره","دوربین بسیار خوببه من 4 ماه دارمش فقط ای کاش می تونستن 70 با 80 رو بگیرم جون هم سرعت شاتر 1/8000ثانبه رو داره هم ی نقدار خوش دیت تره و البته صفحه نمایش مشخصات عکس",1,2,5,4,4,4,3
,,"واقعا راضی کننده و عالی هست",3,2,4,3,4,5,5
"کيفيت خوب تصاوير","باطري ضعيف و کيفيت بد ساخت محصول","سلام محصول خوبی نیست چون 1_ ژاپنی نیست
2_باطری فابریک بدرد نمی خوره و باید عوض شه که خدا کنه نمایندگیش قبول کنه ولی کیفیت عکس خوبی داره و همین طور فیلم برداری خوب تو این رنج قیمت بد نیست بهش فکر کنید",0,7,2,3,5,2,3
,,"عزیزانی که می گن d5500 خیلی کوچیکه اشتباه می کنن در واقع خوش دسته
از طرفی شما باهمین قیمتی که برای این کانن می دین می تونید d5500 رو بالنز های 18-55 و 55-200 تهیه کنید که در آخر اونقدر بهتره که قابل مقایسه نیست",6,1,0,0,0,0,0
"ساخت ژاپن و کيفيت بدنه بسيار بالا
کيفيت عکس بالا و نويز کم
راحتي کار با wifi
عالي touchscreen","از بين رفتن فوکوس هنگام فيلمبرداري
عدم توانايي عکاسي بصورت تايم لپس بدون ريموت","من بعد از کلی تحقیق این دوربینو خریدم واقعا کیفیت عکسش عالیه و بسیار خوشدسته اولین برتری که در نگاه اول نسبت به نیکون همرده خودش مثل d5500 متوجه میشین کیفیت ساخت بسیار بالای کنن هست چون ساخت ژاپنه و نیکون چون کوچیک تر هست خیلی حس یک دوربین slr رو به آدم نمیده و دکمه هاش هم به همون نسبت کوچکتر هستن که یه مقدار کار کردن باهاش سخت تر میشه. تاچ صفحه خیلی خوب کار میکنه و دوربین از طریق wifi به راحتی به گوشی وصل میشه به کامپىوتر هم بخواین وصلش کنین حتما باید ابتدا نرم افزارشو نصب کنین اما مزیت نیکون فیلمبرداری 60 فریم بر ثانیه هستش (که البته نیکون هم ضعف در فوکوس رو داره چون شما دارین یک دوربین عکاسی حرفه ای میخرین نه فیلمبرداری) نیکون دارای قابلیتی هستش که بهش زمان میدین مثلا 10 دقیقه یکبار عکس بگیره که البته این ایراد هم با ریموت کنترل در کنن قابل حل هستش. در مجموع خیلی حساسیت به خرج ندین و تعصب نداشته باشین بین برندها چون هیچ کس با نگاه کردن به عکس نمیتونه تشخیص بده که این عکس با کنن گرفته شده یا نیکون و تنها خلاقیت و توانایی خودمون هستش که میتونه یه عکس زیبارو خلق کنه",16,4,5,5,5,5,5
"ارگونومي فوقالعاده
فوکوس عالي
Wifi&nfcعالي
تاچ عالي
....","چي بگم مگه داره","در مورد دوستی که فرمودند d5500سایز مناسب تری دارهباید بگم وقتی جفتشونو تو دستم گرفتم d5500شبیه اسباب بازی بود.اندازش اندازه یک شبه slrسونی بود.لنزش هم همین جور.اندازش به درد بچه های 10-11ساله میخوره.آدم وقتی یه دوربینdslr میگیره باید کار باهاش حس یه دوربین حرفه ای رو بده نه شبهslr.",3,13,4,5,5,4,5
,,"موجود کن دیجی جون",2,0,3,3,3,3,3
"[""کيفيت عکس"",""ساخت بدنه""]",,"عالیه امروز رسید دستم واقعا کنون حرف نداره",3,1,4,4,5,4,4
,,"واقعا عجب پیشنهاد شگفت انگیزی....مطین باشید کسی که دو میلیون میده به این دوربین سی تومنم داره بده....",19,0,3,3,3,3,3
,"[""فاقد بند براي نگه داري درپوش لنز است""]","به علت کم کاری دی جی کالا در شفاف سازی ساخت چنین کالای حساسی بنده جسارت میکنم
بدنه دوربین ژاپنی ولی لنز ساخت تایوان است البته تایوان صرفا مونتاژ میکند",9,0,5,4,5,5,5
,"عدم اتصال واي فاي به کامپيوتر","دوستان با توجه به تحقیق و بررسی که کردم ، وی فای ِ این دو نسخه 750 و 760 دی قابل اتصال به کامپیوتر و لپتاپ نیست ، و فقط از طریق اپلیکیشن تلفن همراه قابل اتصال است. !!!",4,0,3,3,3,3,3
,,"سلام
در مقایسه با دوربین نیکون D5500هیچ برتری و حرفی واسه گفتن نداره
قیمت پایین تر امکانات بیشتر
کیفیت بیشتر عکس و فیلم
کیفیت بدنه و خوش دستی
بنده هر دو دوربین دارم در محل کار تو اتلیه کار می کنم
می تونید دوربین نیکون d5500- 18-140mm رو بخرید از همین دیجی کالا",18,8,2,4,3,2,0
,,"به نظر من تو همین قیمت الیمپوس om-d e5 یه شاهکار هنریه نسبت به این اسباب بازی قیمت این خیلی بالاست.",4,3,0,0,0,0,0
,,"این مدل عالیه و از نظر کیفیت عکس ها در از ایزوهای بالا یک جهش بزرگ نسبت به مدل های قبلی یعنی 650D و 700D داشته ودر ایزوهای بالا حتی 6400 نویز بنفش اصلا دیده نمی شه..",2,1,0,0,0,0,0
,,"سلام
الان موجود شد ولی چرا قیمتش با 760D T6s یکیه...؟!!",3,0,0,0,0,0,0
,,"آقای مهدی رحیمی : نجومی بودن قیمت به واسطه تازه و جدید بودن دوربین هست, سه سال پیش هم 700دی کنون همین قیمت رو داشت
--------
برای اونایی که دنبال دوربین جدیدا و پولش رو دارن که هیچی ولی بقیه دوستان, 700دی و یا 70دی بهتر نیستن ؟",5,0,0,0,0,0,0
,,"لنزش stm نیست فک کنم.",0,5,0,0,0,0,0
,,"قیمت منطقی داره، لطفا به امکاناتش بیشتر توجه کنید، لنر 18 / 135 داره
همین مدل با لنز 18 / 55",3,1,0,0,0,0,0
,,"سلام.فعلا که قیمتش مناسب نیست. گزینه های بهتری وجود داره که بصرفه تر هستش.",8,1,0,0,0,0,0
,,"من نمیدونم کنون چه فکری با خودش کرده قیمت این دوربین انقدر نجومیه .. حداقل سرعت شاتر 1/4000 ویزور 95% سرعت عکسبرداری 5 فریم و حتی سنسور dual pixel cmos af هم که انگار نداره . اونوقت یه جورایی هم قیمت 70D محشر و گرونتز از D7100 .. واقعا عجیب و خنده داره . البته همه ی دوربین های نوبر همینن اولش گرونن بعد از پنج ماه تعدیل میشن . اما این خیلی مسخره است که یه دوربین سطح مبتدی هم قیمت یک پروزیومر باشه.",14,3,2,2,3,2,0
,,"موجود کن دیجی جون",2,0,3,3,3,3,3
"[""کيفيت عکس"",""ساخت بدنه""]",,"عالیه امروز رسید دستم واقعا کنون حرف نداره",3,1,4,4,5,4,4
,,"واقعا عجب پیشنهاد شگفت انگیزی....مطین باشید کسی که دو میلیون میده به این دوربین سی تومنم داره بده....",19,0,3,3,3,3,3
,"[""فاقد بند براي نگه داري درپوش لنز است""]","به علت کم کاری دی جی کالا در شفاف سازی ساخت چنین کالای حساسی بنده جسارت میکنم
بدنه دوربین ژاپنی ولی لنز ساخت تایوان است البته تایوان صرفا مونتاژ میکند",9,0,5,4,5,5,5
