positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"ظاهر فوق العاده دوست داشتني
چاپ عکس در لحظه","قيمت بالاي کاغذ چاپ
نداشتن کارت حافظه","من هم از دوربین موبایلم میتونستم استفاده کنم و هم دوربین داشتم. ولی این دوربینو فقط بخاطر حالت نوستالژی که داشت و اون ذوقی که موقع عکس گرفتن میده بهم خریدم خیلی بامزه اس. من رنگ صورتیشو خریدم هر کسی هم دید خوشش اومد واقعا ظاهرش جذابه. درسته که عکساش خیلی بزرگ نیستن و مثلا اجزا چهره رو خیلییی دقیق نشون نمیده ولی خب در کل عکساش خوبن. فقط بزرگترین عیبش میشه گفت قیمت بالای کاغذ چاپش هست. در واقع هر عکس 3تومن. به هر حال من این دوربینو پیشنهاد میکنم میتونید خرید کنید و از عکاسی باش لذت ببرید.",3,0,3,3,3,3,3
"هيجان انگيز","گران بودن کاغذ چاپگر","دوربین های بسیار خوب و مناسبیه
حس دوربین های قدیمی رو به ادم القا میکنه
ولی فقط بدیش اینه که قیمت کاغذ های چاپگرش خیلی بالاس
واقعا 10 تا فیلم انقدر یکم منصفانه نیست",2,0,5,4,4,4,5
"عالي براي گرفتن عکس يادگاري",ندارد,"سلام
واقعا لذت بخش برای عکس گرفتن یادگاری
من خودم 1 ماه خریدم
وقتی عکس میگیری لذت خواصی داره",4,2,5,5,5,5,5
عالي,ندارد,"خوب بود واقعا باور نکردنی",5,1,3,3,3,3,3
,,"واقعا عالیه فقط اینکه شما باید اون بیلبیلکه که حالت نور رو مشخص میکنه رو جایی بذارید که خود دوربین مشخص میکنه",4,1,3,3,3,3,3
,,"من این دوربینو تهیه کردم همه چیزش عالیه فقط اندازه کاغذ دوربین کوچیکه، اگه سایز بزرگشو بتونید تهیه کنید خیلی بهتره",4,1,3,3,3,3,3
,,"خیلی جالبه .دوربین دوست داشتنی هست...",6,2,3,3,3,3,3
,,"دوربین بسیار جالبیه . من برای همسرم هدیه دادم . کیفیت عکس ها وقتی از تزدیک عکس بگیری خیییلی بالا و واضحه . درکل تجربه جالبیه . رنگ صورتی اش خیلی برای خانم ها جذابه. ممنونم دیجی جون",4,1,3,3,3,3,3
,,"این دومین باریه که موقع سفارش دادن به رنگ کالا توجه نمی کنم و نا خواسته رنگ پیشفرض(مشکی) رو دریافت می کنم!
محصول بسیار جالبیه و من برای کسی هدیه گرفتم،
موقع گذاشتن کاغذ ها توی دوربین برای دفعه اول یکم می ترسیدم نکنه کاغذ های به اون گرونی خراب بشن جنس پلاستیکی دوربین طوریه که نامرغوب به نظر میاد و مثلا موقع باز کردن در جا باتری من خیلی سفته حس می کنید می خواد بشکنه. دفترچه راهنما هم به زبان ژاپنی و انگلیسی و چندتا زبان دیگه داره و به همین خاطر بیشتر باید از عکس هاش نحوه راه اندازی اولیه رو متوجه بشین. ایکاش تو سایت یه فیلم از راه اندازی دوربین میزاشتن",30,3,5,1,2,5,3
"يادگار گذشته
ثبت آني لحاظات","چشمي راحتي ندارد
زوم ندارد
گران بودن فيلم
سايز بسيار کوچک عکس","با تشکر از تیم قدرتمند دیجی کالا ، واقعا این مجموعه واسه هدیه دادن فوق‌العاده است.",25,6,4,4,3,3,4
,,"چ قد بامزه و دوس داشتنیه",13,12,3,3,3,3,3
