positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت عکس عالي
سبک
کاربري راحت
زوم عالي","من ضعفي نديدم","من این گوشی رو برای عکس گرفتن از بچم که تازه به دنیا اومده گرفتم چون واسم مهم بود دوربینی بگیرم که تو نور خونه و نور کم بدون فلش عکس های خوبی و با کیفیتی واسه چاپ بهم بده و واقعا این دوربین عکس های بسیار خوبی بهم میده حتی تو نور کم. من واقعا راضیم",1,2,5,5,5,5,5
"خيلي دوربين کاملي هست","شايد نداشته باشه","من این دوربین رو از یکی امانت گرفتم و باهاش چند روز عکس گرفتم میشه گفت دوربین بی نقصی هستش البته از نظر بنده.چون انتخاب دوربین سلیقه ای هست و هر دوربین برای کار خاصی ساخته شده.کامپکت هیچوقت جای dslrرا نمیده اما در مقابل dslr هم نمیتونه اندازه این دوربین سبک وراحت جابجا بشه و همیشه همراه باشه.

باتشکر",2,0,3,3,3,3,3
"کيفيت در روز عالي","عکس تو شب ضعيفه","sx710
بنظرم بهتره...چون عکسی که گرفته میشه نیاز به چهل برابر زوم نداره......همه امکانات یکیه...
بازم نظر بقیه افراد محترمه.....
راستی یادتون باشه عکس تو شب گرفتن خیلی کیفیت نداره",1,1,4,4,4,4,3
,,"دوربین خوبیه همه ازش راضی هسن.کاش قیمش یکم پایین بیادتا توان خریدش رو داشته باشیم",2,0,3,3,3,3,3
,,"به نظر من برای افراد مبتدی که دنبال دوربین جمع و جور و دارای زوم مناسبند بهترین انتخابه. مدلهای زیادی را دیدم ولی هرکدوم اشکالاتی داشتند ولی این مدل از همه بهتر به نظر میاد. در اولین فرصت میخرم",0,1,3,3,4,3,4
"کوچک
زوم اپتيکال زياد","حسگر کوچک
توانايي کم عکاسي در شب","واقعا با این پول میشه یه دوربین DSLR یا بدون آینه ارزان قیمت از خود کانن مثل EOS M خرید با اندازه حسگر 20 برابر این. که کیفیت عکس هاش قابل مقایسه با این دوربین ها نیست.
تنها مزیتشون زوم بالاشونه که میتونن بعدا هزینه کنن و برای دوربینشون بخرن.
درک این دوربین و دوربین های سوپر زوم فقط بدرد زوم کردن میخورن و کیفیت عکس چندان قابل قبولی ندارن.",1,0,0,4,4,2,1
"زوم بالا_کيفيت عکس و فيلم بسيار بالا_ به شدت خوش دست_خوش ساخت_توانايي عکس گرفتن از نزديک(حالت ماکرو)","ذخيره نکردن عکس به صورت خام(روي عکس نميتوانedit کرد)","کیفیت این دوربین عالیه... هم عکس برداریش هم فیلمبرداریش.. البته یه چیز دیگه هم هست که کیفیت صفحه نمایشش هم خوبیه. من خییییلی راضیم.. کار کردن باهاشم خیلی راحته.. و اینکه در قبال پولی که میدی امکانات و کیفیت خوبی داره... ارزش خرید بالا.. خلاصه یه دوربین خوب خانوادگی و بهترین دوربین برای ثبت خاطرات هستش.... فقط کاشکی کیف هم میدادن باهاش..!!",14,6,5,5,5,4,5
"زوم 40x","مگا پيکسل 20","سلام
دوستان من دوربینهای sx280 داشتم و الان هم sx700 از این خانواده را دارم
دوربین های خوبی هستند
ولی بیشتر قابلیت زوم بالای آنها در ابعاد جیبی جالب است و کیفیت عکس متوسطی دارند
مزایا
زوم اپتیکال 40
ابعاد مناسب
کیفیت ساخت خوب
فیلمبرداری full hd 60
معایب
مگا پیکسل بیش از حد بالا با این سنسور (1/2.3)
لنز با دیاف نه چندان خوب 3.3
باتری متوسط",13,3,3,4,3,3,3
[],[],"پردازنده تصویر این دوربین در طی 3سال هیچ پیشرفتی نکرده وهمونی هست که روی sx280وsx270بوده و از اونطرف مگاپیکسل شدیدا افزایش پیدا کرده،همون 12مگاپیکسل هم برای این سنسور کوچیک زیاد بود چه برسه به 20 مگاپیکسل.نتجه میشه نویز زیاد وافت کیفیت...!
ولی درزوم واقعا عالی عمل کرده. 40xزوم توی این دوربین کوچیک جادادن کار عجیبیه...!",13,12,3,3,3,3,3
"زوم بالا با کيفيت بالا","ندارد تو اين رنج قيمت","من بین 710 و 720 موندم ولی معلومه و با تحقیقاتی که کردم 720 از 710 بهتره نه از لحاظ کیفیت عکس بلکه ارگونومی و 10 ایکس زوم بیشتر و شارژ دهی بهتر",14,3,5,5,5,5,4
