positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت ساخت دوربين
کيفيت ساخت لنز
امکانات زياد نرم افزاري
داشتن wifi و gps
جنس به کار رفته در ساختف","فعلا چيزي رو نديدم","سلام این دوربین امروز به دستم رسید واقعا عالیه من عکاس نیستم ولی عکاسی رو به صورت دست و پا شکسته بلدم حتما پیشنهاد میکنم اگه توان خریدشو دارید تو انتخابتون شک نکنید",0,0,4,4,3,5,3
,,"من خیلی راضیم ازش
مخصوصا این آپشن وای فای حرف نداره",0,0,3,3,3,3,3
"همه چيزش خوبه",ندارد,"خیلی عالیه من چند ماهه ک دارم همه چیزش عالیه",1,0,5,5,5,5,5
"خوش دست بودن.راحتي کار و قدرت بالا پردازش","لنز بسيار ضعيف در پک درج شده در ديجي کالا","بنده نزدیک به شش ماه هست که این دوربین خریدم و از کیفیت بادی آن راضی هستم ولی لنز فوق العاده ضعیفی در پک اراءه شده دریافت کردم که دو ماه قبل دچارمشکل شد و عکس به صورت محو نشون میده خلاصه اینکه بادی دوربین خوب ولی لنز بسیار ضعیف و بی کیفیت در پک عرضه شده در سایت است.واقعا الان هم بسیار عصبانی هستم چون در عید نتونستم از خریدم استفاده کنم و الان لنز تحویل گارانتی دادم",2,3,3,3,3,3,3
"واقعا همه چيز",,"بسیار دوربین کار آمد و عالی هست برای امثال من که میخوان لذت عکاسی رو برای اولین بار تجربه کنند بهترین انتخابه...
لنز کیت 18 55لنز همه کاره است و خوبه ولی برای کسایی که میخوان لنز ی بگیرن که فعلا ب فکر تعویض پیشنهاد من لنز50mm afsهست قیمت مناسبی داره در کنار کارایی واقعا مثال زدنی
واقعا لنز عالی برای پرتره و ثبت صحنه های بی نظیره
بخرید و از زندگی لذت ببرید،،،",7,0,5,5,5,5,5
,,"سلام، این دوربین تازه حدود دو ماهی میشه که خریدم ولی موقع استفاده از wifi مشکل دارم و با چند گوشی مختلف امتحان کردم و همین مشکل داره، مشکلش اینه که وقتی با گوشی با برنامه wmu که برای گوشیهای اندروید هست وصل میشوم شاید بعد از کمتر از سه دقیقه قطع ارتباط پیدا میکنه و دوباره باید وصل شد. لطفا اگه کسی اطلاعاتی داره بهم بده و اینکه این مشکل از همان روز اول بوده ولی اوایل فکر میکردم که شاید مشکلی نیست ولی الان بعد از مدتی استفاده برای من معضلی شده و نمیدانم چه کار کنم!",2,3,3,3,3,3,3
,,"سلام من به عنوان یه عکاس معمولی که اولین دوربینی بود که خریدم تا جاییکه من سر درمیارم خوبه و ایرادی نداره
وای فا خیلی خوبه شاید به نسبت با بعضی مدل های کنون گرون تر باشه ولی ارزش خرید داره باتریش زود شارژ میشه و حدود 6000عکس میگره صفحه گردون خیلی خوب در کل پیشنهاد میشه",5,0,5,5,5,5,5
,,"ممنون که این لنز رو با این کیت لنز موجود کردید .
مثل همیشه دیجیکالا بهترین نماینده ی فروش هست",4,4,3,3,3,3,3
"پيکسل نسبتا بالا.
قيمت مناسب",پردازشگر,"همه عکاسا سال به سال دوربین عوض نمیکنند بلکه لنز را تغییر میدهند به. همین دلیل دوربینی که میگیرید تراکم پیکسل خوبی داشته باشه تا با بیشتر لنز های سال مچ بشه که نیکون d5300 تو رنج قیمت خودش عالیه",7,1,5,5,5,5,5
"داشتن واي فاي، خوش دستي وظاهري شيک وسنسوري حساس با کيفيت بالا","نبودن لوازم جانبي مناسب روي پک معرفي شده مثل لنز مناسب","چند ماه است خرید م باوجود اینکه من تحصیل کرده در ضمینه ی عکاسی هستم، ولی آنالوگ کار کرده بودم و سالها از وادی عکاسی به خصوص دیجیتال دور بودم بنا به توصیه دوستان به خاطر قیمت مناسب و کیفیت عالی این بادی در رنج رقبای خود اقدام به خرید این پک رو کردم،خرید من دو اشکال داشت، پیش بینی ه لنز نا مناسب و نیمه حرفه ای ه 18_55 رو نکرده بودم، ومجبور شدن به پرداخت یک ملیون جداگانه برای خرید یک لنز 18_140 که با این برند هم از بعد قیمت هم کیفیت کاملا سازگار است، شدم! دوم نبود یک رم مناسب روی پک و پرداخت چند صد تومن بابت این امر هم دیدم رو کمی نسبت به خرید این بک ناراضی کرد،البته نقد من بیشتر به پک معرفی شده توسط دیجی کالا بود، ولی از بعد نقد و نظر در مورد خود محصول باید بگم باوجود اینکه موقتا و برای راه افتادن دستم این دوربین رو خریدم، کاملا از خریدم راضی ام، و به جرات میگویم با محصولاتی به نسبه گران تر هم رقابت میکند، کیفت محصول در سنسور حساس و کارامدش وعکسهای زیبای آن من را کاملا راضی نگاه داشته،در رنج قیمت خود وحتی رقبای بالاتر هم حرفی برای گفتن دارد و انتخابی مناسب برای دوستانی که عکاسی را نیمه حرفه ای و حتی حرفه ای پیش گرفته اند، است،تا سالها میتواند رفیقی خوب و ماندگار باشد، به قول ما آنالوگ کارها همسان با زنیت 50k دوره ماست، که تقریبا تمام قدیمی ها دستشان به آن خورده است",13,1,3,3,3,3,3
