positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"بالاخره به رویام رسیدم خریدمش",6,0,3,3,3,3,3
"شارپنس بالاي تصاوير مخصوصا بعد از ويرايش تصاوير raw در لايت روم
بدنه مستحکم
فيلم برداري فوق العاده باکيفيت و آسان نسبت به دوربين هاي کنون
لنز کيت روان و خوش دست و بي صدا که البته بي عيب هم نيست","بدنه با راحتي خش مي افته!!!
ماونت پلاستيکي لنز کيت
با اين لنز وقتي دوربين خاموش هستش نميشه بصورت دستي فوکوس کرد
ظاهر شدن نويز در iso 1600 و تشديد آن در iso 3200","بنده حدود یک هفته میشه که این دوربین رو خریداری کردم البته قبلا دوربین DSLR داشتم و مبتدی نیستم.اول از همه خدمت دوستان عزیز بگم که بنده خودم قبلا نیکون d5500داشتم و ازش راضی بودم بدلیل اینکه لنز های نیکون قیمتشون بالاتره و تنوع کمترین دارن به کنون مهاجرت کردم ا.اما باید بگم که عملکرد نیکون در حساسیت های بالای 800 کاملا بهتره ولی در حساسیت های 800 و پایینتر دوربین های کانن عکس های شارپ تری میگیرن که این برای من مزیت به حساب نمیاد چون من از فایل های raw استفاده میکنم و شارپنس رو تا جایی که کیفیت عکس تحت تاثیر قرار نگیره بالا میبرم.
در کل از گاری گه کردم راضی هستم.
این رو هم ذکر کنم که دوربین های APS-C کانن و نیکون و حتی شرکت های دیگه در تصاویر raw اونقدر به هم شبیه هستن که لازم نیست زیاد حساسیت و وسواس به خرج بدید. با خیال راحت دوربین مورد علاقه تون رو انتخاب کنید و لذت ببرید. یکی کنید تا حد ممکن از هزینه های اضافی دوری کنید.
درآورد جنس بدنه هم باید بگم که نیکون خیلی بهتر بود و دیرتر خش میوفتاد",1,0,3,4,3,2,4
"ارگونومي خوب
لوازم جانبي ارزان تر نسبت به نيکون","دستگيره با عمق کم
صداي شاتر عجيب براي من که نيکون داشتم","بنده تا دو روز پیش D5500 داشتم با لنز کیت، وقتی تصمیم به خرید لنز 50 پرایم گرفتم به این نتیجه رسیدم که اگر بک دوربین از کانن بخرم و بک لنز 50 بهتره برای همین نیکون رو فروختم و این رو خریدم.
عملکرد دوربین تا ایزو 800 عالیه و در ایزو 1600 و 3200 هم اگر در لایت روم ویرایش بشه خوبه.
تصاویر در ایزو های پایین شارپنس بسیار خوبی دارن اما در ایزو های بالای 1600 از شارپنس کاسته میشه و نویز قابل مشاهده هستش. در کل کانن برای عکاسی در نوز کم چندان قابل قبول نیست ولی برای عکاسی با نور کافی خیلی خوبه.
برای من که نیکون داشتم صدای شاترش یکم عجیبه.
سرعت فوکوس هم در حالت معمول نسبت به D5500 تفاوتی نداره. اما در لایو ویو خیلی بهتره. مقدار نجات فوکوس هم خیلی کمه ولی تا به حال به مشکل نخوردم.
چشمی نیکون به نظرم راحت تر بود.
در کل من به خاطر صرفه جویی به کانن مهاجرت کردم، به نظرم نیکون مقدار کمی بهتره. در عکاسی بهتر بود و کانن در فیلم برداری بهتره که اصل به عکاسی هستش چون ما دنبال دوربین عکاسی هستیم نه فیلم برداری.",6,0,3,4,3,2,4
"همه چيزش از قيمتش بهتره","من توش نقطه ضعفي نديدم تو اين رنج قيمت بهترين دوربينه","برای کسی که میخاد یه دوربین خوب و با کیفیت داشته باشه عالیه.
من قبلا هم دوربینای دیگه داشتم ولی با این دوربین حس خاصی دارم.به نظرم فوق العادست.",1,0,5,5,5,5,5
,,"رفیق اولا اون لنزه که لرزشگیر داره دوما این لنز لرزشگیر داره سوما AF چه ربطی داره به لرزشگیر اون فوکوس خودکاره",9,0,4,4,4,4,4
,,"با لنز stm18_135",0,0,3,3,3,3,3
,,"خوش ب حال کسایی ک پول دارن.... ما باید از امروز پول جمع کنیم تا سال آینده بتونیم این دوربینو بخریم که به رویای عکاسی داریم.هیییییع😔",30,5,3,3,3,3,3
,,"دوستان عالیه من یک ساله که دارم راضی ام پیشنهاد میکنم حتما استفاده کنید",2,1,3,3,3,3,3
"صفحه نمايش لمسي و چرخنده",باتري,"سلام دوستان گلم این دوربین بعد از 10 روز به دستم رسید توی اسفند ماه خیلی شلوغ بود بخاطر همین باید بگم اول یک ماه باهاش عکس بگیرید بعد بگید خوبه یا بده ولی ظاهرا عکس هاش خوبه و راضی کننده بود در ضمن برای عکاسی مدلینگ باید لنز 50mm داشته باشید خیلی بهتره برای پرتره
شانس من که خرید زدم 200 تومن ارزون تر بود
دوستان گلم سعی کنید تنظیمات دستی یاد بگیرید و اکتفا نکنید به اتوماتیک
و raw بگیرید
موفق باشید",4,0,4,3,4,4,2
,,"آخه مگه میشه دوربین اینقد خوب باشه ؟
لنزشو قویتر کنید از هر نظری که متناسب با کارتون باشه
نتیجه خوبی میده
دوستان آتلیه دار هم با لنز 18-135 نتیجه خوبی میگیرن",1,0,3,3,3,3,3
"امکانات عالي
خوش دست بودن","کمي سنگينه
فول فريم نبودن
نداشتن خروجي هدفون","من چند وقت پیش این دوربین رو خریدم
با همین لنز 18-55
بنظرم لنز آماتوریه اما واقعا کار راه اندازه
البته الان لنز 55-250 هم خریدم
با لنز 50 فیکس هم باهاش عکس گرفتم
در مجموع با این قیمت بهترین انتخابه",1,1,4,4,5,4,5
,,"کسایی که میگن لرزش گیر نداره این دوربین داره کنار اتصال لنز نوشته AF یعنی فوکوس خودکار",2,22,4,4,4,4,3
"صحفه نمايش لمسي و چرخنده","سرعت شاتر","الان خریدم بعد از مدت ها امیدوارم که راضی کننده باشه",1,4,4,3,4,4,2
,,"واقعا عالیه من این دوربینو خریدم با لنز 55.250 و الان خیلی راضیم حتما بهتون پیشنهاد میکنم بخرین ...",5,1,3,3,3,3,3
"ترکيب بندي رنگ ها و تفکيک پذيري پيکسل ها","نويس در نور کم و عکاسي اتوماتيک معمولي","درباره مقایسه این مدل با نایکون 5300 باید بگم من هردو دوربینو دارم نیکون تو عکاسی اتوماتیک با اختلاف از کانن سرتره و تو شب هم نویس تصاویرش خیلی پایینه ولی از نظر رنگ بندی و تفکیک پذیری پیکسل ها به گرد پای کانن نمیرسه
اینو میتونید تو زوم بوضوح مشاهده کنید وقتی به عکس های گرفته شده با کانن تو حالت دستی نگاه میکنید (که البته کیفیت عکس ها بستگی به مهارت عکاس هم داره) اختلاف واقعیت تصاویر و رنگ ها و وضوح بالای پیکسل هارو تو کانن میتونید ببینید.
من ترجیح میدم از کانن برای عکسهای پورتره و عکس های تو نور بالا استفاده کنم و از نیکون برای عکس های منظره و تو نور پایین استفاده کنم.
بازم میگم عکس ها به هنر و مهارت عکاس و لنزهای استفاده شده بستگی داره...
با تشکر",10,8,4,4,4,4,5
,,"واقعا عالیه. دو دقیقه گرفتم دستم ازش لذت بردم.",5,7,5,5,5,5,5
,,"نسبت به قیمتش واقعا خوبه از دیجی ممنونم",5,0,3,3,3,3,3
