positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"کيفيت پنل و سرعت ريفرش تصوير و ....",ندارد!,"دوستان سلام. من بعد از تحقیقات بسیار زیاد، دو روز هستش که این سری تلویزیون سونی رو تهیه کردم. البته 55 اینچش که فرقی نداره غیر از ابعاد، .فقط می تونم اینو بگم که تو این رنج قیمت هیچ رقیبی براش متصور نیستم.
برای شخص من تکنولوژی 3d جذاب تر از 4k هستش. نه اینکه از کیفیت 4k اطلاع ندارم! اتفاقاً گوشیم فور کی میگیره، چندین کلیپ 4k دارم رو سیستم ولی به نظر من هنوز فراگیر نشده و به عنوان مثال حتی یک فیلم هم بصورت 4k وجود نداره واسه استفاده. (سرعت بستر اینترنت، هزینه اینترنت در ایران!!! و حافظه های جانبی رو هم در نظر بگیرید سالها کار داره هنوز!!!)
ابتدا باید به این نکته اشاره کنم که اصلی ترین خصوصیت هر تلویزیون به نظر اینجانب کیفیت پنل تصویر هستش . بعد از تحقیقات فراوان به سایت جالبی که بصورت بسایر تخصصی (مشابه dxomark برای دوربینها) تلویزیون هارو آنالیز می کنه برخوردم. کنتراست پنل این تلویزیون 4000 هستش که عدد ی نجومی برای پنل های LED هست! به عنوان مثال در همون سایت پنل تلویزیون u850 ال جی، کنتراستش 1000 هستش! (با دو سال زمان ساخت جدیدتر،پنل فور کی و ...).
سرعت ریفرش تصویر بسای ربالا هستش و 120 هرتز می باشد و برای صحنه های سریع و ورزشی جایه هیچ گلگی نمیزاره...
مهمترین بحث بعد از کیفیت عالی پنل، سیستم عامل اندوریدش هست. از کارایی های های این سیستم عامل همین بس که! :به عنوان مثال بنده براحتی و با نصب mx player و با نصب filecommender تونستم هارد لپ تاپمو رو تلویزیون شیر کنم و بصورت بیسیم از پخش زیر نویس همراه با فیلم و دسترسی به هارد سیستمم استفاده کنم و لذت ببرم...کیبرد و موس وایرلس رو با جا زدن دانگل مربوطه به راحتی استفاده کنم روش! و تو playstore نرم افزار کنترل مجیکر رو گوشم نصب کردم و بی نیازم کرده از خرید اصلیش که حدود 200 هزار تومن قیمت داره. (نرم افزار های مختلفی وجود داره. فابریک سونیش: video & Tv SlideView و نرم افزار متفرقه و عالی :Andrid TV.
نکته بسیار جالب تری که با راهنمایی یکی از دوستان و سایتهای خارجی فهمیدم شما می تونید از عینک سه بعدی اکتیو سامسونگ که باتری خور هستش و قیمت بسیار مناسبتری از عینک اورجینال سونی داره استفاده بکنید و کاملا هم جواب میده با بهترین کیفیت! عینک تست شده توسط خود بنده از سری 2012 سامسونگ هستش با اسم : ssg-4100gb تنها عیبی که می تونم از این تلویزیون بگیرم:
- کنترل مجیک حرکتی نداره و بصورت تاچ پد (مشابه موس) هستش کاراییش
-بلوتوسش قابل استفاده برای هندسفریهای معمول نداره و احتمال زیاد بایستی از هندس فری اورجینال سونی استفاده بشه؟!
در آخر حتمی توصیه می کنم در این رنج قیمت شک به دلتون راه ندید و خریداریش کنید و کیفیت و ماندگاری و اصالت رو فدای امکانات رنگارانگ کره ای هار نکنید.",11,0,5,5,4,5
ندارد,"کيفيت کمتر از فول اچ دي و...","من از جایی خریدم همین قیمت ولی خیلی پشیمونم چیز بهتری میشد خرید!!",6,45,2,2,2,0
"زيبايي و باريکي تلويزيون
کيفيت و وضوح تصوير
عمق رنگها
کيفيت صدا","پول اضافه براي 3D. تکنولوژي 3D با شکست مواجه شده است.","حدود 5 ماه تمام سایت های داخلی و خارجی و اکثر فروم ها رو بررسی کردم و این تلویزیون رو انتخاب کردم. به نظرم بهترین انتخاب تو این رنج قیمت است. از انتخابم راضی هستم. سونی همیشه سونی است.",30,3,5,5,5,5
عاليه,,"سلام.من یکساله اینو دارم.خیلی ازش راضی ام.البته بدون گارانتی و از منطقه آزاد با قیمت پایینتر.ولی خداییش به این قیمتی که الان گذاشتین می ارزه.کیفیت تصویرش و صداش و امکاناتش خیلی خوبه.
پایه ی استیل هست که نقره ای رنگه.
فقط کنترل تاچش گیر نمیاد گشتم.",4,1,5,5,5,5
"ظاهر ساده ولي بسيارشيک،تصوير و صداي عالي","کندي،نداشتن کنترل هوشمند و عينک","از همه نظر خیلی خوبه ولی در اجرای فایل ها از روی یواس بی یا هارداکسترنال خیییلی کنده،ینی ...!",5,3,3,3,3,3
"سيستم عامل اندرويد و امکان نصب نرم افزار هاي بسيار
کيفيت عالي صفحه نمايش،
کيفيت ساخت بالا،
امکانات متنوع،واي فاي ، screen mirroring, حافظه داخلي 8 گيگابايتي و . . .","هنگ جزئي سيستم عامل و فريز دستگاه (به ندرت)
کندي منو ويرايش کانالها
افت نسبي کيفيت تصوير در زاويه ها","با سلام
من حدود سه ماه که این تلویزیون رو گرفتم، قبلش فروشگاههای بیرونو زیر و رو کردم تا آخر به این تلویزیون رسیدم، در خریدش شک نکنید، البته من بدون گارانتی گرفتم و ساخت مالزی هست
در مورد ضبط تصویر تلویزیونی دوستان پرسیده بودن که برای این کار باید موقع تنظیمات اولیه دستگاه نام کشور رو نیوزیلند انتخاب کنید تا منو ضبط فعال بشه ولی این ویژگی به قیمت این تموم میشه که ترتیب کانالها بهم می ریزه و امکان ویرایش هم وجود نداره،
برای نمایش زیرنویس فیلم هم نیاز به هیچ کار پیچیده ای نیست جز اینکه MX player رو نصب کنید و از فیلمتان لذت ببرید.
گوگل پلی تلویزیون نرم فزارهای محدودی ارائه میکنه، نرم افزار دلخواهتون رو با گوشی یا pc دانلود کنید، ردو فلش بریزید و رو TV نصب کنید البته قبلش نرم‌افزار ES file explorer از گوگل پلی نصب کنید.",4,1,4,5,4,4
,,"کسی اگه این داره توضیح بده پایه نقره ایه یا مشکی",4,0,3,3,3,3
,,"من یه هفته ای میشه خریدم اینو واقعا عالیه.
راستش وقتی ب مغازه ها رفتم پرسیدم و خواستم اینو بخرم همه یه چیزایی میگفتن..آدمو ب شک و تردید مینداختنو دودل میکردن
وقتی به مغازه آشنا رفتم..گف شک نکن در انتخابت..اونا چنتا تیوی با برندهای مختلف در ویترین داشتن با پخش فیلم...
سونی از همشون تیره تر بود و یکیشم خاموش..قضیه رو پرسیدم گفتن ک تنظیماتشو دسکاری کردیم کیفیتش پایین بیاد....چون وقتی مشتریا اینارو میبینن کیفیتش خیلی بالاس الجی و سامسونگ از چش مشتریا میفته..و چون قیمت برند سونی هم گرونتر از بقیه است...زده میشنو خرید نمیکنن..
ولی کسی ک انتخاب خودش از اول سونی بوده راهنماییش میکنیم ک بخره..تیوی خود فروشنده هم سونی بوده..میگفت اصلا شک نکن..اونجا تست زدیم..واقعا هم همینطور بود از تیوی های 4k 2016 هم خیلی واضح تر بود ..
واقعا اینو میتونم بگم ک سونی روو این تیوی کار کرده..
محض اطلاع هم بگم تیوی های 4k هیچ کاربردی هنوز نه تنها در ایران بلکه اکثر کشورها ندارن..برا استفاده از 4کی باید تصویر و پخش 4کی داشته باشین..ک توو دنیا خیلی کمه این شبکه ها",14,1,3,3,3,3
"هماهنگي با هارد ظرفيت بالا بدون مشکل-","عينک نداره","من یک ماهه این تلویزیون رو خریدم البته از نمایندگی، واسه خریدش کلی گشتم ، تصویرشو با ال جی و سامسونگ مقایسه کردم واقعا بهتره، ابدیتشم از سایت سونی گرفتم منوهاش عوض شد و یه سری امکاناتش ارتقاء پیدا کرد.دیدن فیلمهای با کیفیت بالا تو این تلویزیون واقعا لذت بخشه",10,0,5,4,5,5
[],"[""ندارد""]","با سلام . اول اینکه برند سونی یک برند متفاوت و جدا از لحاظ تکنولوژی و بروز بودن امکاناتش هست و قابل قیاس با دیگر برند های معروف داخل ایران نیست . در ثانی با توجه به اون نیازی که فرد مسبت به تلوزیونش داره باید تلوزیونشو بخره این دستگاه به نظر من خیلی کامل و خیلی بینقص منتاژ و ساخته شده و برای کسی که دنبال یک تلوزیون ،با تمام آپشن های موجود میگرده خیلی مناسب هست و شک نکنید که خرید موفقی با خرید این دستگاه خواهد داشت . از لحاظ کیفیت و شفافیت و سرعت تصویر باید بگم کلا برند سونی متفاوت با دیگر برندها ست و عالیه و جالی هیچ شک و شبه ای نیست . و به همین دیلی هم هست که قیمت این برند یک مقدار بالا تر از رقبای خودش تو بازار ایران داره کار میکنه . فلیپس و شارپ و پاناسونیک با سونی رقیب هستن نه این برند های موجود در بازار ما اگه میخواید سونی رو قیاس کنید با این برند ها مقایسه کنید . شما با خرید این تلوزیون دارای تلوزیون حرفه ای هستید که همگام با تکنولوژی در حال پیشرفت هستش . من این تلوزیون رو خریدم و پیشنهادم به دوستان اینه که این وسیله عالیه و در خریدش شک نکنید . با تشکر از دیجی کالا .",8,2,4,5,4,4
