positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"کيفيت تصوير
کيفيت صدا
تنوع نرم افزار","پردازنده ضعيف
فوق نازک بودن بدنه","سلام
من این تی وی تقریبا 3 ماه گرفتم.ظاهرش خیلی زیباست.کیفیت تصویر و صدا هم خیلی خوبه.از نظر اندازه ام که به خاطر نازک بودنش از یکم بیشتر از تی وی های دیگه تصویر داره. اما ی چیز خیلی بدی ک این بدنه داره همین نازک بودنش ک آسیب پذیریش خیلی بالا میبره،ینی موقع حمل و نقل امکان هر اسیبی داره.من از همون اول ک گرفتم گوشه تصویر نور سفید میزد ک نمایندگی گفت بخاطر نازک بودن لایه زیریش زود لا میخوره و نور ازش میزنه بیرون،واسه همین دوبار رفت تهران تا درست شد. ی چیز دیگه ک رو اعصاب سرعت نرم افزاریشه ک خیلی پایین.ینی تو تنظیمات میخوام برم هر کلیک 3 ثانیه مکث داره تا عمل کنه.
به غیر از اینا بقیش خوبه.",0,1,5,5,4,4
,,"دوماه خریدمش.از همه امکاناتش راضی هستم
تصویر و صدای واقعا خوبی داره",2,0,5,4,4,2
,,"سلام من در تاریخ 19اسفند 95 این تلویزیون را از دیجی کالا خریداری کردم اما متوجه شدم که دستگاه دارای پیکسل سوخته میباشد و چون پیدا کردن پیکسل سوخته اسان نیست و دقت بیننده تلویزیون بیشتر به مرکز تصویر میباشد تا به گوشه ها مدتی طول کشید تا متوجه ایراد شدم در ظاهر تلویزیون سالم وعالی کار میکنه اما با دقت بیشتر متوجه بودن پیکسل سوخته در تصویر میشوید و در ضمن پیدا کردن پیکسل سوخته با کار کردن تلویزیون ارتباط مستقیم داره و من بعد از مهلت یک هفتگی دیجی متوجه این ایراد شدم",5,2,0,2,1,1
,,"ظاهر بسیار زیبا و شیک ٬کیفیت تصویر خوبی داره صداش هم عالیه ٬ درکل خیلی راضی هستم",1,0,3,3,3,3
"کيفيت تصوير
پورت هاي مناسب
کنترل هوشمند
پايه زببا","کند بوذن در اجراي برخي عکس ها
رتگ دور قاب
سرعت انتقال فبلم از موبايل به تلوزبون در حد فاجعه و بسبار اروم انجام ميشه
سرعت خواندن از usb, خيلي بالا نيست در حد معموليه","اول از همه باید دقت کنید که با توجه به پولی که دارید پرداخت می کنید،چه چیزی دارید می خرید اینکه یک چیز فوق العاده ای بخواهید باید پول بیشتری هم بدید از طرفی بدانید که تصاویر تلوزیون اکثرا خوبه و قابل قبوله حالا بستگی به این نداره کلا که شبکه heباشه کیفیت یا نه بستگی به نوع کیفیت برنامه ای که پخش میشه براتون هست، ممکن یه شبکه باشه،که پسوند hd, داشته باشه ولی اون کیفیت دلخواهتون و پیدا نکنید از تظر نصب هم که خود سامسونگ میاد مسولش براتون نصب می کنه بعد گارانتی و براتون امضا میکنه تلوزیون خوبیه بد نیست، کاملا بستگی داره چه انتظاری از تلوزیون دارید شاید کنترل هوشمندش که دکمه های کمی داره برای میانسال ها یکم سخت باشه سرعت خوندن از usb هم خوبه البته بالا و سریع نیست،قابل قبوله ،نه کند نه پرسرعت پایه هم که زیباست و لازم نیست حتما میز تلوزیون اندازه خودش طول داشته باشه",2,0,3,3,3,4
,,"من واقعا راضیم. هم امکاناتش خوبه و هم قیمتش مناسبه.",2,1,5,5,5,5
,,"دوستان اصلی ترین عامل برای انتخاب تلویزیون میزان هرتز است که بسیار مهمه و باید هر تلویزیونی که می خرید میزان هرتزش رو بدونید و با تلویزیون های دیگه مقایسه کنید. به زبان ساده میزان هرتز میزان سرعت تشکیل تصویر رو به ما می گه که باید در تلویزیون های با کیفیت حداقل هشتصد باشه. برای تصاویری که سرعت بالا دارند میزان هرتز اهمیت پیدا می کنه. برخی از تلویزیونهایی که سامسونگ می زنه میزان هرتزش پایینه و حدود دویست سیصد هست. متاسفانه دی جی کالا در قسمت مشخصات فنی برای هیچ کدام از تلویزیون ها میزان هرتز رو نمی نویسه و باید خودتون از سایت های دیگه پیدا کنید و حواستون باشه",5,0,3,3,3,3
"کيفيت بالا
خروجي صداي خوب
طراحي زيبا
قيمت بسيار مناسب
قابليت هاي کاربردي و عالي","کمي کند بودن در اسمارت هاب و برنامه ها","من این تلویزیون رو دو هفته ای میشه خریدم
از نظر کیفیت عالیه، طراحیش خیلی خوبه و صدای خوبی هم داره و قابلیت هایی مثل Smart view و Media Sharing هم باعث شده که یک تجربه عالی از این تلویزیون داشته باشم
فقط یه کوچولو تو منو و برنامه ها کنده
در کل نسبت به قیمتش بسیار عالی هستش و اگه قصد خرید تلویزیون تو این رنج قیمت رو دارید این بهترین گزینس",5,0,3,3,3,3
,,"من برای خرید تلویزیون بعد از کلی تحقیق و مقایسه بین مدل ها و برند های مختلف این مدل رو خریدم و واقعا ازش لذت میبرم. به نظرم در این رنج قیمت منطقی ترین انتخاب باشه.",4,0,5,5,5,5
,,"من از دیجی کالا نخریدم از نمایندگی گرفتم
یکم کار با کنترلش سخت
تلوزیون فوق العاده خوبیه
پیشنهاد میکنم اگه تو این سایز میخوان بخرین و شک نکنین",0,0,5,5,5,5
,,"خودم قبلا 6950 سه بعدی داشتم فوق العاده بود بک لایتش سوخت که هر نمایندگی بردم گفتن قطعه اش پیدا نمیشه بالاخره این مدلو خریدم البته 40 اینچش وضوح تصویر بالایی داره منتها یه خورده کار با کنترل جدیدا سخته فعلا که راضیم",3,0,5,4,3,4
,,"تو این رنج قیمت ودقعا فوق العاده و بی نظیره",4,1,5,5,4,4
,,"به دیوار وصل میشه",3,1,5,5,5,5
"قابليت افزايش کيفيت تصاوير
صداي فوق العاده شفاف
miroring عالي","امکانات کمتر سيستم عامل","چون حالا حالاها مونده سیستم تلوزیونی ایران به تکنولوژی کیفیت تصویر کلا این رده تلوزیون ها برسه پس این تلوزیون و هم قیمتاش ته ته تصویر رو ساپورت میکنه. می مونه مسئله رنگ ها که این تلوزیون حالت داینامیکش اتوماتیک در لحظه عمل میکنه و خوب نشون میده ولی قدرتش تو نمایش رنگ های تیره بیشتر از رنگ های روشنه.
چیزی که کاربر رو سورپرایز میکنه miroring هست که با ویندوز ده بدون هیچ اشکالی فقط با یک کلیک وصل میشه و خیلی روونه.
پورتهای usb و hdmi کاملا بر اساس نیاز کاربر و یه تلوزیون هوشمنده.
اما نقطه ضعف اینه که بنا به دلایل تحریم یا هر سیاست دیگه کاربرا به تمام برنامه ها دسترسی نداره که من دور زدم این فیلتر رو خیلی سخت نیست. به نظرم تایزن خیلی خیلی کار داره تا در حد اندازه پردازنده چهار هسته ای ظاهر بشه.",6,0,5,4,4,4
