positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"طراحي فوق العاده زيبا و محکم
سخت افزار قدرتمند
کانفيگ عالي
کيفيت صفحه نمايش فوق العاده بالا
سيستم صوتي معرکه با وجود ساب ووفر و اسپيکر جي بي ال","باطري غير قابل جداشدن
وزن دستگاه","اگه حتی با این لپ تاب کار هم نکرده باشیم و فقط برای اولین بار اینو ببینیم اولین چیزی که ما رو به وجد میاره یه طراحی فوق العاده زیبا و خشن هستش و برای متوجه شدن از کیفیت ساخت بدنه و استحکام کافیه لپ تاب رو تو دستات بگیری ، وقتی دستگاه رو روشن میکنی نهایتا هفت ثانیه طول میکشه تا سیستم عامل بطور کامل بالا بیاید همین برای توجیه قدرت سخت افزار و سرعت شاید کافی باشه ، کیفیت صفحه نمایش مطلوبتر از این نمیتونه باشه تراکم پیکسلی خوب و رنگ ها بسیار زنده نمایش داده میشه ، قدرت سیستم صوتی لپ تاب هم با وجود ساب ووفر و اسپیکر شرکت جی بی ال اونو به یه بی همتا تبدیل کرده ، از نظر شارژدهی هم به نسبت سخت افزار قوی خیلی خوب هستش ، حساسیت تاچ پدش هم قابل قبول هست ، اینا تموم نقاط قوتی بود که هر کسی که با دستگاه کار کنه بدون شک متوجه میشه .بحر حال این یکی از بهترین محصولات یکی از بهترین تولید کننده های لپ تاب به شمار میره و چنین ویژگی های خوبی ازش به دور از انتظار نیست ، در مورد وزن نسبتا بالای دستگاه شاید سخت افزار موجود بتونه ما رو راضی کنه ، اما برای باطری سرخود من که توجیهی نیافتم .پیروز باد لنوو",3,0,5,5,3,5,3,5
"باتري عالي.کيفيت ساخت عالي.و اسپيکر فوق العاده JBl.خنک ماندن لپ تاب در حال بازي.","تاچ پد بسيار حساس.برق دادان پشت لپ تاب حين بازي درحال شارژ.","اگر دنبال یک لپ تاب خوب و مخصوص بازی هستین این لپ تاب عالی و بدون شک یک رغیب سختی برای ایسوس roq هست.من الان 3سال دارم هیچ مشکلی پیدا نکرده بازی ها رو تا اخرین درجه گرافیکی میزارم بازی میکنم.چیزی این لپ تاب قوی کرده.رم ddr4 16 که باعث افزایش سرعت لپ تاب میشود.گرافیک قوی اینودیا 960 GTX که بازی ها رو با بهترین کیفت اجرا میشه.از نظر من دنبال یه لپ تاب خوب هستین بدون شک این لپ تاب خوبی میتونه براتون باشه.",1,0,5,4,4,5,4,5
,,"سلام
دوستان , اینو بگم که اکثر لپ تاپ های تو رنج 4تا5 تومان گرافیک شون 960m است. لطفا قبل از خرید تححقیق کنید این گرافیک 960m است و با گرافیک دسکتاپ gtx 960 فرق می کنه. و ضعیف تره . و قابلیت های ارتقا پذیری لپ تاپ ها محدود هست و فقط بعضی بخش هاش قابل ارتقا هست.
من با این لپ تاپ از نزدیک مقداری کار کردم .
راستشو بخواین وقتی دیدمش بدنه ی خیلی زیبایی داره و صفحه نمایشش هم با اینکه فول اچ دی هست ولی ips هست و کیفیتش فوق العاده هست.
من خودم قصد خرید این مدل رو داشتم . ولی به خاطر سخت افزار ش دودل شدم.
شاید الان سخت افزار نسبتا قوی داشته باشه ولی نسبت به قیمت زیادش برا من و کارایی ش برای من که می خوام بازی های روز رو انجام بدم بعد یکی دو سال گرافیکش برای بازی های روز پایین می شه و متاسفه فک نکنم گرافیکشو هم عوض",2,0,4,4,3,5,4,4
,,"سلام خسته نباشید من می خواستم این لپ تاپ رو بخرم ولی از این میترسم که زود قدیمی بشه کسی پیشنهاد بهتری تو این رنج داره با اگه می تونید راهنماییم کنید
ممنون",0,4,3,3,3,3,3,3
"سخت افزار بسيار قدرتمند و مخصوص گيم",,"در کل لپ تاپ خوبی برای بازی است وسخت افزار قدرتمندی دارد.",2,2,5,5,4,5,5,5
"تقريبا تو همه قسمت ها فوق العادست.","1_بعضي قسمت ها به اثر انگشت حساسند.","به نظرم حرف نداره خیلی سخت میشه به y700 انتقاد کرد. تنها موردی که جای انتقاد داره باتریشه که تو لپ تاپی با این امکانات کاملا طبیعیه.اگه قراره بین y700و n552vwیکیو انتخاب کنید قطعا y700 میتونه گزینه بهتری باشه.هرچند شاید انتخااب برند سلیقه ای باشه.بازم تکرار میکنم ایدیاپد عالیه.",3,1,5,5,5,5,5,5
,,"تاچ معمولی... کیبوردش عالی نیست اما خوبه و جای انگشت به شخصه منو اذیت میکنه و دی وی دی رایتر متوسطی همراهشه... غیر از این ها... با این قیمت عالیه دارمش الان اسفند 95 تا دو سال دیگ تمام بازی هارو میتونی راحت باهاش بازی کنی",3,2,5,5,3,5,4,3
"پردازنده بسيار کارآمد...ماندگاري باتري بين خوب و عالي..!","دو نوع صفحه نمايش داره.براقش و توصيه نمکنم.مات بسيار بهتره","من معمار و انیماتور هستم پکییج کامل وعالی این لبتاپ..ازجمله.پردازنده بسیار کارامد ،رم 16.کش بالا...سیستم خنک کننده عالی،باتری خوب و کارآمد
واز همه مهتر..قیمت بسیار عالی،در مقایسه با همرده هاش...که تا 8 ملیون،هیچ لبتاپی نمیتونه در عمل باهاش رقابت کنه",3,3,5,5,4,3,4,4
,,"لنوو با این که رو کاغذ و قیمت خیلی خوب بنظر میاد ولی ولی به اندازه ای که ادعا داره کارایی نداره منم همین اشتباهو کردم و خریدم اما خیلی جاها لنگم گذاشت اصلان شبیه اون چیزی نبود که درموردش میگفتن پیشنهاد میکنم کلان لنوو نخرید برندایه خیلی بهتری هست",11,10,3,3,3,3,3,3
,,"هرچند که این لپ تاپ از لحاظ سخت افزاری قدرت بالایی داره
ولی پیشنهادش نمیکنم
بنظرم برید سراغ Lenovo Y7070 از لحاظ سخت افزاری تقریبا با این برابره بعلاوه اینکه صفحه نمایش 17 اینچی لمسی داره.",3,17,2,5,5,5,2,4
