positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"جنس بدنه / کيبورد / سخت افزار / ارزش خريد بالا / طراحي","صفحه نمايش","سلام بعد از چند ماه استفاده سنگین از این لپ تاپ میخوام تجربیاتم رو با دوستان به اشتراک بزارم.
این لپ تپ در حوزه گیمینگ میتونه توقع شمارو تا حد قابل قبولی براورده کنه من بازی های gta v /assassin creed syndicate / nfs rivals/watch dogs 2 رو با کیفت very high بدون افت فریم بازی کردم البته حتما یک کولپد خوب باید براش تهیه بشه.
این لپ تاپ کیبورد خوبی داره و هنگام تایپ صدای کمی تولید میکنه و نور پس زمینه هم داره که برای تایپ در شب خیلی به درد بخور هست . اسپیکر های این لپ تاپ هم خوب هست اما صدای بیس نداره و بیشتر روی کیفیت صدا و تفکیک صدا کار شده که توی فیلم دیدن خوب عمل میکنن اما برای اهنگ های بم و بیس دار خیلی خوب نیست در ضمن پرتاب صدای عالیی هم داره. بدنه لپ تاپ هم محکم هست و وقتی پیش من محکم به لبه تیز کمد کوبیده شد اصلا دچار تورفتگی نشد و فقط کمی خش برداشت و از بدنه لپ تاپ قبلیم که ایسوس بود محکم تر خودشو نشون داد.
تا اینجا مزایا رو گفتم و حالا معایب اول اینکه وزن لپ تاپ توی حمل و نقل های طولانی اذیت میکنه اما با استحکام بدنه و فزی بودن و جذابیتش تا حدودی فابل چشم پوشی هست
دوم صفحه نمایش که با اون چیزی که دیجی کالا نوشته فرق داره زاویه دید صفحه نمایش از چپ و راست و بالا خوب هست اما وقتی از پایین به صفحه نگاه کنید صفحه سیاه میشه همینطور شفافیت و عمق رنگ ها کم هست و از لپ تاپ ایسوس قبلیم در سطح پایین تری هست و تو این قیمت به جز داشتن روکش مات مناسب نیست البته با دستکاری تنظیمات صفحه خیلی بهتر شده اما هنوز رنگ های زنده ایی رو به نمایش نمیذاره.
طراحی لپ تاپ جذاب هست و خیلی ها از این ظراحی خوششون میاد اما همونطور که دوست عزیز گفتن فشار روی لولا ها زیاد هست اما من همچین مشکلی نداشتم. باتری این لپ تاپ هم در مقایسه با asus g751 خوب هست و عملکرد متوسطی داره و کیبورد این لپ تاپ عربیه و چند تا حرفو بای جاشونو حفظ باشین که من مشکلی ندارم با این قضیه
با تمام این اوصاف اگر بخوام دوباره لپ تاپ بخرم انتخاب من همین هست",2,0,3,5,5,5,4,5
"زيبايي
قدرت سخت افزاري بالا","شرکت گارانتي
طراحي پايه زير لپتاپ","سلام من خودم الان حدود 4 ماه همین مدل رو دارم همه چیزش عالیه فقط یک عیب بسیار بزرگ داره .اونم اینه که بخش زیادی از از وزن لپ تاپ وقتی دارین استفاده میکنین و درش باز هست روی لولا ها هست و همین باعت خرابی لولا میشه الان یکی از لولا های لپتاپ من صدا میده و ناراحتم کرده.",1,1,5,5,3,5,4,3
"صفحه نمايش مات
صفحه نمايش IPS
حافظه داخلي 2T
کيبورد بدون نقص با نور پس زمينه
بسيار شيک و زيبا",باتري,"دوستان این لپ تاپ یکی از بهترین و پرقدرترین لپ تاپ های امروزه است که بسیاری از کارهارو به راحتی میتونید انجام بدین.
من میخواستم ASUS بخرم اما تا این لپ تاپ دیدم نظرم کلا عوض شد و الان میخوام این لپ تاپ بخرم چون از مدل ASUS که میخواستم بخرم ارزون تر و معایب کم تری داره.
و از همه بهتر دارای صفحه نمایش مات هست که بسیار میرزه و کاش باتریش قابل دراومدن و قوی تر بود بااینحال لپ تاپ خیلی خوبیه . در خریدش شک نکنید!!",1,1,5,4,4,5,5,5
,"باتري خيلي ضعيف براي اين امکانات
سنگيني به دليل بدنه فلزي","من خودم دارم خدایی همه چیزش خوبه فقط چون باتریش برای این امکانات ضعیفه شارژ بیشتر از 3تا4 ساعت نگه نمیداره(استفاده مداوم).
حمل و نقلش بخاطر وزن زیاد که به علت بدنه فلزی برای خانم ها سخته.
ولی کلا برای استفاده لپ تاپ فوق العاده خوبیه",2,1,5,5,3,5,4,3
"هارد زياد","باطري سه سلولي","باید برای این سری باید باطری های شش سلولی طراحی میشد باطری خیلی ضعیفی داره و نمی خوام زیاد کار کرد",1,1,3,3,3,3,3,3
"وزن مناسب و ضخامت مناسب","نداشتن ssd","لپ تاب خوبیه در صورت موجود شدن میخریم",3,1,3,3,3,3,3,3
"همه چي",هيچي,"دیجیکالا لطفا درست راهنمایی کن مشتریان رو اولا ک باتری این سری جدا نمیشه بعد حسگر اثر انگشت هم داره ک تو توضیحات هیچ اشاره ایی نشده وتو عکسا هم نیست
صفحه این سری هم TFTهستش به اشتباه زده اینجا ips
ولی در کل خیلی خوبه و عالیه مخصوصا صداش",8,0,3,3,3,3,3,3
,,"باتری این دستگاه قابلیت جدا سازی ندارد و بدنه زیرین دستگاه هم یک تکه میباشد یعنی برای دسترسی به رم و یا هارد ، باید صفحه زیر لپ تاپ کلا باز شود .",2,0,2,3,3,3,3,3
"سي پيو سري u","نداشتن تايپ سي و گرافيک960","اتفاقا پردازنده این مدل خیلی خوبه واسه کارای گرافیکی متوسط چون پردازنده قوی و کم مصرفی داره که برای کارای معولی دم به دقیقه نمیخواد بزنیش به شارژ و بلندگوهاش هم عالیه من خودم g751 ایسوس دارم اینم فامیلمون داره تو کارای عادی فرق چندانی ندارن حتی تو بازی فارکرای 4 هم مثل هم هستن ولی تو بازی بلک اپس 3 اگه کیفیت رو بالا ببری این یکم لگ میزنه که باید کیفیت رو متوسط باشه",7,0,3,5,5,5,4,5
هيچي,"cpu ضعيف
نداشتن هارد ssd","لپ تاپ زیاد تعریفی نیست دو ترابایت هارد زیاده باید یک ترا هارد داشت و 128 ssd پردازنده که سریu نسبت به قیمتش ارزش هیچی نداره",0,10,3,3,3,3,3,3
