positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
همه,هيچي,"من دارم خعععلی باحاله",0,0,5,5,5,5,5,5
"1-Cpu: core i5 7200u
2-Gpu:Nvidia Geforce 940MX-4GB
3-Ram:drr4
4-صفحه نمايشIPS (عالي)و کيبورد بانور پس از زمينه زيبا
5_باتري با شارز دهي خوب",ندارد,"سلام
من این لپتاب رو از دیجی کالا خریدم 5روز هست که به دستم رسیده میتونم بگم بهترین انتخاب تواین قیمت هست من خیلی جست وجو کردم ببینم تواین قیمت میشه برند دیگه ای گرفت یا نه ولی نبود-خب بریم سراغ نقد و بررسی و تجربه خودم ازاین لپتاب تواین 5روز:
باید بگم گول cpu core i7رو نخورید چون اینcpuکه دراین استفاده شده واقعا عالی هست و برای کارای سنگین مثل بازی روز ناامیدتون نمیکنه از گرافیک لپ تاب بایدبگم واقعاعالی هست شرکتNvidiaبهترینه تو کارت گرافیک (سعی کنید لپتابی با کارت گرافیکAMDنخرید چون توان لازم برای بازی و کارای سنگین ندارن اگه هم حرفمو تایید نمیکنید برید سراغ تست های کارت گرافیک های هم رده و هم قیمت این کارت)من یه چندتا بازی نصب کردم که مهم ترین اوناTomb Riader 2016هست که تو تنظیمات بین MediumوHighبا رزولیشن 1368*786خوب جواب داد تقریبا 35فریم میده که کاملا راضی کنندس به نظرمن و هیمنطور بازی Assassin Creed IVرو هم نصب کردم و گذاشتم رو تنظیمات بینHighوUlturaوبا رزولیشن Full HDکه بدون کوچکترین لگی اجرا کرد از لحاظ سخت افزار من کاملا راضی هستم
به هرحال بااین سخت افزار میتونه برای بازی راضی کننده باین قیمت باشه
صفحه نمایش لپتاب عالیه و زاویه دید زیادی داره و برای تماشای فیلم کاملا راضی کنندس از لحاظ بلندگو هم میشه گفت خوبه و صدا هارو با کیفیت خوب پخش میکنه
کیبورد لپتاب عالی هست و برای تایپ و بازی کردن کاملا مناسبه""حروف کیبورد هم حروف عربی و انگلیسی هست که بایکم کار کردن بهش عادت میکنین""همینطور کیبورد نورپس از زمینه زیبایی داره و توشب واقعا خیلی زیبا و عالیه
باتری لپتاب برای کارای سبک شارژدهی خوبی داره و میتونه تا 4ساعت شارز نگه داره و برای کارای سنگین مثل بازی حداقل 2ساعت شارژ نگه میداره که کاملا راضی کنندس اینو هم بگم که باتری این لپ تای جدا نمیشه و ازاین جدیدا هست و درعوض وقتی پرمیشه برق رو مستقیم به سیستم میده که برای بازی های سنگین که کارت گرافیک و سی پی یو بیشتر درگیرمیشه خوبه تا لگ یا مشکلی تو بازی و کارای سنگین دیگه مشکلی نداشته باشین
لپتاب ظریف و باریک و عالیه و از لحاظ کیفیت و جنس بدنه خوبه و نسبت به قیمتش کیفیت خوبی داره
یه چیز دیگه هم بگم که باتوجه به این که این لپ تاب دوتا کارت گرافیک داره که یکیشIntel 620هست و دومیشNvidia Geforce 940MXهست که کارت گرافیک Intel 620 باری کاری سبک و متوسط خوب جواب میده و اینوهم بدونین که کارت گرافیکNvidiaبظور پیش فرض رو حالت بهینه هست که میتونین از تنظیماتNvidiaبزارین رو اخرین عملکرد و برای بازی حتما با کارت گرافیکNvidia اجرا کنین که برای انتخابش اگه راست کلیک کنین میتونین از اونجا انتخاب کنین
و دراخر اینوهم بگم که برای اولین بارم بود از دیجی کالا ی خریدی بالای 100تومن دارم اونم لپ تاب که دسته بندیش عالی بود (مرسی دیجی کالا)وهمینطور بعداز خرید با من تماس گرفتن و پیامک هم از وضیعت کالا بهم ارسال میشد(ممنون از اینکه به مشتری هاتون ارزش و احترام قاعل هستین)
به هرحال از خریدم کاملا راضی هستم
ببخشید طولانی شد امیدوارم یه کمکی برای کسایی که قسط خریدن دارن کرده باشم
ممنون از دیجی کالا",2,0,5,5,4,5,4,5
,,"کارت گرافیکش ddr3 است و 20 تا 30 درصد از 940 mx لپ ایسر ضعیف تره و در حد 940 معمولی و تو رزو فول هم کارت باس 950 به بالا باشه تا از پس بازی براد ، وگرنه با این باس با رزو پایین بازی کرد.",0,2,4,3,3,3,3,3
"صفحه نمايش","بدنه پلاستيکي و بسيار ضعيف","حتما قبل از خرید این لب تاب رو از نزدیک ببینید مث اسباب بازی های پلاستیکی می مونه . دوستان همیشه سعی کنید بهترین ها رو بخرید . چون یک بار هزینه می کنید . موفق باشید .",1,3,3,2,2,2,1,2
,,"کانفیگش خوبه ولی تو برند های دیگه هم این کانفیگ با این قیمت هست! مزیتش نسبت به دیگر رقبا صفحه نمایش ips هست که واقعا خیلی مهمه، چون بعد ها نمیشه برای ارتقای صفحه کاری کرد!! این لپتاپ از مدل 510A کمی بهتر هست!",4,3,5,3,3,4,3,3
"نور بک لايت صفحه فول hd و ips و مات عالي",,"لپ تاپ عالی که از خریدش پشیمون نمیشید,بهترین گزینه تو این رنج قیمت",4,1,3,3,3,3,3,3
"عالي از همه نظر","باتريش يکم شارژ دهيش کمه اما خب ميشه کنار اومد","لپ تاپ خیلی خوبیه من این لپ تاپو یه هفته قبل از دیجیکالا گرفتم درباره ی پردازشگر میدونم یکم شک بهتون میده اما من داخل سایت های خارجی که تحقیق کردم یجورایی هم ردست با core i7 6200 u حتی تو بعضی جاها مثله حافظه گرافیکی پردازشگر بالاتره .... !!!من پیشنهاد میکنم این لپ تاپو بگیرین فقط یه کول پدم بگیرین که دیگه خیالتون راحت شه من یه کول پده 2 فنه از دیجیکالا گرفتم که واقعا ازش راضیم...برای آتش نشانامونم یه دعا کنیم واقعا نمیشه بهشون تو هر شرایطی فکر نکرد ... موفق باشین ...یا علی",8,1,5,3,5,5,5,5
"cpu نسل جديد
8gramddr4
4g graphic",,"دوستان گول i7 رو نخورید
تفاوتش 10 الی 20 درصد هست
در ضمن این لپ تاپ از نسل جدید پردازنده ها بهرمند شده
و 4 گیگ هم که گرافیک داره 180 درجه باز میشه برای کار های دانشجویی خوبه
من که autocad و 3dmax نصب کردم خیلی راحت نصب شد بدون لگ زدن
بازی ها هم نصب نکردم ولی میدونم که کم نمیره میتونید تو نت سرچ کنید idea pad 510 gaming test تا ببینید خودتون که گرافیکی آرین بازی ها رو هم رون اجرا میکنه
مرسی از دیجی کلا که به مشتری احترام میگزاره و بعد از تایید زنگ میزنن (اس هم میدن)",9,1,3,3,3,3,3,3
خوبه,"بدنه پلاستيکي","من این لپ تاپ رو دوماهه که خریدم
همه چیزش خوبه ولی...
بعد چهار روز صبح دیدم یکی از پیچ های بدنه اش رو فرش افتاده
بدون ایکنه حتی کوچکترین ضربه ای بهش خورده باشه!!!!
تا الان از خونه بیرون نبردمش >.<",6,2,5,4,4,5,4,0
"صفحه نماشي با کيفيت
سخت افزار به روز
کيفيت ساخت قابل قبول","باطري کمي متوسط رو به پايين","این محصول رو چندروزی میشه گرفتم البته از دیجی نخریدم-در بسته دو عدد شارژربود که جالب بود-نصب ویندوز10 خیلی سریع انجام شد ودرایوراش هم ازسایت خودش کامل نصب شد-این محصول کامل برای کسی که کاربری روزانه داره و بعضی اوقات بازی میخاد انجام بده کاملا مناسبه-پردازنده نسل هفتم بهمراه رم ddr4با گرافیک 940 mx این محصول رو به محصولی متوسط روبه بالا و باارزش خرید بالا تبدیل کرده-اما ملالک من برای انتخاب این مدل صفحه نمایش ips باروکش مات بود که برای کسی که بیشتر فیلم دیدن وبازی انجام میده ایده ال است-با این سخت افزار برندهای دیگه ای هم است اما مزیتش واقعا کانفیگ خوب سخت افزاروصفحه نمایشش است-اگربااین مقدار بودجه قصد خرید دارید این محصول کاملا شما رو سربلند میکنه.ممنون از دیجی کالا",6,0,4,4,4,5,5,4
"صفحه نمايش با کيفيت","باطري ضعيف
صداي فن","گرافیکش 940mx , ddr3 ولی این مدلی که دیجی کالا داره ظاهرا 940m البته اگه اشتباه نکرده باشه.صفحه نمایش به کاررفته برندش BOE و مدلش NV156FHM-N42 است (استخراش شده توسط نرم افزار hwinfo64)که کانتراست فوق العاده ای داره میزان روشنایی معمولی، نمایش رنگ سیاه عالی، کیفیت نمایش رنگ ها و زاویه دید خوب و قابل قبوله. دمای سی پی یوی سیستم درحالت idle (هیچی برنامه ای باز نباشه و کابل شارژ ر به سیستم وصل شده و پروفایل balanced و زیر لپ تاپ فضای کافی برای تنفس داره) بالاست 35-36 درجه که یکم بالاست. ولی در حالت تحت بارگذاری شدید دمای cpu از 80 درجه بالاتر نرفت و دمای بدنه لپ تاپهم قابل قبوله. صدای فن رو اعصابه در حالت idle هم هی روشن و خاموش میشه ولی با نرم افزارهای کنترل دور فن قابل اصلاحه.ظرفیته باطریه مدلی که من داره 30whr ولی تو سایت لنوو زده 39whr که خیلی عجیبه و برای لپ تاپی با این قیمت و مشخصات خیلی خیلی کمه. نمایش ویدئو 1080p با نرم افزار vlc و پروفایل balanced و نور 50 درصد سه ساعت و نیم شارژ می ده که خوب برای لپ تاپی که سی پی یوش سری کم مصرفه و نسل هفتمه یه تناقض به حساب می یاد.
و اما دوستان مشخصات باطیریشون رو بذارن ببینیم تو همه مدلا همینطوره یا شانس منه. همچنین مدله صفحه نمایش رو هم اگه تونستین بزارین چون شنیدم تو لپ تاپ های لنوو ممکنه در یک مدل از چند صفحه نمایش متفاوت استفاده بشه.",5,1,4,3,3,4,3,3
"صفحه نمايش. سي پي يو","تاچ پد ضعيف
هارد HDD
صفحه کليد
بدنه پلاستيکي","خیلی عالیه هیچ شک نکنین",10,2,3,3,3,3,3,3
"رم ddr4 نور پس زمينه کيبورد بلندگو هاي با کيفيت سخت افزار عالي","تاچ پد ضعيف بدنه کيفيت متوسطي داره","کونفیگ همین لپ تاپو دارم ازشم راضیم کارایی که تا الان ازش خواستم برام انجام داده.از بقیه لپ تاپایه تو این قیمت از نظر بنده بهتره",2,1,4,4,2,5,5,1
