positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"کيبورد و تاچ پد مطلوب","صفحه نمايش ضعيف
پرازنده ضعيف
کيفيت ساخت پايين
باتري ضعيف","به نظرم توی این محدوده قیمت واقعا هیچ حرفی برای گفتن نداره در مقابل لپ تاپ هایی مثل HP am101ne و .‌..",0,1,0,1,4,2,1,1
,,"سلام دوستان من این لپ تاپ رو خریداری کردم که کمترا ز یک سال خراب شد ( خاموش شد و روشن نشد) که به ناچار مجبور به تعمیرش شدم هر چند که فقط در حد برنامه آفیس برای کارهای دانشگاه ازش استفاده می کردم و مدت زمانی هم روشن نمیذاشتم- وقتی میخوام نرم افزاری نصب کنم یا فیلمی بذارم از طریق DVD صدا دستگاه زیاده و لرزش داره جوری که اطرافیان متوجه میشن-روی دستگاه اثر دست و انگشت میمونه وباید مدام پاک کنی-کیفیت تصویر اصلا جالب نیست و وقتی زوم میکنی بیشتر تار میشه-در کل باید بگم اگر به عقب برگردم و بخوام خرید داشته باشم با مشورت و بدون عجله دنبال اینکار میرم.",0,0,2,2,2,1,1,2
,,"من چند ماهه که این محصولو خریدم فقط برای کار آهنگسازیوتنظیم و میکسو مسترینگ نسب به قیمتش برای کار من عالی هستش حتی کارای فتوشاپ و گرافیک برداری هم کار میکنم باهاش و هیچ کمبودی حس نمیکنم موقع کار کردن، پیشنهاد میکنم اگر کسی برای کارهای بجز گیم میخواد این انتخاب خوبی میتونه باشه.",3,0,5,4,4,4,5,5
,,"این مدل دارم.البته از دیجی کالا خریداری نکردم.
در کل برای نرم افزار های مهندسی عمران مناسب نیست . تا به امروز نسبت به بقیه لب تاپ هایی که با اونا نرم افزار تخصصی کار کردم خیلی ضعیف تر هست.",2,1,2,3,4,3,2,3
,,"نخرید کلا ایراد دارع من از لنووو واقعا ناامید شدم هنوز یک سال نشدع دی وی دی اش سوخته و سرعتشم بی خوده پیشنهاد من ایسوس و اچ پی هستن .",10,4,3,5,5,5,3,5
,,"سلام خدمت دوستان .
من دو ماهه این لپ تاپ رو گرفتم . و تجربه کار معمولی من با این سیستم اینه که فوق العاده لش میشه با ویندوز 7 و 8 و 10 امتحان کردم . گرافیکش ضعیفه و حتی pes 2016 رو لگ بد میندازه . و از همه بدتر وسط نصب یه برنامه دی وی دی رام من سوخت . به نظر من به فکر لپ تاپ دیگه ای باشید",1,0,2,2,2,2,2,2
"کيبورد عالي
تاچ پد با عملکرد عالي
سخت افزار مناسب
کيفيت ساخت","زاويه ديد صفحه نمايش","من دارم با همین لپ تاپ این نظر و میدم
7 ماهه دارمش
ی بار اقتاد زمین از لبه درایو نوریش از کار افتاد
اما از هر لحاظ ازش راضیم
فقط این که درایورها رو باید از سایت دانلود کرد اذیت میشین حجمش حدود 2 گیگ میشه",3,1,5,5,5,3,4,5
"پردازنده بسيار قوي براي بازي و کار گرافيکي
سلات خالي اضافه کردن رم و هارد
زده آفتاب بودن صفحه نمايش","نداشتن بلک لايت کيبورد","نسبت به هزینه ای که پرداخت می کنید واقعا مناسب است",2,0,5,5,5,3,3,4
کيبوردعالي,"کيفيت تصوير جالب نيس..اثر انگشت روي بدنه باقي ميمونه","من دوهفته ای هست این لپ تاب رو گرفتم البته با پردازنده گرافیکی R7 M265 تجربیات خودمو در استفاده این دوهفته مینویسم.
اول اینکه خودم روش ویندوز نصب کردم و برای بوت شدن از کلیدای fn+f12 استفاده کنید بعدش وقتی اولین دی وی دی رو داخلش گذاشتم بطرز وحشتناکی صدا کرد که با پشتیبانب فروشنده تماس گرفتم گفت که دی وی دیتون تاب داره احتمالا وبا یه دی وی دی دیگه تست کنید که اینکارو کردم وجواب داد البته اینو بگم وقتی بخام نرم افزاری نصب کنم از طریق DVD صدا دستگاه زیاده و گاهی وقتا لرزش داره جوری که پیش خودم میگم الان منجفر میشه!!حالا نمیدونم طبیعیه یا نه!
در مورد صحفه کلید باید بگم که عالیه و تایپ کردن باهاش لذت بخشه اما در مورد بدنه اینکه بشدت اثر انگشت روش باقی میمونه وباید همیشه دستمال به دست باشید برای پاک کردنش...کیفیفت تصویرشم زیاد جالب نیس...درمورد سرعت بالا اومدن ویندوز اینکه من اول یه ویندوز اکتیو شده از یه شرکت رو نصب کردم که خیلی بد بود وسرعتش افتضاح اما بعدش ویندوز مورچه رو نصب کردم حدود یه دقیقه طول میشکه تا بالا بیاد سرعت بالا اومدن گوگل کروم وفایرفاکس بنظرم کنده شایدم من زیادی حساسم!...نرم افزارای برق مانند متلب وPLC S7 , PLC LOGO رو نصب کردم جواب داد و دستگاه بعد از 4ساعت کار کشیدن یه کمی گرم میشه وداغ نمیکنه...در مورد وب کم بگم که من درایوراش رو از سایت لنوو گرفتم ونصب کردم اما کلیدش جواب نداد اما با یاهو مسنجر که تست کردم دوربینش فعال میشد بصورت اتوماتیک نه با کلید!!!...در مورد سوال دوستمون بگم که برای کار کردن نورای پس زمینه باید دررایورش رو نصب کنی تا جواب بده وچراغ CAPSLOCK نداره و همچینین کلید ریست مستقسم نداره!درکنار محل اتصال شارژ دوتا چراغ هست اما نشون نمیده موقع خاموش بودن دستگاه که ایا باتری فول شده یانه کلا نمیشه فهمید چه موقه دستگاه فول شارژ میشه در زمان خاموش بودن......حدود 4ساعت باتریش جواب میده.کلید وای فای برای من جواب نداد حتی بااینکه درایوش رو نصب کردم!....اگه بازم به موردی برخوردم میام مینویسم...",3,0,3,3,5,3,4,3
,,"من این لپ تاپ رو یک هفته هست که گرفتم همه چیش خوبه فقط 2 تا مشکل باهاش دارم
1- دکمه کپس لاک فاقد چراغ اخطار می باشد.
2 - نور پس زمینه مانیتور با دکمه های f5 ,f6 کم و زیاد نمی شه و همیشه ثابته.",0,1,4,2,4,3,4,4
