positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"کارايي نسبت به قيمت
صفحه نمايش IPS که در کمتر لبتاپ ميان رده موجوده
در کل عالي",,"لبتاپ بسیار خوبیه نسبت به قیمتش..
من بعد کلی تحقیق این مدل رو انتخاب کردم
اما متاسفانه تا خواستم بخرم دیدم موجود نیست
پیشنهاد میکنم حتما اگه قصد خرید لبتاپ دارید با این بودجه بهترین انتخابه براتون..
اگه دیجیکالا موجود هم کنه که حرف نداره
چون اطمینان من به دیجی بیشتر از بازار بیرونه...",1,0,5,3,3,3,3,3
,,"دو ماهه خریدمش ،تو این رنج قیمت لپ تاپ عالی ای هست ، برنامه های گرافیکی رو بدون مشکل بالا میاره . صفحه نمایشش هم که حرفی نذاشته ، طراحیش هم دل چسبه بدنه مشکی و جلوی دستگاه تمام نقره ایه.باتریشم تا 4-5 ساعت کشیده برام...
فقط بدیش DVD درایور نه چندان جالبشه",2,0,5,4,4,5,4,5
"صفحه نمايش
سخت افزار
نور کيبورد","بدنه
HDD بودن هارد","در کل لپ تاپ خوبیه.پیشنهاد میکم هارد رو با یک SSD تعویض کنید",1,0,3,3,2,4,3,2
,,"من بازی arkham knight رو تنظیمات high بدون لگ و مشکل اجرا کردم واقعا لپتاب خوب و قدرتمندیه تنها مشکلش بنظر من درایور dvd شه که خیلی ضعیفه. ویندوزم تو 10 ثانیه بالا میاد",4,0,5,4,4,5,4,3
,,"زمان بالا اومدن وینروز 10 معمولا زیر 10 15 ثانیس ولی گاهی اوقات بعد از باز شدن قفل چند ثانیه سیاه میشه صفحه ک مشکل از خودع ویندوز 10 هستش برای بازی کردن و فعالیت های سنگین هم یادتون نره ک حتما از توی کنترل پنل گرافیک تنطیماتشو روی بهترین عمل کرد بزارین چون بصورت پیش فرض روی صرفه جویی هستش همینطور پردازنده خودتون افزایش سرعت و قدرت رو کامل حس میکنید",3,0,5,5,4,5,5,3
,,"چند روزه از دیجی گرفتم. البته از بسته بندی دیجی برای اولین بار راضی نبودم. دوتا کارتونو به هم چسبونده بودن و پاره به دستم رسید. ولی. خود جعبه لپتاپ اسیبی ندیده بود.
این لپتاپ دوتا شارژر داره بسته بندیشم دست نخوردس باز نشده
از نظر ظاهر عالیه. البته جنسش یکم جای دست روش میمونه. ولی خیلی زیباست و وزن مناسبی داره.
اسپیکرا راضی کنندس
من ویندوز 10 روش نصب کردم که حدود یک دقیقه طول میکشه بالا بیاد. البته نمیدونم مال من مشکل داره یا نه دوستان اگه نصب کردن خواهشا. زمان بالا اومدنشو به ما هم بگن
کیبوررد و نور پس زمینش خوبه. درسته تاچ پدش یکم اذیت میکنه ساختار کلیکا مثل الا کلنگه و باید انتهای هر کلیکو فشار بدید. و یکم طول میکشه عادت کنید. البته من از موس و کیبورد جداگانه استفاده میکنم ولی مال خود لپتاپم کارتونو راه میندازه ولی باید عادت کنید بش.
کیفیت صفحه نمایش عالیه. البته پلاستیکش ظریفه و درست گفتن دوستان پلاستیک دوره صفحه نمایش نازکه و خم میشه و باید مراقب باشید .
درایوراشو من از سایت دانلود کردم 21 بودن و مشکلی نداشتم. بازی سنگین روش تست نکردم و نمیتونم دربارش نظر بدم البته یبار برای من صفحش سیاه شد و فقط علامت موس پیدا بود که ریست کردم درست شد. نمیدونم ایراد از چی بوده.
سرعت نصب ویندوزش خوب بود نصبت به قیمت گزینه مناسبیه من خیلی تحقیق کردم و اینو انتخاب کردم. البته میخواستم 700e بخرم ولی شد سه میلیون و صد هزار تومن و. با هزینه های جانبیش زیاد میشد که من محدودیت مالی داشتم. ولی اون گرافیکش بهتره.البته این لپتاپ نصبت به قیمتش عالیه. برای من که گزینه مناسبی بود در کنار کارهای روزمره و استفاده به عنوان pc و گهگاهی هم بازی کردن خوبه البته بعدا هم که بازیهای سنگین روش نصب کردم نظر میزارم. من که راضیم ببخشید اگه طولانی شد ولی خواستم بدردتون بخوره",9,0,5,3,3,3,3,4
,,"به نظر من که تو این رنج قیمت عالیه من بعد چند روز جستجو پیداش کردم همچیش عالیه",1,0,5,4,4,5,5,3
,"بدنه متوسط","بدک نیست..ولی من دو روزه گرفتمش",1,7,3,3,3,3,3,3
"صفحه نمايش ips نور کيبرد سخت افزار قدرتمند","درايو نوري بي کيفيت دکمه هاي شيفت و کنترل سمت راست","چند روزی میشه ک خریدمش کیفیت ظاهریش ب نسبت خوبه و خیلی تابلو نیست ک پلاستیک و پلاستیک با کیفیت هستش سطوح داخلی هم ک کلا آلومینومی هستن بعضی ها هستن ک میگن بدنه بی کیفیت و این چیزا ولی لپتاپ برای کوبیدن تو در و دیوار و پرت کردن نیست ظریفع با درست رفتار کردن هیچ مشکایم نداره من رنگ مشکی سفارش داده بودم ک ی حالتی مث خاکستری برام اوردن ک خوشگل تر از مشکیش شد و این ک توی مدل 7200 رنگ داخلش نقره ای نبود و همرنگ بیرون لپتاپ فقط با جنس متفاوت بودش صفحه ی نمایشش عالیه ب هیچ وجه نمیشه بهش ایراد گرفت خیلی با کیفیت هستش تا جایی ک دیدم توی نظرات ممکنه این ال سی دی از برند های مختلفی باشه ک این ساخت ال جی بودش نور کیبرد خیلی توجه ادمو جلب میکنه ولی مشکلی ک توی کیبرد هستش دکمه های اینتر و شیفت و بک سمت راست هستند ک ی مقداری کوچیک هستن و باید بهشون عادت کرد و این ک کیلید اینتر با کیلید بالاییش خیلی چسبیدن ب هم سی دی درایور بی کیفیتی دارع و طول میکشه ک بخونه و همچنین پر سروصدا . صدای هارد ک بعضی از دوستان گفته بودن زیاد و اعصاب خورد کنه مشکلی ندارع و خیلی طبیعی و مث بقیه لپتاباس از نظر صدا ولی سرعتش بنظرم پایین گاهی هم رو مخ نیاز ب ssd شدیدا حس میشه . باتری هم در حالت استفاده ی معمولی همون حدود 5 تا 6 ساعت دوام دارع ک البته بازم دیدم ک بعضی دوستان گفته بودن ک باتری های این مدل چند نوعه ک مال من مطابق خودع سایت لنوو همون 39whr بودش از نظر سخت افزاریم قابل قبوله نرم افزار مطلب خیلی راحت روش نصب کردم و روون کار میکنه مثل 3Dmax و ... اهل بازی نیستم برا همین نمیتوتم نظری در این زمینه بدم خیلی هم باهاش کار کردم تقریبا 3 روزه روشن همش ولی داغ کردن ندیدم توش با وجود فعالیت نسبتا سنگین",10,0,5,5,4,5,5,3
"صفحه نمايش باصطلاح‌ ips","بدنه تمام پلاستيک و شبيه اسباب بازي","کافیه این لب تاب رو از نزدیک ببینید
مث اسباب بازی های پلاستیکی می مونه و خیلی بی روحه ساخت بدنش
چون پلاستیکیه . به نظرم گول مشخصات فنیش رو نخورید
چون اصلا حس خوبی نمی ده موقع کار . کلا لق هست دستگاه و خیلی ساخت ضعیفی داره .
به هر حال از ما گفتن بود .
فقط سلطان ایسوس",2,16,3,3,3,3,3,3
