positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"باتري فوق العاده
اسپيکر و صفحه ي بي نظير","قيمت بالا در ايران","سلام خدمت دیجیکالا ی عزیز و دوستانی که میخونن
من این لپتاپ رو یک هفته پیش از آمریکا خریدم و وقتی جعبه رو باز کردم متعجب شدم لپ تاپی بسیار باریک و سبک با اسپیکر های فوق العاده شارپ و بلند تاچباری بزرگ تر از یک آیفون 6 اس و ...
این رو به همه پیشنهاد میکنم
فقط چند تا نکته :
* اولا باتری اولش افتضاحه وای بعد آپدیت یک گیگو دویست مگی درست میشه و تا 9 ساعت ادیت فیلم در ادوبی پریمیر رو پیوسته جواب میده
* شما از نظر قدرت پردازنده امکان نداره با این مک یه مشکل بخورید
*دوستانی تازه دارن مک میخرن قبلش یه چند تا فیلم آموزشی ببینن چون این مک کاملاً با ویندوز فرق داره مای کامپیوتر شما به فایندر تبدیل میشه کیک چپ رو باید با دو انگشت زد (روی هرجای ترکپد(موس)) دکمه ی کامند تقریباً کار کنترل رو میکنه و .......
*و نکته اخر اگر روی صدای اخر اهنگ گوش بدید 4-5 ساعته خالی میکنه و طبیعیه چون اسیکر ها بسیار قدرت منده جوری که یه اتاق 10 متری رو کاملاً با صدایی پر جواب میده ( اگه صدا اطراف زیاد نباشه) و اینکه ساب وفر قوی ای داره که خود استاد قورت دادن انرژی هست
* تاچ بار فوق العادس و ممکنه کاری یک ساعته رو تا بیست دقیقه تسریع کنه چون کلی میانبر روشه و کیفیتی چشمگیر داره
*و در اخر اینو به همه پیشنهاد میکنم و اگه میگیرید حتماً مدل تاچ بار رو بگیرید چون با اینکه یک و سیصد فرقشه پردازنده ای قوی تر داره که خیلی بهتره همچنین تاچ بار هم داره که خودش فوق العادس و علاوه بر اون چون دو تا پورت بیشتر داره کلی از هزینه های دانگل رو کم میکنه .
ممنون که خوندید امیدوارم مفید باشه",7,1,4,5,5,5,4,5
,,"برای کار های مهندسی یکه واز ویندوز هم راحتر است اگر بلد باشید و از لحاظ کیبورد و تاچ پدو سخت افزار بی نظیر",14,2,3,5,5,5,4,5
"تاچ بار و تاچ ايدي","قيمت زياد","دوستان سلام من به عنوان یه عشق تکنولوژی که سابقه کار با مک بوک پرو قبلی و سرفیس بوک رو دارم میتونم بگم که اگر مساله ی شما گیم یا فوتو شاپ یا ... هستش مثل کار های روزمره هردو خوبه اما راحتی کاررو نسبت یه ویندوز فراموش نکنیم چون هرچه باشه ما ایرانی ها خیلی بیشتر با ویندوز کار کردیم تا مک ولی اگه میخواید کارای مهندسی رو بدون لگ یا تاخیری مثل برنامه نویسی انجام بدین من مک رو پیشنهاد میکنم اما سرفیس هم به خاطر کیفیت بالای سخت افزار و صفحه نمایش رو من تحسین میکنم اما انتخاب با خودتون چون سلیقه ای هستش.ممنون بابت مطالعتون در این زمینه.",12,14,3,3,3,3,3,3
,,"من چندتا مک بوک داشتم و شغلم با فتوشاپ و 3دی مکس هست، ب جرات بهترین عملکرد رو تو تمام دنیا بعنوان یه لبتاب داشت و داره ولی این مدلش فقط قروفره ، اگه خواستین بخرین برای کارایی نامبرده مدل بدون تاچ بارش رو بخرین ک یو اس بی سی نباشه، ک هی دنبال تبدیلش باشین علاوه بر این سخت افزار بهتری هم داری مدل های c2 و 294 و665",10,20,0,5,5,5,0,5
"کيفيت صفحه نمايش
کيفيت ساخت بالا
عمل گرا","ندارد !!!","محصولات اپل در برابر کارایی ارزش خرید دارند. از محصول ""شافل"" گرفته تا ""آی مک"" !!
کار من طراحی هست و وقتی با مک کار می کنم واقعا احساس راحتی می کنم و خسته نمیشم ... ! دیگه چی از این بهتر؟",16,4,3,5,5,5,4,5
,,"سلام
اینو دارم برا اونایی مینویسم که میگن نسبت به سخت افزاری که داره خیلی قیمتش بالاست.
همه ی ما یا حداقل کسایی که با اپل کار کردن میدونن که محصولات این شرکت روی کاغذ نسبت به بقیه ی رقباش خیلی ضعیفه ولی تو عملکرد از همه سر تره!!!
پس لطف کنید قبل این که نظر بزارید حداقل یه بار بایکی از محصولات اپل کار کنید بد!!!
مرسی اه",49,20,3,5,5,5,5,5
,,"فقط میتونم بگم واو این یه در به دنیای دیگه ای از تکنولوژیه",22,29,2,4,5,5,3,3
"کيفيت ساخت بالا","سخت افزار ضعيف
قيمت خيلي بالا","نسبت به سخت افزاری که داره، خیلی قیمتش بالاست،",40,24,1,2,3,4,2,5
"اين لبتاب از نظر سيستم عاملي فوق العادس","قيمت زياد","به نظر من این لبتاب عاالیه",18,29,3,5,5,5,5,5
,,"باز هم اپل یک لپ تاپ فوق گران عرضه کرد. به نظر من دنیای کامپیوتر بدون اپل چهره زیباتری داره.",40,55,0,5,2,5,2,4
,,"دیجی جان تبدیلاشم بیار لطفا!
از اون تبدیلا که هم hdmi هم usb داره!!",26,9,3,4,5,5,4,5
,,"ی کلام عالی مخصوصا تاچ بار",15,29,5,5,5,5,5,5
