positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"با کيفيت ترين تاچ پد
باکيفيت ترين نمايشگر
هماهنگي سيستم عامل با سخت افزار
قابليت نصب ويندوز به دو روش اصولي
غير قابل مقايسه با يه لپ تاپ ويندوزي !","قيمت بالا که مربوط ميشه به کيفيت ساخت
بازدهي ضعيف بازي که درصورت نصب ويندوز در بوت حل ميشه","من کارای گرافیک انجام میدم حدود 10 سال بود که با ویندوز و لپ تاپ های ویندوزی کار میکردم فتوشاپ . پریمیر . افترافکت و همیشه بزرگ ترین مشکلی که داشتم لپ تاپ اصلا مناسب نرم افزار ها نبود و همیشه مشکل هنگ کردن ویندوز داشتم حتی با ایسوز 4 م تومنی از وقتی این مک بوک رو تهیه کردم خیلی پشیمونم که چرا زود تر فرم افزار هامو با یه مک تست نکردم یک کلام ( فوق العاده ) یه سری نرم افزار دیگه هم دارم تو مک نصب نمیشه که خیلی راحت از طریق بوت تو مک نصب کردم از طریق bootcamp اختصاصی اپل که باهاش میشه از حداکثر قدرت سخت افزار مک استفاده کرد
مک یه نرم افزار داره به اسم پارالل دسکتاپ بعد از نصب اون نرم افزار میشه ویندوز رو هم زمان با مک اجرا کرد و میشه گفت مکینتاش ویندوزو مثل یک نرم افزار اجرامیکنه ! ولی رم سیستمو باید تقصیم کنید بین دو سیسم عامل و همزمان از مک و ویندوز با هم لذت ببرید
اگر قصد بازی دارید حتما ویندوزو از طریق بوت نصب کنید
من رو این مک GTI V و PES 2017 نصب کردم و با تنظیم 60 فریم و رزلوشن 1080 واقعا عالی اجرا میکنه",3,0,4,5,5,5,5,5
"بي نظير",-,"بدک نیست من که راضیم ازش خدام ازش راضی باشه",4,0,5,5,5,5,5,5
,"داغ کردن موقع بازي","فقط موقع بازی های سنگین، مقداری داغ میکنه.",0,6,5,5,5,5,5,5
"خيلي زياد","قيمت نسبتا بالا","تا با این لپ تاپ کار نکنید فرقشو با برند های دیگه حس نمیکنید. واقعا حرفی برای گفتن نداره و بهترین لپ تاپ تو بازارِ. یه مقدار قیمتش بالاست که اونم به خاطر کیفیت ساختش هست، بعضی برنامه هارو هم روی مک نمیشه نصب کرد مثل 3dmax",6,1,3,5,5,5,4,5
"قدرت سخت‌افزاري مناسب گرافيست‌ها
کيفيت عالي و ظاهر خوب
برخي نرم‌افزارهاي گرافيکي که فقط مخصوص مکينتاش هست
تاچ پد عالي و کيفيت تصوير عالي","افت شديد پرفرمانس در سيستم عامل ويندوز به خصوص اگر Virtual باشد
غير قابل آپگريد که اين مشکل در تمامي لپ تاپ‌ها هم هست
عدم وجود پشتيباني و خدمات پس از فروش واقعي
هزينه تعميرات بسيار بالا آن هم اگر متخصص واقعي پيدا شود","با سلام خدمات دوستان
کامنت‌هارو تقریبا خوندم
یه مطلبی عرض کنم که اگر گیمر هستید همین الان پاشید برید یا یه دسکتاپ توپ تهیه کنید یا کنسول بازی
آخر قربونتون برم کی با لپ تاپ بازی میکنه که شما هم دومی باشید
حتی لپ تاپ‌های مخصوص گیمینگ هم به درد نمیخورن و اگر تست کرده باشید حتما متوجه عرض بنده خواهید شد
بریم سر اصل مطلب
دوستان عزیزی در نظرات مطالب مفیدی نوشتند که کاملا هم صحیح هستند، از جمله اینکه این لپ تاپ برای کارهای گرافیکی عالیه
ولی خارج از این حالت اگر یک کاربر معمولی هستید ارزانتر و پرکاربردتر از این لپ تاپ رو خیلی راحت میتونید تهیه کنید، وگرنه با مشکلاتی که در نظرات ذکر شده روبرو خواهید شد
خواهش بنده این هست که قبل از خرید حتما توی اینترنت و به خصوص وب سایت‌های خارجی یه جستجوی کامل بکنید تا پس از خرید دچار مشکل نشید
بنده طراح هستم و در تمامی پروژه‌هام چه چاپی و چه تصویرسازی و غیره از Mac بیشتر بهره بردم تا از PC
والسلام",9,5,4,5,5,4,4,5
"سرعت سيستم عامل","پشتيباني نکردن از همه نرم افزار هاي کاربردي","خیلی دلم می خواست بخرمش فقط به خاطر سرعت سیستم عاملش ولی متاسفانه خیلی از نرم افزار های تخصصی که لازم دارم رو ساپورت نمیکنه مثل revit 3dmax lumion و...
اگه هم ویندوز بخوام روش نصب کنم که دیگه صرفه نداره حیف شد قبل از خرید حتما تحقیق کنید ببینید از نرم افزار هایی که مورد نیازتون هست پشتیبانی میکنه",10,4,3,3,3,3,3,3
,,"من عاشق این شدم من یک کاربر ویندوز بودم و الان نمیخوام حتی به ویندوز نگا کنم عالی عالی میخواید هزینه لبتاپ کنید از این بگیرید",10,2,5,4,5,5,5,5
,,"واقعا عالیه هم بازیهای سنگینو جواب میده هم برای فوتوشاپ و برنامه نویس عالیه",5,3,5,4,5,5,5,3
,,"کسی برای گیم میخواد نگیره واقعا به کارش نمی اد اگه برای کار ساده میخوان با یک چهارم این میشه لبتاپی گرف این کار هارو بکنی فکر تعمیراتشم باش اگه ضربه یا اسیب دید که خوبم تعمیر نمیکنن",13,12,2,3,5,5,2,5
,,"صحبت های دوستان در مورد موجود بودن تمام نرم افزار های کرک واقعا تکان دهنده بود ولی بیان چند نکته ضروری است اپل کلا چیزی به نام کاربر ایرانی را نمی شناسد پس کرک نوش جونتان",11,8,5,5,5,5,5,5
"[""عالي""]","[""ندارد""]","این لپ تاپ انقدر زیبا و دوست داشتنی است که نمی توان برای ان عیبی در نظر گرفت ولی این لپ تاپ مناسب همه نیست . افرادی که برنامه نویس دات نت هستند و باید ویژال استدیو نصب کنند باید بی خیال این لپ تاپ بشوند و با همین قیمت می توانند لپ تاپ های بهتری ویندوزی بخرند",9,6,5,5,5,5,5,5
"عملکرد فوق العاده","نقطه ضعفي نداره","با سلام و عرض ادب بدون هیچ حاشیه من این لپ تاپ رو یه سالی میشه خریدم گزینه بسیار عالی تو خریدش شک نکنید .",8,8,4,5,5,5,5,5
"کيفيت ساخت عالى
سيستم عامل فوق العاده
صفحه نمايش رتينا با بهترين کيفيت","قيمت بالا
تعمير سخت يا غير ممکن
نبود اپل استور در ايران براى تعمير","ببینید من چندین سال هست که مک یوزر هستم از اپل یه خوبى که داره سیستم عاملش با سخت افزارش هماهنگ هست مثل آیفون که میبینید چقد روون تره!
من خودم مک بوکم الان قدیمى شده اما با اینکه مدل ضعیفى هم هست تا همین الان من باهاش کاراى گرافیکى زیاد کردم از مدل 3 بعدى تا رندر گرفتم و فوتوشاپ و این چیزا چون من اول این لپ تاپ رو براى برنامه نویسى گرفته بودم اما برنامه عوض شد کلا!
ببینید براى بازى اصلا مک پیشنهاد نمى کنم اما براى کارهاى گرافیکى ، آهنگ سازى ، تدوین فیلم شک نکنید بهترین گزینس!
فقط یه بدى که هست اینه که تعمیرکار تخصصى تو ایران میست بماند دوستان ادعا زیاد دارن اما کلا مکتون اگه بخوره زمین یا چیزى آدم ترجیح میده تعمیر نبره!
نرم افزار همه چى گیر میاد تقریبا اما اول کار ببینید نرم افزارى که مى خواهید براش هست اگه نرم افزار تخصصى بود که هیچ اما جایگزینش رو زیاد مى بینید!
ببینید ویندوز هم میشه روش نصب کرد اما راحت بگم مک بوک براى ویندوز نیست این دستگاه تو مک یه چیز دیگس!
شعاراى اپل براى مقدار شارژ و اینها هم وقتى تو مک هستید هست و البته دیت بالا میگه وگرنه 7 ساعت دووم میاره",20,5,3,4,5,5,4,5
