positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"با این قیمت به نظر میاد لب تاب خوبی باشه می خوام بخرم امیدوارم لبتاب خوبی باشه با سرعت بالا برای کار های روز مره و بازی های سنگین",0,0,5,5,5,5,5,5
,,"لپ تاپش عالیه به پولش می ارزه و بازی های خیلی سنگینی میشه روش نصب کرد و کیفیتش عالیه",0,0,5,5,5,5,5,5
,,"خیلی خوبه حتما بخرید",2,0,5,5,5,5,5,5
,,"سلام،من این لب تاپ رو چهار،پنچ ماهی میشه خریدم،بهتون پیشنهاد میکنم حتما بخرید، لب تاپ خیلی خوبیه،با این که این لب تاپ دو هسته ای هست ولی کارهای خیلی سنگین رو هم انجام میده،من خودم با این لب تاپ بازیهای سنگینی مثل gta v،farcry4،call of duty ghost،و خیلی بازیهای سنگین دیگه ای رو هم اجرا کردم،واقعا لب تاپ بی نظیریه ،حتما پیشنهاد میکنم",7,0,5,5,5,5,5,3
"صفحه نمايش
کيبوردش عاليه
گرافيک نيمه حرفه اي
سرعت پردازش بالا
براي بازي عاليه",ندارد,"با سلام لپ تاپ خوبی هستش از دیجی نخریدم ولی 4روز دارم کلی بازی و برنامه روش ریختم راحت و روون باز میکنه بی صداست و این که راحت و سریع روشن میشه فقط برای بازی باید به شارژ وصل باشه سرعتش خوبه بازی gta v رو راحت نصب کرد و باز کرد",1,0,3,3,3,3,3,3
,,"مناسب کار مثل ادیت ها.
گرافیک ضعیف تو بازی نسبت به ایسر تو قیمت.",0,1,3,3,3,3,3,3
,,"بالاخره خریدمش شنبه میرسه به دستم به نسبت قیمتش به نظر لپ تاپ خیلی خوبی میاد",0,1,3,3,3,3,3,3
"در کل تو اين قيمت خوبه
بهترين گزينه تو اين قيمت",,"پیشنهاد میکنم لپ تاپ خوبیه فقط برای بازی های گرافیکی باید تو شارژ باشه",5,0,4,4,4,4,4,4
,,"سلام دوستانی که مشکل در بازی دارن در نظر داشته باشید که نوع باتری که روی لبتاب شما هست جوابگوی بازی نیست برق مناسب به گرافیک نمیده حتما باید به شارژ بزنید
اگر دوس دار برای بازی لبتاب بخری و قصد داری تو شارز بازی نکنی حتما لبتابی بخر که 6 سلوسلی باشه",3,0,3,3,3,3,3,3
"رم 8 ddr4
پردازنده مناسب
گرافيک متوسط
در اين قيمت بهترينه","کيفيت صفحه نمايش
طراحي تکراري اما زيبا","من خیلی تحقیق کردم و این بهترین گزینه تو این قیمته
اکثر بازی های روز رو رو حالت متوسط نیاره رو پایین میاره
امیدوارم دیجی کالا این لپ تاپ رو تا تابستون موجود نگه داره و رنگ روشنش رو هم بیاره",5,1,3,3,4,3,3,3
