positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"قيمت مناسب نسبت به سخت افزار
طراحي شيک و زيبا","کيفيت پايين صفحه نمايش","من این محصول رو از دیجی کالا خریداری کردم .
لب تاپ قوی و خوبی هست در مقایسه با قیمت . من چون برنامه نویس هستم از برنامه ها و نرم افزار های برنامه نویسی استفاده می کنم که خیلی سنگین هستند و این لب تاپ به خوبی این برنامه ها رو اجرا میکنه.
از نظر کیبورد هم بسیار خوب هستش و تاچ پد خوبی هم داره.
باتری هم نسبت به صفحه نمایش خوب عمل میکنه ( نمیشه گفت عالی و در حد خوب هستش )
در مورد داغ کردن هم با ران های سنگین چند ساعته زیاد داغ نمیکنه و اذیت کننده نیست .
تنها ضعف کیفیت پایین صفحه نمایش هست که رنگ ها رو زیاد زنده نشون نمیده
در کل میشه گفت برای یه لب تاپ میان رده امکانات مناسبی داره و ارزش خرید داره ( مخصوصا برای 8gb ssd و corei7 )",7,1,5,5,4,3,4,5
,,"سلام.
نزدیک 2 ماهه که دارمش.البتهcore i5 رو.در این مدت انواع تستها به واسطه کارم ازش شده.سنگینترین محاسبات دینامیکی سازه های 12 ، 14 و...طبقه رو باهاش انجام دادم.تقریبا تمام نرم افزارهای فنی که یک مهندس ممکنه داشته باشه روش نصب هست.ازsapوetabsوسیسموسیگنال و سیسمو اسپکتروم و matlabو اتوکد و انسیس بگیر تا اباکوس و safeو ...
به خوبی همشونو پردازش کرده.بدون صدای زیاد و گرمای قابل محسوس.چون بازی و اینجور چیزا استفاده نمی کنم نمی تونم در موردش نظر بدم.
ولی سنگینترین کارهای محاسباتی نرم افزاری در سطح متوسط به بالا رو با matlabو تحلیلهای دینامیکی عمرانی رو که معمولا عیار قدرت پردازش رو معلوم می کنن به خوبی از عهدشون بر اومد.
قابل حملراحت هم هست تقریبا و تو انواع کیفهای دستی و چرم راحت جا می شه.البته دیگه کنارش کتابهای قطور و برگه های زیاد نمی شه گذاشت.
ایشالا به درد دوستان بخوره تجربه من.",5,0,4,4,4,3,5,4
,,"من دنبال لپ تاپ تو رنج حدود 2 م بودم که چهارده اینچ باشه، حدود 4 ماه پیش همه بدون استثنا اینو معرفی کردن، البته من کور آی5 خریدم، کیبوردش برای تایپ محشره، کیفیت صفحه نمایش میتونست بهتر باشه، اما آزاردهنده نیست، روون کار میکنه، من راضیم، فقط مشکلی که برای من داره، اینه که گاهی اسپیکرش درست کار نمیکنه، باید دست کاری کنم تو سیستم تا راه لیفته که البته فکر کنم مشکل نرم افزاره",4,0,3,4,5,3,4,5
,,"لپ تاپ من، دو سه هفته بعد از خرید مشکل سیاه شدن صفحه نمایش رو داشت و بعد یه مدت پیکسل های یه قسمت سبز میشدند و بعد شروع کرد به بلو اسکرین دادن که با مراجعه به نمایندگی ویستا برام مادربورد رو تعویض کردند ولی الان هم گاهی صفحه سیاه میشه الان استرس دارم که اگه دوباره مادربورد دچار مشکل بشه چه کنم",6,3,4,5,4,3,4,2
"همه چيزش خوبه","کم بودن پورت ها","ظاهر خوب، کارای خوب",4,6,3,4,5,2,3,3
,,"از لحاظ نرم افزاری میتونم بگم عالیه ، من تا بحال با کلی لپتاپ میان رده و‌بالا رده کار کردم، اینو که خریدم واقعا ازش راضیم .. البته باید بگم راضی بودم .. بعد از هفت رو متوجه شدم صفحه سیاه میشه و کمتر از یک ثانیه باز به حالت قبل برمیگرده ،سه روز بعدش یک پرش نداشت، چارپنجتا پرش داشت و مثلا چند ثانیه ای طول میکشید تا بتونم شروع به کار کنم..از کامنتها متوجه شدم غیراز من هم کسی این مشکل رو داشته .. امیدوارم قرار نباشه قطعاتش عوض بشه چون وافعا غیر قابل تحمله پول بدی و کمتراز یک ماه استفاده متوجه بشی باید قطعاتش عوض بشه ..",3,4,3,3,3,3,3,3
"سخت افزار خوب","جنس رويه لپ تاپ به نظر ضعيف است
بر روي رويه لپ تاپ اثر انگشت مي ماند","از نظر سخت افزاری خیلی خوبه، مخصوصا در مقایسه با محصولات هم قیمت خودش مزیت های بیشتری داره که میشه به داشتن رم DDR4 و داشتن 8 گیگ هارد SSD اشاره کرد.
لپ تاپ های قبلی من همه صفحه مات بودند ولی این مدل با این که صفحه مات نیست زیاد متوجه نمیشم و اذیت کننده نیست.
ماوس هم چون یه تیکه اس در ابتدا کمی اذیت کننده اس که به مرور بهش عادت میکنم.
لامپ پاور و باتری و ایرپلین مود رو در لبه ی روبرویی گذاشتند که من نمیدونم چرا در کنار لامپ هارد که به نظرم جای درست تری داره نذاشتند
حدود دو هفته اس که خریدم و تنها مشکلی که باهاش دارم و هنوز متوجه نشدم سخت افزاری هست یا نرم افزاری اینه که موقع کار کردن یه لحظه صفحه سیاه میشه و دوباره همه چیز به حالت عادی برمیگرده، امیدوارم مشکل نرم افزاری باشه و حل بشه",1,6,4,5,4,3,4,2
,,"سخت افزار عالی و همچنین کیفیت و طراحی خاص....",3,7,2,4,3,4,3,3
"سايز مناسب سخت افزار خوب","کيفيت پايين صفحه نمايش تعدادکم پورت هاي USB","در کل خوبه با توجه به قیمت",4,2,3,4,3,2,2,2
,,"مشکل اصلی این دستگاهها توی گارانتیشون میباشد دستگاهی رو انتخاب کنید تا گارانتی تعویض دستگاه داشته باشه نه قطعه چون اگر بعد حتی دو هفته ایرادی پیدا بکنه و نیاز به تعمیر داشته باشه ممکن است روزها یا هفته ها گرفتار بشید چو کسی پاسخگو نیست و دستگاه نوی شما میره برای تعمیر متاسفانه دیجی کالا هم غیر مسئولانه عمل میکنه چون نوشته گارانتی تعویض ولی این تعویض فقط مربوط به قطعات هست نه دستگاه !!!!!",15,1,3,1,3,3,3,3
"رم ddr4
type-c
بسيار سبک و راحت براي دانشجويان","نداشتن back light","دوستان لطفا کسانی که نظر میدن این لپ تاپو با هم رده های خودش مقایسه کنن ممنون میشیم. خیلی گفتن جنس بدنش خوب نیست...شما لپ تاپی با این مشخصات بگین که تو این رنج قیمت کیفیت ساختش بهتر باشه. بنده اصلا از ظاهر لنوو خوشم نمیاد.
باتری asus k456 ur b از بقییه ی لپ های تو این رنج قوی تره
درکل این لپ تاپ به راحتی میشه گفت بهترن گزینست با این بودجه... و از همه مهم تر رمش ddr4 ره که یه مزیت بزرگی نسبت به بقیه حساب میشه حتی 2 سال دیگه به راحتی قابل ارتقاست.
درمورد کیفیت صفحه هم بگم شاید عالی نباشه ولی اگه بخواین باهاش برنامه نویسی کنین و کارای گرافیکی انجام بدین حتی فیلم هم ببینین نمیتونین برچسب بی کیفیتی به صفه نماییش بزنین چون خیلی کم به چشم میاد اگه همین صفه نمایش بود اما روکش مات داشت بی نظیر میشد.
تنها ایراد بزرگ این لپ تاپ نداشتن back light.
در کل این لپ تاپ بین بقیه از همه بهتره البته برای من که اولویت رم ddr4 و درگاه type-c. اگر دانشجو هستید بهترین گزینست چون واستون 3 سال دانشگاه رو راحت میکنه حتی بعد از دانشگاه هم میشه یکم استفاده کرد ازش.
اگر هم به فکر خرید 15 اینچی همین مدل هستین باید بهتون بگم که داریر پولتونو هدر میدن چون یکم پول روش بزارین میتونین به روز ترین مدلو بگیرین k550 vx فک کنم.
با تشکر از دیجی کلا",6,2,4,5,2,3,4,4
"وزن سبک،شيک بودن،سخت افزار خوب","صفحه نمايش با زاويه ديد محدود","لب تاپ خوبیه، تنها ایرادش تو صفحه نمایشش هست که حتما زاویه دید مناسب میخواد",7,1,3,4,5,2,3,3
