positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"سخت افراز قوي
مرقون به صرفه","صفحه با زاويه ديد محدود","قوی و به صرفه",1,0,4,4,3,3,4,3
"دوام شارژ باطري
قيمتش با تجه به کارت گرافيک وپردازنده اي که داره مناسبه","کيفيت دکمه هاي کيبورد وکلا جنس بدنه پلاستيکي واقعا پايينه
دي وي دي رام واقعا شبيه اسباب بازي مي مونه وطوري لق ميزنه که اينگار داره در مياد
صفحه لمسيشم بايد چند بار تو سرش بزني تا عمل کنه","در کل لب تاب متوسط رو به پایینیه",1,0,3,4,2,2,3,2
,,"من بین اینو کانفیگهای ایسر دودل بودم ولی چون این لپ تاپ 20 تا 30 درصد تو بازی از ایسر به خاطر cpu ram gpu ضعیف تر بود ایسر رو گرفتم.
البته کارت گرافیک این gddr5 یکی از خوبای amd هست قدرت پردازشش گرافیک تقریبا اندازه 940m که 30 درصد از مدل mx پایین تره.
ولی مزیتش کیفیت ساخت و کیبرد و ترک پوینت و صفحه مات مناسب برای اونایی که زیاد جابه جا میشن.
ولی فناوری سخت افزارش مال پارساله.",2,1,5,4,4,3,3,4
"قدرت سخت افزار نمره سخت افزار Gpu:1398+829=2227 cpu:3951","صفحه نمايش ميتونست بهتر باشه (من نظر خيلي حساسم رو عرض کردم وگرنه ميشه چشم پوشي کرد ازش)","سلام
بنده این لپ تاپ رو امروز تحویل گرفتم 1396/01/11
عالیه اگر دنبال یه لپ تاپ کاربردی و خوب می گردید این مدل عالیه
دی چی کالا ممنون که قوت قلب مایی برای خرید مطمئن
خوراک باز یه هرکیم میگه به درد گیم نمیخوره دروغ گفته",1,0,4,4,3,3,4,3
,,"نسبت به سخت افزازش گرونه",0,2,3,3,3,3,3,3
,,"با سلام
به نظر من با این رنج قیمت، باید تجهیزات بیشتری رو از خودش نشون بده. همچنین از لحاظ قدرتمندی سخت افزاری باید به باتری قوی اشاره کنم. ولی تو این رنج قیمت من لپ تاپ های بهتری هم دیدم. اگر دنبال خرید این کالا هستید پیشنهاد می کنم بیشتر فکر کنید
باتشکر",0,2,2,5,5,4,4,3
"لپ تاپ خيلي کاربردي و به قيمت هست","ظاهر نامناسب و غيرشکيل","این سری لپ تاپ رو داشتم از چین خریدم و همانجا استفاده کردم چون بعلت شرایط اب و هوایی نامناسب اونجا معمولا لپ تاپ هایی سختکار بیشتر طرفدار دارند من هم 3 سال استفاده کردم و کاملا راضی بودم و یک دونه دیگه انشالله توی پیشنهاد ویژه دیجی خواهم خرید به یاد روزگار گذشته...",8,3,4,4,4,4,3,3
"گرافيک قوي
صفحه ي مات
cpu i5
باتري قوي
ترک پد که بعد از يک مدت ديگه نميتونين با تاچ پدا کار کنين","کيفيت صفحه متوسط
ايني که به دستم رسيد دي وي دي درايوش خوب فيکس نشده بود
اثر انگشتم ميمونه پشتش
بدنه ي مقاومي داره ولي ظاهر بيروني ضعيف ودروني جالب و متوسط","الان2 ماهه دارم راضی هستم اگه یه هارد ssd بخوره عالی میشه با بازی البته حتی جدید ترینش رو شاید بتونین بازی کنین ولی نهایتش با کیفیت متوسط،باترشم یکی از قوی ترین هاست.بخرین پشیمون نمیشی ارزش خرید بالایی داره.یا علی.",6,3,1,4,4,4,4,4
,,"یک هفتس خریدمش عالیه",7,10,5,5,5,5,5,5
"سري تينک پد همشون محکم و خوبن+ صداش هم خوب بود","چندتا از حروف فارسيش روي کيبورد جابجايه + رنگ صفحه مانيتورش مُرده","با سلام
من از دیجی کالا توی شگفت انگیز خریدم راضیم عالیه
چون از دیجی خریدم استرس ندارم که تقلبیه یا گرون بوده",1,5,4,3,3,4,4,5
