positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"سخت افزار","گارانتي امرتات","کیبورد نور پس زمینه خراب بود. بردم امرتات میگه باید بفرستیم لنوو اصلی. 2 ماه طول میکشه. گارانتی امرتات خیلی بده.",1,0,3,3,3,3,3,3
"جنس بدنه
صفحه نمايش
سخت افزار قوي وبروز
نسبت به قيمت عالي
کيبورد وتاچ پد قوي",باتري,"لپ تاپ خوبیه ولی شارژ زیاد نگه نمیداره .
کارای سنگینو خوب انجام میده وکارایی زیادی داره من 2 ماهه خریدم راضیم ازش.
صفحه نمایش مات نمیزاره که کثیف شه و بلندگو های نسبتا خوب(میتونست بهترباشد).
بهتره وقتی میخواستین بخرین یک فن هم باش بخرین چون دستگاه داغ میکنه برای کار های سنگین.",2,0,5,2,5,3,5,3
,"نداشتن حروف فارسي صفحه کليد
باطري ضعيف
صداي نامفهوم","به نظر من میشه یه مقدار بیشتر هزینه کرد و ایسوس گرفت که صدمراتب از این بهتره",3,4,4,4,2,4,3,5
,,"گرافیکش gddr3 هست و از 940mx ایسر که gddr5 هست 20 تا 30 درصد ضعیفتره .",1,4,3,3,3,3,3,3
"قدرت پردازش بالا، قدرتمند و بروز
صفحه نمايش خوب
جنس نسبتا با کيفيت","چيدمان دکمه هاي کي برد","چون 5-6 نفر از همکارانم از این سری داشتند ولی در این مدل تقریبا عمده ایراد های سری 510 برطرف شده است که البته در نقد و بررسی بهش اشاره نشده، نکته بعدی بسیار مهم اینکه حتما باید به محض تهیه هارد را تعویض و از ssd استفاده کنید وگرنه به هیچیک از توامندیهای لپتاپ دست نخواهید یافت مطمئن باشید دکمه های کیبرد متاسفانه چیدمان خوبی نداره البته من عادت کردم مشابه این مدل از نظر قیمت در سری 700یا710 وجود داره که اونهم لپتاپ خوبی هست جنس لپتاپ پلاستیک هست ولی نسبتا با کیفیت هست البته من سفیدش را دارم صفحه نمایش مات ips خیلی خوبی داره ولی نسبت به ایسوس کنتراست خیلی بالایی نداره، ولی من نمره خوبی بهش میدم",4,0,5,5,2,4,5,4
"کانفيگ نسبتا خوبي داره. سي پي يو 7200 رم 8 گرافيک جيفورس 940، 8گيگ","سرعت حافظه پايين ، طراحي ساده","با این قیمت مناسبه",1,0,4,3,4,4,4,4
"يه لپ تاپ فوق العاده","اگه فقط باطريش قويتر بود و حسگر اثر انگشت داشت، به لپ تاپ تمام عيار ميشد","من تازه خرید کردم اما از نظرم خیلی عالیه",4,6,5,3,5,5,4,5
,,"سلام.
سری Aspire F5-573G از Acer گزینه بهتری نسبت به این مدل هست.
همینطور USB Type C پشتیبانی می کنه و باتری فوق العاده (6 ساعت برای وبگردی) داره و از M2 SSD کنار HDD پشتیبانی می کنه.",7,6,3,3,3,3,3,3
,,"این که لپ تاپ قدرتمندیه شکی نیست کانفیگ نسبتا خوب با قیمت مناسب.
ولی شرکت گارانتی کننده هم مهمه
من خودم به شخصه از شرکت امرتات اصلا راضی نیستم
یه z510 خریده بودم با گارانتی امرتات چند بار سیستم رو بردم شرکت و چند روز اونجا موند بعدشم هیچی به هیچی
البته این موارد تو سال 94 بود شاید حالا پیشرفت کرده باشند نمیدونم
ولی من دیگه دستگاهی با گارانتی امرتات اصلا نمیخرم.",14,1,3,3,3,3,3,3
"گرافيک قوي
سي پي يو قوي
کيفيت صدا خوب","باتري مقدار کمي ضعيف
کيفيت صدا هنگام بازي ضعيف هست که با هدفون بازي کنيد عالي هست","همه چیش عالی حرفی برای گفتن نذاشته به غیر از اون باتریش و کیفیت صدا بقیش عالی.",9,1,4,3,5,4,5,5
