positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"صفحه نمايش خوبي داره
پردازنده هاي قوي داره","تنها نقطه ضعفش باطريشه","از همه نظر لپ تاپ خوبیه فقظ باتریش زود تموم میشه و خیلی گردو خاک گیره",0,0,4,2,3,5,5,4
"جنس بدنه","کيبورد وديد محدود","با سلام .من این لب تابو 2ماهه خریدم وباهاش اتوکد به صورت حرفه ای وتردی مکس کار کردم به خوبی جواب داد بدون هیچ هنگی فقط تنها چیزی که خوب نیست باطریشه که هنگام کار با نرم افزار های سنگین مثل اتوکد وتردی یکم زود تمام میشه.در کل لب تاپه مناسبیه برای رشته معماری وعمران",1,0,5,2,2,5,5,3
"بلندگوها
دوربين
باتري برا من تا هشت ساعت فيلم ديدن و صوت کار کردن تقريبا کار کرده
امکاناتشم تا اينجاي کار از قبيل سرعت پردازندگي و خوندن نرم افزارهاي تقريبا سنگين عالي بوده","خيلي عاليه اما شنيدم ک برند lenovo خريدار آنچنانه نداره و برندهاي ديگه قوي ترم هستن از سخت افزاري بيشتر تحقيق بايد کرد!!! اگه يکم ديگه داشته باشيد برندهاي بهتر انتخاب کنيد شايد برا آيندتون خوب باشه ولي بالکل من از اين لب تاپ ايرادي نديدم","همه چیزش عالیه",2,2,5,5,5,5,5,5
"گرافيک خخوب cpuعاااليييي","صفحه نمايش ضعيف تاچ پد صفت","واقعا لپ تاپ خوبیه...من 9 ماه پیش خریدم حتی یک بار از فاصله30سانتی افتاده زمین...ولی مثل ساعت کار میکنه...
من بازی gta v رو بدون لگ بازی کردم...واقعا عالی...کم نمیاره...",3,0,4,4,4,5,4,4
"ضاهري نسبتا زيبا
مجهزبه سيستم BACK LITE (نورپشت زمينه)
سرعت عمل بالا
طراحي باعرض کم(باريک)
خنک کنندگي خوب","باطري نسبتا خوب هست نه آنجنان که شماانتظارداريد
صفحه نمايشگربراق وبزرگ که باعث برگشت نورمحيط وسنگيني لپ تاپ ميشود
کيبوردضعيف وهنگام استفاده بقيه کليدهانيزحرکت دارند
احتمال ايرادگرافيکي بالاهست واحتمال ايراددربرخي درگاه آن ازجمله USBوجوددارد
جهت کاربري خانگي خوب است نه استفاده دايم وصنعتي بعبارتي مراعاتش کنيد","خدمت دوستان دیجی کالاوکاربران عزیزسلام وخسته نباشید
جندماهیست مدل I5باتمام دیگرمشخصاتی که دیجی داده است خریده ام البته ازبازارنه دیجی کالاباگارانتی سازگار.عزیزانی که قصد خریددارندحتماباگارانتی معتبرخریداری کنندتادرصورت ایراداحتمالی حمایت شود.برای کاربری
مالتی مدیاوخانگی نسبتاخوب هست وبایددرنگهداری آن رعایت فرمایید.",3,1,3,3,2,3,4,3
,,"عالیه عالی .تو هیچ بازی کم نمیاره.",1,8,5,5,5,5,5,5
,"ديد بسيار محدود","سلام واقعا دیدش خیلی محدوده اصن رو مخه چون من با دوستام زیاد فیلم نگاه میکنیم خیلی اذیت میکنه از نظر گرافیک هم خوب جواب نداده من حدود یک سال پیش از بازار خریدم والان تصمیم فروش دارم",6,6,2,2,4,4,2,2
cpuقوي,"فقط به نظر من وقتي با کيبرد کار ميکني يکم ميره تو","یه لپ تاپ عالی هم از نظر ظاهر هم از نظر فنی من بازیwatch dogs2رو بدون لگ بازی کردم خیلی خوبه واس من کیبردش نور هم داره که خیلی خوبه.",5,4,3,3,3,3,3,3
"سخت افزار قدرتمند ارزش خريد بالا نسبت به قيمت","طراحي باطري","من این لب تاپ رو چهار ماه است که دارم البته ( core i5 )
فوق العاده اس سنگین ترین بازی ها و نرم افزار های سنگین رو روش نصب کردم ، تا حالا نه داغ کرده نه هنگ
خیلی سرعتش خوبه",6,4,5,4,5,4,5,3
,,"در یک جمله میگم عالیه خیلی عالیه",9,2,5,4,5,3,3,3
,,"به نظر من که لپ تاپ خوبیه",4,2,3,3,3,3,3,3
"ظاهر فريبنده و زيبا کيفيت ساخت بالا بدنه","عملکرد ضعيف در برابر مشخصات کاهش شديد سرعت بعد از چند ماه داغ کردن شديد","واقعا پشیمونم من مدل پارسالش رو دارم با همین مشخصات ... خیلی ذوق کرده بودم که اون موقع با این قیمت آنقدر قدرتمند به نظر میاد ولی حالا بعد از یک سال دارم میفهمم که قیمت پایین بی دلیل نبوده و همش لگ های بیخودی و بی دلیل داره واقعا دارم فرق برند غیر معروف رو با بزند خوب میفهمم",15,36,4,2,5,4,4,4
"CPU
GPU
صفحه کليد
کيفيت عالي بلندگو",باتري,"سلام من این لپ تاپ رو ( البته core i5 هستش ولی عوضش 8 گیگ SSD داره!) خریدم واقعا عالی هستش... رم و گرافیک بالا و بلندگو های قوی از مزایاشه.... باتریشم بد نیس ولی خوبم نیس... تو این رنج اگه بخواید ایسوس بخرید کم کم میاد رو قیمت... تو خریدنش شک نکنید.",16,10,5,5,5,5,5,4
,,"فقط میتونم بگم از نظر ظاهری عالیه",13,12,5,5,5,5,5,3
