positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"همه چيش","صفحه نمايش براق","همه جوره خوبه1ماهه دارمش خوب بوده تا حالا فقط اگه زیاد باهاش کار کنین داغ میکنه برنامه و بازی رو عالی اجرا میکنه ......درمورد صفحه نمایش هم خوبه اما عالی نیس",0,0,5,5,5,3,5,5
"سخت افزار قوي","صفحه نمايش بد","بسیار عایه تو اجرای بازی خوشم اومد فقط خیلی زد داغ میکنه.نکته بعدی اینکه میتونه آینه خوبی باشه ینی خودتو توش قشنگ میبینی به خاطر کیفیت پایین صفحه نمایش و شفاف بودنش",1,0,5,5,5,2,4,4
"[""گرافيک عالي بعلافه cpu قدرت مند و بدنه با کيفيت"",""هيچي""]","[""هيچي""]","من این لپتاب رو یک ماه هس خریدم و باید بگم از هر لحاظ عالیه و ویندوز 10 روش فقط خوب کار میکنه. از لحاظ گرافیکی هم عالیه میشه باهاش کارای گرفیکی نسبتن سنگین هم کرد. و باید بگم اگه بخواید بخرین حتمأ بخرین اصلأ شک نکنید. عالیه و در ضمن تو این رنج قیمت فقط همین لپتاپ ا زنظر فنی خوبه. من که ازش راضی ام در ضمن نسخه نقره اش بهتره و. قشنگ تره مشکیش زیادی براقه و قشنگ نشون نمیده",2,1,5,5,5,5,5,5
cpu,"اينکه اچ پيه . صفحه شفاف و ...","با این قیمت و تو همین رنج تنها رقیبی که واسش میبینم lenova ideapad 305 B هست که طبق بنچمارک سایت gpuboss سی پی یوی قویتری داره و صفحه نمایش مات داره ،1 پورت 3 بیشتر داره.
و هم ارزون تره . گرافیکشونم یکیه (هردوشون Radeon R5 M330 )",0,3,4,4,3,3,4,3
"همه چيز عالي","صفحه نمايش ضعيف","من این لپتاپ رو حدود 6 ماه دارم. از همه چیزش راضی هستم فقط صفحه نمایشش ضعیفه و گه گداری صفحه نمایش خاموش روشن میشه و خطا کارت گرافیک میده. البته فکر کنم خطا کارت گرافیک از ویندوز 10 باشه.",0,1,4,3,5,5,3,5
"[""سخت افزار خوب"",""شيک"",""بروز بودن ""]","[""صفحه کليد بد""]","سلام لب تاب از همه لحاظ خوبه اما من کلا یه هفته نبود خریده بودمش موقع تایپ یکی از دکمه هاش کنده شد و بردم گارانتی گفتن چون جدیده لوازمش هنوز نیومده اما میشه موقتا با چب چشبوند که صفحه کلیدش اومد بیار عوش کنیم اما در کل عالیه بلنگوشم خوبه یه سری عزیزان گفته بودن ضعیف از لنوو خیلی بهتره از همه چی بهتره و به نظرم بهترین چیز برای مقابله با مک بوک اپل هست",1,2,3,3,3,3,3,3
"سخت افزار قوي در برابر قيمت","يکم صفحش ضعيفه","من از همینجا خریدم .عالیه. حتی ارزش سخت افزارشم در برابر قیمت خوبه حتما بخرینش .ممنون از دی جی کالا",5,0,5,4,5,3,5,5
[],[],"عالیه فقط همین من کلی گشتم و تو این رنج قیمت از این بهتر نیست",2,0,4,3,4,3,4,4
"cpu قوي","صفحه نمايش ضعيف","دی جی جان پیشنهاد ویژه بزار می خوام هفته ی دیگه سفارش بدم",3,0,3,3,3,3,3,3
,,"لطفا پیشنهاد ویژه",3,0,3,3,3,3,3,3
