positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"کيفيت ساخت_سخت افزار_دوربين_باتري ووو........",هيچي,"این تبلت خیلی خوبیه سخت افزار عالی دوربین عالی کیفیت عالی و...من میخوام رنگ speys grey رو بخرم جون میده توش بازی کنی.یک پیشنهاد دیگه هم به شما میدم که رنگ gold رو بخرین خیلی خوشگله با تشکر.",2,2,5,5,5,5,5,5
"کيفيت ساخت
همه چي",,"خیلی عالی است و حتما بخرید",3,0,5,5,5,5,5,5
,,"من این آیپد رو حدود 5 ماه هست که تهیه کردم آیپد به دلیل متفاوت بودن با اندروید یکم کار ها متفاوت تر و پیچیده تر خواهد بود تمامی امکانات و خدماتش مانند کیفیت آن عالی است تنها ممکن است با چند تا مشکل کوچک رو به رو شد که پس از مدتی با کار کردن فراوان رفع خواهد شد تنها می توانم بگویم بهترین کیفیت مال شرکت اپل بوده و دریغ از تمامی مشکلات اندروید و .... می باشد حاضر به پاسخگویی شما عزیزان خواهم بود با اشک از اطلاعات دیجی کالا واقعا گل کاشتن",3,1,3,5,5,5,5,5
"همه ي فاکتورها و امکانات !!","ندارد !!","در پاسخ به بعضی از دوستان عرض می کنم با توجه به این که اکثر ما از ابتدا با ویندوز آشنا شدیم بنابراین در اولین برخوردمان با اپل شاید یک سری محدودیت ها به نظرمون بیاد اما واقعیت این گونه نیست. شما هر کاری رو که بخواهید می تونید با اپل انجام بدید اما از مسیر و راه مشخض خودش. به عبارتی سبک و سیاق اپل با ویندوز و اندروید فرق می کنه. فقط کافیه کمی حوصله و زمان به خرج بدید و باهاش آشنا بشید.بعد خواهید دید که همه ی اون محدودیت هایی که فکر می کردید شاید به نوعی نقطه ی قوت هستند. مثلا شاید در نگاه اول نرم افزار آیتیونز رو دست و پاگیر و مایه ی دردسر بدونید اما من شخصا معتقدم که یک برنامه ی قدرتمند و فوق العاده برای مدیریت آیپد٬ آیفون و آیپاد هست. بزرگترین محدودیتی هم که به نظرتون میرسه شاید عدم امکان دانلود باشه که می تونید نرم افزار های مخصوصش رو از اپل استور بگیرید که نمونه ش رو دوستان در پست های قبلی معرفی کردن.در عوض شما وسیله ای دارید که هم از نظر سخت افزار و هم سیستم عامل و هم اپلیکیشن ها تکامل یافته و کاراست. من با آیفون 4 وارد دنیای اپل شدم و از اون موقع٬ ضمن احترام به همه ی سلایق و تولیدکنندگان٬ استفاده از اپل رو ترجیح میدم و اکثر وسایلی هم که استفاده می کنم از محصولات این کمپانی هستند.
به عنوان نکته ی آخر هم تآکید می کنم که اولا هیچ نیازی به جیلبریک کردن دستگاه نیست و ثانیا روی پارت نامبر هم حساسیتی به خرج ندید چون فقط یک بحث تبلیغاتی هست و تنها تفاوت در نوع دوشاخه ی برق آداپتورشون هست.",5,0,4,5,5,5,5,5
,,"لطفا موجودش کنید
با تشکر",3,0,5,5,4,3,5,4
,,"با سلام...از دوستان عزیز خواهش میکنم هر کسی اطلاعات داره در باره پارت نامبر و جیل بریک ایپد های اپل برام توضیح بده.من میخام ایر 2 بخرم ولی راجع به این موارد چیزی نمیدونم.",2,1,5,5,5,4,5,5
,,"لطفا رنگ خاکستری رو بیارید",2,1,4,4,5,4,5,4
,,"موجودش کنین",5,0,5,5,5,5,5,5
,,"سرکار خانم محدثه نوری
1- آیپد دارای یک صفحه کلید کاملا فارسی است. حرف گ پشت ک است و حرف پ پشت ب و حرف ژ پشت ز و حرف چ پشت ج
2- منوهای آیپد همگی به زبان انگلیسی هستند.
3- همانطور که در اندروید می توانید صفحه کلیدهای جانبی نصب کنید در آیپد هم می توانید.
4- بله سایت سیبچه مثل کافه بازار است که می توانید از آن برنامه دانلود کنید.
5- برنامه های مشهور مجانی هستند اما برنامه های پولی هم وجود دارد که زیاد به کار ما ایرانی ها نمی آیند.
6- بله درست است برای انتقال فایل باید از نرم افزار زاپیا یا شیرایت استفاده کنید چون با بلوتوث امکان ندارد.
7- برای اتصال به لپ تاپ و جابجا کردن فایل ها سه نرم افزار مشهور وجود دارد که در نظرات قبلی ام توضیح داده ام حتما مطالعه بفرمایید.
8- برای دانلود (فایل یا موسیقی) از سایت های ایرانی برنامه idownloader را باید نصب کنید که در نظرات قبلی روش کار با آن را توضیح داده ام.
9- کاربران ایرانی تقریبا هر سه ماه یکبار به مدت دو تا سه روز نمی توانند از اپ استور دانلود کنند. یعنی در هر فصل سه روز. یعنی تقریبا سالی ده روز. در این حالت خطای 1009 می دهد که یعنی باید دو سه روز صبر کنید.
10- نرم افزار itunes اجازه دسترسی به فولدر عکس ها و موزیک و نماهنگ و همچنین فولدرهایی که توسط برنامه هایی مانند اکسل یا آی دانلودر ساخته شده اند رو می دهد ولی اجازه دسترسی به بقیه حافظه را نمی دهدو اصلا شبیه اندروید نیست. روش کار با آن را در کامنت های قبلی داده ام.
11- برنامه ifile با قیمت دو دلار اجازه دسترسی به خیلی از فولدرها را به شما می دهد.
12- از آیپد می شود به عنوان فلش مموری استفاده کرد و روی آن با کامپیوتر فایل ریخت اما این فایل ها را نمی شود با خود آیپد باز کرد. تنها فایل هایی را می شود باز کرد که با همان سه برنامه مشهور روی آیپد بریزی.
13- اگر کامنت هایی را که قبلا دوستان نوشته اند بخوانی می بینی که قبلا به تمام سوال های شما پاسخ داده شده است.",14,0,0,0,0,0,0,0
,,"با سلام
میخواستم بپرسم آیا این تبلت ها با توجه به محدودیت هایی که در ایران هست jailbreak شده است یا خیر",0,0,0,0,0,0,0,0
,,"ضمنا برای بررسی نرم افزار های موجود در سایت اپل (که فکر کنم حدود 2 میلیون باشه) می تونید با لپ تاپ به سایت appstore مراجعه کنید و در بالای صفحه سمت راست روی chart کلیک کنید توی نیمه ی بالایی صفحه ی باز شده به صورت افقی لیست برنامه ها به شکل free apps ، paid apps ، books و ... رو ببینید
توقسمت free apps به عنوان مثال لیستی از نرم افزار های پر طرفدار میاد که 100 تا برنامه س
زیر تصویر و icon مربوط به هر برنامه اسم برنامه وزیرش دسته بندی مربوط به اون برنامه (مثلا game ، social networking، music و ... ) رو می تونید ببینید
اگر روی اون دسته بندی ( مثلا games یا ... ) کلیک کنین کل برنامه های اون دسته به ترتیب حروف الفبا میاد
البته کار کردن با appstore با خود ipad راحت تره",1,0,3,3,3,3,3,4
,,"خدمت خانم نوری عرض کنم که:
1. از سیم کارت نانو پشتیبانی می کنه ولی فقط برای اتصال به اینترنت ، قابلت مکالمه نداره ... برای همین سیم کارت تون 3G یا LTE باشه بهترع
2. به صورت پیش فرض تایپ فارسی نداره ... ولی یه سری نرم افزار از app store می تونین برای تایپ فارسی دانلود کنین
3. برای اتصال به لپ تاپ نرم افزار ITunes باید رو لپ تاپ تون داشته باشین تا اطلاعات بین کامپیوتر و iPad رد وبدل بشه. ضمنا باید Apple ID هم داشته باشین که هم می تونین خودتون بسازین ، هم با پرداخت 10 تا 15 تومن موبایل فروشی ها واستون می سازن
4. با یه سری نرم افزار که معروف ترین شون Zapya ست می تونین از طریق WiFi اطلاعات رو بین iPad و اندروید رد و بدل کنین
5. با داشتن apple ID به راحتی می تونین نرم افزار های free یا همون رایگان رو دانلود کنین ... برای نرم افزار های پولی باید Gift Card داشته باشین که تو اینترنت یه سری از سایت ها Gift Card های 50 و 100 دلاری اپل رو می فروشن
6. امکان دسترسی به فولدر ها رو راستش نمی دونم",2,0,3,3,3,3,3,4
