positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"همه چيز عالي","اگه همجوره بخواهيد ازش کار بکشيد شارژ نهايت 90 دقيقه اي تموم ميشه. آنتن ارتباط wi Fi کمي ضعيف","تصاویر از هر لحاظی بهترینه مخصوصا کیفیت عالی فیلم ها و سرعت عمل بالا و سایز عالی و زیبا و خلاصه همه چی تموم.من. من 8 ماهه ازش کار می کشم اخ نگفته. البته من این تبلت از دوبی خریدم با گارانتی نشنال اما شما حتما تو ایران با گارانتی مایکروتل بخرید و در نهایت به هیچ عنوان در خریدش شک نکنید.",3,0,4,5,4,4,5,4
,,"دوستانی که مشکل ریست شدن رو دارن ریست فکتوری کنن درست میشه من 4ماهه دارمش خیلی ازش راضیم",2,1,5,5,5,5,5,5
"سرعت،صفحه نمايش،تاچ،ظرافت،صداي قوي","دوربين خوب ولي نه بسيار خوب","از مرداد95دارم استفاده میکنم
همه چی عالیه
بخرید،تو خریدشم شک نکنید",3,0,5,5,5,5,5,4
"طراحي زيبا و عالي - سبک و خوش دست - امکانات به روز","فاقد فلش مي باشد","من این تبلت رو چهار ماه پیش خریداری کردم و سه بار به نمایندگی ارسال کردم تا مشکل هنگ کردن و ریست شدن ناگهانیش رو بر طرف کنن ولی هنوز نتونستن این مشکل رو حل کنن و نمایندگی هیچ کاری نکرده . البته من این تبلت رو از دیجی کالا نخریدم و از نمایندگی رسمی سامسونگ با گارانتی مایکروتل خریداری کردم . پیشنهاد می کنم قبل از خرید حتماً بررسی های لازم رو انجام بدید .
البته این تبلت جزو تبلتهای خیلی خوبه بازاره و امکانات خیلی خوبی داره .",4,10,3,4,4,4,3,4
"صفحه نمايش عالي دوربين عقب قابل قبول و سرعت واي فاي خيلي بالا به هيچ عنوان هنگ نميکنه و ريست نميشه","باتري خيلي قوي نيست","بجز باتری بقیه امکاناتش نسبت به پولی گه براش میدید عالیه",7,2,5,5,5,5,5,4
"همه چي واقعا",هيچي,"تبلت بسیار خوبیه من اینو 5 ماهه ک دارم بسیار فوق‌العاده و زیبا و شیک هستش. تا حالا اصلا هنگ نکرده و سرعت بسیار بالایی داره من خیلی ازش راضیم و نسبت به ipad mini 4 بهتره هم از لحاظ کیفیت دوربین وهم از لحاظ سهولت استفاده و سیم کارت خور بودنش",8,5,5,5,5,5,5,4
,,"همه چیش عالیه
من نزدیک یه ساله که دارمش و تا به حال یه بارم هنگ نکرده",7,3,5,5,5,5,5,5
,,"سلام،
من این تبلت رو دقیقا 2 ماه خریدم، فقط می تونم بگم تو این دو ماه بیش از 15 بار بدون دلیل و ناگهانی ریست شد و امشب هم برای اولین بار بعد از ریست شدن هنگ کرد که با هزار بدبختی تونستم دوباره راش بندازم.به همین دلیل امدم و این کامنت رو نوشتم، نمیدونم تبلت من اینجوری یا بقیه تبلتها هم این مشکل رو دارن؟
در هر صورت تحت هیچ شرایطی پیشنهاد خرید نمیدم. حتما قبل از خرید جستجویی تو اینترنت داشته باشید و فقط به کامنتهای اینجا اکتفا نکنید.",9,11,0,3,3,3,3,2
,,"من این تبلت رو سه هفته میشه خریدم از هر نظر عالیه،چیزی که خیلی جالبه برام شارژدهی فوق العادش و همچنین کیفیت صفحه نمایششه.",7,5,3,3,3,3,3,3
,,"بیشتر از یک سال و چند ماهه که دارمش میتونم بگم عالیه. زود شارژ میشه دیر هم تموم میشه.تاچ خیلی قوی داره.برای کتاب خونی و تایپ مناسبه.کلا انگار لپ تاپتو کوچیک کردی همراهت اوردی.بسیار ظریف ساخته شده و توی تبلت ها از دوربین خیلی خوبی برخورداره.",8,3,4,5,5,5,5,5
"کيفيت صفحه خوبه-رزوليشن خوبه.رم خوبه.-حافظه داخلي خوبه.سي پي يو خوبه","نداشتن مادون قرمز-نداشتن فلاش .نبود امکان ارتباط با تي وي.","امیدوارم هر چه زوتر تب اس یا تب اس2 این مدل در رنگهای مختلف موجود بشه.در برخی سایتها هست اما معتبر نیست.تنها و بهترین و صادقترین دیجی هست.به غیر از رنگ طلایی رنگهای سفید یا مشکی بیارین عالیه.با سپاس",6,5,4,4,4,4,4,4
"همه چي عاااااااالي",هيچي,"من حدود یک ماه و نیم به دنبال خرید تبلت بودم خیییلی وقت گذاشتم تا بهترین رو بخرم همه تبلت های بازار رو هم گشتم و دیدم تا که دیروز این تبلت خوشگله رو خریدم
سفید خیییلی قشنگه",8,3,5,5,5,5,5,5
"صفحه نمايش عالي ، باتري خيلي خوب ، وزن کم ، طراحي فوق العاده و کاربري آسان","فقط تاچ نسبتا ضعيف ، دوربين نه چندان با کيفيت","من پنج ماهه دارم فوق العاده است حتما پیشنهاد می کنم",11,4,5,5,3,4,5,4
"همه چيز عالي",هيچي,"عالیه خیلی امکانات داره برای هرکاری",9,3,5,5,5,5,5,5
,,"با سلام. این تبلت ، تبلت ستودنیی هستش. مخصوصا کیفیت صفحه نمایش نسبت به ابعادش.
اما اگه دوربینش با رزو لوشن 13 بود و برجسته نبود خیلی بهتر میشد.حافظه داخلیشم مسبت ب قیمت ی خورده کمه. اگ 64 میشد عالی میشد .

شاد باشید",5,5,3,3,3,3,3,3
"کيفيت بالا ، دوربين عالي ، سبک ...","نقطه ضعف ندارد","تبلت واقعا با کیفیت ارزش خرید داره دوربین عالی و واقعا سبک و خوبه",8,3,5,5,5,5,5,4
,,"بدون کوچکترین تردید میتونم بگم که محشره.... تو خریدش شک نکنید. رنگ فقط طلایی......",10,5,4,5,4,5,5,4
"همه چيزش","باتري البته نه زياد","حدود 3 ماه است که دارمش و بسیار راضی هستم مخصوصا بخاطر کیفیت صفحش",7,3,5,5,5,5,5,5
"همه چي",هيچي,"خیلی خوبه من 4 ماه دارمش هیچ وقت هنگ نکرده بهتر از تبلت های اپل است",9,4,5,5,5,5,5,5
,,"هیچی اولین سری تب s نمیشه... کیفیتی ک اون داشت، این نداره",2,21,3,3,3,3,3,3
,,"من این تبلت رو بیشتر از یک سال هست که دارم و خیلی ازش راضی بودم تا اینکه چند شب پیش یه فلش بهش وصل کردم و بعد که خواستم جدا کنم unmount نشد. من هم همینجوری فلش رو بیرون کشیدم. بعد از چند دقیقه به تبلت دست زدم دیدم نزدیک به پورت شارژ خیلی داغ کرده. من هم خاموشش کردم باز هم خیلی داغ بود طوری که نمیتونستی بیشتر از 5 ثانیه لمسش کنی. بعد که روشنش کردم دیدم شارژ باطری حتی در زمان خاموش بودن هم کم شده. دوباره خاموش کردم و توی فریزر گذاشتم. یه لحظه شک کردم که نکنه خیس شه که یه خورده خیس شده بود یعنی از برفکهای فریزر ذوب شده بود. هر چی سعی هم کردم باز نشد. دست رسی به اینترنت هم نداشتم تا روش باز کردنشو بدونم و باتری رو جدا کنم. باتریش که تموم شد دیگه روشن نشد. این تجربه طولانی مدت من بود. حالا نمیدونم احتمال رخ داد این اتفاق چقدر هست و آیا اصلا این یه اتفاق رایج هست یا نه.",8,10,4,5,4,3,1,3
,,"از همه لحاظ عالی عالی عالی است",10,3,5,5,5,5,5,5
"باتري مناسب
طراحي زيبا
رزولوشن عالي
کيفيت بدنه عالي",ندارد,"عالیه و هیچ مشکلی نداره.",18,10,5,5,5,5,5,3
,,"سلام من یک هفتس گرفتم اونم 9/7 چون برای شرکتم می خواستم . اگه دانشجو باشی 8 کافیه. کلا راضیم",12,10,3,3,3,3,3,3
,,"به نظرم اولین ویژگی بسیار خوب این تبلت اندازه اش هست. من فبلا ایپد مینی 3 داشتم. اونم ابعادش مثله همین بود و واقعا در جابجایی تبلت 8 اینچ کار رو راحت می کنه. باطری خوبی داره و اپدیت جدیدش خوب با سیستم مچ هست. کیبورد بسیار مناسب برای تایپ داره و برای وبگردی و کتابخونی خیلی خوبه. صفحه مناسب با نور مناسب. دوستانی که در تردید هستن در کیفیت ساخت و کارآراییش شکی نداشته باشن. امیدوار بعد از خرید هم راضی باشی. ضمنا من 6 ماهه که مداوم با این تبلت کار می کنم.",10,6,3,3,3,3,3,3
"بسيار سبک. خوش دست تقريبا . کيفيت عالي صفحه و تاچ . سرعت عالي","باتري ضعيف و خالي شدن زود . عدم داشتن قلم نوري","این تبلت رو من تقریبا 7 ماه پیش خریدم . البته برای من پردازنده اگزینوس داره و هشت هسته ای هست . نمیدونم چرا بعضی کاربران اشاره داشتن به اینکه تبلت ری استارت میشه برای من حتی یکبار هم ری استارت نشده . تبلت بسیار روانه . تنها تبلتی هست که من بینهایت از دقت تاچ و کیفیت صفحش لذت بردم و هیچ ایرادی نمیشه به صفحش گرفت . سنسور اثر انگشت گاهی دقیق نیست نه اینکه گاهی درست کار کنه گاهی بد . ولی ممکنه گاهی دوبار نیاز بشه انگشتتون رو سنسور بذارین . مشکل همیشگی سامسونگ در این تبلت هست یعنی استفاده از حافظه داخلی برای سیستم عامل که تقریبا بین 6 تا 7 گیگ رو کاملا هدر میده . چون تبلت 4 جی هست از نظر کار با اینترنت جای هیچ نگرانی نداره . وای فای بسیار پر قدرتی داره و میتونید براحتی با هات اسپات اینترنش رو به اشتراک بگذارید . خیلی زود باتری خالی میکنه . اگه صفحه نمایشتون نورش رو حداکثر باشه و وارد یه بازی اچ دی و گرافیکی بشید ( مثلا کلش چون از سیستم فور جی یا وای فای تبلت نیز همزمان استفاده میشه ) در کمتر از یک ساعت باتری تموم میشه . خیلی داغ نمیشه و تو اوج کار دمای صفحه کمی زیاده ولی کاملا قابل قبوله و اصلا مثل گوشی هایی که پردازنده اسنپدراگون دارن دا غ نمیشه . کیفیت ساختش بسیار بالا و عالیه من قبل این تبلت لنوو مدل 1050 ال رو داشتم که واقعا ناراضی بودم . بزرگترین مشکل تبلت های سامسونگ در نسخه های اخر تبلت های این شرکت از بین رفته من خیلی از کاربران تبلت های سامسونگ رو دیدم که گلایه دارن از اینکه تبلت وقتی به شارژ نیست و باتری فوله ناگهان صفحه نمایش یک لحظه خاموش و روشن میشه و کاملا سیستم مخابراتی تبلت قطع میشه یعنی وای فای و شبکه اینترنت همراه و انتن شبکه کلا میره و بعد 30 ثانیه بر میگرده( اگه باتری تبلت زیر سی درصد باشه که عملا این مشکل اجازه کار با تبلت رو به هیچ عنوان نمیده ) و باز این مورد به دفعات هی تکرار میشه . من اولین تبلتم نوت پرو 12.2 اینچی بود که بشدت این مشکل رو داشت و حدودا یک ماه بعد خرید تبلت این مشکل برام پیش اومد و هر جا بردم برای تعمیر نفهمیدن تبلت چشه و برای استفاده مجبور بودم از اینکه به شارژ همیشه وصل باشه مطمئن بشم تا صفحه هی روشن خاموش نشه . واقعا این تبلت رو با ترس و لرز خریدم که اگه این مشکل در این تبلت هم باشه کلا پولم هدر رفته . ولی خوشبختانه این تبلت و نسل های اخری تبلت های سامسونگ ( از سال 2015 و 2016 به بعد ) این مشکل رو ندارن و کاملا قابل اعتماد هستن . باز هم میگم تاچ و کیفیت صفحه نمایش این تبلت رو جای دیگه ای نمیتونید پیدا کنید ( حتی تبلت های دیگه شرکت سامسونگ ) و من واقعا از این تبلت راضیم . خوش دست و بشدت سبکه کیفیت صدای بسیار خوبی داره و برای وب گردی و فیلم دیدن بشدت عالیه . با پشتیبانی از نسخه 6 اندروید هم کاملا خیال ادم رو از نظر سیستم عامل راحت میکنه . من وقتی خریدمش اندروید 5 بود خودم رام رسمی اندروید شش این تبلت رو از اینترنت دانلود کردم و با odin خیییییلیییی راحت و بی دردسر رام رو روش زدم . مطمئن باشید از خرید این تبلت پشیمون نمیشید . مخصوصا نسخه 8 اینچی که به نسبت نسخه ده اینچی خیلی سبکتر و خوش دست تره و چون صفحه مربعی شکل جدیدی رو داره بنظر ده اینچی میاد و واقعا عالیه . تنها چیزی که میشه گفت این تبلت ازش محرومه و خیلی جای خالیش حس میشه قلم های سری نوت سامسونگه که با هیچ قلم دیگه ای نمیشه مقایسشون کرد و متاسفانه این تبلت قلم نداره . امیدوارم این مطلب به درد شماهایی که قصد خرید دارید خورده باشه",15,3,5,5,5,4,5,3
"کيفيت بالا",,"واقعا عالی پیشنهاد میکنم بخری منم یک ساله دارم",6,1,5,5,5,4,5,4
"طراحي زيبا سبک کيفيت بالا مناسب جهت مشاهده فيلم و وب گردي","باتري ضعيف قيمت نسبتا بالا و نسبتا نامناسب براي بازي","با سلام من این تبلتو همون اول که وارد بازار شد خریدم اوایل ازش راضی تر بودم ولی برای بازی من توصیه نمیکنم یه مقداری کند شده وباتری هم زود خالی میشه بیشتر برای دیدن فیلم و وب گردی خوبه خوصا سایز 8 اینچی حملش هم راحته .",1,5,3,4,4,4,4,4
,,"باتری نسبتا ضعیف نسبت به رزولوشن نمایشگر",2,7,0,0,0,0,0,0
"صفحه امو ال دي ،کيفيت ساخت بالا","سرعت نه چندان خوب پردازشگر ،باطري ضعيف.","باسلام من حدود سه ماه این تبلتو خریدم اولا توصیه میکنم به کسایی که تازه میخواند بخرند حتما 8اینچی بخرند 10اینچی زیاد بزرگه ،تبلت خوبیه فقط ای کاش باطری 4700 یا 5000میلی آمپری داشت و سرعت پردازشگرشم بهتر میشد با تشکر",1,5,3,3,3,3,3,3
,,"من این تبلت رو تهیه کردم قبل از این تبلت لنو داشتم . واقعاااا بینظیره .از اونجا که قبل از خرید حتما کامنتها رو میخونم گفتم پیشنهاد بدم از خرید این محصول پشیمون نمیشین",9,5,5,5,5,4,5,3
,,"بسیار عالی و کارامد",10,4,4,4,4,4,4,5
"کيفيت صفحه",هيچي,"برای وب گردی بی نهایت عالیه.. البته توی این ردیف قیمت وامکاناتش بهترینه...",2,3,3,3,3,3,3,3
,,"من قبلا نظرم رو گذاشتم همینجا ولی لازمه بگم چند روز پیش سیم کارت روی تبلت گذاشتم و در کمال ناباوری مشکل ری استارت شدن الکی برطرف شد! الان چند روزی هست دارم تست میکنم و اصلا این مشکل رخ نداد. نمیدونم چرا تا قبل سیم کارت گذاشتن این مشکل رو داشت و اصلا چه ربطی میتونه داشته باشه؟! ولی خواستم مجدد نظرم رو بگذارم تا شاید اگر کسی مشکل مشابه داشت کمکی بشه.",10,2,3,3,3,3,3,2
"ظاهر زيبا
وزن کم
صفحه نمايش با کيفيت","ضعف باتري","من هفته قبل این تبلت رو از دیجی کالا خریدم. از لحظه اول که روشنی کردم زدم به شارژر، بیخودی ری استارت میشه. خصوصا وقتی شارژ کم میشه یا وقتی به شارژر هست خیلی زیاد این اتفاق می فته. گارانتی گفته بیار ببینم. ولی آنقدر تو ذوقم خورده که حالم بده . در سایت‌های دیگه سرچ کردم و نظر کاربرهارو خوندم مثل اینکه در سری تب اس2 این مشکل متداول ولی من دیر فهمیدم.",16,14,3,3,3,3,3,2
"همه امکانات عالي",هيچي,"با لین امکانات و صفحه نمایش نسبت به تبلتهای نزدیک به خودش حرف نداره",7,3,3,3,3,3,3,3
"کيفيت صفحه بسيار بالا",هيچي,"برای وب گردی بسیار مناسبه درضمن برای بازی وفیلم هم عالیه همش بخاطر کیفیت صفحه بی نظیر",9,3,3,3,3,3,3,3
,,"من خریدم. راضی هستم. باتریش هم خیلی خوبه. سرعت بالا. کیفیت بالای ساخت و زیبا.",9,5,4,4,4,4,5,3
"طراحي بينهايت زيبا
شارژدهي خوب
اين تبلت واسه وب گردي حرف نداره
سايز مربعي اين تبلت کارکردن باهاش رو لذت بخش کرده","تاچ اين تبلت در حد بهترين ها نيست ولي خوبه
دوربين خوبي نداره و نمي تونه کسي رو راضي کنه","من دو ماه پیش این تبلت رو خریدم قبلش خیلی تحقیق کردم فقط می خوام در یک جمله به دوستانی که قصد خرید تبلت رو دارن این رو بگم که این تبلت بادر نظر گرفتن سایزهای مختلفش پایینتر از آی پد وبالا تراز تمامی برندها قرار می گیره ممنون",11,7,5,5,3,4,5,3
"صفحه نمايش،پخش فرمت 4k ،حسگر اثرانگشت قوي،کسب امتياز77000 در بنچمارک ان تو تو،خروجي صداي عالي","حذف رزولوشن کوآد اچ دي در قسمت فيلم برداري","با سلام
تو این چند روزی ک دارم ازش استفاده میکنم
از هر نظر ازش راضی ام
تنها ضعفی ک میشه ب این تبلت قدرتمند،خوش ساخت و با کیفیت گرفت
شاید،اونم میگم شاید دوربینش باشه
البته در حد یک تبلت عالیه.
تو بنچمارک هم تستی ک زدم در رتبه ای بالاتر از گلکسی اس 6
و ال جی وی 10 قرار گرفت،و برابر با نوت پنج.
حرف آخر:
اگه به دنبال تبلتی قدرتمند،خوش ساخت،با کیفیت هستید
تو خرید این تبلت شک نکنید.
موفق و شاد باشید.",9,15,5,5,5,5,5,4
"[""کيفيت ساخت بالا"",""قدرت پردازش بالا"",""دوربين قابل قبول"",""حسگر اثر انگشت و کيفيت صفحه نمايش"",""زيبا وسبک""]",[],"با سلام من کارم در زمینه it و تا الان بیشتر مدلهارو از نزدیک باهاشون ما. کردم و تست کردم .این دستگاه رو برای فرزند 7 ساله خودم تهیه کردم و البته چون برای ایشون بود در انتخاب تاثیر گذار بود .پس از تست کردن دستگاه و تست antutu نمره خوبی رو به این دستگاه میدم .اندازه 9.7 برای بچه ها خیلی بزرگه و کار و بازی سخت میشه و در طولانی مدت باعث درد انگشت های بچه ها میشه و زاویه کمر هم در وضعیت نا مناسب قرار میگیره .8 اینچ برای بچه ها خیلی خوبه و حمل کردنش هم راحته .
یه نکته دیگه اینکه این مدل از نظر خطر امواج استاندارد شده و دارای گواهینامه بین المللی می باشد .
برای کتاب خواندن تنظیمات لازم رو خود دستگاه داره .
انتظار من از تاچ دستگاه خیلی بیشتر بود ولی خوب نسبت به امکانات دستگاه قابل چشم پوشیه شاید انتظار من خیلی بالاست.
امیدوارم که از خریدتون نهایت لذت رو ببرید .و سعی کنید مدلی رو بخرید که نیازهاتون رو برآورده کنه .زیاد درگیره برند و کلاس گذاشتن و غیره نباشید .منطقی خرید کنید تا چند سال نیازهاتون رو جواب بدید.خوش باشید",6,9,3,3,3,3,3,3
[],[],"دیجی جان لطفا تهیه کنید
اگر هم به عنوان پیشنهاد ویژه بذارید و معرفی کنید که عالی میشه
سپاسگزارم",10,5,3,3,3,3,3,3
[],[],"با سلام
چرا این مدل را وارد لیست کالاها جهت خرید نمیذارید؟
به روز بودن محصولات،کیفیت کاری و خدماتی شما را بالا میبره
امیدو هرچه سریعتر تهیه کنید و این انتظار مشتریهای شما در کوتاه مدت به فرجام برسه
با تشکر",11,3,3,3,3,3,3,3
"صفحه امو ال دي ،کيفيت ساخت بالا","سرعت نه چندان خوب پردازشگر ،باطري ضعيف.","باسلام من حدود سه ماه این تبلتو خریدم اولا توصیه میکنم به کسایی که تازه میخواند بخرند حتما 8اینچی بخرند 10اینچی زیاد بزرگه ،تبلت خوبیه فقط ای کاش باطری 4700 یا 5000میلی آمپری داشت و سرعت پردازشگرشم بهتر میشد با تشکر",1,5,3,3,3,3,3,3
,,"من این تبلت رو تهیه کردم قبل از این تبلت لنو داشتم . واقعاااا بینظیره .از اونجا که قبل از خرید حتما کامنتها رو میخونم گفتم پیشنهاد بدم از خرید این محصول پشیمون نمیشین",9,5,5,5,5,4,5,3
,,"بسیار عالی و کارامد",10,4,4,4,4,4,4,5
"کيفيت صفحه",هيچي,"برای وب گردی بی نهایت عالیه.. البته توی این ردیف قیمت وامکاناتش بهترینه...",2,3,3,3,3,3,3,3
,,"من قبلا نظرم رو گذاشتم همینجا ولی لازمه بگم چند روز پیش سیم کارت روی تبلت گذاشتم و در کمال ناباوری مشکل ری استارت شدن الکی برطرف شد! الان چند روزی هست دارم تست میکنم و اصلا این مشکل رخ نداد. نمیدونم چرا تا قبل سیم کارت گذاشتن این مشکل رو داشت و اصلا چه ربطی میتونه داشته باشه؟! ولی خواستم مجدد نظرم رو بگذارم تا شاید اگر کسی مشکل مشابه داشت کمکی بشه.",10,2,3,3,3,3,3,2
"ظاهر زيبا
وزن کم
صفحه نمايش با کيفيت","ضعف باتري","من هفته قبل این تبلت رو از دیجی کالا خریدم. از لحظه اول که روشنی کردم زدم به شارژر، بیخودی ری استارت میشه. خصوصا وقتی شارژ کم میشه یا وقتی به شارژر هست خیلی زیاد این اتفاق می فته. گارانتی گفته بیار ببینم. ولی آنقدر تو ذوقم خورده که حالم بده . در سایت‌های دیگه سرچ کردم و نظر کاربرهارو خوندم مثل اینکه در سری تب اس2 این مشکل متداول ولی من دیر فهمیدم.",16,14,3,3,3,3,3,2
"همه امکانات عالي",هيچي,"با لین امکانات و صفحه نمایش نسبت به تبلتهای نزدیک به خودش حرف نداره",7,3,3,3,3,3,3,3
"کيفيت صفحه بسيار بالا",هيچي,"برای وب گردی بسیار مناسبه درضمن برای بازی وفیلم هم عالیه همش بخاطر کیفیت صفحه بی نظیر",9,3,3,3,3,3,3,3
,,"من خریدم. راضی هستم. باتریش هم خیلی خوبه. سرعت بالا. کیفیت بالای ساخت و زیبا.",9,5,4,4,4,4,5,3
"طراحي بينهايت زيبا
شارژدهي خوب
اين تبلت واسه وب گردي حرف نداره
سايز مربعي اين تبلت کارکردن باهاش رو لذت بخش کرده","تاچ اين تبلت در حد بهترين ها نيست ولي خوبه
دوربين خوبي نداره و نمي تونه کسي رو راضي کنه","من دو ماه پیش این تبلت رو خریدم قبلش خیلی تحقیق کردم فقط می خوام در یک جمله به دوستانی که قصد خرید تبلت رو دارن این رو بگم که این تبلت بادر نظر گرفتن سایزهای مختلفش پایینتر از آی پد وبالا تراز تمامی برندها قرار می گیره ممنون",11,7,5,5,3,4,5,3
"صفحه نمايش،پخش فرمت 4k ،حسگر اثرانگشت قوي،کسب امتياز77000 در بنچمارک ان تو تو،خروجي صداي عالي","حذف رزولوشن کوآد اچ دي در قسمت فيلم برداري","با سلام
تو این چند روزی ک دارم ازش استفاده میکنم
از هر نظر ازش راضی ام
تنها ضعفی ک میشه ب این تبلت قدرتمند،خوش ساخت و با کیفیت گرفت
شاید،اونم میگم شاید دوربینش باشه
البته در حد یک تبلت عالیه.
تو بنچمارک هم تستی ک زدم در رتبه ای بالاتر از گلکسی اس 6
و ال جی وی 10 قرار گرفت،و برابر با نوت پنج.
حرف آخر:
اگه به دنبال تبلتی قدرتمند،خوش ساخت،با کیفیت هستید
تو خرید این تبلت شک نکنید.
موفق و شاد باشید.",9,15,5,5,5,5,5,4
"[""کيفيت ساخت بالا"",""قدرت پردازش بالا"",""دوربين قابل قبول"",""حسگر اثر انگشت و کيفيت صفحه نمايش"",""زيبا وسبک""]",[],"با سلام من کارم در زمینه it و تا الان بیشتر مدلهارو از نزدیک باهاشون ما. کردم و تست کردم .این دستگاه رو برای فرزند 7 ساله خودم تهیه کردم و البته چون برای ایشون بود در انتخاب تاثیر گذار بود .پس از تست کردن دستگاه و تست antutu نمره خوبی رو به این دستگاه میدم .اندازه 9.7 برای بچه ها خیلی بزرگه و کار و بازی سخت میشه و در طولانی مدت باعث درد انگشت های بچه ها میشه و زاویه کمر هم در وضعیت نا مناسب قرار میگیره .8 اینچ برای بچه ها خیلی خوبه و حمل کردنش هم راحته .
یه نکته دیگه اینکه این مدل از نظر خطر امواج استاندارد شده و دارای گواهینامه بین المللی می باشد .
برای کتاب خواندن تنظیمات لازم رو خود دستگاه داره .
انتظار من از تاچ دستگاه خیلی بیشتر بود ولی خوب نسبت به امکانات دستگاه قابل چشم پوشیه شاید انتظار من خیلی بالاست.
امیدوارم که از خریدتون نهایت لذت رو ببرید .و سعی کنید مدلی رو بخرید که نیازهاتون رو برآورده کنه .زیاد درگیره برند و کلاس گذاشتن و غیره نباشید .منطقی خرید کنید تا چند سال نیازهاتون رو جواب بدید.خوش باشید",6,9,3,3,3,3,3,3
[],[],"دیجی جان لطفا تهیه کنید
اگر هم به عنوان پیشنهاد ویژه بذارید و معرفی کنید که عالی میشه
سپاسگزارم",10,5,3,3,3,3,3,3
