positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"وزن اين محصول برابر يک کتاب 100 صفحه است که به راحتي حمل مي شود
قيمت مناسب
شارژر کوچک و سبک / حتي با micro usb هم قابل شارژ است.","محصول چيني و کپي شده تبلت ZEN Book Asus است.
مدل ( EOL ) يا END OF Life هست طبق گفته خود شرکت چيني.
شرکت هيچگونه ساپورتي در سايت خود براي محصولات خود ارايه نکرده.
صفحه نمايش لمسي بي کيفيت.","با عرض سلام ( تست 100 % تبلت ZED BOOK W 232 SU )
این محصول درواقع کپی شده محصول شرکت ایسوس ZEN BOOK توسط یک شرکت کوچک چینی هست که دفتر آن در "" میامی فیلادلفیا "" واقع شده.
می توانید روی اسم "" یکبار مصرف"" بودن دستگاه کمی بیشتر تامل کنید و برند ها و کمپانی های معروف تر
مانند ( ایسر / لنوو/ ایسوس ) که برای مشتریان خود پشتیبانی کامل در نظر گرفته اند را انتخاب نمایید.
خرید این دستگاه رو فقط برای آموزش در شاخه مهندسی کامپیوتر پیشنهاد میکنم.",0,0,2,3,1,1,1,1
"ويندوز 10 داشتن کيبورد","پردازنده متوسط رو به پايين کيفيت ساخت تمام پلاستيکي","این تبلت چند روزی میشه از دیجی کالا خریدم و گفتم تجربه ام رو برای دوستان که قصد خرید دارن گفته باشم:
ویندوز 10 داره که قابلیت نصب انواع نرم افزار داره و من از این نظر مشکلی ندیدم و قطعا خودش یه دنیا ارزش داره در برابر دیگر سیستم عامل ها.
کیفیت صفحه نمایش خوبه و در برابر پولی که پرداخت میکنید خوبه.
این تبلت برای بازی های جدید نیست من pes 17 نصب کردم نکشید حتی تو حالت 640 p با گرافیک low فریم خوبی نمیده ولی pes 15 تو حالت متوسط بالا اومد و مشکلی نداره در کل کسی این تبلتو واسه بازی مخصوصا بازی های جدید نمیخره ولی خب اگه بخواین یه عالمه بازی خوب که بکشه واسش هست.
صدا زیاد بلند نیست.
دوربین در حد چت.
با تبلت کاور نیست باید خودتون واسش تهیه کنید.
و مهمترین فاکتورش قیمته که هیچ کس از خریدش پشیمون نمیشه الان یه تبلت متوسط اندروید هم 700 تومن بیشتره این که دیگه با ویندوز اخرشه برنامه های زیادی باهاش اجرا کردم متلب, فتوشاپ جدید ایتونز جدید و... هیچ گونه کندی در اجرای برنامه ها نداره و در محیط خود ویندوز هم بسیار سریعه مطمئن باشید از خریدش پشیمون نمیشید",2,0,5,3,3,5,2,3
,,"اگه نمیخواهید کار نرم افزاری سنگین کنید و صرفا به دنباله امکانات ویندوز هستید این تبلت بهترین گزینه است و حتی از برند های مشهور تر نیز خریدش منطقی تر است.فقط نداشتن قابلیت پشتیبانی از سیم کارت را می شود یک ضعف اساسی ان نام برد، که من با خرید یه مودم سیم کارت خور کوچیک مشکلش رو حل کردم.",4,1,5,3,3,4,3,3
"باطريش خوبه. با شرايطي که ميگم
ظاهرش خوبه
ويندوزش عاليه","جنس بدنه ضعيف و راحت خط ميوفته
صفحه نمايششم راحت خط ميوفته سريع ي محافظ بندازيد روش
حافظه کم","من برای ارائه پاور پوینت سر کلاس های دانشگاه گرفتمش. سبک و راحته. خوبه کار راه انداز هست.
باطریش بشرطی که همیشه نخواید داک کیبردش رو وصل کنید.در حالت تبلت و اونم با تنظیمات نور صفحه و استفاده از پس زمینه تاریک و روشن نگه نداشتن الکی.اگر پاور بانک داشته باشید عالیه.
حتما برای صفحه نمایشش همون اول ی محافظ بگیرید.
و همینطور مواظب باشید پشتش روی هیچ سطحی کشیده نشه چون راحت خط میوفته.
حافظه داخلیش هم کمه که با یه مموری 64 فک کنم برطرف میشه حافظه رو هیچ وقت برندارید و برنامه ها رو روی اون نصب کنید. البته خب انتظار لپ تاپ رو نداشته باشید.
کارتون رو راه میندازه.",2,0,3,3,3,3,3,3
"کيفيت متوسط نسبت به قيمت
ويندوز 10 و امکانات کاربردي
باتري خوب
کيبورد کاربردي","تاچ پد
مقاومت بدنه
شارژر بزرگ با تبديل","سعی می کنم نکات تجربی رو بگم تا بررسی تکراری
من این رو برای کارهای خارج از خانه برای سبکی و راحتی حمل گرفتم چون لپ تاپ اذیتم میکرد سنگین بود، و ازش راضیم

ظاهر:
من رنگ طلاییشو گرفتم و این رنگش زیباست و واقعا شیکه اما وقتی توی دست میگیرین کاملا مشخصه که جنس متوسطی داره در قیاس با لپ تاپو تبلت های درجه یک با قاب آلمینیومی

جنس بدنه: خوبه و به نظرم اگر منظم باشید میشه 1-2 سال روش حساب کرد، برای بار اول کمی بدنه صدا میداد انگار که خوب چفت نیست اما نگاه کردم کاملا چفت شده و محکمه پس ازین بابت مشکلی نداره

کیفیت کیبورد: برای انجام کار مناسبه اما کاملا مشخصه برد زیر 100 درصد محکم نیست و لرزش با فشردن دکمه احساس میشه ولی مشکلی نداره، و بنظرم تایپ با کیبورد لمسی بسیار راحت تر هست تا فیزیکی پس اگر نیاز محسوسی به کیبورد نیست بهتر هست بدون کیبورد این محصول رو بگیرین.

کیفیت تاچ پد: اصلا روش حساب نکنید مگه اینکه بخوایین که فیلمی باهاش بذارین ولی برای آفیس یا باید از صفحه لمسی استفاده کنیدو یا موس وصل کنید

قرار گرفتن تبلت بر روی داک: تا 110 - 120 درجه میشه بازش کرد و بازه ی آن کمی کمه به نظرم که این خوب نیست، تبلت محکم سر جاش قرار میگیره و هیچ مشکلی نداره

تاچ: خوبه و مشکلی نداره عکس العملش نسبت به جنس های درجه یک کمی کمتره ولی اصلا اذیت نمیکنه و احساس نمیشه

نرم افزار:
1- نکته مهم اولین کاری که بعد از روشن شدن این تبلت باید انجام بدین اینه که از درایور های اون بک آپ بگیرید که منم ای کار رو کردم، نرم افزار های زیادی برای اینکار هستن، چون برای تعویض و یا ریست ویندوز حتما نیاز میشن.

2- من ویندوز این تبلت رو عوض کردم و نسخه اینترپرایس 10 رو با توجه به نیازم نصب کردم اما متاسفانه برای درایور ها کمی اذیت شدم که در نکته بعدی میگم

3- درایور های محصولات آی لایف اصلا منسجم نیست و من به صورت پراکنده از سایت های مختلف و دونه به دونه دانلود کردم، مثل شرکت های دیگه نیست که شما درایور های مختلف رو از سایت بگیرین، فقط ویندوز با درایور های همراه موجود بود که اونم لینک غیر مستقیم بود.

4- امکان اینکه بخواین به روش معمولی یو اس بی و یا دی وی دی رو بوت کنید نیست پس به این موضوع فکر نکنید.

در کل من از خریدم بسیار راضیم و به نسبت پولی ک دادم استفاده بیشتری می کنم.",1,0,5,4,5,2,3,2
"ويندوز ، شناختن هارد اکسترنال","وزن زياد صفحه نمايش فوقالعاده نيست در حد قابل قبول","با این قیمت گزینه خوبی است مخصوصا سیستم عامل ویندوز.
وزن آن یه مقدار سنگین و زیادی دارد.
صفحه نمایش ان هم فوق‌العاده نیست و در حد خوب و قابل قبول است.
باتری هم خوب شارژ نگه میدارد.
تاچ ان هم زیاد قوی نیست ولی خوبه میشه باهاش کار کرد.
خلاصه کار راه انداز است.",2,0,4,4,4,3,3,4
"ويندوز 10 حالت لپ تاپي کيفيت ساخت مناسب باطري قوي سخت افزار خوب قيمت عالي","دوربين سلفي وضوح تصوير پايين موس تقريبا ضعيف","سلام
در کل دستگاه خوبیه نسبت به قیمتش
من خریدم و راضیم. خیلی سریع سیستم بالا میاد که خیلی خوبه
باطری خوبی داره و دوربین سلفی اصلا خوب نیست
تصویرش یه کم حالت مات و مردگی داره که میشه چشم پوشی کرد
با این قیمت یه تبلت ویندوزی واقعا بینظیره
حالت لپتاپی بودنش خیلی خوبه که یه پورت usb هم روشه
در اخر بگم که هنوز گرافیکش رو امتحان نکردم و نظری ندارم
در خریدش شک نکنید",5,0,5,5,5,5,5,3
"کفيت ساخت
کيبورد همراه
وضوح مناسب صفحه نمايش",هيچي,"وقتی سفارشم رو ثبت می کردم اصلا انتظار یه همچین محصول خوش ساختی رو نداشتم!!! واقعا با این قیمت که پول یه موبایل میان رده است آدم بتونه یه تبلت ویندوزی 10 اینچی همراه با کیبورد داشته باشه عالیه....این مدل برای استفاده معمولی مثل تماشای فیلم وبگردی و ویرایش فایل های افیس عالیه و بدون نقص عمل می کنه البته هنوز بازی خاصی روش نصب نکردم ولی تا اینجا ازش راضی ام و برخلاف انتظارم کیفیت صفحه نمایشش خیلی خوبه! با این قیمت خرید این محصول اقعا منطقیه در ضمن برخلاف نظر دوستان من لقی تو کیبورد ندیدم وبسیار سفت و محکم به تبلت میچسبه.",12,3,5,4,3,4,4,3
"کيفيت بالا
مشخصات سخت افزاري خوب و.","لق زدن کيبورد،حافظه داخلي کم،","با سلام
کلا جنس خوب و کار آمدی هست
البته قابل توجه باشه که از قدیم گفتن((هرچه قدر پول بدی همون قدر هم آش میخوری))
من استفاده میکنم و راضیم
در مورد شارژ شدن هم فقط با شارژر خودش شارژ کنید و و سوکت شارژر کامل داخل بره.",9,0,5,3,5,3,5,4
"طراحي زيبا
سبک بودن","کيفيت کيبورد","امروز بدستم رسید راستش نسبت به پولش خوبه
اما کیبوردش خیلی لق میزنه
خوده بدنش هم‌تعریفی نداره
اما کیفیتش قابل تحسین
خیلی خوش ساخته
باطری هم بدک نیس قابل قبول
فقط زمان‌ی که خریدید حتما اکانتتن رو ایران‌ننویسید چون استورش بالا نمیاد .",8,2,3,4,4,5,1,4
