positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"همه چيزش",ندارد,"من چهار ماهه از دیجی خریدم قبلا tab 2 سامسونگ داشتم اپل واقعا همه چیزش سره از سامسونگ
شک نکنید تو خریدش",14,5,4,5,5,5,5,5
[],[],"لطفا رنگ طلایی این محصول رو موجود کنید.",9,2,3,3,3,3,3,3
,,"لطفا رنگ گلد این تبلت رو موجود کنید.",9,1,3,3,3,3,3,3
"همه چيزش عاليه","حافظش کمه همين همه چيزش عاليه","همه چیزش عالیه بجز حافظه کمش البته اختلاف قیمت 16 و 32 یا 64 محصولات اپل خیلیه",7,2,5,5,5,5,5,5
,,"لطفا رنگ خاکستری هم موجود کنید",3,2,2,4,3,3,5,2
,,"توروخدا زودتر موجود کنید هر سه رنگش رو. خریدار زیاد داره! همین امروز که من می خواستم سفارش بدم ناموجود شد!!!",4,2,0,0,0,0,0,0
"همه چيز عاليه!",,"به نظر من همه چیز این تبلت عالیه! اما حافظه 16 گیگابایت برای همچین دیوایس قدرتمندی ظالمانست! به دوستانی که قصد خرید این تبلت دارن بیشنهاد میکنم 64 گیگابایت را خریداری کنید ...من خودم 16 دارم و راضی نیستم",6,2,4,5,3,4,4,4
,,"سلام لطفا طلاییش رو موجود کنید چند سریه فقط نقره ای و خاکستریش رو دارید من منتظرم طلاییش رو بیارید .",6,1,3,3,3,3,3,3
,,"دیجی جان لطفن هرچه زودتر قسمت مقایسه دوربین آیپد ها رو هم راه بنداز...
با تشکررررر",2,1,4,5,5,3,5,5
,,"آقای مصطفی همتیان
طبق تبلیغاتی که صورت گرفته صفحه آیپد دارای مقاومت بسیار بالایی است. گرچه من ترجیح می دهم که برای تبلتی با این قیمت حتما یک محافظ بخرم.",4,1,0,0,0,0,0,0
,,"یه سوال از آیپد دارها:
آیپد بخصوص این مدل نیاز به محافظ صفحه نمایش داره؟؟ واجبه؟",3,1,0,0,0,0,0,0
,,"دیجی کالا دوباره طلایی اش رو موجود کن اومدم بخرم تموم کردی این چه وضعشه??? خاکستری و نقره ای اصلا طرفدار نداره بیار دوبار ه طلایی",3,2,0,0,0,0,0,0
