positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"خوش دست و نسبتا سبک/قيمت مناسب","رم پايين/ دوربين ضعيف/‌کيفيت صفحه متوسط","من حدود دو هفتست این تبلت رو خریدم و راضی هم هستم به نظر من تو این رنج قیمت بهتر از این تبلت پیدا نمیکنین اگه سامسونگ بخرین حداقل باید دو برابر این قیمت خرج کنین تا یه تبلت خوب بخرین...دوربینش اصلا خوب نیست و کیفیت عکس هاش پایینه...برا بازی های سنگین هم مناسب نیست ولی برا کار کردن عادی باهاش مثل چک کردن تلگرام و اینستاگرام خوبه...در کل اگر در حدود 700 هزار تومن میخواین خرج کنین من این تبلت رو بهتون پیشنهاد میکنم",1,0,5,4,3,3,4,3
"اندازه مناسب براي کتاب خواندن خوش دست","کيفيت کم دوربين","دراین حدود قیمتی خیلی خوب هست حتما پیشنهاد می کنم",0,0,4,4,4,4,4,3
"کيفيت صفحه نمايش خوب
دوربين متوسط (در حد 5 مگاپيکسل - واقعي)
باتري خوب
سخت افزار مناسب (رم 2 و حافظه 16 و پردازنده مناسب، اينترنت 4g)
تاچ قوي","من نديدم","بعد از دو ماه استفاده باید بگم تا بحال لگ و هنگی و از این جور چیزا نداشته و هر نرم افزاری رو به خوبی اجرا کرده (لازمه بگم که من اصلا از تبلت برای بازی استفاده نکردم و در مورد توانایی اجرای بازیها نمیتونم نظر بدم).
دوربینش هم در حد 5 مگاپیکسله، من از گل و گیاه و نوشته عکس گرفتم و راضی کننده بود و کیفیت فیلم برداریش هم FULL HD هست و از یه تبلت تو این رده نباید انتظار دوربین قویتری داشت.
برای وبگردی و خواندن کتاب و مقاله و ... خیلی خوبه. صفحه شفاف و مناسبی داره. قابلیت شخصی سازی رنگ صفحه نمایش بسته به نوع استفاده مثلا طولانی مدت مثل مطالعه و ... تحت عنوان (Splendid) هم داره.درضمن صفحه نمایش اون دارای محافظت از نوع Corning Gorilla Glass 1 هست که بدون گلس در برابر خط و خش مقاوم هست. تاچش با این حالی که یک گلس روش انداختم کاملا روونه و از نقاط قوت این تبلته. یکی از قابلیتاش اینه که با دوبار ضربه زدن رو صفحه روشن میشه و با تکرار این کار مجدد صفحه قفل میشه و نیازی به استفاده از دکمه های کناری برای باز کردن قفل صفحه نمایش نیست.
لوازم جانبیش تو بازار موجوده، من یه کیف مگنت خوب هم براش گرفتم که حملشو برای من که تو نگهداری از وسایلم حساس هستم راحت میکنه. ظاهر تبلت هم بسیار زیبا و خوش دسته.
به راحتی و با سرعتِ بالا، میتونید از اینترنت همراه 4g استفاده کنید. رابط کاربریش (ZenUI) هم خوبه و لذت بخشه. پخش صدای قوی و خوبی داره.
اگر تبلتی مشابه این رو از سامسونگ پیدا کنید حداقل باید حدود دو برابر این پول بدید. مثلا Tab A 8 LTE سامسونگ دوربینش 5، پردازندش و پردازنده گرافیکیش مشابه اینه و محافظت صفحه نمایش و برخی سنسورهای اینو نداره (مثل سنسور مجارورت یا proximity و قطب نما) و یک قلم اضافه داره و رزولوشن صفحش پایینتره (سامسونگ 160 هست و ایسوس 189) فیلمبرداریش ضعیف تره و HD هست و اندرویدش هم پاینتره (سامسونگ 5 و ایسوس 6) و قیمتش حدود 2 برابر اینه.
یه نکته جالب اینه که با راه اندازی تبلت و اتصال به اینترنت میتونید 100 گیگ فضای ابری از گوگل هدیه بگیرید.
من به چند نفر معرفی کردم و بعد از اینکه تبلت رو به خوبی دیدن اونها هم خریدن. در کنار همه اینها اندرویدش 6.0.1 هست و به محض راه اندازی کلی آپدیت سیستمی دانلود کرد. در کل اگر برای کاربری عمومی، مطالعه و وبگردی میخواید حتما پیشنهاد میکنم این تبلت رو یکی از گزینه هاتون قرار بدید.",1,1,5,5,5,5,5,5
"صفحه نمايش رم دو گيگ بسيار سريع پردازنده 410 اسنپ دراگون. آندرويد 6 رابط کاربري سريع و‌جذاب","دوربين نسبتا ضعيف","بسیار عالی هستش و تو این چند روزه که باهاش کار کردم از همه لحاظ عالیه مشابه Asus z170c که رمش یک گیگه.
با توجه به پولی که دارین میدین و امکاناتی که نوشته و تو عمل هم سریع هستش عالیه .توقع بجا باید داشت نه اینکه دوربین عالی و امکانات عالی با این قیمت انتظار داشته باشیم!
با خیالت راحت خرید کنید و راضی کننده هستش ...",0,0,5,5,5,5,4,3
"سنسور سنجش نور سنسور جي پي اس کيفيت بين خوب تا عالي","درب پلاستيکي باتري غير قابل تعويض","این تبلت با گلسش سفارش دادم از دیجی کالا.پلمپ کرده و تمیز بسته بندی شده بود که خیلی راضی بودم.خود تبلت هم در حد پولی که دادم
خوبه راضیم...میخواستم گلکسی تب آ 7 اینچ بگیرم که اصلا مدل اسنپدراگونش(بین المللی) تو ایران نیست خیلی از سامسونگ بدم اومدکه به ما ایرانیا
بی احترامی میکنه.
ایسوس گرفتم فقط از دی جی کالا چون کارش درسته.بازم میخوام از دیجی کالا خرید کنم.",0,1,4,4,4,2,3,3
"هيچي فقط اسمش ايسوزه!!
صداش خوبه","تا دلت بخواد","سلام..
قبل از خرید خیلی به چشم میاد ولی در واقعیت خیلیییی با اون چیزی که تو خیال و ذهنتون می سازید فرق داره..
دوربین خیلی بد( در حد VGA گوشی چینی های TV که در 10 سال پیش بودند) دوربین جلو رو که اوه اوه نگو-صفحه نمایش بی کیفیت طوری که یکم دقت کنید پیکسل های LCD رو مشاهده میکنید-کیفیت ساخت پایین- نور کم صفحه نمایش حاشیه زیاد کتار LCD-وزنش زیاد که واقعا دست خسته میشه و و و که انشالله تجربه نکنید..
در کل پیشنهاد میکنم این تبلت رو نخرید، یکم صبر کنید و با 100 تومان پول بیشتر برای تبلت سامسونگ خریداری کنید که لذت بخشه.",6,25,0,2,1,1,1,1
,,"تبلت خیلی خوبی. من واقعا از دیجی کالا بابت ارسال های خوبش تشکر میکنم",9,0,5,4,4,4,4,4
"انواع سنسورها صفحه نمايش LED اندرويد 6 تاچ خوب 4g","حافظه داخلي کم","تبلت بسیار خوش ساختیه که تو این رنج قیمت بهترین تبلت. تو خریدش شک نکنین
ایسوس کلا تبلت های خوبی میزنه",8,2,4,5,4,5,4,4
"قيمت مناسب","ندارد خيلي","تبت خوبیه با توجه به قیمتی که دارد انتظار چیز خارق العاده ای نمیشه داشت فقط یکمپیکسل صفحه بالاتر بود عالی میشد",3,2,5,5,5,5,5,5
"کيفيت صفحه خوب سرعت مناسب قابليت دابل تب براي خاموش روشن کردن صفحه طراحي زيبا بدون اضافه کاري اندرويد6 باتري فوق العاده","دوربين متوسط لگ هاي خيلي ريز حين اجراي بعضي برنامه ها و رابط کاربري زمان زياد شارژ شدن","سلام
از خوبی های این تبلت کیفیت صفحه تبلته که با تنظیمات شخصی میتونید اشباعیت رنگ هارو بالا ببرید و باعث چشم نوازتر شدن صفحه میشه و شدت نور بسیار مناسبی هم داره که حتما راضی نگهتون میداره فقط بدیش رزولیشن پایینشه که مخصوصا برای متون ریز شمارو مجبور میکنه که زوم کنید و قابلیت دابل تپ باعث میشه عمر دکمه پاور کنار دستگاه رو بیشتر کنه.
زمان شارژ شدن تبلت نزدیک 4 ساعته که خب خیلی زیاده و اگه کارتون عجله ای باشه و یک ساعت هم تو شارژ باشه نهایت 25درصد شارژ میکنه!! ولی بازدهی تبلت خیلی بالاست و باعث میشه اون 4 ساعت به چشم نیاد...طبق آخرین تست 10 ساعت به صورت مداوم و استفاده معمولی صفحه نمایش روشن بود (از100 تا 0) .
رابط کاربری روونی داره اما موقع اسکرول کردن صفحات وب و برنامه ها خیلی ریز لگ که در قیاس بقیه گوشی های اندرویدی با همین سخت افزار که کاملا روون اسکرول میشن یه مقدار تو ذوق میرنه که البته اگر زیاد حساس نیستید مشکلی در روند کارتون نمیزاره..
یکی دیگه از نکات مثبتش صفحه یه دست مشکیشه که موقع خاموش بودن صفحه باعث یکپارچگی و زیبایی جلوی تبلت میشه و در کل حس یه کالای لوکس رو به آدم منتقل میکنه.
دوربینش اونقدر ها هم که میگفتند بد نیست ، اگر در شرایط نوری مناسب باهاش عکس بگیرید راضیتون میکنه البته به شرط اینکه توقع زوم زیاد رو نداشته باشید!!
تاچ خوبی هم داره که مشکلی باهاش نخواهید داشت و مشکلاتی که از بعضی تبلت های دیگه میشنیدم مثل مشکل تاچ رو اصلا نداره
درکل مطمئن باشید از خریدتون پشیمون نخواهید شد خریدش رو بهتون پیشنهاد میکنم...
یه بررسی نسبتا کامل رو کردم که اون هایی که تو خریدش شک دارند شکشون برطرف شه.",6,1,4,5,5,5,4,2
