positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"سرعت بالا در اجراي برنامه ها
وب گردي سريع و مطمئن با استفاده از برنامه سافاري
کيفيت ساخت بالا و رزولوشن بسيار عالي صفحه نمايش
صفحه نمايش ضدخش و سهولت در استفاده","قيمت بالا
محدوديت در نصب برنامه ها توسط سيستم عامل IOS","سلام دوستان 6ماهه که این تبلت رو از دی جی کالا خرید کردم.در چند بخش این تبلت رو براتون بررسی میکنم و امیدوارم مفید واقع بشه.
طراحی:
بدنه فلزی باریک و خوش تراش و صفحه نمایش ضد خش 9.7 اینچی که واقعا حس خوبی رو به کاربر منتقل میکنه.پیشنهاد میکنم حتما یه کیف استند هم براش بگیرید تا راحت تر استفاده کنید.
نمایشگر:
نمایشگرش خیلی خوبه.کاملا نرمه و چشم رو اذیت نمیکنه.البته به نظرم کنتراست خیلی بالایی نداره و میتونست بهتر باشه اما واقعا مشکل خاصی از صفحه نمایشش ندیدم.سرعت تاچش هم نسبتا خوبه اما عالی نیست.
رابط کاربری:
همگی خوب میدونیم که رابط کاربری اپل محدودیت های خاص خودش رو داره اما خوب به تدریج باهاش کنار میاید.اگه مثل من از اندروید اومده باشید اولش کمی اذیت میشید اما به تدریج یاد میگیرید که چگونه باهاش کنار بیاید ولی به شخصه چون تبلت هست و خیلی جاهای مختلف نمیبرمش و بیشتر تو خونه هست مشکلی ندارم.اما اگر گوشی اندرویدی نداشتم کارم خیلی سخت میشد.
دوربین:
انتظار دوربین خیلی خوبی رو کلا از هیچ تبلتی نداشته باشید که اصولاواسه این کار ساخته نمیشن.
کیفیت صدا:
حرف نداره.بلندگوی استریو عالی و واقعا با کیفیت.
باتری:
میزان نگهداری شارژش خیلی عالی هست و با کارهای معمول مثل وبگردی خیلی خوب شارژ نگه میداره.اما اگر فیلم با کیفیت روش نگاه کنید شارژ زیادی تخلیه میکنه.واسه تماشای فیلم تبلت رو کاملا شارژ کنید و یه فیلم 3 تا 4 ساعته رو تماشا کنید.البته راهکار دیگه هم اینه که موقع تماشای فیلم شارژر رو همزمان وصل کنید.
جمع بندی:
اگر میخواید یه تبلت خاص و با سرعت و تا چند سال به روز (با توجه به آپدیت های سروقت)بگیرید انتخاب خوبیه.البته قیمت بالاش یه خورده عجیبه.ضمنا رقیب خاصی در اندروید که نداره.بهتره یه نگاهی به تبلت های ویندوز هم داشته باشید.در مجموع منهای محدودیت هاش ازش راضیم.",2,0,3,5,4,4,5,4
,,"عالی و بی نظیره و نسبت به تبلتایی که داشتم عالی و بی نظیره تمام امکانات رو بدون عیب داره و مفید هست شاید قیمتش کمی زیاد باشه اما نسبت به امکاناتش به چشم نمیاد . من که کلا خوشم اومد و ظاهرش هم نسبت به بقیه تبلت ها خوبه و چند بار از دستم افتاده و حتی خراشی هم بر نداشته.",1,1,4,5,5,5,5,5
,,"جواب سوال دوست عزیز ی که گفته تبلت رو ب عنوان یک تبلت دانشجویی خواسته بودن رو باید اینجوری گفت: دوست گرامی شما برای اتصال دادن تبلت به لپتاپ یا pc حالا سیستم مک یا ویندوز فرقی نداره، رو هر پلتفرمی از سیستم های دکستاپی شما به نرم افزار آیتونز احتیاج دارید که بتونید فایل انتقال بدید، برای انتقال فایل های خواندنی و کتاب های الکترونیک شما نمیتونید فایل word یا هر فایل txt دیگه ای رو از طریق آیتونز روی پلتفرم ios بریزید، بـــــــاید، تاکید میکنم، بـــــــاید فایلتون pdf باشه که بتونید روی تبلت بریزید و از طریق نرم افزار ibook مطالعه کنید
ترجیحا نقدو بررسیه این تبلت و تبلت سرفیس پرو 3 و 4 رو حتما تماشا کنید.",2,0,4,5,3,1,5,2
,,"دوست عزیز آقای علی حقی رحیمی، در مورد تبادل اطلاعات فقط از بلوتوس نمیشه استفاده کرد که هزار تا راه دیگه هم هست. مثلا زاپیا. اما میتونم قول بدم که پدر آدم در نمیاد.
فایل های تصویری و کتاب های الکترونیکی هم که هیچ محدودیتی ندارید.",2,0,0,0,0,0,0,0
,,"سلام دوستان من قصد خرید آیپد ایر2 رو دارم خیلی نگرانم چون بعد از مدت ها کار با اندروید می خوام وارد یک دنیای دیگه بشم از هرکی می پرسم میگه محدودیت داره یا مثلا پدره آدم در میاد تا دیتا منتقل بکنه توش(این برام یکم مهمه) من کارم با تبلت باز کردن فایل های تصویری و کتاب های الکترونیک هستش اصلا ساده تر بگم من یک تبلت دانشجویی لازم دارم بنظرتون آیپد نیاز های منو برآورده می کنه ؟؟؟
سوال دیگمم اینه که آیپد رو اگه به لپ تاپ وصل کنم می تونم تبادل اطلاعات داشته باشم؟حتما باید روی لپ تاپ نرم افزار خاصی بریزم؟
می بخشید اگه طولانی شد",0,0,0,0,0,0,0,0
,,"سلام : دیجی جون لطفاتو پینهاد ویژه قرار بده و قیمتشو کمتر کن میخوام بخرم انشاالله هر کی موافقه بزن لایکو +1",10,0,1,5,5,5,5,5
,,"خواهش میکنم رنگ طلایی موجود کنین . تا خواستم بخرم ناموجود شد که",0,0,5,5,5,5,5,5
,,"عالیه یک تبلت به تمام معناست تب اس خوبه این خیلی خوبه",0,0,0,0,0,0,0,0
,,"اگه میشه لطفا یکم ارزونترش کنید ما هم بخریم.
دیجی کالا واقعا داری زحمت بسیاری میکشی.امید وارم موفق باشی",4,0,5,5,5,5,5,5
,,"سلام.میخواستم بدونم آیپد ایر 2 رو بگیرم یا صبر کنم که آیپد جدید بعدی بیادو اونو بگیرم؟
آخه قیمت آیپد ایر 2 بالا هست و اگه دویصت تومن کم تر بود همین الان آیپد ایر 2 رو سفارش میدادم.",3,0,5,5,5,5,5,5
,,"باسلام من نوت 10 مدل p601 داشتم وشش ماهه که دارم باهاش کارمیکنم علی رغم اینکه از سامسونگ بدم میاد ولی این تبلت را خیلی دوست دارم
متاسفانه خوشی زد زیر دلم واومدم همین ایر2رابا128گیگ طلایی راهمون اوایلش خریدم وتصورم این بود که یک شاهکار بتمام عیاره ،،ولی الحق که
نقدوبررسی دیجی کالا ماهرانه است وواقعا در تک تک کلماتش کارشناسی هم فنی وهم اصول بازاریابی نهفته است یعنی هم حقایق رامیگه هم نمیذاره
میل به خریدت کم بشه بهرحال درنقدشون گفته بودن..الغرض من وقتی شروع بکارکردم دیدم وای (گوشی خودم وخانمم هر دو 6پلاسه) اولا صفحه خیلی عالیه اما
کیفیت عکسها درنوت10 واقعی وعالیتره،، دوما چون صفحه تماس نداره برنامه هایی مثل وات ساپ رانمیشه گرفت من بافوت وفن زیاد تونستم وایبر رانصب کنم
ولی وات ساپ نمیشه،،،، بعنوان تبلت بنظرم نوت خیلی کاملتره (ازوقتی دارمش لپ تاپم گوشه نشین وبلااستفاده شده)وبرای جبران ظرفیت کمش شما یک
هارداکسترنال 1ترابایت وای فای داربخر بذار کنارش دیگه ....انصافا جابجایی اطلاعات بانوت 10 که otgساپورت میکنه خیلی کارراحت کرده ،،غیراز ادیت فیلم
در آیپدایر2 که دربرنامه imovieهست که محشره همه نرم افزارهای عکس وفیلم غیره رامیتونی ازplayبگیری. من بانوت 10 وگوشی 6پلاس انصافا یه تیم
کامل برای هر فعالیت رایانه ای بودیم الان ایر2 رادرسایت ال دیجیتال گذاشتم برای فروش ...انتخاب خوبی نداشتم .... به نقدوبررسی های دیجی کالا عمیق
توجه کنین چون همه حقایق رامیگن ولی چون خودمون باشوق یاتعصب نقدهارا بررسی میکنیم مثل من اشتباه درمیاد",8,1,0,0,0,0,0,0
,,"خدمت اون دوستی که می خواست بدونه فرق 4g و wifi چیه , بگم که فرقشون فقط تو اینه که مدل 4g سیم کارت می خوره ولی wifi این قابلیت رو نداره .
البته سیم کارت مدل 4g فقط برای وصل شدن به data هست و قابلیت مکالمه نداره .
مدل 128 4g هم موجود هست اگه یک بار دیگه ببنید.",1,0,5,5,5,5,5,5
,,"سلام
ببخشید کسی میدونه نسخه Wi Fi و 4G چه فرقی با هم دارند؟
و اینکه چرا 128 فقط نسخه وای فای داره؟",1,0,0,0,0,0,0,0
,,"57822
بهترین تبلت دنیا قدرتمند ترین من دارم بنچمارک antutu امتیازش
57822
شد که بی نظیر یعنی تقریبا قدرت دو برابر Galaxy note 3!!",1,0,0,0,0,0,0,0
,,عالیه,2,0,5,0,5,5,5,5
,,"خدمت دوستان باید در نظر بگیرید که استفاده از محصولات اپل یا سامسونگ کاملا سلیقه ای است اپل یک برند است و همچنین سامسونگ ،ولی اینها بستگی به استفاده فردی داره مثلا یکی دنبال دوربین می گرده قطعا باید سامسونگ بگیره ولی در حیطه نرم افزار و گیم طبعا این دو مورد رو تو سامسونگ پیدا نمی کنید و مجبور به استفاده و هزینه بیشتر برای خرید اپل می باشید وختم کلام شما مخیر بخرید هر چیزی هستید ولی دلیل نمی شه بزنی تو سر این شرکت و اون شرکت موفق و موید...",5,0,0,0,0,0,0,0
,,"سلام دی جی جان ترو خدا اینو قیمتشو کم بزار ما بخریم دیگه مرسی",3,0,0,0,0,0,0,0
,,"اگه کسى میخواد بخرتش تو خرىدش شک نکنه",5,0,5,5,5,5,5,5
,,"چرا برای ایر2 گارانتی نذاشتین؟ من به شخصه فعلا نخریدم تا شاید دیجی براش گارانتی بذاره. البته هنوز شک دارم که tab s بگیرم یا ایر2 آخه tab s یه سری امکانات داره که آیپد نداره . از همه مهمتر انتقال راحت تر فایلها در سامسونگه.بعد امکان استفاده از شبکه های اجتماعی در سامسونگه و ... ولی چون از گوشی آیفون استفاده کردم و کیفیت اون رو دیدم برا همین کیفیت و عدم لگ و ... توی محصولات اپل من رو مجذوب خودش کرده! برای همینه که هنوز شک دارم.اگه تونستید توی انتخابم کمکم کنید. ممنون",4,0,5,5,5,5,5,5
,,"سلام به نظرتون این آیپد رو بگیرم یا یکی از آخرین مدلهای سامسونگ؟ که من برا فیلم و اینترنت میخوام ازش استفاده کنم.حیف که نوع سیمکارت خور آیپد نمیشه باش رفت توی شبکه های اجتماعی",1,0,5,5,5,5,5,5
,,"عالیه بهترین تبلت دنیا هر کی موافقه لایک بزنه",26,0,0,0,0,0,0,0
