positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"همه جاي دستگاه",قيمت,"این ارزون ترین سرفیس بازاره ولی بازم عالی",1,0,4,5,5,5,5,4
"وزن کم قدرت استارت و إف شدن فوق العاده عالي نوشتن باقلم مافوق تصورهست اتصال کيبورد راحت و سريع هست و شگفت انگيز کيفيت خيره کننده مانيتور قدرت مطلوب در اجراي برنامه ها پشتيباني از کارت حافظه","شارژ بسيار ضعيف براي بدنه محافظ نيست و اگه مواظبش نباشي به راحتي خط مي خوره و... سيمکارت نمي خوره!!","ین رو من از دی جی خریدم, الان بیشتر از پنج ماهه فک کنم دارم استفاده می کنم, عالیه اما من احساس, می کنم سرفیس بوک جذاب تر باشه چون من کارم بیشتر با نمودار و تحلیل بازار هست, فک می کنم سرفیس بوک می تونست بهتر باشه فقط به این دلیل که اون لولایه در استحکام و راحتی استفاده رو داره و البته که مانیتور بزرگتری در اختیارم خواهد بود,اما چیزی که منو ترغیب به خرید سرفیس پرو کرد وزن سبکتش بود,و جمع جورتر, در یک کلام : سرفیس بوک تویه استفادش حالت مستحکمتر و خوش دست در کیبرود و مانیتورش داری, ولی وزنش هم زیاده, ولی سرفیس پرو خوشدست و سبکه و حملش به واسطه طول عرضش و کیبرود و وزنش راحتره, درنتیجه واسه حمل می خوای سرفیس پرو ولی اگه زیاد حمل ونقل مهم نیست و مانیتور کمی بزرگتر می خوای و وزن زیاد رو تحمل می کنی سرفیس بوک بخر,
اما یه چنتا پیشنهاد جانبی: حتما حتما محافظ گلس صفحه بخر ازون زد ضربه ها, حتما کاور پلاستیکی بدنه بخر گرچه جلویه ضربه رو نمی گیره اما از خط و خراش, و رنگ رفتن بدنه جلوگیری می کنه, موس اگه خواستی بخری حتما بلوتوث بخر چون سرفیس پرو 4 ,فقط یک پورت داره و وایرلس با وجود دانگل پورتت رو اشغال می کنه,در پایان از دی جی ممنونم محصول رو سالم و به موقع تحویل دادن,",3,1,5,5,5,5,5,5
"صفحه نمايش خيره کننده
اسپيکر عالي
پِن و قابليت هاي عالي آن
زيبايي
قابليت هاي عالي نرم افزاري به لطف هماهنگي نرم افزار و سخت افزار","استفاده در حالتي ک به شارژ است دستگاه را داغ ميکند
باتري ميتوانست بهتر باشد","من بعد یک سال استفاده هیچ بدی ندیدم ازش.
کار هایی ک با پن میشه کرد عالی و در مواری حیرت امیز تر از نوت های سامسونگ.
عملکرد وان نوت به لطف اندازه نزدیک به A4 حس نوشتن واقعی را به آدم القا میکند.
شارژر مگنتی خیلی اوقات جان دستگاه را نجات داده است.
اما در عوض باتری نسبتا ضعیف سرعت شارژ بالایی دارد.
در کل واقعا بینظیر است.",2,0,4,5,5,5,5,5
,,"حدود 6 ماه پیش این تبلت رو خریدم. دیجی کالا موجود نبود و از بیرون به همراه کیبورد signature type تهیه کردم. میتونم بگم که خیلی از خریدم راضیم و حتی از چیزی که انتظار داشتم بهتره. البته قبل از خرید انتظاری از باتری دستگاه نداشتم. در حالت اجرای فیلم تخمینم 6 و7 ساعته ولی اگر کارای پردازشی انجام بگیره فکنمیکنم بیشتر از 2و3 ساعت دووم بیاره. از لحاظ ظاهری خیلی قشنگه و بدنش با کیفیت به نظر میاد.پایه دستگاه هم محکم و قابل تنظیمه. طوریکه هنگام نوشتن روش تقریباً ثابته. کاور صفحه هم براش نگرفتم چون به نظرم لازم نبود و پشیمونم نیستم. برای خوندن pdf و استفاده از نرم افزار های آفیس واقعاً مناسبه. قلمی که داره هم به کار میاد و با onenote هماهنگه
قبل از خرید انتظار مشکلاتی ازش داشتم ولی میتونم بگم هیچ کدوم پیش نیومد. اگر به شارژ نباشه داغ کردن دستگاه واقعاً کمه و اصلاً قابل توجه نیست. مشکلات ریز شدن هم مربوط به همه صفحات با کیفیت بالاست و فقط در نرم افزار های قدیمی یا با پشتیبانی بد اتفاق میفته.",1,0,3,5,5,5,5,5
,,"در مورد کیفیت تصویر و تار شدن بعضی برنامه ها سوال کرده بودید. این یه مشکلی هست که کلا با ویندوز 10 ظهور کرد.
مشکل از اونجا هست که برنامه های قدیمی و حتی بعضی از امکانات خود ویندوز ممکنه تار نشون داده بشن و این مشکل از سیستم جدید scaling ویندوز 10 هست.
شما برای اینکه مشکلتون حل بشه روی دسکتاپ راست کلیک کنید به قسمت display settings > advances display settings>advanced sizing of text and other items
در صفحه ای که باز میشه در قسمت set a custom scaling level (که در میان نوشته ها بصورت هایپرلینک هست) که کلیک کنید در صفحه جدید میبینید که scale روی 200 هست که همون عددیست که دیفالت خود ویندوز برای سرفیس هست. عدد بزرگتری رو انتخاب کنید و تغییرات رو OK کنید. در اینجا از شما خواسته میشه تا sign out کنید بعد از login الان باید منو ها و نوشته ها و ... بزرگتر شده باشن اگر راحت بودید که فبه المراد اما اگر با همون سیستم سابق راحتید (که به نظر من بهتر هم هست) بعد از login دوباره به همین مسیر برید و اون عدد رو به 200 برگردونید. دوباره sign out کنید. بعد از login کردن مشکل تار بودن یا عجیب و غریب بودن فونتها و نوشته ها تو بعضی از برنامه ها از بین میره. این روش برای دسکتاپ ها یا لپ تاپ هایی هم که درگیر این مشکل هستند نیز کاربرد داره.",1,0,4,5,4,4,5,4
,,"سلام ، من قبل خرید این دستگاه لپ تاپ ایسوس کور آی 5 ، رم 4 داشتم ولی به دلیل وزن زیاد فروختم و این دستگاه رو خریدم ، اول اینکه اون مشکلی که کاربران راجع به sleep شدن این دستگاه داشتن موقع خرید پرسیدم، - که گفتن با آپدیت ویندوز مشکل حل میشه و من همون موقع آپدیت کردم و تا الان مشکلی با این موضوع نداشتم ، دوم اینکه من با نرم افزار تخصصی کامسول ( مخصوص رشته های مهندسی شیمی و مکانیک) کار میکردم که روی این دستگاه راحت نصب شد و سرعت ران شدنش از لپ تاپم بیشتر بود که این موضوع واقعا برام جالب بود و باعث شد بیام و حتما نظر مو راجع به دستگاه بنویسم ، تنها مشکلی که برای شخص من پیش اومد نصب به تلویزیون بود که پورت HDMI نداره و کابل مربوط به این کار ، mini display به HDMI هستش که خب قیمت بالایی داره ، اگه این موضوع اهمیتی براتون نداره حتما این دستگاه رو خریداری کنید.",3,1,4,5,5,5,5,5
,,"دوستان ببینید مقایسه این دستگاه با تبلت های اندرویدی یا IOS قیاس مع الفارقی هست. این دستگاه یک لپتاپ کوچک ویندوزی هست که قابلیت نصب برنامه های دسکتاپ رو داره. یعنی شما نسخه موبایل روی اون نصب نمیکنید. من فکر میکنم گرم شدن این لپ تاپ/تبلت یا مصرف باتری اون یک چیز طبیعی باشه چون باز هم یاداوری میکنم شما دارید با نرم افزارهای غیر موبایل کار میکنید که اینها در طراحیشون به وسواس برنامه های مخصوص موبایل به ریسورس زیاد دقت نمیشه. از طرفی سخت افزار استفاده شده روی اون هم همانی هست که روی خیلی از لپ تاپها دیده میشه. پس شما چیزی فراتر از یک تبلت معمولی که در اکثر مواقع نسخه بزرگتر از یک گوشی موبایل هست رو خریداری میفرمایید.
به نظر من با وجود قلم خیلی خوب به همراه ویندوز 10 نسخه دسکتاپ تمام قابلیتهای یک لپ تاپ و یک تبلت در یکجا جمع شده. علت اینکه قلم ممکنه تو بعضی از برنامه ها اونطور که باید و شاید جواب نمیده بر میگرده به اون برنامه نه به قلم یا خود این دستگاه.",2,3,4,5,4,4,5,4
"قلم
صحفه نمايش باکيفيت
دوربين خوب
بدنه باکيفيت","داغ مي کنه","سلام امروز بلاخره سرفیسم به دستم رسید خیلی هیجان انگیز بود اول از همه ممنونم از دیجی کالا بابت بسته بندی عالی واما بریم سره بحث اصلی بدون تردید اگه پولشو دارید حتما بخرید حتما",4,8,3,3,3,3,3,3
"همه چي","قيمت نسبتآ بالا اما ارزش خريد داره","سلام دوستان من امروز این محصول خفن رو گرفتم خیلی زود باهاش مچ شدم راضیم ازش تمامی آپدیت هاش رو انجام دادم ولی هنوز مشکل رزولیشن دارم ینی تو نرم افزار ویندوز مدیا پلیر فابریک خودش آیکنهای پلیر ومنوها و تکست ها کلا ریزه هر کاری که تو سایتا هم گفته شده رو انجام دادم DPI رو هم عوض کردم ولی هیچ تغییری نمیکنه یه مشکل دیگه تار شدن تو بعضی نرم افزار های دیگس مثلا تو دیوایس منیجر آیکونها و تکستها تاره اما اندازشون خوبه دمتون گرم هرکی میدونه مشکل چیه راهنمایی کنه با تشکر از دوستان
در ضمن حتما پیشنهاد میکنم این غول مایکروسافت رو بگیرین این مشکلی که من دارم شاید با آپدیت بعدی درست شه",7,3,3,5,5,5,5,5
"توان پردازش فوق العاده","باتري ضعيف و داغ کردن","خدمت اون دسته از دوستایی که میگن بازی اجرا نمیکنه باید بگم که این تبلت حتی از پس بازی gta V هم براومده ولی خب مسلمه که باید گرافیک بازی رو اندکی کاهش داد چون این به هر حال یه تبلته",4,4,4,5,3,4,4,5
